,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,208,379,206,230,298,234,245,227,264,218,271,270,341,254,248,201,260,219,328,293,"4,231",255,271,259,241,220,168,185,147,146,136,133,230,125,555,114,74,114,214,120
Short-Term Investments,767,737,809,840,930,913,960,826,805,894,737,814,953,997,"1,020","1,057",960,944,584,627,540,623,687,746,822,678,753,836,871,848,923,"1,274","1,439",720,658,452,510,548,517,566
Cash & Cash Equivalents,975,"1,116","1,015","1,070","1,228","1,147","1,205","1,053","1,069","1,112","1,008","1,084","1,294","1,251","1,268","1,258","1,220","1,163",912,920,"4,771",878,958,"1,005","1,063",898,921,"1,021","1,018",994,"1,059","1,407","1,669",845,"1,213",566,584,662,731,686
Cash Growth,-17.79%,29.92%,-10.34%,17.84%,25.95%,2.78%,18.72%,-1.59%,-12.95%,-3.05%,-16.35%,2.94%,21.05%,12.50%,25.79%,16.05%,-5.72%,-7.03%,-28.08%,-26.87%,291.07%,-24.51%,5.04%,9.24%,-77.72%,2.28%,-3.86%,1.59%,-4.23%,10.69%,14.98%,37.81%,63.95%,-14.99%,14.54%,-59.77%,-65.01%,-21.66%,-39.74%,21.20%
Receivables,"1,249","1,485","1,020",886,"1,194","1,132",823,748,872,784,783,868,"1,075","1,067",953,996,"1,427","1,356","1,165","1,130","1,568","1,866","1,538","1,494","1,171","1,031","1,010","1,015","1,181","1,123",921,943,"1,203","1,375","1,099","1,088",889,"1,272",927,767
Inventory,285,172,295,409,379,198,274,342,347,234,283,351,312,316,410,442,397,257,344,405,394,371,479,572,472,375,462,534,500,377,440,593,608,512,636,882,876,781,729,810
Other Current Assets,149,182,199,211,467,214,207,257,401,205,198,226,242,262,234,239,351,273,280,271,292,304,351,345,"1,231","1,860",108,215,221,725,"2,759","4,765","3,875","1,456","1,495","1,547","2,350",424,415,759
Total Current Assets,"2,658","2,955","2,529","2,576","3,268","2,691","2,509","2,400","2,689","2,335","2,272","2,529","2,923","2,896","2,865","2,935","3,395","3,049","2,701","2,726","7,025","3,419","3,326","3,416","3,937","4,164","2,501","2,785","2,920","3,219","5,179","7,708","7,355","4,188","4,443","4,083","4,699","3,139","2,802","3,022"
"Property, Plant & Equipment","9,593","9,763","9,979","10,205","10,502","10,670","10,911","11,185","11,537","11,718","11,898","12,083","12,307","12,452","12,644","12,700","13,057","13,205","13,397","13,653","14,044","19,512","19,932","20,328","20,624","20,978","21,348","21,735","22,362","22,739","22,096","22,614","23,484","24,213","25,015","25,910","27,143","27,598","28,454","29,171"
Long-Term Investments,"4,881","4,903","4,880","4,888","4,884","4,864","4,834","3,967","2,957","2,943","2,899","2,898","2,868","2,865","2,850","2,844","2,835","2,830","2,814","2,820","2,845","2,834","2,837","2,832","2,771","1,213","1,218","1,112",363,"1,216","1,245",0,0,0,0,0,0,0,0,0
