,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Goodwill and Intangibles,840,840,840,840,840,840,840,840,840,840,861,862,862,867,867,867,867,867,867,867,932,"5,589","5,549","5,535","4,882","4,697","4,697","4,697","4,697","4,697","4,294","4,294","4,294","4,294","4,294","4,294","4,294","4,294","4,160","4,160"
Other Long-Term Assets,"3,898","3,803","3,692","3,539","3,706","3,605","3,508","3,386","3,267","3,168","3,082","2,914","2,869","2,851","2,819","2,789","2,582","2,459","2,329","2,162","2,163","2,548","2,545","2,531","3,315","2,343","2,384","2,376","3,129","4,035","3,652","2,544","2,546","2,507","2,464","2,432","2,410","2,721","2,681","2,648"
Total Long-Term Assets,"19,212","19,309","19,391","19,472","19,932","19,979","20,093","19,378","18,601","18,669","18,740","18,757","18,906","19,035","19,180","19,200","19,341","19,361","19,407","19,502","19,984","30,483","30,863","31,226","31,592","29,231","29,647","29,920","30,551","32,687","31,287","29,452","30,324","31,014","31,773","32,636","33,847","34,613","35,295","35,979"
Total Assets,"21,870","22,264","21,920","22,048","23,200","22,670","22,602","21,778","21,290","21,004","21,012","21,286","21,829","21,931","22,045","22,135","22,736","22,410","22,108","22,228","27,009","33,902","34,189","34,642","35,529","33,395","32,148","32,705","33,471","35,906","36,466","37,160","37,679","35,202","36,216","36,719","38,546","37,752","38,097","39,001"
Accounts Payable,689,802,519,441,716,476,367,367,483,378,407,422,657,634,631,657,963,712,706,708,"1,240","1,181",936,888,884,739,670,658,853,797,797,905,"1,196","1,036","1,033","1,028","1,352",934,832,763
Current Debt,995,919,"1,214","1,285","1,389","1,322","1,534","1,441","1,346","1,622","1,270","1,377","1,777","1,514","1,854","1,926","1,313","1,287","1,545","1,216","1,083","1,089","1,243","1,685","1,761","2,184","2,783","2,293","2,872","2,715","1,297","2,091","1,448","2,570","2,511","2,675","2,598","1,336","1,517","2,064"
Other Current Liabilities,"1,335","1,338","1,293","1,282",687,"1,389","1,224","1,383",629,534,564,599,646,494,553,638,793,617,591,657,979,869,817,861,"1,333","1,119",856,879,"1,100",814,"1,275","1,511","1,643",999,774,908,"1,163",880,835,"1,066"
Total Current Liabilities,"3,019","3,059","3,026","3,008","2,792","3,187","3,125","3,191","2,458","2,534","2,241","2,398","3,080","2,642","3,038","3,221","3,069","2,616","2,842","2,581","3,302","3,139","2,996","3,434","3,978","4,042","4,309","3,830","4,825","4,326","3,369","4,507","4,287","4,605","4,318","4,611","5,113","3,150","3,184","3,893"
Long-Term Debt,"7,817","8,056","7,755","7,797","8,009","7,767","7,614","7,662","7,866","7,354","7,780","7,736","7,532","7,892","7,587","7,531","8,195","8,176","7,760","7,252","8,682","13,759","14,121","14,014","14,244","13,830","10,937","11,946","11,521","14,048","15,853","15,394","15,558","12,106","13,237","13,435","14,836","15,783","16,032","16,838"
Other Long-Term Liabilities,"6,705","6,735","6,714","6,770","7,851","7,142","7,313","6,867","7,505","7,610","7,594","7,680","7,757","7,860","7,857","7,765","6,784","6,761","6,836","6,887","6,967","8,788","8,815","8,848","8,948","8,553","8,510","8,541","8,777","8,816","8,374","8,394","8,419","8,540","8,638","8,684","8,555","8,463","8,515","8,685"
Total Long-Term Liabilities,"14,522","14,791","14,469","14,567","15,860","14,909","14,927","14,529","15,371","14,964","15,374","15,416","15,289","15,752","15,444","15,296","14,979","14,937","14,596","14,139","15,649","22,547","22,936","22,862","23,192","22,383","19,447","20,487","20,298","22,864","24,227","23,788","23,977","20,646","21,875","22,119","23,391","24,246","24,547","25,523"
Total Liabilities,"17,541","17,850","17,495","17,575","18,652","18,096","18,052","17,720","17,829","17,498","17,615","17,814","18,369","18,394","18,482","18,517","18,048","17,553","17,438","16,720","18,951","25,686","25,932","26,296","27,170","26,425","23,756","24,317","25,123","27,190","27,596","28,295","28,264","25,251","26,193","26,730","28,504","27,396","27,731","29,416"
Total Debt,"8,812","8,975","8,969","9,082","9,398","9,089","9,148","9,103","9,212","8,976","9,050","9,113","9,309","9,406","9,441","9,457","9,508","9,463","9,305","8,468","9,765","14,848","15,364","15,699","16,005","16,014","13,720","14,239","14,393","16,763","17,150","17,485","17,006","14,676","15,748","16,110","17,434","17,119","17,549","18,902"
Debt Growth,-12.43%,-5.81%,0.28%,3.64%,6.65%,1.27%,2.00%,0.23%,-1.98%,-1.24%,-1.07%,0.11%,1.05%,4.79%,4.32%,3.77%,2.14%,0.61%,-1.44%,-10.46%,2.70%,56.91%,65.12%,85.39%,63.90%,7.85%,-10.70%,-9.30%,-10.07%,4.68%,25.00%,22.80%,18.15%,-12.45%,-8.17%,-7.86%,2.52%,16.65%,11.44%,17.33%
Common Stock,"4,071","4,162","4,166","4,171","4,087","4,172","4,176","4,180","4,184","4,184","4,190","4,194","4,199","4,199","4,204","4,208","4,213","4,212","4,219","5,015","7,817","7,805","7,810","7,817","7,825","7,831","9,247","9,266","9,283","9,285","9,298","9,313","9,325","9,328","9,340","9,353","9,364","9,354","9,366","8,587"
Retained Earnings,258,341,346,387,461,486,456,-41,-657,-613,-726,-658,-668,-591,-571,-518,543,708,513,551,349,518,552,636,632,-761,-771,-796,-845,-482,-343,-368,154,685,768,719,709,"1,034","1,032","1,027"
Comprehensive Income,0,-89,-87,-85,0,-84,-82,-81,-66,-65,-67,-64,-71,-71,-70,-72,-68,-63,-62,-58,-108,-107,-105,-107,-98,-100,-84,-82,-90,-87,-85,-80,-64,-62,-85,-83,-31,-32,-32,-29
Shareholders' Equity,"4,329","4,414","4,425","4,473","4,548","4,574","4,550","4,058","3,461","3,506","3,397","3,472","3,460","3,537","3,563","3,618","4,688","4,857","4,670","5,508","8,058","8,216","8,257","8,346","8,359","6,970","8,392","8,388","8,348","8,716","8,870","8,865","9,415","9,951","10,023","9,989","10,042","10,356","10,366","9,585"
Net Cash / Debt,"-7,837","-7,859","-7,954","-8,012","-8,170","-7,942","-7,943","-8,050","-8,143","-7,864","-8,042","-8,029","-8,015","-8,155","-8,173","-8,199","-8,288","-8,300","-8,393","-7,548","-4,994","-13,970","-14,406","-14,694","-14,942","-15,116","-12,799","-13,218","-13,375","-15,769","-16,091","-16,078","-15,337","-13,831","-14,535","-15,544","-16,850","-16,457","-16,818","-18,216"
Net Cash Per Share,-18.18,-18.23,-18.45,-18.55,-18.78,-18.43,-18.39,-18.72,-18.94,-18.16,-18.66,-18.54,-18.34,-18.83,-18.83,-18.89,-19.10,-19.12,-19.43,-17.35,-9.93,-27.72,-28.53,-29.10,-29.59,-30.11,-24.10,-24.12,-24.36,-24.99,-27.00,-26.40,-24.08,-21.92,-23.00,-24.56,-26.79,-26.00,-26.57,-28.78
Working Capital,-361,-104,-497,-432,476,-496,-616,-791,231,-199,31,131,-157,254,-173,-286,326,433,-141,145,"3,723",280,330,-18,-41,122,"-1,808","-1,045","-1,905","-1,107","1,810","3,201","3,068",-417,125,-528,-414,-11,-382,-871
Book Value Per Share,10.11,10.29,10.29,10.40,10.58,10.64,10.58,9.44,8.05,8.15,7.88,8.06,8.03,8.21,8.27,8.39,10.88,11.27,10.81,12.75,16.02,16.37,16.45,16.63,16.65,13.88,15.89,15.39,15.21,15.79,15.14,14.65,14.97,15.82,15.94,15.86,15.96,16.44,16.43,15.19
