,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Long-Term Debt,"11,339","11,085","10,986","11,546","11,694","11,925","11,521","12,006","12,222","13,747","13,747","14,735","14,829","14,703","14,651","14,731","14,730","15,225","15,480","17,495","17,758","18,317","18,356","19,336","20,222","19,960","20,013","21,146","21,377","22,416","22,597","23,321","23,299","23,135","23,122","20,623","21,119","21,120","21,127","22,356"
Other Long-Term Liabilities,"13,140","12,932","13,092","16,183","16,106","16,094","15,972","15,855","15,721","15,662","15,703","15,371","15,589","15,569","15,570","13,053","12,858","12,728","12,765","13,379","13,459","13,451","13,231","14,243","14,159","13,975","13,711","15,330","15,081","14,893","14,709","14,032","14,400","14,493","14,775","16,217","15,947","15,774","16,150","16,355"
Total Long-Term Liabilities,"24,479","24,017","24,078","27,729","27,800","28,019","27,493","27,861","27,943","29,409","29,450","30,106","30,418","30,272","30,221","27,784","27,588","27,953","28,245","30,874","31,217","31,768","31,587","33,579","34,381","33,935","33,724","36,476","36,458","37,309","37,306","37,353","37,699","37,628","37,897","36,840","37,066","36,894","37,277","38,711"
Total Liabilities,"28,055","27,856","27,951","31,486","31,207","31,954","31,922","32,581","32,379","33,312","33,041","33,949","33,859","34,601","34,136","32,686","33,239","33,409","33,646","37,081","37,565","37,737","37,806","39,866","40,692","40,640","40,884","43,830","43,017","42,866","42,561","42,780","43,114","44,451","44,787","48,176","41,961","42,966","43,327","45,173"
Total Debt,"12,454","12,661","12,621","12,906","12,709","13,630","13,442","14,274","14,160","15,201","14,694","15,828","15,698","16,376","15,694","16,606","17,410","17,909","17,960","20,711","21,272","21,505","21,629","22,539","23,600","23,821","23,897","25,079","24,832","24,924","24,185","25,362","25,171","26,228","26,067","24,415","22,287","23,834","23,771","25,010"
Debt Growth,3.94%,2.28%,3.47%,3.87%,2.05%,7.65%,6.51%,10.60%,11.42%,11.53%,9.31%,10.89%,10.86%,7.73%,6.81%,4.92%,10.91%,9.36%,14.44%,24.72%,22.18%,20.08%,20.43%,8.83%,10.94%,10.77%,10.49%,11.27%,5.22%,4.63%,1.21%,1.13%,1.37%,5.23%,7.78%,-3.73%,-11.46%,-9.13%,-8.81%,2.44%
Common Stock,"12,426","12,455","12,707","12,576","12,761","12,788","13,040","13,052","13,193","13,950","14,267","14,298","14,498","14,490","15,102","15,418","15,654","15,648","15,887","16,726","17,369","17,709","17,959","18,022","18,261","18,225","18,494","18,847","19,033","19,743","20,037","20,037","20,378","20,387","20,748","20,687","20,843","20,805","21,078","21,158"
Shareholders' Equity,"12,426","12,455","12,707","12,576","12,761","12,788","13,040","13,052","13,193","13,950","14,267","14,298","14,498","14,490","15,102","15,418","15,654","15,648","15,887","16,726","17,369","17,709","17,959","18,022","18,261","18,225","18,494","18,847","19,033","19,743","20,037","20,037","20,378","20,387","20,748","20,687","20,843","20,805","21,078","21,158"
Net Cash / Debt,"-12,352","-11,887","-12,416","-12,207","-12,592","-12,921","-13,351","-13,330","-14,099","-14,339","-14,544","-14,998","-15,596","-15,534","-15,584","-15,762","-16,727","-16,988","-17,715","-19,705","-20,798","-20,535","-21,376","-21,322","-22,026","-22,476","-23,583","-23,643","-24,675","-23,746","-23,970","-24,216","-24,974","-24,988","-25,826","-23,133","-21,516","-21,879","-23,231","-23,820"
Net Cash Per Share,-42.00,-40.43,-42.23,-41.52,-42.84,-43.95,-45.38,-45.19,-47.83,-47.73,-47.54,-49.00,-50.92,-50.63,-50.38,-50.50,-53.68,-54.47,-56.72,-62.38,-64.31,-62.38,-64.15,-64.01,-65.83,-67.09,-70.31,-69.99,-71.94,-68.59,-67.69,-68.19,-70.33,-70.29,-72.57,-64.96,-60.75,-62.98,-67.04,-68.55
Working Capital,-92,-382,-354,-41,-9,-256,-924,-884,"-1,251",-404,-437,-437,-424,"-1,049",-819,"-1,365","-1,878","-2,020","-2,045","-2,343","-2,567","-2,262","-2,638","-2,015","-1,285","-2,141","-2,956","-2,053","-1,972",-447,-159,124,47,-807,"-1,157","1,636",973,131,-111,75
Book Value Per Share,42.42,42.52,43.38,42.94,43.57,43.66,44.52,44.50,44.92,46.64,46.85,46.99,47.52,47.45,49.06,49.77,50.43,50.35,51.07,53.20,53.86,53.94,54.06,54.27,54.74,54.55,55.29,55.94,55.62,57.16,56.70,56.73,57.55,57.54,58.51,58.31,59.06,60.15,61.10,61.22
