,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30,2017-07-31,2017-10-31,2018-01-31,2018-04-30,2018-07-31,2018-10-31,2019-01-31,2019-04-30,2019-07-31,2019-10-31,2020-01-31,2020-04-30,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31,2022-10-31,2023-01-31,2023-04-30,2023-07-31,2023-10-31
Income Tax,"2,249","1,914","2,113","1,783","2,175","1,573","1,891","1,748","1,346","1,498","1,710","1,332","1,664","1,522","1,502",975,601,546,"1,125",759,"1,851","1,251","1,233","1,052","1,379","1,322","2,207","1,914","1,415","1,033","1,559","1,015","1,149",798,"1,497",336,"3,093",792,"2,674",272
Net Income,"4,431","3,593","4,093","3,711","4,966","3,341","3,475","3,304","4,574","3,079","3,773","3,034","3,757","3,039","2,899","1,749","2,175","2,134",-861,"1,710","3,687","3,842","3,610","3,288","4,141","3,990","6,476","5,135","-2,091","2,730","4,276","3,105","3,562","2,054","5,149","-1,798","6,275","1,673","7,891",453
Net Income Growth,-20.96%,-5.05%,0.59%,-0.72%,12.07%,-7.01%,-15.10%,-10.97%,-7.89%,-7.84%,8.58%,-8.17%,-17.86%,-1.30%,-23.16%,-42.35%,-42.11%,-29.78%,-,-2.23%,69.52%,80.04%,-,92.28%,12.31%,3.85%,79.39%,56.17%,-,-31.58%,-33.97%,-39.53%,-,-24.76%,20.42%,-,76.17%,-18.55%,53.25%,-
Shares Outstanding (Basic),"3,239","3,233","3,230","3,229","3,227","3,231","3,221","3,210","3,165","3,144","3,109","3,089","3,062","3,035","3,008","2,981","2,956","2,950","2,946","2,924","2,896","2,869","2,853","2,843","2,835","2,831","2,832","2,833","2,828","2,815","2,799","2,785","2,771","2,754","2,736","2,711","2,697","2,694","2,693","2,693"
Shares Outstanding (Diluted),"3,253","3,248","3,241","3,240","3,243","3,243","3,231","3,219","3,175","3,154","3,119","3,100","3,076","3,047","3,021","2,996","2,977","2,967","2,946","2,941","2,912","2,886","2,869","2,861","2,856","2,849","2,848","2,849","2,841","2,829","2,812","2,797","2,781","2,765","2,745","2,711","2,707","2,704","2,703","2,703"
Shares Change,-3.07%,-2.11%,-1.52%,-0.95%,-0.31%,-0.15%,-0.31%,-0.65%,-2.10%,-2.74%,-3.47%,-3.70%,-3.12%,-3.39%,-3.14%,-3.35%,-3.22%,-2.63%,-2.48%,-1.84%,-2.18%,-2.73%,-2.61%,-2.72%,-1.92%,-1.28%,-0.73%,-0.42%,-0.53%,-0.70%,-1.26%,-1.83%,-2.11%,-2.26%,-2.38%,-3.07%,-2.66%,-2.21%,-1.53%,-0.30%
EPS (Basic),1.37,1.11,1.27,1.15,1.54,1.03,1.08,1.03,1.44,0.98,1.21,0.98,1.23,1.00,0.96,0.59,0.73,0.72,-0.29,0.58,1.27,1.34,1.27,1.16,1.46,1.41,2.29,1.81,-0.74,0.97,1.53,1.11,1.29,0.75,1.88,-0.66,2.31,0.62,2.93,0.17
EPS (Diluted),1.36,1.11,1.26,1.15,1.54,1.03,1.08,1.03,1.44,0.98,1.21,0.98,1.22,1.00,0.96,0.58,0.74,0.72,-0.29,0.58,1.25,1.33,1.26,1.15,1.45,1.40,2.27,1.80,-0.73,0.97,1.52,1.11,1.28,0.74,1.88,-0.66,2.30,0.62,2.92,0.17
EPS Growth,-18.56%,-2.63%,1.61%,0.88%,13.24%,-7.21%,-14.29%,-10.43%,-6.49%,-4.85%,12.04%,-4.85%,-15.28%,2.04%,-20.66%,-40.82%,-39.34%,-28.00%,-,0%,68.92%,84.72%,-,98.28%,16.00%,5.26%,80.16%,56.52%,-,-30.71%,-33.04%,-38.33%,-,-23.71%,23.68%,-,79.69%,-16.22%,55.32%,-
Free Cash Flow,"6,534","3,830","3,047",809,"9,274","2,311","3,034","1,799","9,566","4,073","6,499","2,533","8,405","3,591","3,558","3,304","8,211","3,541","3,477","3,584","7,326","1,400","5,042",550,"7,879","5,325","10,145","1,071","9,484",716,"6,864",413,"3,476","-7,262","9,082","1,943","8,391",251,"8,867","-4,615"
Free Cash Flow Per Share,2.02,1.19,0.94,0.25,2.87,0.71,0.94,0.56,3.02,1.29,2.09,0.82,2.75,1.18,1.18,1.11,2.78,1.20,1.18,1.23,2.53,0.49,1.77,0.19,2.78,1.88,3.58,0.38,3.35,0.25,2.45,0.15,1.25,-2.64,3.32,0.72,3.11,0.09,3.29,-1.71
Dividend Per Share,0.470,0.480,0.480,0.480,0.480,0.490,0.490,0.490,0.490,0.500,0.500,0.500,0.500,0.510,0.510,0.510,0.510,0.520,0.520,0.520,0.520,0.530,0.530,0.530,0.530,0.540,0.540,0.540,0.540,0.550,0.550,0.550,0.550,0.560,0.560,0.560,0.560,0.570,0.570,0.570
Dividend Growth,18.09%,2.13%,2.13%,2.13%,2.13%,2.08%,2.08%,2.08%,2.08%,2.04%,2.04%,2.04%,2.04%,2.00%,2.00%,2.00%,2.00%,1.96%,1.96%,1.96%,1.96%,1.92%,1.92%,1.92%,1.92%,1.89%,1.89%,1.89%,1.89%,1.85%,1.85%,1.85%,1.85%,1.82%,1.82%,1.82%,1.82%,1.79%,1.79%,1.79%
Gross Margin,24.47%,24.57%,25.07%,25.00%,24.66%,24.68%,25.10%,25.52%,25.19%,25.33%,25.96%,25.97%,25.35%,25.40%,25.81%,25.68%,24.68%,25.25%,25.35%,25.44%,24.41%,24.93%,24.89%,25.07%,23.94%,24.21%,25.45%,25.51%,24.21%,25.33%,25.43%,25.26%,24.43%,24.53%,24.22%,24.34%,23.54%,24.31%,24.61%,24.64%
Operating Margin,5.66%,5.39%,5.61%,5.26%,6.04%,4.95%,5.05%,4.87%,5.12%,4.55%,5.10%,4.33%,4.74%,4.46%,4.84%,3.87%,3.28%,4.20%,4.49%,3.99%,4.37%,3.99%,4.28%,3.69%,3.76%,3.88%,4.40%,4.29%,3.61%,5.00%,5.21%,4.12%,3.85%,3.76%,4.48%,1.76%,3.39%,4.10%,4.53%,3.86%
Profit Margin,3.42%,3.13%,3.41%,3.12%,3.77%,2.91%,2.89%,2.81%,3.53%,2.66%,3.12%,2.57%,2.87%,2.59%,2.35%,1.42%,1.60%,1.74%,-0.67%,1.37%,2.66%,3.10%,2.77%,2.57%,2.92%,2.96%,4.70%,3.81%,-1.37%,1.97%,3.03%,2.21%,2.33%,1.45%,3.37%,-1.18%,3.83%,1.10%,4.88%,0.28%
Free Cash Flow Margin,5.04%,3.33%,2.54%,0.68%,7.05%,2.01%,2.52%,1.53%,7.38%,3.51%,5.38%,2.14%,6.42%,3.06%,2.88%,2.68%,6.03%,2.89%,2.72%,2.87%,5.28%,1.13%,3.87%,0.43%,5.56%,3.96%,7.37%,0.80%,6.24%,0.52%,4.87%,0.29%,2.27%,-5.13%,5.94%,1.27%,5.11%,0.16%,5.49%,-2.87%
Effective Tax Rate,33.67%,34.76%,34.05%,32.45%,30.46%,32.01%,35.24%,34.60%,22.74%,32.73%,31.19%,30.51%,30.70%,33.37%,34.13%,35.79%,21.65%,20.37%,426.14%,30.74%,33.42%,24.56%,25.46%,24.24%,24.98%,24.89%,25.42%,27.15%,-,27.45%,26.72%,24.64%,24.39%,27.98%,22.52%,-,33.02%,32.13%,25.31%,37.52%
EBITDA,"9,531","8,349","9,053","8,524","10,056","8,076","8,272","7,990","8,916","7,550","8,588","7,444","8,712","7,710","7,632","5,965","6,014","5,888","3,472","5,677","8,938","8,480","8,206","7,696","9,000","8,695","12,112","10,361","2,667","6,990","8,991","7,256","7,844","5,987","9,824","1,877","12,789","5,974","14,112","4,393"
EBITDA Margin,7.35%,7.26%,7.54%,7.16%,7.64%,7.03%,6.88%,6.81%,6.88%,6.51%,7.11%,6.30%,6.65%,6.56%,6.19%,4.84%,4.41%,4.80%,2.71%,4.55%,6.44%,6.84%,6.29%,6.01%,6.35%,6.46%,8.79%,7.69%,1.75%,5.05%,6.37%,5.16%,5.13%,4.23%,6.43%,1.23%,7.80%,3.92%,8.73%,2.73%
Depreciation & Amortization,"2,270","2,250","2,277","2,354","2,292","2,319","2,339","2,365","2,431","2,388","2,517","2,469","2,706","2,551","2,618","2,658","2,702","2,678","2,654","2,615","2,731","2,714","2,722","2,723","2,828","2,791","2,771","2,771","2,819","2,661","2,641","2,650","2,706","2,680","2,699","2,755","2,811","2,845","2,905","2,986"
EBIT,"7,261","6,099","6,776","6,170","7,764","5,757","5,933","5,625","6,485","5,162","6,071","4,975","6,006","5,159","5,014","3,307","3,312","3,210",818,"3,062","6,207","5,766","5,484","4,973","6,172","5,904","9,341","7,590",-152,"4,329","6,350","4,606","5,138","3,307","7,125",-878,"9,978","3,129","11,207","1,407"
EBIT Margin,5.60%,5.31%,5.64%,5.18%,5.90%,5.01%,4.93%,4.79%,5.00%,4.45%,5.02%,4.21%,4.59%,4.39%,4.06%,2.68%,2.43%,2.62%,0.64%,2.45%,4.47%,4.65%,4.21%,3.89%,4.36%,4.39%,6.78%,5.63%,-0.10%,3.13%,4.50%,3.28%,3.36%,2.34%,4.66%,-0.57%,6.08%,2.05%,6.93%,0.87%
