,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30,2017-07-31,2017-10-31,2018-01-31,2018-04-30,2018-07-31,2018-10-31,2019-01-31,2019-04-30,2019-07-31,2019-10-31,2020-01-31,2020-04-30,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31,2022-10-31,2023-01-31,2023-04-30,2023-07-31,2023-10-31
Cash & Equivalents,"7,281","6,012","6,184","6,718","9,135","7,759","5,751","6,990","8,705","7,597","7,676","5,939","6,867","6,545","6,469","7,026","6,756","7,885","15,840","9,174","7,722","9,255","9,283","8,606","9,465","14,930","16,906","14,325","17,741","22,846","22,831","16,111","14,760","11,817","13,923","11,587","8,625","10,575","13,888","12,154"
Cash & Cash Equivalents,"7,281","6,012","6,184","6,718","9,135","7,759","5,751","6,990","8,705","7,597","7,676","5,939","6,867","6,545","6,469","7,026","6,756","7,885","15,840","9,174","7,722","9,255","9,283","8,606","9,465","14,930","16,906","14,325","17,741","22,846","22,831","16,111","14,760","11,817","13,923","11,587","8,625","10,575","13,888","12,154"
Cash Growth,-6.43%,-32.11%,-31.41%,-23.10%,25.46%,29.06%,-7.00%,4.05%,-4.71%,-2.09%,33.47%,-15.04%,-21.11%,-13.85%,-15.72%,18.30%,-1.62%,20.47%,144.86%,30.57%,14.30%,17.37%,-41.40%,-6.19%,22.57%,61.32%,82.12%,66.45%,87.44%,53.02%,35.05%,12.47%,-16.80%,-48.28%,-39.02%,-28.08%,-41.57%,-10.51%,-0.25%,4.89%
Receivables,"6,677","6,096","6,146","6,091","6,778","5,813","5,275","5,012","5,624","5,187","5,275","5,344","5,835","5,252","5,395","5,865","5,614","4,568","5,002","5,785","6,283","5,342","5,382","5,612","6,284","5,029","5,111","5,770","6,516","5,797","6,103","7,349","8,280","7,674","7,522","8,218","7,933","7,647","7,891","8,625"
Inventory,"44,858","45,315","45,451","51,501","45,141","46,310","45,007","50,706","44,469","44,513","43,453","49,822","43,046","43,361","43,442","50,147","43,783","43,303","41,985","50,380","44,269","44,751","44,134","51,546","44,435","41,217","41,084","51,842","44,949","46,383","47,754","57,484","56,511","61,229","59,921","64,706","56,576","56,932","56,722","63,951"
Other Current Assets,"2,369","2,264","1,851","1,531","2,224","2,251","2,099","2,404","1,441","1,800","1,828","2,296","1,941","2,178","1,457","2,330","3,511","3,486","3,543","4,107","3,623","2,391","2,572","2,148","1,622","2,152","1,895","1,665","20,861","1,565","1,555","2,020","1,519","2,500","2,798","3,169","2,521","3,357","3,531","3,661"
Total Current Assets,"61,185","59,687","59,632","65,841","63,278","62,133","58,132","65,112","60,239","59,097","58,232","63,401","57,689","57,336","56,763","65,368","59,664","59,242","66,370","69,446","61,897","61,739","61,371","67,912","61,806","63,328","64,996","73,602","90,067","76,591","78,243","82,964","81,070","83,220","84,164","87,680","75,655","78,511","82,032","88,391"
"Property, Plant & Equipment","117,907","117,643","118,723","117,492","116,655","115,685","116,511","116,956","116,516","116,494","115,410","115,088","114,178","114,169","115,353","115,299","114,818","114,800","111,017","111,349","111,395","125,241","125,862","125,425","127,049","123,378","122,894","124,289","109,848","108,625","109,598","110,331","112,624","113,217","114,392","115,544","119,234","121,138","123,995","126,824"
Goodwill and Intangibles,"19,510","19,515","19,758","18,888","18,102","17,531","17,799","17,051","16,695","16,751","16,339","17,792","17,037","17,575","18,037","18,204","18,242","18,850","17,840","31,044","31,181","31,416","31,454","30,716","31,073","29,416","29,542","30,236","28,983","28,872","29,159","28,923","29,014","29,438","28,664","28,137","28,174","28,306","28,268","28,015"
Other Long-Term Assets,"6,149","5,672","5,649","5,447","5,455","5,398","6,178","6,025","6,131","6,363","7,905","10,576","9,921","10,638","11,413","10,543","11,798","12,035","10,835","14,744","14,822","16,148","16,174","15,777","16,567","16,770","19,950","22,736","23,598","22,493","21,552","22,633","22,152","20,267","19,979","16,295","20,134","17,098","20,826","15,944"
Total Long-Term Assets,"143,566","142,830","144,130","141,827","140,212","138,614","140,488","140,032","139,342","139,608","139,654","143,456","141,136","142,382","144,803","144,046","144,858","145,685","139,692","157,137","157,398","172,805","173,490","171,918","174,689","169,564","172,386","177,261","162,429","159,990","160,309","161,887","163,790","162,922","163,035","159,976","167,542","166,542","173,089","170,783"
Total Assets,"204,751","202,517","203,762","207,668","203,490","200,747","198,620","205,144","199,581","198,705","197,886","206,857","198,825","199,718","201,566","209,414","204,522","204,927","206,062","226,583","219,295","234,544","234,861","239,830","236,495","232,892","237,382","250,863","252,496","236,581","238,552","244,851","244,860","246,142","247,199","247,656","243,197","245,053","255,121","259,174"
Accounts Payable,"37,415","36,347","36,828","39,656","38,410","37,224","37,225","40,553","38,487","37,997","39,902","42,990","41,433","41,367","42,389","47,587","46,092","44,612","43,128","49,729","47,060","45,110","45,871","49,750","46,973","44,096","46,326","54,152","49,141","48,151","49,601","57,156","55,261","52,926","54,191","57,263","53,742","54,268","56,576","61,049"
Current Debt,"12,082","7,083","8,456","11,175","6,670","7,267","6,212","8,264","6,004","6,629","4,748","7,897","3,920","6,472","7,174","9,021","9,662","10,038","2,228","11,095","7,830","8,475","10,311","11,227","8,241","12,283","8,193","6,897","5,296","5,817","4,230","4,016","5,207","17,008","17,948","14,275","6,603","7,783","9,568","14,910"
Other Current Liabilities,"19,848","24,491","21,848","20,709","20,173","25,133","21,825","21,675","20,128","25,656","23,472","23,243","21,575","26,354","23,248","23,827","22,767","26,107","26,327","24,927","22,587","26,303","24,101","22,807","22,576","26,268","27,438","27,072","38,208","26,873","27,291","26,448","26,911","26,596","27,760","29,870","31,853","33,454","33,076","28,271"
Total Current Liabilities,"69,345","67,921","67,132","71,540","65,253","69,624","65,262","70,492","64,619","70,282","68,122","74,130","66,928","74,193","72,811","80,435","78,521","80,757","71,683","85,751","77,477","79,888","80,283","83,784","77,790","82,647","81,957","88,121","92,645","80,841","81,122","87,620","87,379","96,530","99,899","101,408","92,198","95,505","99,220","104,230"
Long-Term Debt,"44,559","48,233","45,496","44,286","43,495","42,964","42,843","44,198","44,030","43,393","42,743","42,108","42,018","40,025","40,469","40,906","36,825","36,305","51,568","49,896","50,203","66,954","64,398","64,721","64,192","63,149","61,301","61,581","57,950","57,005","56,649","53,581","52,116","49,809","47,361","51,105","52,320","56,084","55,233","54,829"
Other Long-Term Liabilities,"9,508","8,164","8,311","7,789","8,805","8,169","8,391","7,824","7,321","7,272","7,877","10,144","9,344","9,386","9,240","9,167","8,354","9,541","8,999","11,467","11,981","12,792","13,049","13,018","12,961","12,986","12,927","13,657","14,370","14,143","13,654","12,893","13,474","14,203","14,352","15,020","14,925","14,233","15,341","14,532"
Total Long-Term Liabilities,"54,067","56,397","53,807","52,075","52,300","51,133","51,234","52,022","51,351","50,665","50,620","52,252","51,362","49,411","49,709","50,073","45,179","45,846","60,567","61,363","62,184","79,746","77,447","77,739","77,153","76,135","74,228","75,238","72,320","71,148","70,303","66,474","65,590","64,012","61,713","66,125","67,245","70,317","70,574","69,361"
Total Liabilities,"123,412","124,318","120,939","123,615","117,553","120,757","116,496","122,514","115,970","120,947","118,742","126,382","118,290","123,604","122,520","130,508","123,700","126,603","132,250","147,114","139,661","159,634","157,730","161,523","154,943","158,782","156,185","163,359","164,965","151,989","151,425","154,094","152,969","160,542","161,612","167,533","159,443","165,822","169,794","173,591"
Total Debt,"56,641","55,316","53,952","55,461","50,165","50,231","49,055","52,462","50,034","50,022","47,491","50,005","45,938","46,497","47,643","49,927","46,487","46,343","53,796","60,991","58,033","75,429","74,709","75,948","72,433","75,432","69,494","68,478","63,246","62,822","60,879","57,597","57,323","66,817","65,309","65,380","58,923","63,867","64,801","69,739"
Debt Growth,4.63%,-3.10%,-5.72%,-10.29%,-11.43%,-9.19%,-9.08%,-5.41%,-0.26%,-0.42%,-3.19%,-4.68%,-8.19%,-7.05%,0.32%,-0.16%,1.20%,-0.33%,12.91%,22.16%,24.84%,62.76%,38.87%,24.52%,24.81%,0.00%,-6.98%,-9.84%,-12.68%,-16.72%,-12.40%,-15.89%,-9.37%,6.36%,7.28%,13.51%,2.79%,-4.42%,-0.78%,6.67%
Common Stock,"2,685","2,434","2,531","2,546","2,785","2,677","2,300","2,327","2,122","2,033","2,225","2,392","2,676","2,525","2,651","2,798","2,943","2,851","3,004","3,178","3,253","3,020","3,165","3,375","3,531","3,267","3,480","3,768","3,928","3,704","3,933","5,088","5,115","4,862","4,944","5,087","5,238","5,517","4,904","5,198"
Retained Earnings,"76,566","73,366","77,172","80,814","85,777","82,492","84,959","87,903","90,021","84,145","85,972","87,636","89,354","84,120","84,838","84,480","85,107","82,982","80,810","80,287","80,785","76,276","78,432","80,656","83,943","81,141","87,614","92,279","88,763","82,577","84,572","85,674","86,904","80,532","82,519","77,946","83,135","78,035","85,470","85,831"
