,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"1,530","1,629","1,395","1,241","1,288","1,021",408.5,868.1,556.3,914,664,"1,262","1,139","1,136","1,444","2,105","2,140","2,181","1,443","1,876","2,902","2,987","2,259","3,596","4,876","5,022","4,267","5,545","6,399","4,958","3,995","4,603","3,836","3,957","2,938","3,725","5,531","4,029","3,090","3,939"
Short-Term Investments,0,0,0,130.8,136.7,503.7,670.8,546.1,517.5,469,525,413,701,605,381,394,384,534,550,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cash & Cash Equivalents,"1,530","1,629","1,395","1,372","1,425","1,525","1,079","1,414","1,074","1,383","1,189","1,675","1,840","1,741","1,825","2,499","2,524","2,715","1,993","2,401","2,902","2,987","2,259","3,596","4,876","5,022","4,267","5,545","6,399","4,958","3,995","4,603","3,836","3,957","2,938","3,725","5,531","4,029","3,090","3,939"
Cash Growth,6.37%,8.92%,5.54%,-21.51%,-6.87%,-6.38%,-22.65%,3.08%,-24.65%,-9.32%,10.16%,18.44%,71.35%,25.89%,53.49%,49.19%,37.17%,55.94%,9.21%,-3.92%,14.98%,10.02%,13.35%,49.77%,68.02%,68.13%,88.89%,54.20%,31.23%,-1.27%,-6.37%,-16.99%,-40.05%,-20.19%,-26.46%,-19.07%,44.19%,1.82%,5.17%,5.74%
Receivables,"1,399","1,379","1,502","1,399","1,350","1,175","1,539","1,411","1,417","1,258","1,624","1,508","1,528","1,395","1,799","1,699","1,761","1,487","2,214","2,000","2,036","1,831","2,294","2,225","1,846","1,194","1,812","1,972","1,735","1,702","2,265","2,079","2,209","1,629","2,156","1,932","1,904","1,452","1,909","1,752"
Inventory,"1,215","1,294","1,257","1,112","1,073","1,216","1,177","1,077","1,151","1,264","1,296","1,278","1,310","1,479","1,518","1,445","1,533","1,618","1,681","1,651","1,814","2,006","2,055","2,058","2,087","2,062","2,204","2,116","2,134","2,505","2,633","2,612","2,830","2,920","3,018","3,069","3,097","2,979","2,863","2,603"
Other Current Assets,547.2,522.8,573.4,542.7,580.9,268.2,588.1,573.6,611.4,320,292,328,294,349,365,332,351,348,361,388,408,388,414,469,424,614,512,658,729,603,593,661,625,792,754,641,715,679,723,621
Total Current Assets,"4,692","4,825","4,728","4,426","4,429","4,184","4,383","4,476","4,252","4,225","4,401","4,789","4,972","4,964","5,507","5,975","6,169","6,168","6,249","6,440","7,160","7,212","7,022","8,348","9,233","8,892","8,795","10,291","10,997","9,768","9,486","9,955","9,500","9,298","8,866","9,367","11,247","9,139","8,585","8,915"
"Property, Plant & Equipment","1,435","1,503","1,444","1,434","1,398","1,490","1,469","1,497","1,511","1,583","1,569","1,563","1,576","1,671","1,695","1,728","1,726","1,823","1,838","1,859","1,891","2,068","4,534","4,603","4,538","4,337","4,399","4,467","4,318","4,470","4,471","4,553","4,527","4,599","4,512","4,755","4,869","4,976","4,890","5,039"
Long-Term Investments,0,13.6,0,387.9,393.7,420.3,710.1,772.2,"1,075","1,108","1,050",996,993,"1,026","1,087","1,112","1,027",843,661,600,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
