,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Goodwill and Intangibles,"1,052","1,051","1,048","1,209","1,477","1,471","1,467","1,464","1,578","1,572","1,569","3,287","3,279","3,243","3,237","3,228","3,224","3,202","3,193","3,144","3,080","3,071","3,059","4,262","3,823","3,739","3,779","3,825","3,663","6,711","6,498","6,455","6,229","5,949","5,605","5,570","5,513","8,088","7,970","8,051"
Other Long-Term Assets,467.6,476.9,444.2,399.7,396.6,661.4,396.8,372.9,400.6,735,759,577,625,664,676,561,626,531,602,633,627,805,816,724,769,813,930,"1,012",922,"1,022","1,125","1,115","1,103","1,064","1,006","1,039","1,086","1,212","1,205","1,278"
Total Long-Term Assets,"2,954","3,044","2,936","3,431","3,666","4,043","4,042","4,106","4,564","4,998","4,947","6,423","6,473","6,604","6,695","6,629","6,603","6,399","6,294","6,236","5,771","5,944","8,409","9,589","9,130","8,889","9,108","9,304","8,903","12,203","12,094","12,123","11,859","11,612","11,123","11,364","11,468","14,276","14,065","14,368"
Total Assets,"7,646","7,869","7,664","7,857","8,095","8,227","8,425","8,582","8,816","9,223","9,348","11,212","11,445","11,568","12,202","12,604","12,772","12,567","12,543","12,676","12,931","13,156","15,431","17,937","18,363","17,781","17,903","19,595","19,900","21,971","21,580","22,078","21,359","20,910","19,989","20,731","22,715","23,415","22,650","23,283"
Accounts Payable,512.5,524.5,516.1,495,497.7,635.4,514.6,527.4,572.5,717,546,617,597,835,679,738,884,"1,182",913,995,"1,068","1,490","1,071","1,137","1,162","1,177","1,178","1,299","1,277","1,692","1,485","1,639","1,470","1,822","1,392","1,507","1,520","1,670","1,257","1,252"
Current Debt,18.4,18.4,14,68.5,135.3,29.8,453.7,374.4,312.8,332,592,"2,143",519,189,552,413,296,183,183,18,516,516,866,891,"1,898","1,597",872,857,843,411,652,669,657,633,606,609,"2,600","1,354","1,357","1,866"
Other Current Liabilities,"1,508","1,514","1,412","1,481","1,464","1,465","1,486","1,578","1,548","1,632","1,574","1,698","1,744","1,799","1,911","2,252","2,208","1,945","2,467","2,763","2,647","2,599","2,653","2,925","2,621","2,405","2,694","3,264","3,077","3,195","3,182","3,454","3,287","3,360","3,273","3,539","3,580","3,216","3,300","3,456"
Total Current Liabilities,"2,039","2,057","1,942","2,044","2,097","2,130","2,454","2,479","2,434","2,681","2,712","4,458","2,860","2,823","3,142","3,403","3,388","3,310","3,563","3,776","4,231","4,605","4,590","4,953","5,681","5,179","4,744","5,420","5,197","5,298","5,319","5,762","5,414","5,815","5,271","5,655","7,700","6,240","5,914","6,574"
Long-Term Debt,"1,328","1,325","1,319","1,321","1,318","1,595","1,613","1,607","1,613","1,910","1,908","1,890","3,377","3,383","3,383","3,374","3,363","3,361","3,361","3,373","2,883","2,896","5,230","6,980","6,962","7,192","7,222","7,227","7,685","7,688","7,340","7,287","7,136","7,012","6,888","6,868","6,862","8,815","8,775","8,335"
Other Long-Term Liabilities,596.6,618,609.4,662.4,815.3,847.7,856.6,879.9,947.7,"1,045","1,053","1,056","1,073",960,924,"1,238","1,284","1,186","1,189","1,194","1,200","1,244","1,053","1,403","1,362","1,448","1,456","1,492","1,460","2,894","2,806","2,777","2,623","2,493","2,313","2,306","2,276","2,775","2,619","2,662"
Total Long-Term Liabilities,"1,924","1,943","1,928","1,983","2,133","2,443","2,469","2,487","2,560","2,955","2,961","2,946","4,450","4,343","4,307","4,612","4,647","4,547","4,550","4,567","4,083","4,140","6,283","8,383","8,324","8,640","8,678","8,719","9,145","10,582","10,146","10,064","9,759","9,505","9,201","9,174","9,138","11,590","11,394","10,997"
Total Liabilities,"3,964","3,999","3,870","4,027","4,230","4,573","4,923","4,967","4,994","5,636","5,673","7,404","7,310","7,166","7,449","8,015","8,035","7,857","8,113","8,343","8,314","8,745","10,873","13,336","14,005","13,819","13,422","14,139","14,342","15,880","15,465","15,826","15,173","15,320","14,472","14,829","16,838","17,830","17,308","17,571"
Total Debt,"1,346","1,343","1,333","1,389","1,453","1,625","2,066","1,982","1,925","2,242","2,500","4,033","3,896","3,572","3,935","3,787","3,659","3,544","3,544","3,391","3,399","3,412","6,096","7,871","8,860","8,789","8,094","8,084","8,528","8,099","7,992","7,956","7,793","7,645","7,494","7,477","9,462","10,169","10,132","10,201"
Debt Growth,-0.23%,-0.09%,-0.57%,3.76%,7.93%,20.98%,55.00%,42.65%,32.52%,37.98%,21.00%,103.51%,102.36%,59.32%,57.40%,-6.10%,-6.08%,-0.78%,-9.94%,-10.46%,-7.11%,-3.72%,72.01%,132.11%,160.66%,157.59%,32.78%,2.71%,-3.75%,-7.85%,-1.26%,-1.58%,-8.62%,-5.61%,-6.23%,-6.02%,21.42%,33.02%,35.20%,36.43%
Common Stock,"-2,308.3","-2,310.6","-2,433.1","-2,648.2","-2,678.1","-2,979.4","-3,283.9","-3,456.9","-3,460.5","-3,576","-3,671","-3,746","-3,632","-3,584","-3,586","-3,761","-3,899","-3,918","-4,355","-4,850","-4,898","-5,035","-5,236","-5,632","-5,554","-5,534","-5,434","-5,355","-5,405","-5,717","-6,158","-6,871","-7,300","-7,560","-7,590","-7,611","-7,509","-7,472","-7,379","-7,290"
Retained Earnings,"6,085","6,266","6,417","6,762","6,942","7,004","7,224","7,558","7,712","7,693","7,876","8,178","8,350","8,452","8,752","8,733","8,996","9,040","9,170","9,586","9,984","9,984","10,393","10,775","10,595","10,134","10,480","11,159","11,420","12,244","12,864","13,735","14,076","13,912","14,185","14,342","14,261","13,991","13,784","13,858"
Comprehensive Income,-109.5,-100.3,-204.1,-295.3,-408.9,-381.5,-449.4,-497.2,-439.3,-545,-548,-639,-599,-484,-435,-407,-386,-434,-409,-430,-498,-563,-627,-569,-712,-665,-594,-383,-487,-470,-625,-646,-626,-762,"-1,078",-829,-875,-934,"-1,063",-856
Shareholders' Equity,"3,667","3,855","3,780","3,818","3,855","3,643","3,490","3,604","3,812","3,572","3,657","3,793","4,119","4,384","4,731","4,565","4,711","4,688","4,406","4,306","4,588","4,386","4,530","4,574","4,329","3,935","4,452","5,421","5,528","6,057","6,081","6,218","6,150","5,590","5,517","5,902","5,877","5,585","5,342","5,712"
Net Cash / Debt,184.1,286,62.4,-17.2,-27.8,-99.8,-986.9,-567.5,-851.5,-859,"-1,311","-2,358","-2,056","-1,831","-2,110","-1,288","-1,135",-829,"-1,551",-990,-497,-425,"-3,837","-4,275","-3,984","-3,767","-3,827","-2,539","-2,129","-3,141","-3,997","-3,353","-3,957","-3,688","-4,556","-3,752","-3,931","-6,140","-7,042","-6,262"
Net Cash / Debt Growth,105.93%,88.90%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Net Cash Per Share,0.47,0.73,0.16,-0.04,-0.07,-0.26,-2.60,-1.51,-2.27,-2.29,-3.51,-6.33,-5.52,-4.90,-5.62,-3.42,-3.02,-2.21,-4.14,-2.68,-1.35,-1.15,-10.41,-11.66,-11.06,-10.28,-10.42,-6.90,-5.77,-8.52,-10.86,-9.16,-10.88,-10.18,-12.61,-10.41,-10.88,-17.01,-19.53,-17.39
Working Capital,"2,653","2,769","2,786","2,382","2,332","2,054","1,929","1,996","1,819","1,544","1,689",331,"2,112","2,141","2,365","2,572","2,781","2,858","2,686","2,664","2,929","2,607","2,432","3,395","3,552","3,713","4,051","4,871","5,800","4,470","4,167","4,193","4,086","3,483","3,595","3,712","3,547","2,899","2,671","2,341"
Book Value Per Share,9.51,10.07,9.90,10.05,10.19,9.67,9.37,9.75,10.33,9.69,9.98,10.34,11.22,11.91,12.84,12.38,12.80,12.77,12.01,11.85,12.68,12.12,12.54,12.70,12.02,10.91,12.29,14.93,15.20,16.69,16.79,17.24,17.12,15.62,15.41,16.50,16.42,15.59,14.90,15.92
