,2014-03-28,2014-06-27,2014-10-03,2015-01-02,2015-04-03,2015-07-03,2015-10-02,2016-01-01,2016-04-01,2016-07-01,2016-09-30,2016-12-30,2017-03-31,2017-06-30,2017-09-29,2017-12-29,2018-03-30,2018-06-29,2018-09-28,2018-12-28,2019-03-29,2019-06-28,2019-10-04,2020-01-03,2020-04-03,2020-07-03,2020-10-02,2021-01-01,2021-04-02,2021-07-02,2021-10-01,2021-12-31,2022-04-01,2022-07-01,2022-09-30,2022-12-30,2023-03-31,2023-06-30,2023-09-29,2023-12-29
Cash & Equivalents,"2,263","2,638","2,194","3,300","2,608","2,479","1,915","1,258","1,193","1,125","1,489","1,716","3,026","2,539","2,285","2,556","2,926","1,853","1,942","1,357","1,388","2,220","1,784","1,744","1,612","1,722","1,664","1,799","1,212","1,209",991,"1,535","1,138",615,761,770,766,786,795,787
Short-Term Investments,47,20,11,6,6,6,6,6,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cash & Cash Equivalents,"2,310","2,658","2,205","3,306","2,614","2,485","1,921","1,264","1,199","1,131","1,494","1,716","3,026","2,539","2,285","2,556","2,926","1,853","1,942","1,357","1,388","2,220","1,784","1,744","1,612","1,722","1,664","1,799","1,212","1,209",991,"1,535","1,138",615,761,770,766,786,795,787
Cash Growth,14.93%,16.12%,-12.53%,41.10%,13.16%,-6.51%,-12.88%,-61.77%,-54.13%,-54.49%,-22.23%,35.76%,152.38%,124.49%,52.95%,48.95%,-3.30%,-27.02%,-15.01%,-46.91%,-52.56%,19.81%,-8.14%,28.52%,16.14%,-22.43%,-6.73%,3.15%,-24.81%,-29.79%,-40.44%,-14.67%,-6.11%,-49.13%,-23.21%,-49.84%,-32.69%,27.80%,4.47%,2.21%
Receivables,"1,633","1,729","1,909","1,829","1,769","1,735","1,522","1,398","1,250","1,318","1,307","1,211","1,156","1,199","1,209","1,055","1,076","1,184","1,202","1,058",897,989,"1,065","1,112","1,160","1,115",866,801,978,"1,158","1,301","1,399","1,344","1,532","1,098",840,994,621,521,471
Inventory,846,985,"1,071","1,129","1,083",993,"1,098","1,046",928,868,914,"1,008","1,038",982,"1,014","1,014","1,002","1,053","1,116","1,097","1,001",970,"1,041","1,148","1,102","1,142","1,323","1,318","1,281","1,204","1,188","1,287","1,479","1,565","1,606","1,194","1,200","1,140","1,052","1,053"
Other Current Assets,362,405,398,368,365,355,341,223,223,216,213,205,240,321,316,285,243,220,263,164,201,184,141,148,141,135,141,163,221,208,188,229,298,321,275,277,637,358,268,317
Total Current Assets,"5,151","5,777","5,583","6,632","5,831","5,568","4,882","3,931","3,600","3,533","3,928","4,140","5,460","5,041","4,824","4,910","5,247","4,310","4,523","3,676","3,487","4,363","4,031","4,152","4,015","4,114","3,994","4,081","3,692","3,779","3,668","4,450","4,259","4,033","3,740","3,081","3,597","2,905","2,636","2,628"
"Property, Plant & Equipment","2,065","2,136","2,156","2,155","2,182","2,278","2,247","2,230","2,165","2,160","2,093","2,012","1,911","1,875","1,817","1,762","1,720","1,792","1,789","1,823","1,822","1,869","1,991","2,049","2,093","2,129","2,167","2,218","2,215","2,181","2,213","2,216","2,197","2,239","2,196","2,122","1,753","1,706","1,652","1,642"
Long-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,275","1,259","1,300","1,318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodwill and Intangibles,781,896,"1,341","1,321","1,281","1,244","1,203","1,773","1,730","1,685","1,643","1,601","1,560","1,519","1,492","1,460","1,442","1,425","1,406","1,386","1,366","1,348","1,334","1,320","1,307","1,295","1,282","1,277","1,272","1,266","1,261","1,256","1,251","1,246","1,242","1,240","1,238","1,237","1,237","1,237"
Other Long-Term Assets,662,683,685,706,742,755,747,862,879,835,831,808,808,833,823,618,603,608,601,604,603,"1,305","1,382","1,411","1,414","1,392","1,419","1,410","1,425","1,449","1,471","1,453","1,438","1,426","1,433","1,424","1,379","1,708","1,671","1,642"
Total Long-Term Assets,"3,508","3,715","4,182","4,182","4,205","4,277","4,197","4,865","4,774","4,680","4,567","4,421","4,279","4,227","4,132","3,840","3,765","5,100","5,055","5,113","5,109","4,522","4,707","4,780","4,814","4,816","4,868","4,905","4,912","4,896","4,945","4,925","4,886","4,911","4,871","4,786","4,370","4,651","4,560","4,521"
Total Assets,"8,659","9,492","9,765","10,814","10,036","9,845","9,079","8,796","8,374","8,213","8,495","8,561","9,739","9,268","8,956","8,750","9,012","9,410","9,578","8,789","8,596","8,885","8,738","8,932","8,829","8,930","8,862","8,986","8,604","8,675","8,613","9,375","9,145","8,944","8,611","7,867","7,967","7,556","7,196","7,149"
Accounts Payable,"1,345","1,549","1,740","1,736","1,683","1,540","1,890","1,759","1,504","1,517","1,568","1,631","1,591","1,626","1,539","1,620","1,645","1,728","1,776","1,442","1,310","1,420","1,750","1,870","1,830","1,808","1,795","1,730","1,861","1,725","1,766","1,812","1,948","2,058","1,712","1,085","1,697","1,603","1,511","1,619"
Current Debt,0,0,0,0,474,0,0,0,0,0,0,0,158,0,0,560,503,499,499,0,0,0,0,6,12,19,25,25,245,245,245,235,30,584,636,636,"1,118",63,0,0
Other Current Liabilities,817,849,856,"1,083",886,803,828,780,755,732,"1,040","1,050","1,040","1,000",919,933,907,963,900,858,836,812,799,824,848,895,824,866,887,951,878,945,903,913,790,"1,004",824,926,962,910
Total Current Liabilities,"2,162","2,398","2,596","2,819","3,043","2,343","2,718","2,539","2,259","2,249","2,608","2,681","2,789","2,626","2,458","3,113","3,055","3,190","3,175","2,300","2,146","2,232","2,549","2,700","2,690","2,722","2,644","2,621","2,993","2,921","2,889","2,992","2,881","3,555","3,138","2,725","3,639","2,592","2,473","2,529"
Long-Term Debt,"3,514","3,920","3,809","3,932","3,457","4,155","4,140","4,140","4,130","4,091","4,092","4,093","5,073","5,021","5,002","4,316","4,319","4,320","4,322","4,324","4,522","4,253","4,140","4,135","4,091","4,156","4,138","5,120","4,897","4,894","4,891","5,626","5,614","5,062","5,613","5,393","4,840","5,388","5,666","5,669"
Other Long-Term Liabilities,345,342,414,348,345,329,299,296,302,280,271,264,269,257,254,260,274,235,235,231,239,238,279,267,256,265,259,255,230,229,232,231,229,218,211,219,492,775,759,765
Total Long-Term Liabilities,"3,859","4,262","4,223","4,280","3,802","4,484","4,439","4,436","4,432","4,371","4,363","4,357","5,342","5,278","5,256","4,576","4,593","4,555","4,557","4,555","4,761","4,491","4,419","4,402","4,347","4,421","4,397","5,375","5,127","5,123","5,123","5,857","5,843","5,280","5,824","5,612","5,332","6,163","6,425","6,434"
Total Liabilities,"6,021","6,660","6,819","7,099","6,845","6,827","7,157","6,975","6,691","6,620","6,971","7,038","8,131","7,904","7,714","7,689","7,648","7,745","7,732","6,855","6,907","6,723","6,968","7,102","7,037","7,143","7,041","7,996","8,120","8,044","8,012","8,849","8,724","8,835","8,962","8,337","8,971","8,755","8,898","8,963"
Total Debt,"3,514","3,920","3,809","3,932","3,931","4,155","4,140","4,140","4,130","4,091","4,092","4,093","5,231","5,021","5,002","4,876","4,822","4,819","4,821","4,324","4,522","4,253","4,140","4,141","4,103","4,175","4,163","5,145","5,142","5,139","5,136","5,861","5,644","5,646","6,249","6,029","5,958","5,451","5,666","5,669"
Debt Growth,41.81%,41.16%,37.36%,10.08%,11.87%,5.99%,8.69%,5.29%,5.06%,-1.54%,-1.16%,-1.14%,26.66%,22.73%,22.24%,19.13%,-7.82%,-4.02%,-3.62%,-11.32%,-6.22%,-11.75%,-14.13%,-4.23%,-9.27%,-1.83%,0.56%,24.25%,25.32%,23.09%,23.37%,13.92%,9.76%,9.87%,21.67%,2.87%,5.56%,-3.45%,-9.33%,-5.97%
Common Stock,"5,471","5,511","5,580","5,621","5,696","5,734","5,803","5,836","5,903","5,929","6,004","6,049","6,122","6,152","6,213","6,246","6,347","6,377","6,427","6,457","6,518","6,545","6,610","6,667","6,725","6,757","6,814","6,855","6,939","6,977","7,044","7,084","7,151","7,190","7,248","7,281","7,342","7,373","7,338","7,377"
Retained Earnings,"-2,831","-2,677","-2,619","-1,881","-2,472","-2,686","-3,851","-3,983","-4,192","-4,311","-4,456","-4,493","-4,487","-4,771","-4,958","-5,174","-4,975","-4,696","-4,569","-4,502","-4,808","-4,349","-4,800","-4,804","-4,866","-4,904","-4,947","-5,829","-6,417","-6,305","-6,398","-6,533","-6,767","-7,117","-7,672","-7,850","-8,430","-8,670","-9,025","-9,194"
Comprehensive Income,-2,-2,-15,-25,-33,-30,-30,-32,-28,-25,-24,-33,-27,-17,-13,-11,-8,-16,-12,-21,-21,-34,-40,-33,-67,-66,-46,-36,-38,-41,-45,-25,37,36,73,99,84,98,-15,3
Shareholders' Equity,"2,638","2,832","2,946","3,715","3,191","3,018","1,922","1,821","1,683","1,593","1,524","1,523","1,608","1,364","1,242","1,061","1,364","1,665","1,846","1,934","1,689","2,162","1,770","1,830","1,792","1,787","1,821",990,484,631,601,526,421,109,-351,-470,"-1,004","-1,199","-1,702","-1,814"
Net Cash / Debt,"-1,204","-1,262","-1,604",-626,"-1,317","-1,670","-2,219","-2,876","-2,931","-2,960","-2,598","-2,377","-2,205","-2,482","-2,717","-2,320","-1,896","-2,966","-2,879","-2,967","-3,134","-2,033","-2,356","-2,397","-2,491","-2,453","-2,499","-3,346","-3,930","-3,930","-4,145","-4,326","-4,506","-5,031","-5,488","-5,259","-5,192","-4,665","-4,871","-4,882"
