,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Goodwill and Intangibles,"17,021","16,938","16,664","16,400","15,801","16,329","16,004","15,771","15,805","21,905","21,817","21,298","21,262","21,251","94,118","92,801","93,459","91,506","90,870","49,151","89,415","47,480","46,704","46,744","45,151","42,367","41,218","26,774","26,368","26,272","28,332","23,203","22,918","22,415","21,852","22,158","22,069","21,833","23,289","22,534"
Other Long-Term Assets,"2,483","2,391","2,215","2,721","2,666","2,464","2,698","2,675","3,173","3,212","3,166","3,644","3,691","3,540","4,546","4,643","4,666","4,410","4,478",312,"7,654","1,216","1,295","1,203","1,250","1,224","7,509","7,208","1,093","1,151","1,236","1,529","1,543","1,619","1,641","1,360","1,457","1,379","1,402","1,549"
Total Long-Term Assets,"44,171","44,473","43,843","44,432","43,395","44,570","45,032","43,997","45,106","55,214","55,846","55,852","56,188","56,312","143,726","142,271","142,708","139,470","139,048","61,200","140,537","60,220","59,431","59,350","57,595","54,767","59,535","41,896","35,264","35,347","37,518","31,404","30,950","30,434","29,749","30,085","30,008","29,670","31,198","31,038"
Total Assets,"69,233","68,756","69,573","68,687","67,789","69,334","69,884","67,938","68,440","81,524","80,624","79,511","80,828","82,247","198,527","192,164","192,441","187,367","184,453","187,855","189,785","70,843","70,119","69,349","67,987","66,753","72,141","70,904","47,804","45,839","46,015","45,707","45,393","44,440","44,099","41,355","41,208","40,797","39,133","38,552"
Accounts Payable,"4,971","4,883","4,846","4,481","4,417","4,492","3,893","3,577","3,729","4,441","4,674","4,519","4,810","4,623","7,648","9,134","8,754","7,983","8,631","2,619","8,333","3,020","2,944","2,934","2,846","2,632","2,685","2,222","2,219","2,349","2,538","2,102","2,176","2,135","2,061","2,103","1,921","1,768","1,685","1,675"
Current Debt,877,795,781,933,"1,922","1,915","2,276",995,747,494,869,907,999,"1,435","7,082","4,015","5,118","7,400","7,875",15,"7,004","1,621","1,975","3,830","3,925","3,559","2,394",1,"1,997",0,0,150,405,661,"1,287",300,300,300,475,0
Other Current Liabilities,"6,378","6,201","6,460","6,167","6,048","6,358","7,036","6,543","7,206","7,946","7,112","7,178","7,384","7,371","12,548","12,979","12,745","12,727","11,174","70,678","13,243","1,816","1,697","1,582","1,774","1,819","1,905","10,003","1,451","1,591","1,683","2,679","2,541","2,698","2,666","1,330","1,185","1,671","1,528","1,423"
Total Current Liabilities,"12,226","11,879","12,087","11,581","12,387","12,765","13,205","11,115","11,682","12,881","12,655","12,604","13,193","13,429","27,278","26,128","26,617","28,110","27,680","73,312","28,580","6,457","6,616","8,346","8,545","8,010","6,984","12,226","5,667","3,940","4,221","4,931","5,122","5,494","6,014","3,733","3,406","3,739","3,688","3,098"
Long-Term Debt,"16,936","17,036","19,001","18,741","17,867","17,833","17,462","16,215","16,229","20,852","20,423","20,456","20,471","20,072","29,819","30,056","29,343","26,850","27,293","12,624","34,966","15,608","15,610","13,617","13,618","15,608","21,802","15,611","10,625","10,627","10,629","10,632","10,634","10,625","10,564","7,774","7,807","7,775","7,740","7,800"
Other Long-Term Liabilities,"12,348","12,106","11,774","15,011","14,321","14,285","14,051","14,425","14,095","17,557","17,197","19,222","18,830","19,157","36,896","34,053","33,557","32,525","29,736","6,019","32,141","6,202","5,981","5,830","5,707","5,558","5,237","3,997","3,807","3,808","3,926","3,094","2,846","2,184","2,018","2,831","2,834","2,730","3,078","2,929"
Total Long-Term Liabilities,"29,284","29,142","30,775","33,752","32,188","32,118","31,513","30,640","30,324","38,409","37,620","39,678","39,301","39,229","66,715","64,109","62,900","59,375","57,029","18,643","67,107","21,810","21,591","19,447","19,325","21,166","27,039","19,608","14,432","14,435","14,555","13,726","13,480","12,809","12,582","10,605","10,641","10,505","10,818","10,729"
Total Liabilities,"41,510","41,021","42,862","45,333","44,575","44,883","44,718","41,755","42,006","51,290","50,275","52,282","52,494","52,658","93,993","90,237","89,517","87,485","84,709","91,955","95,687","28,267","28,207","27,793","27,870","29,176","34,023","31,834","20,099","18,375","18,776","18,657","18,602","18,303","18,596","14,338","14,047","14,244","14,506","13,827"
Total Debt,"17,813","17,831","19,782","19,674","19,789","19,748","19,738","17,210","16,976","21,346","21,292","21,363","21,470","21,507","36,901","34,071","34,461","34,250","35,168","12,639","41,970","17,229","17,585","17,447","17,543","19,167","24,196","15,612","12,622","10,627","10,629","10,782","11,039","11,286","11,851","8,074","8,107","8,075","8,215","7,800"
Debt Growth,-11.32%,-5.29%,6.25%,9.54%,11.09%,10.75%,-0.22%,-12.52%,-14.21%,8.09%,7.87%,24.13%,26.47%,0.75%,73.31%,59.49%,60.51%,59.25%,-4.70%,-62.90%,21.79%,-49.70%,-50.00%,38.04%,-58.20%,11.25%,37.59%,-10.52%,-28.05%,-44.56%,-56.07%,-30.94%,-12.54%,6.20%,11.50%,-25.12%,-26.56%,-28.45%,-30.68%,-3.39%
Common Stock,"9,636","9,110","8,310","7,395","7,121","7,416","7,507","5,616","5,787","6,101","5,832","5,471","5,915","6,078","80,947","80,091","79,391","78,562","77,723","76,429","75,044","51,136","51,162","50,803","50,612","50,198","50,226","50,046","49,969","49,686","49,707","49,579","49,492","49,181","49,204","48,425","48,261","47,951","48,194","48,063"
Retained Earnings,"21,929","22,372","22,792","23,045","23,956","24,606","25,411","28,425","28,074","30,680","30,884","30,338","30,659","31,417","31,366","29,211","29,366","30,432","30,933","30,257","29,764","-8,299","-8,289","-8,400","-9,251","-11,728","-11,808","-11,586","-22,618","-22,783","-22,892","-23,187","-23,096","-22,808","-22,692","-21,065","-20,807","-20,938","-22,854","-22,874"
Comprehensive Income,"-4,824","-4,729","-5,371","-8,017","-8,840","-8,410","-8,585","-8,667","-8,262","-7,845","-7,681","-9,822","-9,514","-9,074","-9,367","-8,972","-7,497","-10,732","-10,566","-12,394","-12,364",-831,"-1,529","-1,416","-1,810","-1,465",-859,44,-163,-26,-182,41,-220,-845,"-1,603",-791,-717,-890,"-1,148",-910
Shareholders' Equity,"26,741","26,753","25,731","22,423","22,237","23,612","24,333","25,374","25,599","28,936","29,035","25,987","27,060","28,421","102,946","100,330","101,260","98,262","98,090","94,292","92,444","42,006","41,344","40,987","39,551","37,005","37,559","38,504","27,188","26,877","26,633","26,433","26,176","25,528","24,909","26,569","26,737","26,123","24,192","24,279"
Net Cash / Debt,"-13,428","-13,988","-14,014","-14,020","-13,501","-13,524","-12,115","-8,633","-10,366","-14,037","-14,260","-14,756","-15,622","-15,289","-21,927","-19,677","-23,923","-24,499","-27,859","-4,062","-30,308","-15,560","-15,472","-15,907","-15,795","-15,430","-13,982","-6,862","-6,237","-6,665","-8,909","-8,757","-9,314","-9,794","-9,963","-3,103","-3,159","-3,079","-6,468","-4,997"
Net Cash Per Share,-33.36,-35.11,-35.51,-36.23,-32.49,-32.47,-29.06,-21.25,-27.83,-34.44,-37.95,-39.41,-38.35,-37.32,-41.23,-36.94,-30.75,-31.63,-36.16,-5.32,-40.41,-20.77,-20.69,-21.48,-21.39,-21.01,-19.03,-9.34,-10.29,-12.55,-17.03,-16.92,-18.13,-19.34,-19.91,-6.51,-6.86,-6.69,-14.27,-11.58
Working Capital,"12,836","12,404","13,643","12,674","12,007","11,999","11,647","12,826","11,652","13,429","12,123","11,055","11,447","12,506","27,523","23,765","23,116","19,787","17,725","53,343","20,668","4,166","4,072","1,653","1,847","3,976","5,622","16,782","6,873","6,552","4,276","9,372","9,321","8,512","8,336","7,537","7,794","7,388","4,247","4,416"
Book Value Per Share,67.38,68.08,66.14,58.65,58.74,62.24,63.96,68.88,69.63,78.13,78.31,70.49,67.51,70.36,195.74,190.52,131.11,127.68,128.16,123.95,123.26,56.08,55.46,55.34,53.55,50.40,51.14,52.41,44.95,50.75,51.07,51.26,51.13,50.51,49.88,55.68,58.28,56.89,53.56,56.45
