,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Total Assets,"35,249","34,757","35,018","34,649","36,308","35,654","36,037","36,305","35,569","34,692","36,475","37,590","38,806","37,624","40,947","43,010","44,981","44,356","42,359","44,625","43,908","38,007","38,666","37,893","39,286","41,103","41,967","43,946","46,633","46,838","47,809","48,187","48,806","46,919","47,064","47,462","49,490","53,163","54,814","57,916"
Accounts Payable,"1,119","1,150","1,125","1,023","1,128","1,180","1,153","1,179","1,338","1,152","1,208","1,161","1,349","1,220","1,257","1,200","1,411","1,267","1,317","1,281","1,207","1,168","1,199","1,115","1,405","1,208","1,247","1,430","1,607","1,640","1,598","1,567","1,671","1,433","1,659","1,683","1,931","2,016","2,474","2,435"
Current Debt,"1,013",9.1,10.3,313,"2,689",805.4,10.8,9.3,6.1,648.3,645.8,641.5,"1,937","2,609","2,444","3,538","3,707","2,304","3,049","1,002","1,102","2,355","2,069","1,563","1,499","3,248","1,264",587.5,8.7,4.9,"1,779","1,563","1,538","1,356","2,122","1,745","1,501",3.1,661.6,"2,245"
Other Current Liabilities,"6,785","5,473","6,283","6,238","5,924","6,358","7,068","7,115","6,885","5,541","6,547","6,470","7,700","6,619","7,593","7,928","9,419","7,975","8,689","8,543","9,579","7,713","8,588","8,151","8,871","8,155","9,478","9,959","10,866","10,070","11,717","10,552","11,844","10,597","11,840","12,225","13,707","13,991","15,779","17,318"
Total Current Liabilities,"8,917","6,632","7,417","7,575","9,741","8,343","8,232","8,303","8,230","7,341","8,401","8,273","10,987","10,448","11,295","12,667","14,536","11,547","13,055","10,827","11,888","11,236","11,855","10,829","11,775","12,610","11,989","11,977","12,482","11,714","15,093","13,682","15,053","13,386","15,621","15,653","17,138","16,010","18,915","21,998"
Long-Term Debt,"4,200","5,255","5,301","5,293","5,333","7,415","7,989","8,070","7,972","7,478","8,686","8,707","8,368","7,638","9,868","9,927","9,941","9,394","9,171","11,675","9,196","14,118","14,221","14,147","13,818","13,982","15,064","16,335","16,587","16,200","14,737","15,522","15,346","15,153","14,692","14,144","14,738","18,881","18,158","17,924"
Other Long-Term Liabilities,"4,491","4,521","4,305","4,099","5,846","4,949","5,111","4,691","4,777","4,844","4,733","4,994","5,371","5,435","5,614","5,457","8,837","8,827","8,513","7,973","11,915","10,087","9,733","9,455","10,994","11,313","10,642","10,639","11,740","11,825","11,316","11,029","9,252","8,918","8,092","7,499","6,839","6,978","6,591","6,686"
Total Long-Term Liabilities,"8,691","9,777","9,606","9,392","11,179","12,365","13,099","12,761","12,749","12,322","13,418","13,702","13,739","13,073","15,482","15,383","18,777","18,221","17,683","19,648","21,111","24,206","23,954","23,602","24,812","25,295","25,707","26,973","28,326","28,025","26,052","26,551","24,599","24,071","22,784","21,643","21,576","25,858","24,750","24,610"
Total Liabilities,"17,608","16,408","17,024","16,966","20,920","20,707","21,331","21,064","20,979","19,662","21,819","21,975","24,725","23,521","26,777","28,050","33,313","29,768","30,738","30,474","32,999","35,442","35,809","34,431","36,587","37,906","37,695","38,950","40,808","39,739","41,146","40,233","39,651","37,457","38,404","37,296","38,714","41,868","43,665","46,608"
Total Debt,"5,213","5,264","5,311","5,606","8,022","8,221","7,999","8,079","7,979","8,126","9,331","9,349","10,305","10,247","12,312","13,465","13,647","11,698","12,220","12,677","10,299","16,473","16,290","15,711","15,317","17,230","16,328","16,922","16,595","16,205","16,515","17,085","16,885","16,509","16,814","15,888","16,239","18,884","18,820","20,168"
Debt Growth,-5.76%,-3.58%,-0.05%,6.11%,53.88%,56.16%,50.61%,44.12%,-0.54%,-1.15%,16.65%,15.72%,29.16%,26.10%,31.94%,44.03%,32.43%,14.16%,-0.75%,-5.85%,-24.54%,40.83%,33.31%,23.93%,48.73%,4.60%,0.24%,7.71%,8.34%,-5.95%,1.14%,0.97%,1.74%,1.88%,1.81%,-7.01%,-3.83%,14.39%,11.93%,26.94%
Common Stock,"2,642","2,630","2,715","2,814","2,882","2,871","2,959","3,032","3,140","3,120","3,184","3,245","3,235","3,219","3,286","3,354","3,417","3,356","3,417","4,107","4,162","3,288","4,063","4,135","4,210","4,085","4,159","4,228","4,308","4,113","4,201","4,290","4,364","4,187","4,276","4,359","4,452","4,328","4,484","4,695"
Retained Earnings,"16,992","17,665","17,204","17,407","16,483","16,707","16,115","16,857","16,012","16,155","15,824","16,602","16,046","15,877","15,590","16,146","13,894","16,608","14,247","14,409","11,396","4,879","4,318","4,982","4,920","5,879","6,617","7,154","7,830","9,181","8,530","9,639","8,959","9,369","8,556","10,007","10,043","10,639","10,369","10,310"
Comprehensive Income,"-2,002.7","-1,957.3","-1,935.3","-2,551.6","-3,991.8","-4,657.5","-4,403.2","-4,667","-4,580.7","-4,264.7","-4,371.2","-4,257.7","-5,274","-5,064.3","-4,774.9","-4,609.4","-5,718.6","-5,437.5","-6,108.7","-5,439.5","-5,729.2","-5,687.5","-5,600.5","-5,734.5","-6,523.6","-6,885.9","-6,682.9","-6,555.1","-6,496.4","-6,395.6","-6,287.1","-6,172.7","-4,343.1","-4,225.3","-4,287.7","-4,295.8","-3,844.6","-3,777.3","-3,788.7","-3,784.9"
Shareholders' Equity,"17,631","18,338","17,984","17,669","15,373","14,920","14,670","15,221","14,571","15,010","14,637","15,589","14,008","14,031","14,101","14,890","11,592","14,527","11,555","13,077","9,829","2,480","2,781","3,383","2,607","3,079","4,093","4,827","5,642","6,899","6,444","7,757","8,979","9,331","8,545","10,070","10,650","11,190","11,064","11,220"
Net Cash / Debt,184.4,-52,-184.8,-795.7,"2,211","-4,080.9","-3,768.5","-3,759.7","-3,526.7","-5,130.9","-5,396.5","-5,122","-4,266.6","-6,741.2","-6,878","-6,521.6","-5,613","-6,908.2","-5,310.1","-3,640.8","-2,889.7","-14,336.2","-13,921.6","-14,057.5","-12,878.7","-15,452.9","-13,940.3","-13,291.8","-12,914","-13,153.1","-13,243.9","-13,260.1","-12,976.1","-13,940.5","-14,077.1","-13,146.3","-14,026.8","-15,214.3","-15,990.9","-17,674.4"
Net Cash / Debt Growth,20.52%,-,-,-,1099.08%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Net Cash Per Share,0.17,-0.05,-0.17,-0.74,2.07,-3.82,-3.54,-3.53,-3.31,-4.83,-5.09,-4.83,-4.01,-6.38,-6.51,-6.18,-5.41,-6.58,-5.15,-3.55,-2.83,-14.57,-15.06,-15.30,-14.07,-16.95,-15.30,-14.58,-14.12,-14.42,-14.55,-14.56,-14.23,-15.38,-15.59,-14.55,-15.50,-16.84,-17.71,-19.64
Working Capital,"4,188","6,408","5,739","4,536","2,187","3,400","4,114","4,264","4,344","4,374","4,576","5,113","4,115","2,528","4,452","4,762","4,666","4,715","5,278","9,859","8,662","1,361","1,599","1,833","1,934","1,384","2,593","4,263","4,981","4,890","2,202","4,126","3,400","3,579","1,495","1,987",896.3,"4,801","2,417","1,009"
Book Value Per Share,16.40,17.09,16.78,16.52,14.43,14.02,13.82,14.34,13.74,14.16,13.84,14.74,13.24,13.28,13.37,14.13,11.11,13.86,11.22,12.81,9.72,2.53,3.02,3.70,2.87,3.39,4.51,5.32,6.21,7.59,7.10,8.55,9.92,10.32,9.49,11.18,11.81,12.42,12.30,12.47
