,2013-12-29,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2016-01-03,2016-04-03,2016-07-03,2016-10-02,2017-01-01,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-30,2019-03-31,2019-06-30,2019-09-29,2019-12-29,2020-03-29,2020-06-28,2020-09-27,2021-01-03,2021-04-04,2021-07-04,2021-10-03,2022-01-02,2022-04-03,2022-07-03,2022-10-02,2023-01-01,2023-04-02,2023-07-02,2023-10-01
Total Long-Term Liabilities,"32,955","32,908","32,793","32,524","35,575","36,876","36,393","36,452","34,514","41,450","45,805","44,370","44,503","49,458","52,013","49,873","66,606","66,289","64,988","63,640","61,972","61,961","62,979","62,149","62,293","60,034","58,630","67,373","69,123","65,791","68,139","64,395","62,769","60,256","56,546","54,982","54,772","64,727","61,107","50,463"
Total Liabilities,"58,630","56,748","57,152","55,506","60,606","60,712","60,905","61,712","62,261","63,584","67,341","67,600","70,790","74,577","80,885","81,679","97,143","93,370","92,476","91,077","93,202","91,072","94,332","97,311","98,257","93,723","95,402","106,220","111,616","106,723","106,860","108,956","107,995","103,646","101,367","100,525","110,574","125,100","115,277","94,833"
Total Debt,"18,180","17,292","17,122","15,267","18,760","18,983","19,307","19,750","19,861","23,349","26,243","26,989","27,126","32,370","34,572","35,166","34,581","32,533","32,083","31,253","30,480","29,368","29,418","29,218","27,696","27,583","30,394","37,758","35,266","33,613","33,483","33,928","33,751","33,148","32,597","32,027","39,642","52,907","45,602","29,921"
Debt Growth,12.47%,8.81%,14.28%,1.06%,3.19%,9.78%,12.76%,29.36%,5.87%,23.00%,35.92%,36.65%,36.58%,38.64%,31.74%,30.30%,27.48%,0.50%,-7.20%,-11.13%,-11.86%,-9.73%,-8.31%,-6.51%,-9.13%,-6.08%,3.32%,29.23%,27.33%,21.86%,10.16%,-10.14%,-4.30%,-1.38%,-2.65%,-5.60%,17.45%,59.61%,39.90%,-6.58%
Common Stock,"-12,580","-12,160","-12,690","-14,587","-16,771","-17,478","-18,167","-18,333","-19,564","-19,952","-21,558","-23,376","-25,232","-26,780","-28,052","-28,079","-28,434","-28,476","-28,457","-28,344","-31,242","-32,178","-34,055","-35,499","-35,297","-35,364","-35,387","-35,420","-35,370","-35,346","-35,474","-35,405","-35,979","-35,914","-36,016","-38,026","-38,574","-41,063","-41,097","-72,528"
Retained Earnings,"89,493","91,387","93,745","96,560","97,245","98,656","101,352","102,748","103,879","104,990","106,738","108,860","110,551","111,643","113,208","114,805","101,793","104,339","106,123","107,617","106,216","106,650","109,809","109,242","110,659","112,901","113,898","114,831","113,890","116,508","120,154","121,092","123,060","124,380","126,216","127,917","128,345","124,558","129,381","152,536"
Comprehensive Income,"-2,860","-2,645","-3,007","-5,382","-10,722","-13,300","-12,054","-12,861","-13,165","-12,391","-12,707","-12,715","-14,901","-14,522","-13,234","-12,747","-13,199","-12,608","-14,777","-14,647","-15,222","-15,517","-14,969","-15,533","-15,891","-16,243","-15,533","-14,938","-15,242","-15,328","-15,100","-15,415","-13,058","-13,757","-13,843","-15,292","-12,967","-12,626","-13,135","-8,780"
Shareholders' Equity,"74,053","76,582","78,048","76,591","69,752","67,878","71,131","71,554","71,150","72,647","72,473","72,769","70,418","70,341","71,922","73,979","60,160","63,255","62,889","64,626","59,752","58,955","60,785","58,210","59,471","61,294","62,978","64,473","63,278","65,834","69,580","70,272","74,023","74,709","76,357","74,599","76,804","70,869","75,149","71,228"
Net Cash / Debt,"11,026","12,100","14,502","17,738","14,329","12,336","14,647","17,556","18,515","16,506","16,341","13,444","14,781","6,973","-21,719","-18,935","-16,285","-17,329","-13,944","-11,889","-10,793","-14,032","-14,140","-11,273","-8,409","-9,559","-11,259","-6,977","-10,081","-8,994","-8,177","-2,927","-2,143","-2,760",-29,"2,052","-17,361","-20,599","-17,097","-6,410"
Net Cash / Debt Growth,123.92%,109.49%,42.92%,75.26%,29.96%,1.95%,1.00%,-1.03%,29.21%,33.80%,11.57%,-23.42%,-20.17%,-57.75%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Net Cash Per Share,3.83,4.21,5.05,6.19,5.00,4.37,5.21,6.25,6.58,5.89,5.85,4.83,5.30,2.53,-7.92,-6.92,-5.93,-6.34,-5.12,-4.36,-3.96,-5.20,-5.25,-4.22,-3.13,-3.58,-4.22,-2.61,-3.77,-3.37,-3.06,-1.09,-0.80,-1.04,-0.01,0.77,-6.52,-7.91,-6.51,-2.51
Working Capital,"30,732","33,529","35,760","36,991","30,713","34,356","36,489","38,234","32,463","40,604","44,755","40,089","38,745","38,228","9,917","10,023","12,551","15,687","17,950","19,757","14,803","12,876","10,446","9,171","9,310","10,537","9,120","18,731","8,744","11,601","15,048","15,328","15,753","17,034","19,026","19,693",-508,"4,015","6,397","9,333"
Book Value Per Share,26.36,27.09,27.61,27.21,24.78,24.39,25.66,25.85,25.67,26.35,26.40,26.64,25.73,25.99,26.72,27.56,22.35,23.58,23.45,24.09,22.28,22.16,22.92,22.09,22.48,23.27,23.92,24.49,24.03,25.02,26.43,26.69,28.12,28.41,29.04,28.39,29.26,27.20,28.92,28.23
