,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-06-25,2016-09-24,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-03-26,2022-06-25,2022-09-24,2022-12-31,2023-04-01,2023-07-01,2023-09-30
Total Long-Term Assets,"2,790","3,003","3,080","3,202","3,226","3,137","3,200","3,251","3,274","3,330","3,356","3,348","3,418","3,452","3,634","3,704","3,778","3,794","3,748","4,196","4,325","4,036","4,004","3,981","3,925","3,900","3,909","3,941","3,981","4,209","4,382","4,508","4,637","4,617","4,535","4,577","4,619","4,620","5,235","5,697"
Total Assets,"5,625","5,880","5,992","6,131","6,139","5,939","6,106","6,372","6,505","6,601","6,634","6,634","6,760","6,845","7,097","7,487","7,864","7,915","7,810","8,390","8,501","7,145","7,112","7,097","7,151","7,519","7,318","7,810","7,773","7,780","8,124","8,421","8,481","8,447","8,324","8,534","8,607","8,572","9,146","9,810"
Accounts Payable,824.5,685.92,756,822.07,861,716.98,778.75,873.79,"1,006",809.12,881.67,931.09,"1,007",843.78,882.67,"1,029","1,153","1,021","1,118","1,136",785.76,695.2,745.62,854.66,880.27,780.85,734.96,"1,007","1,006",909.58,903.86,"1,057","1,054",914,901,957,"1,004",855,817,953
Current Debt,34.95,250.03,89.97,194.6,188.71,177.65,147.14,201.34,345.96,441.36,255,350.58,503.4,690.33,594.72,649.11,758.31,968.3,"1,192","1,157",959.74,377.49,320.21,284.4,199.17,554.56,674.48,680.3,247.92,247.17,156.95,146.42,138,169,163,183,182,364,465,158
Other Current Liabilities,691.22,677.32,697.93,689.17,730.4,652.21,710.85,722.15,795.24,737.02,774.25,757.98,810,751.32,752.55,758.9,917.65,867.25,843.19,936.3,"1,473",806.08,759.45,769.63,958.93,870.43,897.81,916.55,"1,030",966.02,"1,033","1,098","1,115","1,061","1,012","1,006","1,038",953,994,982
Total Current Liabilities,"1,551","1,613","1,544","1,706","1,780","1,547","1,637","1,797","2,147","1,988","1,911","2,040","2,321","2,285","2,230","2,437","2,829","2,856","3,153","3,230","3,219","1,879","1,825","1,909","2,038","2,206","2,307","2,604","2,283","2,123","2,094","2,301","2,307","2,144","2,076","2,146","2,224","2,172","2,276","2,093"
Long-Term Debt,450.23,541.69,665.91,630.81,542.78,653.72,588.52,597.11,463.75,666.28,700.05,718.02,715.46,708.42,807.63,907.59,907.76,"1,001",985.39,"1,000",980.34,"1,161","1,151","1,055",799.18,"1,029",679.14,715.97,754.5,755.09,949.72,975.69,"1,079","1,050","1,045","1,205","1,315","1,295","1,417","2,129"
Other Long-Term Liabilities,338.2,423.4,430.49,423.42,434.95,429.69,446.67,450.63,464.98,500.55,498.33,401.37,315.85,335.98,378.23,383.97,470.72,476.14,455.58,460.99,447.41,403.91,401.75,391.02,396.16,406.65,430.97,403.15,422.85,452.44,469.94,425.46,419,416,390,375,397,408,447,487
Total Long-Term Liabilities,788.43,965.09,"1,096","1,054",977.72,"1,083","1,035","1,048",928.74,"1,167","1,198","1,119","1,031","1,044","1,186","1,292","1,378","1,477","1,441","1,461","1,428","1,565","1,553","1,446","1,195","1,435","1,110","1,119","1,177","1,208","1,420","1,401","1,498","1,466","1,435","1,580","1,712","1,703","1,864","2,616"
Total Liabilities,"2,339","2,578","2,640","2,760","2,758","2,630","2,672","2,845","3,076","3,154","3,109","3,159","3,352","3,330","3,416","3,729","4,207","4,333","4,594","4,691","4,647","3,443","3,378","3,354","3,234","3,641","3,417","3,723","3,460","3,330","3,513","3,703","3,805","3,610","3,511","3,726","3,936","3,875","4,140","4,709"
Total Debt,485.18,791.71,755.88,825.4,731.49,831.37,735.67,798.45,809.71,"1,108",955.05,"1,069","1,219","1,399","1,402","1,557","1,666","1,969","2,177","2,158","1,940","1,538","1,472","1,339",998.35,"1,583","1,354","1,396","1,002","1,002","1,107","1,122","1,217","1,219","1,208","1,388","1,497","1,659","1,882","2,287"
Debt Growth,-9.02%,21.32%,61.45%,102.41%,50.77%,5.01%,-2.67%,-3.27%,10.69%,33.23%,29.82%,33.84%,50.53%,26.28%,46.83%,45.68%,36.69%,40.76%,55.25%,38.61%,16.45%,-21.87%,-32.41%,-37.94%,-48.54%,2.93%,-8.02%,4.27%,0.41%,-36.70%,-18.24%,-19.64%,21.41%,21.63%,9.16%,23.70%,23.01%,36.10%,55.79%,64.77%
Common Stock,319.08,297.91,266.32,270.76,266.2,245.59,249.61,260.34,208.2,189.59,151.87,120.72,128.33,0.8,0.79,1.57,1.54,1.54,1.53,1.52,1.51,87.62,66.83,67.1,49.2,18.99,17.9,12.47,1.43,1.41,1.4,1.39,1,1,1,1,1,1,1,1
Retained Earnings,"2,398","2,446","2,506","2,565","2,643","2,690","2,780","2,879","2,896","2,934","3,010","2,997","2,982","3,068","3,135","3,165","2,940","2,998","3,123","3,191","3,209","2,859","2,900","2,958","3,116","3,183","3,172","3,314","3,455","3,493","3,466","3,594","3,595","3,759","3,834","3,922","3,678","3,684","3,769","3,897"
Comprehensive Income,67.85,72.86,78.7,-17.29,-95.13,-201.87,-165.74,-199.68,-219.94,-209.7,-214.61,-222.18,-317.04,-281.82,-209.53,-154.47,-130.07,-97.89,-211.39,-219.65,-248.77,-149.88,-139.94,-195.43,-167.37,-227.65,-199.25,-171.33,-108.08,-136.31,-106.78,-137.64,-171,-168,-241,-312,-233,-213,-210,-247
Shareholders' Equity,"2,785","2,816","2,851","2,818","2,814","2,733","2,863","2,939","2,884","2,914","2,948","2,895","2,793","2,787","2,926","3,012","2,811","2,902","2,914","2,973","2,961","2,797","2,827","2,830","2,998","2,975","2,991","3,155","3,348","3,358","3,360","3,458","3,425","3,592","3,594","3,611","3,446","3,472","3,560","3,651"
Net Cash / Debt,-296.57,-662.6,-666.18,-748.86,-642.02,-772.17,-688.6,-737.97,-737.63,"-1,036.03",-891.49,-992.42,"-1,156.48","-1,335.86","-1,327.69","-1,476.83","-1,491.41","-1,869.58","-2,065.87","-2,037.94","-1,883.2","-1,450.18","-1,386.67","-1,263.88",-892.25,-965.99,"-1,057.51",-862.77,-581.23,-857.72,-939.44,"-1,002.97","-1,099","-1,093","-1,100","-1,265","-1,380","-1,533","-1,745","-2,121"
Net Cash Per Share,-1.71,-3.83,-3.87,-4.38,-3.77,-4.56,-4.09,-4.39,-4.41,-6.26,-5.41,-6.06,-7.18,-8.36,-8.35,-9.33,-9.55,-12.13,-13.40,-13.27,-12.32,-9.59,-9.28,-8.51,-6.06,-6.75,-7.43,-6.03,-4.05,-5.98,-6.63,-7.11,-7.82,-7.85,-7.92,-9.23,-10.18,-11.52,-13.23,-16.14
Working Capital,"1,284","1,264","1,368","1,222","1,133","1,255","1,269","1,323","1,084","1,283","1,367","1,246","1,022","1,107","1,234","1,345","1,257","1,265",909.02,964.17,956.39,"1,230","1,283","1,207","1,188","1,413","1,102","1,265","1,508","1,448","1,649","1,611","1,537","1,686","1,713","1,811","1,764","1,780","1,635","2,020"
Book Value Per Share,16.37,16.60,16.84,16.76,16.84,16.42,17.24,17.74,17.53,17.86,18.09,17.89,17.59,17.67,18.55,19.19,18.14,18.95,19.00,19.49,19.52,18.61,19.08,19.23,20.61,20.81,21.01,22.16,23.52,23.60,23.94,24.81,24.75,26.16,26.17,26.63,25.70,26.43,27.20,28.00
