,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-06-25,2016-09-24,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-03-26,2022-06-25,2022-09-24,2022-12-31,2023-04-01,2023-07-01,2023-09-30
Cash & Equivalents,188.62,129.12,89.7,76.54,89.47,59.2,47.07,60.48,72.09,71.61,63.56,76.19,62.38,62.89,74.65,79.88,174.66,99.24,111.32,119.74,56.89,88.12,84.92,75.26,106.1,617.37,296.11,533.5,421.19,144.54,167.23,119.13,118,126,108,123,117,126,137,166
Cash & Cash Equivalents,188.62,129.12,89.7,76.54,89.47,59.2,47.07,60.48,72.09,71.61,63.56,76.19,62.38,62.89,74.65,79.88,174.66,99.24,111.32,119.74,56.89,88.12,84.92,75.26,106.1,617.37,296.11,533.5,421.19,144.54,167.23,119.13,118,126,108,123,117,126,137,166
Cash Growth,54.50%,42.57%,13.77%,9.48%,-52.56%,-54.15%,-47.53%,-20.98%,-19.43%,20.97%,35.04%,25.98%,-13.46%,-12.18%,17.45%,4.84%,179.99%,57.80%,49.12%,49.90%,-67.43%,-11.21%,-23.71%,-37.15%,86.51%,600.64%,248.68%,608.91%,296.98%,-76.59%,-43.53%,-77.67%,-71.98%,-12.83%,-35.42%,3.25%,-0.85%,0%,26.85%,34.96%
Receivables,"1,055","1,117","1,188","1,179","1,128","1,099","1,164","1,224","1,230","1,275","1,296","1,368","1,254","1,363","1,409","1,545","1,523","1,576","1,561","1,628","1,169","1,193","1,204","1,279","1,246","1,199","1,101","1,408","1,425","1,318","1,357","1,552","1,452","1,444","1,409","1,507","1,442","1,470","1,468","1,573"
Inventory,"1,250","1,247","1,257","1,284","1,328","1,298","1,314","1,425","1,510","1,500","1,483","1,468","1,666","1,624","1,567","1,692","1,934","2,015","1,930","1,933","1,416","1,370","1,368","1,357","1,429","1,328","1,407","1,463","1,512","1,626","1,688","1,784","1,861","1,871","1,823","1,818","1,963","1,918","1,843","1,833"
Other Current Assets,340.43,384.42,376.93,388.83,368.38,345.95,379.67,411.13,419.24,424.07,435.3,373.85,360.51,342.55,412.9,465.81,454.75,430.11,459.32,513.72,"1,534",457.57,452.35,404.65,445.36,474.59,605.18,464.65,432.94,482.36,529.93,457.23,413,389,449,509,466,438,463,541
Total Current Assets,"2,835","2,877","2,912","2,928","2,913","2,802","2,905","3,120","3,231","3,271","3,278","3,286","3,343","3,392","3,464","3,783","4,086","4,121","4,062","4,194","4,175","3,109","3,109","3,116","3,227","3,619","3,409","3,869","3,791","3,571","3,742","3,912","3,844","3,830","3,789","3,957","3,988","3,952","3,911","4,113"
"Property, Plant & Equipment",275.89,285.53,292.97,303.16,311.5,292.04,310.33,311.89,318.48,324.28,320.1,324.11,333.91,336.47,351.38,361.71,375,377,368.6,374.05,314.22,563.52,551.54,551.25,561.31,543.16,547.37,584.85,630.85,655.01,659.66,685.56,691,689,683,673,667,676,729,797
Long-Term Investments,461.95,327.57,360.04,358.89,386.29,387.78,416.99,422.72,454.6,476.92,487.4,454.7,442.79,458.03,472.92,450.77,432,449.73,510.45,518.43,420.37,404,389.65,385.74,327.92,331.59,362.57,356.44,366.45,369.23,394.67,397.76,424,427,416,399,472,479,493,471
Goodwill and Intangibles,"2,052","2,390","2,427","2,540","2,528","2,457","2,473","2,517","2,501","2,528","2,549","2,569","2,641","2,658","2,809","2,892","2,971","2,967","2,869","3,304","2,457","3,068","3,062","3,044","3,035","3,025","2,999","2,999","2,984","3,185","3,327","3,425","3,522","3,501","3,436","3,505","3,480","3,465","4,013","4,429"
Other Long-Term Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
