,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30
Other Current Liabilities,"3,434","3,394","3,806","3,914","5,336","5,033","5,401","5,148","5,347","5,100","5,690","5,262","5,261","5,347","5,802","5,679","6,118","5,806","6,135","6,095","5,599","5,447","5,690","5,580","5,432","5,949","11,302","6,487","12,716","12,895","7,354","7,082","7,139","7,216","7,983","9,643","8,946","8,724","8,636","8,503"
Total Current Liabilities,"8,499","8,409","8,895","9,877","16,690","16,157","16,557","16,874","16,272","15,811","17,013","17,729","17,678","21,713","18,547","20,517","22,559","21,482","21,667","25,099","25,303","25,060","25,769","29,494","28,662","26,649","27,070","30,379","31,246","34,475","22,054","24,447","22,699","24,067","22,583","28,036","28,228","26,170","24,535","26,116"
Long-Term Debt,"4,489","3,747","3,716","13,756","16,001","15,055","13,315","13,194","12,974","13,151","18,705","17,777","17,758","14,372","12,684","12,737","12,532","12,456","12,431","11,646","12,685","12,127","11,098","32,522","32,584","34,054","33,968","33,139","33,132","29,820","29,828","33,302","33,154","32,220","32,132","29,303","31,015","31,022","30,269","29,717"
Other Long-Term Liabilities,"3,260","3,750","4,022","4,212","7,640","7,503","7,610","7,435","7,221","7,057","6,689","6,714","6,648","6,604","6,504","6,608","7,547","7,744","7,337","6,933","7,033","6,628","6,579","4,477","4,423","4,418","5,000","4,908","4,607","4,719","5,263","5,392","5,151","5,315","5,002","10,798","11,639","11,894","13,336","14,233"
Total Long-Term Liabilities,"7,749","7,497","7,738","17,968","23,641","22,558","20,925","20,629","20,195","20,208","25,394","24,491","24,406","20,976","19,188","19,345","20,079","20,200","19,768","18,579","19,718","18,755","17,677","36,999","37,007","38,472","38,968","38,047","37,739","34,539","35,091","38,694","38,305","37,535","37,134","40,101","42,654","42,916","43,605","43,950"
Total Liabilities,"16,248","15,906","16,633","27,845","40,331","38,715","37,482","37,503","36,467","36,019","42,407","42,220","42,084","42,689","37,735","39,862","42,638","41,682","41,435","43,678","45,021","43,815","43,446","66,493","65,669","65,121","66,038","68,426","68,985","69,014","57,145","63,141","61,004","61,602","59,717","68,137","70,882","69,086","68,140","70,066"
Total Debt,"5,066","4,527","4,490","14,530","17,062","16,247","14,383","14,277","14,026","13,525","19,028","18,872","18,911","19,210","12,935","14,005","15,672","15,043","14,397","15,990","18,041","17,610","16,836","41,035","40,846","40,721","39,591","40,819","40,653","40,110","33,392","38,215","37,536","37,277","35,477","35,512","37,577","36,439","33,533","33,737"
Debt Growth,-20.31%,-28.89%,-11.04%,186.47%,236.79%,258.89%,220.33%,-1.74%,-17.79%,-16.75%,32.30%,32.18%,34.83%,42.03%,-32.02%,-25.79%,-17.13%,-21.69%,11.30%,14.17%,15.12%,17.06%,16.94%,156.63%,126.41%,131.24%,135.16%,-0.53%,-0.47%,-1.50%,-15.66%,-6.38%,-7.67%,-7.06%,6.24%,-7.07%,0.11%,-2.25%,-5.48%,-5.00%
Common Stock,"-1,712","-1,575","-1,950","-2,303","6,356","6,244","5,986","5,561","5,026","5,097","5,188","4,803","4,889","4,159",380,"-2,088","-1,995","-1,932","-4,542","-5,328","-7,453","-8,021","-8,406","-8,836","-9,224","-9,637","-9,802","-9,754","-9,698","-9,627","-9,593","-9,722","-9,727","-9,655","-9,721","-10,273","-10,106","-10,052","-10,045","-10,097"
Retained Earnings,"22,370","22,790","22,327","22,717","24,526","25,460","25,089","25,806","26,348","27,061","27,684","28,332","28,987","29,744","30,137","30,560","31,513","32,460","33,551","34,168","34,928","35,547","35,815","35,810","36,351","34,244","34,210","33,495","34,116","34,908","35,121","38,286","38,757","38,632","37,801","33,664","33,952","33,654","33,058","32,573"
Comprehensive Income,126,202,136,222,-68,-141,-214,-658,"-1,868","-1,277","-2,992","-3,810","-3,809","-3,303","-3,051","-2,543","-2,163","-2,792","-3,002","-3,231","-2,705","-3,393","-3,897","-3,313","-3,407","-3,871","-3,771","-3,682","-3,306","-3,180","-2,109","-2,301","-2,328","-2,724","-2,805","-2,815","-2,654","-2,539","-2,993","-2,995"
Shareholders' Equity,"20,784","21,417","20,513","20,636","30,814","31,563","30,861","30,709","29,506","30,881","29,880","29,325","30,067","30,600","27,466","25,929","27,355","27,736","26,007","25,609","24,770","24,133","23,512","23,661","23,720","20,736","20,637","20,059","21,112","22,101","23,419","26,263","26,702","26,253","25,275","20,576","21,192","21,063","20,020","19,481"
Net Cash / Debt,"-3,289","-2,401","-1,844","-1,669","-14,057","-11,798","-11,383","-11,707","-10,440","-10,234","-9,221","-9,274","-7,089","-6,957","-9,634","-12,175","-13,923","-13,225","-13,612","-15,010","-17,223","-16,771","-15,813","-40,224","-40,054","-39,953","-39,122","-39,708","-39,623","-38,765","-32,199","-34,080","-35,649","-32,819","-35,477","-31,280","-35,737","-35,469","-32,794","-32,953"
Net Cash Per Share,-3.41,-2.48,-1.91,-1.75,-13.33,-10.70,-10.32,-10.66,-9.59,-9.40,-8.47,-8.52,-6.53,-6.43,-9.11,-12.04,-13.99,-13.29,-13.92,-15.78,-18.51,-18.41,-17.56,-45.06,-45.23,-45.64,-45.12,-45.89,-45.78,-44.71,-37.14,-39.28,-41.20,-37.93,-40.99,-36.22,-41.39,-41.06,-37.98,-38.18
Working Capital,"3,537","3,519","3,347","13,403","4,025","4,872","3,100","3,357","4,106","3,902","8,870","8,939","9,831","6,439","1,206",-836,"-2,201","-1,494","-3,821","-5,016","-5,452","-6,039","-7,069","-9,890","-9,753","-8,323","-8,997","-9,295","-5,162","-7,868","-6,240","-4,133","-5,875","-5,195","-5,681","-8,513","-10,539","-9,628","-9,032","-8,771"
Book Value Per Share,21.83,22.42,21.46,21.82,29.53,28.92,28.26,28.20,27.32,28.57,27.60,27.10,27.85,28.41,26.03,25.77,27.60,27.96,26.68,27.01,26.68,26.52,26.14,26.54,26.82,23.69,23.82,23.18,24.43,25.56,27.07,30.33,30.92,30.39,29.24,23.83,24.57,24.40,23.18,22.57
