,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30
Goodwill and Intangibles,"15,580","15,318","14,935","15,307","14,977","15,263","15,048","15,265","28,082","27,813","23,392","23,593","23,256","22,969","37,447","37,134","36,701","36,449","36,513","36,349","35,978","35,832","35,746","37,103","36,705","37,246","36,836","35,997","35,379","34,786","34,470","34,233","33,824","34,014","33,859","33,609","33,158","32,764","32,561","32,180"
Other Long-Term Assets,"5,446","6,126","6,370","6,505","6,603","6,901","8,255","8,165","7,870","8,065","7,691","7,159","7,443","10,006","7,112","3,215","3,614","3,690","3,955","4,421","5,661","6,105","6,255","5,553","5,911","6,082","6,036","5,917","5,327","5,356","5,452","6,072","7,210","8,227","10,134","11,315","12,068","12,671","13,413","13,647"
Total Long-Term Assets,"61,378","62,787","63,107","64,170","63,100","63,782","62,347","63,139","78,070","78,643","76,001","77,819","79,590","81,490","93,934","93,749","96,966","98,369","98,652","99,176","100,398","101,520","103,811","105,285","106,209","108,149","108,476","105,842","104,849","105,225","106,658","109,848","113,788","119,830","125,578","131,696","136,989","142,273","145,026","148,303"
Total Assets,"91,932","91,793","90,616","91,900","89,566","90,492","98,552","101,459","105,467","109,831","112,217","113,327","115,648","122,107","127,088","123,249","128,596","125,972","128,242","127,963","129,458","130,759","133,768","136,524","147,710","152,539","145,261","153,091","150,622","154,597","167,962","168,406","176,356","170,418","174,841","182,103","185,303","185,629","188,837","191,572"
Accounts Payable,"3,010","2,960","2,597","2,748","2,775","2,359","2,449","2,063","3,163","3,420","3,181","2,475","3,221","3,671","3,554","2,928","4,415","4,143","3,593","3,824","4,059","4,682","4,809","4,128","4,638","5,045","5,159","5,581","5,434","5,917","6,792","5,747","7,210","7,945","7,133","9,595","8,083","8,757","8,669","8,578"
Deferred Revenue,"2,171","2,171","2,189","2,205","2,196","2,082","2,160","2,188","2,632","2,807","1,724","1,718","1,698","1,587","1,706","1,656","2,479","2,393","2,220","2,049","1,775","1,558","1,413","1,368","1,353","1,329","1,381","1,367",90,68,62,0,0,0,0,0,0,0,0,0
Current Debt,36,14,"1,164","1,596","1,121","1,118","1,129","2,634","3,594","4,560","3,573","4,634","5,073","4,130","4,142","1,776","3,842","3,510","3,051","1,261","2,750","3,726","5,200","3,693","3,464","2,254",504,"2,504","2,647","3,695","4,694","4,591","4,459","2,882","2,283","4,367","1,437","2,711","2,288","2,288"
Other Current Liabilities,"8,335","7,106","8,954","9,462","8,943","7,970","9,342","8,761","8,137","7,924","11,615","11,475","11,313","9,394","11,287","11,061","9,225","7,525","10,710","9,492","10,327","9,739","13,642","13,121","14,440","13,853","15,068","15,302","15,980","15,156","18,024","17,124","17,653","16,391","18,397","18,193","17,873","15,712","17,657","17,187"
Total Current Liabilities,"13,552","12,251","14,904","16,011","15,035","13,529","15,080","15,646","17,526","18,711","20,093","20,302","21,305","18,782","20,689","17,421","19,961","17,571","19,574","16,626","18,911","19,705","25,064","22,310","23,895","22,481","22,112","24,754","24,151","24,836","29,572","27,462","29,322","27,218","27,813","32,155","27,393","27,180","28,614","28,053"
Long-Term Debt,"13,172","13,180","12,103","12,059","12,112","12,116","20,059","20,036","21,775","24,053","24,043","20,649","20,678","27,855","27,498","25,037","24,770","24,632","24,823","25,098","25,737","25,089","23,707","25,308","36,455","36,093","36,059","33,897","33,237","31,714","35,610","33,510","32,788","32,548","37,240","37,684","48,836","46,335","46,591","46,978"
Other Long-Term Liabilities,"7,170","7,115","7,536","7,965","7,495","7,152","6,316","4,692","4,992","5,700","4,966","6,150","6,821","6,845","7,965","11,772","13,700","13,722","12,362","11,676","11,149","11,018","10,755","11,402","11,006","11,955","12,536","13,402","13,427","12,840","12,693","12,043","11,110","9,434","9,903","8,978","8,671","7,643","7,946","6,576"
Total Long-Term Liabilities,"20,342","20,295","19,639","20,024","19,607","19,268","26,375","24,728","26,767","29,753","29,009","26,799","27,499","34,700","35,463","36,809","38,470","38,354","37,185","36,774","36,886","36,107","34,462","36,710","47,461","48,048","48,595","47,299","46,664","44,554","48,303","45,553","43,898","41,982","47,143","46,662","57,507","53,978","54,537","53,554"
Total Liabilities,"33,894","32,546","34,543","36,035","34,642","32,797","41,455","40,374","44,293","48,464","49,102","47,101","48,804","53,482","56,152","54,230","58,431","55,925","56,759","53,400","55,797","55,812","59,526","59,020","71,356","70,529","70,707","72,053","70,815","69,390","77,875","73,015","73,220","69,200","74,956","78,817","84,900","81,158","83,151","81,607"
Total Debt,"13,208","13,194","13,267","13,655","13,233","13,234","21,188","22,670","25,369","28,613","27,616","25,283","25,751","31,985","31,640","26,813","28,612","28,142","27,874","26,359","28,487","28,815","28,907","29,001","39,919","38,347","36,563","36,401","35,884","35,409","40,304","38,101","37,247","35,430","39,523","42,051","50,273","49,046","48,879","49,266"
Debt Growth,-0.17%,-1.63%,-1.78%,1.55%,0.19%,0.30%,59.70%,66.02%,91.71%,116.21%,30.34%,11.53%,1.51%,11.78%,14.57%,6.05%,11.11%,-12.02%,-11.90%,-1.69%,-0.44%,2.39%,3.71%,10.02%,40.13%,33.08%,26.48%,25.52%,-10.11%,-7.66%,10.23%,4.67%,3.80%,0.06%,-1.94%,10.37%,34.97%,38.43%,23.67%,17.16%
Common Stock,"22,166","22,475","21,894","21,781","22,395","22,625","23,001","23,411","24,088","24,317","25,070","25,373","25,890","25,781","26,547","26,074","26,430","25,470","25,492","25,365","25,346","25,140","25,290","25,261","25,251","25,516","23,335","25,556","26,272","26,655","27,592","28,006","29,244","29,858","30,912","31,580","32,829","34,330","35,653","36,649"
Retained Earnings,"34,716","35,652","33,233","33,418","32,461","34,425","34,431","37,614","36,526","37,130","37,645","40,747","40,091","41,670","42,779","42,083","44,418","45,666","47,094","50,172","49,128","50,429","49,674","53,523","52,644","57,646","52,159","56,233","54,638","59,647","63,642","68,265","74,894","72,985","71,024","70,405","65,649","67,231","67,021","69,156"
Comprehensive Income,"1,156","1,120",946,666,68,645,-335,60,560,-80,400,106,863,"1,174","1,610",862,-683,"-1,089","-1,103",-974,-813,-622,-722,"-1,280","-1,541","-1,152",-940,-751,"-1,103","-1,095","-1,147",-880,"-1,002","-1,625","-2,051",-562,-419,-544,-861,-215
Shareholders' Equity,"58,038","59,247","56,073","55,865","54,924","57,695","57,097","61,085","61,174","61,367","63,115","66,226","66,844","68,625","70,936","69,019","70,165","70,047","71,483","74,563","73,661","74,947","74,242","77,504","76,354","82,010","74,554","81,038","79,807","85,207","90,087","95,391","103,136","101,218","99,885","101,423","98,059","101,017","101,813","105,590"
Net Cash / Debt,"5,838","4,117","2,327",399,885,636,-345,"2,643","-10,278","-10,924","-9,847","-8,184","-8,456","-6,056","-14,136","-12,811","-12,415","-15,917","-14,688","-14,709","-16,454","-16,871","-16,882","-15,878","-19,116","-12,532","-18,310","-12,506","-13,487","-10,552","-5,669","-8,848","1,449","-8,386","-16,964","-13,713","-22,739","-24,789","-23,849","-24,232"
Net Cash / Debt Growth,51.95%,4.57%,-58.73%,-93.99%,-84.84%,-84.55%,-,562.41%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Net Cash Per Share,1.14,0.80,0.46,0.08,0.18,0.13,-0.07,0.54,-2.11,-2.24,-2.02,-1.68,-1.73,-1.25,-2.93,-2.67,-2.59,-3.35,-3.16,-3.18,-3.61,-3.73,-3.81,-3.63,-4.43,-2.93,-4.35,-3.03,-3.29,-2.58,-1.39,-2.16,0.35,-2.05,-4.11,-3.33,-5.47,-5.91,-5.64,-5.62
Working Capital,"17,002","16,755","12,605","11,719","11,431","13,181","21,125","22,674","9,871","12,477","16,123","15,206","14,753","21,835","12,465","12,079","11,669","10,032","10,016","12,161","10,149","9,534","4,893","8,929","17,606","21,909","14,673","22,495","21,622","24,536","31,732","31,096","33,246","23,370","21,450","18,252","20,921","16,176","15,197","15,216"
Book Value Per Share,11.67,11.89,11.49,11.71,11.59,12.12,12.03,12.94,12.96,12.98,13.33,13.98,14.15,14.57,15.13,14.74,15.01,15.07,15.63,16.39,16.40,16.78,16.91,17.95,17.90,19.32,17.80,19.78,19.68,21.04,22.18,23.43,25.29,24.69,24.26,24.62,23.61,24.16,24.23,25.02
