,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30
Cash & Equivalents,"4,777","3,049","3,143","2,561","4,244","4,454","7,065","15,308","3,061","3,885","4,752","5,560","4,934","11,687","9,075","3,433","3,554","2,614","3,407","3,019","3,154","2,867","3,935","4,194","11,380","8,736","3,356","5,865","5,192","4,746","7,870","4,827","6,215","4,390","4,529","11,144","8,232","8,349","7,621","7,079"
Short-Term Investments,"14,269","14,262","12,451","11,493","9,874","9,416","13,778","10,005","12,030","13,804","13,017","11,539","12,361","14,242","8,429","10,569","12,643","9,611","9,779","8,631","8,879","9,077","8,090","8,929","9,423","17,079","14,897","18,030","17,205","20,111","26,765","24,426","32,481","22,654","18,030","17,194","19,302","15,908","17,409","17,955"
Cash & Cash Equivalents,"19,046","17,311","15,594","14,054","14,118","13,870","20,843","25,313","15,091","17,689","17,769","17,099","17,295","25,929","17,504","14,002","16,197","12,225","13,186","11,650","12,033","11,944","12,025","13,123","20,803","25,815","18,253","23,895","22,397","24,857","34,635","29,253","38,696","27,044","22,559","28,338","27,534","24,257","25,030","25,034"
Cash Growth,11.56%,-0.22%,-18.55%,-30.03%,-25.87%,-19.88%,33.66%,80.11%,6.89%,27.53%,-14.75%,-32.45%,14.60%,46.58%,-1.49%,-18.11%,-6.35%,-52.85%,-24.67%,-16.80%,-25.71%,-2.30%,-8.80%,12.64%,72.88%,116.13%,51.79%,82.08%,7.66%,-3.71%,89.75%,22.42%,72.77%,8.80%,-34.87%,-3.13%,-28.85%,-10.31%,10.95%,-11.66%
Receivables,"3,505","3,489","3,647","4,427","3,246","3,860","4,101","4,787","4,216","4,426","4,952","4,690","4,921","5,397","5,954","5,607","4,879","4,636","5,457","6,722","6,957","6,233","6,880","7,659","8,455","7,441","7,140","6,782","7,208","7,460","8,400","9,457","7,074","6,063","7,469","4,133","3,847","2,996","2,843","3,402"
Inventory,"3,763","3,943","4,115","4,273","4,418","4,818","4,965","5,167","5,751","5,800","5,783","5,553","5,801","6,324","6,929","6,983","7,146","7,344","7,401","7,253","7,765","8,696","8,638","8,744","9,246","8,969","9,273","8,427","8,487","8,817","9,798","10,776","11,935","12,174","12,831","13,224","12,993","11,984","11,466","11,127"
Other Current Assets,"4,240","4,263","4,153","4,976","4,684","4,162","6,296","3,053","2,339","3,273","7,712","8,166","8,041","2,967","2,767","2,908","3,408","3,398","3,546","3,162","2,305","2,366","2,414","1,713","2,997","2,165","2,119","8,145","7,681","8,238","8,471","9,072","4,863","5,307","6,404","4,712","3,940","4,119","4,472","3,706"
Total Current Assets,"30,554","29,006","27,509","27,730","26,466","26,710","36,205","38,320","27,397","31,188","36,216","35,508","36,058","40,617","33,154","29,500","31,630","27,603","29,590","28,787","29,060","29,239","29,957","31,239","41,501","44,390","36,785","47,249","45,773","49,372","61,304","58,558","62,568","50,588","49,263","50,407","48,314","43,356","43,811","43,269"
"Property, Plant & Equipment","32,502","33,115","33,135","33,238","33,296","32,683","31,597","31,858","32,644","33,804","34,707","36,171","36,911","38,130","39,472","41,109","43,735","45,914","47,071","48,976","50,040","51,377","53,563","55,386","56,770","58,036","59,205","56,584","57,330","58,166","59,733","63,245","66,718","71,660","75,763","80,860","85,734","90,945","93,352","96,647"
Long-Term Investments,"7,850","8,228","8,667","9,120","8,224","8,935","7,447","7,851","9,474","8,961","10,211","10,896","11,980","10,385","9,903","12,291","12,916","12,316","11,113","9,430","8,719","8,206","8,247","7,243","6,823","6,785","6,399","7,344","6,813","6,917","7,003","6,298","6,036","5,929","5,822","5,912","6,029","5,893","5,700","5,829"
