,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"2,096","1,614","1,092","1,075","1,017","1,181",974.27,"1,047","1,035","1,222","1,394","1,521",819.56,884.89,874.77,"1,025","1,090",822.14,952.12,"1,047","1,099","3,220","3,627",948.36,697.62,685.51,742.39,564.73,489.6,733.12,478.58,449.48,467.71,535.8,502.31,756.06,534.83,475.18,448.93,382.82
Short-Term Investments,0,573.7,945.43,886.88,"1,014",733.49,815.48,820.68,"1,070",882.34,746.71,684.3,36.76,39.32,99.79,107.98,101.21,33,40.79,30.96,70.19,150.93,282.1,145.12,92.54,70.81,33.46,43.31,40.27,39.12,40.16,40.51,38.56,27.86,19.5,21.61,23.47,8.39,7.93,11.05
Cash & Cash Equivalents,"2,096","2,187","2,038","1,962","2,031","1,914","1,790","1,868","2,105","2,104","2,141","2,205",856.32,924.2,974.56,"1,133","1,191",855.13,992.91,"1,078","1,169","3,371","3,909","1,093",790.15,756.32,775.86,608.05,529.87,772.23,518.74,489.99,506.27,563.66,521.81,777.67,558.3,483.57,456.86,393.87
Cash Growth,24.96%,22.78%,4.73%,-8.29%,-3.11%,-12.49%,-12.16%,-4.79%,3.64%,9.92%,19.60%,18.03%,-59.31%,-56.07%,-54.47%,-48.63%,39.05%,-7.47%,1.88%,-4.80%,-1.83%,294.17%,293.74%,1.40%,-32.40%,-77.56%,-80.15%,-44.39%,-32.94%,2.10%,-33.14%,-19.42%,-4.45%,-27.01%,0.59%,58.71%,10.28%,-14.21%,-12.45%,-49.35%
Receivables,"2,098","2,247","2,133","2,001","2,025","1,985","1,877","1,714","1,833","1,826","1,749","1,668","2,105","2,186","2,189","2,171","2,475","2,474","2,377","2,263","2,435","2,442","2,272","2,292","2,497","2,099","2,134","2,129","2,428","2,510","2,425","2,357","2,684","2,885","3,023","2,950","3,231","3,136","3,037","2,933"
Inventory,"1,449","1,372","1,441","1,454","1,388","1,300","1,320","1,280","1,248","1,173","1,248","1,242","1,539","1,549","1,707","1,780","1,733","1,621","1,763","1,805","1,756","1,678","1,790","2,014","2,011","1,964","1,796","1,871","1,898","2,091","2,265","2,307","2,330","2,215","3,130","3,096","3,068","2,908","3,029","3,093"
Other Current Assets,305.96,266.03,264.37,310.64,341.45,241.68,340.95,289.23,270.96,104.36,144.44,133.59,118.96,120.28,134.35,202.85,165.08,134.89,165.21,188.87,178.37,182.49,166.54,261.1,183.29,214.99,163.53,191.36,193.02,243.97,422.59,"2,754","2,709","6,383",492.49,462.09,376.07,306.31,307.47,309.99
Total Current Assets,"5,949","6,072","5,876","5,728","5,785","5,441","5,328","5,151","5,457","5,208","5,282","5,248","4,619","4,780","5,005","5,286","5,563","5,085","5,298","5,335","5,538","7,673","8,138","5,661","5,481","5,035","4,869","4,800","5,049","5,617","5,631","7,908","8,230","12,047","7,168","7,285","7,233","6,834","6,830","6,730"
"Property, Plant & Equipment","1,828","1,824","1,755","1,716","1,644","1,664","1,633","1,598","1,599","1,568","1,563","1,506","1,946","1,937","1,963","1,937","1,942","1,856","1,828","1,794","1,780","1,768","1,880","2,336","2,297","2,293","2,293","2,302","2,249","2,266","2,224","2,203","2,174","2,123","2,754","2,840","2,844","2,865","2,841","2,906"
Long-Term Investments,0,"1,019",0,0,0,811.93,0,0,0,827.49,0,0,0,842.48,834.09,832.27,814.64,801.05,757.8,733.99,769.39,747.77,892.51,941.59,750.74,764.56,778.59,795.07,791.22,774.24,800.21,794.81,787.99,788.06,"1,136","1,206","1,189","1,105","1,135","1,157"
Goodwill and Intangibles,"4,375","4,360","4,199","4,103","3,915","3,956","3,951","3,889","3,909","3,826","3,813","3,663","7,847","7,894","7,895","7,873","7,881","7,520","7,441","7,346","7,294","7,237","8,512","11,991","11,712","11,669","11,715","11,796","11,627","11,579","11,436","11,344","11,209","10,876","18,772","19,057","19,118","19,079","18,715","18,825"
Other Long-Term Assets,950.24,0,914.38,"1,021",993.55,406.27,"1,090","1,116","1,104",605.16,"1,313","1,315",913.36,36.06,35.19,36.67,36.94,57.62,99.89,98.78,96.46,150.46,145.48,114.03,124.52,126.84,129.75,134.33,125.38,104.25,145.97,146.57,144.51,110.59,125.6,133.35,131.78,81.43,72.46,77.26
Total Long-Term Assets,"7,153","7,203","6,868","6,841","6,552","6,838","6,674","6,603","6,613","6,826","6,689","6,484","10,706","10,710","10,727","10,679","10,674","10,235","10,127","9,973","9,940","9,904","11,431","15,383","14,884","14,853","14,916","15,028","14,792","14,724","14,606","14,488","14,316","13,897","22,787","23,236","23,282","23,130","22,763","22,965"
Total Assets,"13,102","13,274","12,745","12,568","12,337","12,279","12,002","11,754","12,069","12,034","11,971","11,732","15,325","15,490","15,731","15,965","16,237","15,320","15,425","15,308","15,478","17,577","19,569","21,044","20,365","19,888","19,786","19,827","19,842","20,341","20,237","22,395","22,545","25,944","29,955","30,521","30,516","29,964","29,593","29,695"
Accounts Payable,"1,200","1,252","1,193","1,145","1,138","1,092","1,014",948.16,999.16,"1,035","1,018",997.19,"1,209","1,300","1,304","1,229","1,376","1,430","1,405","1,307","1,424","1,413","1,287","1,312","1,422","1,112","1,265","1,343","1,551","1,668","1,636","1,597","1,732","1,732","2,018","1,967","2,080","2,051","2,037","1,972"
Current Debt,"1,079",816.62,702.02,242.04,665.12,223.14,630.65,574.3,576.62,361.79,595.96,581.49,776.16,"1,008","1,144","1,248","1,056",638.47,796.86,"1,144","1,017",587.01,"1,737","1,604","1,035",809.53,884.45,610.91,186.39,2.82,302.31,"2,202","1,924","1,724","1,725","1,994","1,993","3,763","3,594","3,681"
Other Current Liabilities,"1,088","1,184",993.53,951.91,964.04,"1,034",905.13,845.64,924.84,969.51,880.38,846.8,"1,063","1,087","1,019","1,060","1,077","1,129","1,107","1,057","1,108","1,152","1,133","1,175","1,216","1,227","1,179","1,253","1,299","1,426","1,345","1,459","1,750","2,403","1,755","1,742","1,715","1,921","2,036","1,844"
Total Current Liabilities,"3,367","3,253","2,888","2,339","2,767","2,349","2,550","2,368","2,501","2,366","2,494","2,425","3,048","3,396","3,467","3,538","3,509","3,197","3,309","3,509","3,549","3,152","4,157","4,091","3,674","3,148","3,328","3,207","3,037","3,097","3,283","5,257","5,407","5,859","5,499","5,703","5,788","7,735","7,667","7,497"
Long-Term Debt,"1,509","1,508","1,482","2,726","2,725","2,724","2,725","2,725","2,675","2,652","2,653","2,654","5,255","4,862","4,788","4,798","4,819","4,319","4,313","4,303","4,284","6,521","7,367","8,141","8,098","7,652","7,058","6,602","6,572","6,582","6,264","6,251","6,230","9,756","12,239","12,026","11,412","8,796","8,596","8,109"
Other Long-Term Liabilities,"1,772","1,851","1,792","1,744","1,690","2,099","1,871","1,858","1,867","2,437","2,173","2,122","2,274","1,965","1,945","2,110","2,034","1,939","1,696","1,674","1,629","1,936","1,942","2,469","2,286","2,845","2,856","2,896","2,825","2,249","2,184","2,119","1,936","1,469","3,444","3,457","3,522","3,095","2,755","2,777"
Total Long-Term Liabilities,"3,281","3,359","3,274","4,469","4,415","4,823","4,597","4,583","4,542","5,090","4,826","4,775","7,529","6,827","6,733","6,908","6,853","6,257","6,009","5,978","5,913","8,457","9,308","10,610","10,384","10,498","9,913","9,498","9,397","8,831","8,448","8,370","8,166","11,225","15,683","15,483","14,934","11,891","11,351","10,885"
Total Liabilities,"6,648","6,612","6,162","6,808","7,182","7,172","7,147","6,951","7,042","7,455","7,320","7,201","10,578","10,223","10,201","10,446","10,361","9,455","9,318","9,487","9,462","11,609","13,466","14,701","14,058","13,646","13,242","12,705","12,434","11,928","11,731","13,627","13,572","17,084","21,182","21,186","20,723","19,626","19,018","18,383"
Total Debt,"2,587","2,325","2,185","2,968","3,390","2,947","3,356","3,299","3,252","3,014","3,249","3,235","6,031","5,870","5,932","6,047","5,874","4,957","5,110","5,448","5,302","7,108","9,104","9,746","9,133","8,462","7,942","7,213","6,758","6,585","6,566","8,452","8,154","11,480","13,964","14,020","13,405","12,559","12,190","11,790"
