,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Total Long-Term Assets,"7,941","7,926","7,878","7,859","7,864","7,837","7,874","7,856","7,834","8,076","8,044","8,037","8,015","8,081","8,053","8,329","8,314","8,399","8,414","8,410","9,038","9,401","9,431","59,873","60,493","59,665","59,611","58,347","58,400","58,400","58,049","57,342","57,379","57,027","56,931","55,765","56,325","56,259","56,155","55,573"
Total Assets,"9,513","9,473","9,403","9,438","9,308","9,335","9,588","9,387","9,340","9,552","9,530","9,637","9,743","9,696","9,685","10,199","10,289","10,167","10,218","10,748","11,262","11,676","19,640","77,864","77,539","72,598","77,093","72,372","74,619","74,840","75,776","75,767","76,249","75,470","77,212","75,640","83,869","76,548","77,599","84,154"
Accounts Payable,756,884,834,886,905,936,898,"1,006","1,024","1,058","1,006","1,129","1,242","1,205","1,148","1,306","1,359","1,303","1,302","1,551","1,146","1,718","1,685","2,901","3,080","2,875","2,933","3,044","3,186","3,243","3,364","3,340","3,550","3,327","3,472","3,456","3,883","3,569","3,359","3,590"
Deferred Revenue,484,462,442,419,489,470,433,400,473,480,440,413,483,494,464,451,576,379,352,317,380,395,360,412,492,506,481,451,546,555,524,529,585,611,600,545,625,692,674,605
Current Debt,92,92,92,92,92,95,5,5,5,4,6,6,95,91,95,93,3,1,1,452,4,7,9,368,287,338,359,365,384,366,418,449,508,552,600,528,468,461,608,649
Other Current Liabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,"12,980","11,868","8,400","12,987","9,403","11,521","11,741","12,945","13,244","13,652","13,240","14,679","14,195","21,482","14,141","14,821","21,785"
Total Current Liabilities,"1,332","1,438","1,368","1,397","1,486","1,501","1,336","1,411","1,502","1,542","1,452","1,548","1,820","1,790","1,707","1,850","1,938","1,683","1,655","2,320","2,010","2,120","2,054","16,661","15,727","12,119","16,760","13,263","15,637","15,905","17,251","17,562","18,295","17,730","19,351","18,724","26,458","18,863","19,462","26,629"
Long-Term Debt,"3,756","3,756","3,756","3,756","3,698","3,757","4,231","4,230","4,288","4,445","4,548","4,624","4,467","4,547","4,646","5,018","4,897","4,603","4,805","4,823","5,955","5,868","13,747","22,123","21,612","21,630","21,515","20,894","20,300","20,838","20,425","20,540","20,729","20,518","20,915","20,847","20,950","21,943","22,595","22,657"
Other Long-Term Liabilities,840,836,804,823,829,859,878,877,890,881,888,896,915,935,941,981,723,910,908,944,"1,004","1,294","1,293","5,228","5,343","5,303","5,532","5,526","5,353","5,252","5,307","5,081","5,275","5,080","4,976","4,926","4,773","4,788","4,665","4,482"
Total Long-Term Liabilities,"4,596","4,592","4,560","4,579","4,527","4,616","5,109","5,107","5,178","5,326","5,436","5,520","5,382","5,482","5,587","5,999","5,620","5,513","5,713","5,767","6,959","7,162","15,040","27,351","26,955","26,933","27,047","26,420","25,653","26,090","25,732","25,621","26,004","25,598","25,891","25,773","25,723","26,731","27,260","27,139"
Total Liabilities,"5,928","6,030","5,928","5,976","6,013","6,117","6,445","6,518","6,680","6,868","6,888","7,068","7,202","7,272","7,294","7,849","7,558","7,196","7,368","8,087","8,969","9,282","17,094","44,012","42,682","39,052","43,807","39,683","41,290","41,995","42,983","43,183","44,299","43,328","45,242","44,497","52,181","45,594","46,722","53,768"
Total Debt,"3,848","3,848","3,848","3,848","3,790","3,852","4,236","4,235","4,293","4,449","4,554","4,630","4,562","4,638","4,741","5,111","4,900","4,604","4,806","5,275","5,959","5,875","13,756","22,491","21,899","21,968","21,874","21,259","20,684","21,204","20,843","20,989","21,237","21,070","21,515","21,375","21,418","22,404","23,203","23,306"
Debt Growth,19.13%,-4.96%,-2.66%,-2.11%,-1.51%,0.10%,10.08%,10.06%,13.27%,15.50%,7.51%,9.33%,6.27%,4.25%,4.11%,10.39%,7.41%,-0.73%,1.37%,3.21%,21.61%,27.61%,186.23%,326.37%,267.49%,273.92%,59.01%,-5.48%,-5.55%,-3.48%,-4.71%,-1.27%,2.67%,-0.63%,3.22%,1.84%,0.85%,6.33%,7.85%,9.03%
Common Stock,"-2,953","-3,269","-3,408","-3,652","-3,994","-4,241","-4,448","-4,931","-5,330","-5,600","-5,849","-6,141","-6,377","-6,750","-7,012","-7,289","-7,455","-7,844","-8,206","-8,609","-9,275","-9,381","-9,344","20,767","20,631","19,779","19,350","19,382","19,276","18,642","18,102","17,803","16,851","16,397","16,001","15,271","14,641","13,192","12,269","11,165"
Retained Earnings,"6,598","6,766","6,932","7,171","7,352","7,530","7,657","7,875","8,064","8,353","8,565","8,779","8,994","9,241","9,462","9,694","10,240","10,871","11,122","11,349","11,635","11,860","12,083","12,281","12,528","12,875","12,877","13,141","13,441","13,745","14,014","14,442","14,846","15,515","16,113","16,594","17,376","17,939","18,622","19,574"
Comprehensive Income,-60,-54,-49,-57,-63,-71,-66,-75,-74,-69,-74,-69,-76,-67,-59,-55,-54,-56,-66,-79,-67,-85,-193,-379,-180,-811,-644,-831,-387,-536,-323,-649,-745,-640,"-1,005","-1,539","-1,189","-1,054",-900,"-1,166"
Shareholders' Equity,"3,585","3,443","3,475","3,462","3,295","3,218","3,143","2,869","2,660","2,684","2,642","2,569","2,541","2,424","2,391","2,350","2,731","2,971","2,850","2,661","2,293","2,394","2,546","32,669","32,979","31,843","31,583","31,692","32,330","31,851","31,793","31,596","30,952","31,272","31,109","30,326","30,828","30,077","29,991","29,573"
Net Cash / Debt,"-3,448","-3,541","-3,519","-3,439","-3,496","-3,556","-3,706","-3,926","-4,018","-4,166","-4,291","-4,327","-4,262","-4,330","-4,442","-4,786","-4,575","-4,222","-4,458","-4,602","-5,544","-5,423","-5,315","-21,463","-21,006","-21,072","-21,005","-20,322","-19,778","-20,373","-20,002","-20,056","-20,402","-20,207","-20,632","-20,482","-20,516","-21,358","-22,121","-21,957"
Net Cash Per Share,-6.58,-6.85,-6.94,-6.83,-7.08,-7.32,-7.71,-8.28,-8.67,-9.16,-9.51,-9.71,-9.69,-9.87,-10.27,-11.15,-10.76,-10.01,-10.71,-11.17,-13.69,-13.59,-13.30,-35.96,-40.20,-30.49,-30.85,-29.87,-29.03,-29.96,-29.73,-29.95,-30.72,-30.75,-31.70,-31.76,-32.13,-33.83,-35.73,-35.98
Working Capital,240,109,157,182,-42,-3,378,120,4,-66,34,52,-92,-175,-75,20,37,85,149,18,214,155,"8,155","1,330","1,319",814,722,762,582,535,476,863,575,713,930,"1,151","1,086","1,426","1,982","1,952"
Book Value Per Share,6.95,6.77,6.97,6.99,6.78,6.74,6.64,6.16,5.84,6.00,5.95,5.86,5.87,5.65,5.64,5.59,6.56,7.19,6.98,6.59,5.78,6.11,6.49,55.86,64.37,46.96,47.14,47.32,48.21,47.64,47.90,47.77,47.14,48.05,48.22,47.41,48.66,47.98,48.73,48.78
