,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,521,462,412,591,640,487,419,544,613,547,700,777,543,606,674,657,604,521,616,784,802,803,787,767,486,706,914,900,947,"1,003","1,085","1,139",987,"1,098","1,083","1,264",955,748,899,907
Short-Term Investments,72,72,67,68,25,75,75,67,64,79,81,81,90,93,99,103,107,108,110,123,271,271,283,296,311,259,275,348,350,375,418,"24,666","23,399","21,834","20,988",452,478,507,814,0
Cash & Cash Equivalents,521,462,412,591,665,562,494,544,613,547,700,777,543,606,674,657,604,521,616,784,802,803,787,767,486,706,914,900,947,"1,003","1,085","1,139",987,"1,098","1,083","1,264",955,748,"1,713",907
Cash Growth,37.11%,20.94%,-19.37%,36.49%,27.64%,21.65%,19.90%,-7.95%,-7.82%,-2.67%,41.70%,42.83%,-11.42%,10.79%,-3.71%,-15.44%,11.23%,-14.03%,-8.61%,19.33%,32.78%,54.13%,27.76%,-2.17%,-39.40%,-12.08%,16.14%,17.34%,94.86%,42.07%,18.71%,26.56%,4.22%,9.47%,-0.18%,10.97%,-3.24%,-31.88%,58.17%,-28.24%
Receivables,"2,141","2,184","2,192","2,148","2,165","2,234","2,230","2,164","2,181","2,270","2,244","2,263","2,305","2,367","2,346","2,216","2,049","2,349","2,331","2,331","2,512","2,634","2,363","2,597","2,667","2,796","2,675","2,627","2,792","2,959","2,894","2,865","3,043","3,243","3,203","3,214","3,461","3,704","3,638",0
Inventory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,203,0,0,0,0,0,0,0,0,"24,666","23,399","21,834",0,0,0,0,0,0
Other Current Assets,"-2,213","-2,256","-2,259","-2,216","-2,190","-2,309","-2,305","-2,231","-2,245","-2,349","-2,325","-2,344","-2,395","-2,460","-2,445","-2,319","-2,341","-2,457","-2,441","-2,454","-2,783","-2,905","-2,849","-2,893","-2,978","-3,055","-2,950","-2,975","-3,142","-3,334","-3,312","-27,433","-26,442","-25,077","-3,203",-452,"-3,939",-507,"-4,452",0
Total Current Assets,521,462,412,591,640,487,419,544,613,547,700,777,543,606,674,657,604,521,616,784,802,803,787,767,486,706,914,900,947,"1,003","1,085","25,903","24,386","22,932","22,071","4,478",955,"4,452",899,907
"Property, Plant & Equipment",207,203,198,194,189,187,188,185,188,186,184,183,181,184,186,185,186,188,191,195,202,207,207,207,208,209,211,213,213,213,209,205,203,201,204,202,199,198,199,0
Long-Term Investments,"13,606","13,988","14,188","14,318","14,410","14,484","14,357","14,356","14,825","15,380","15,561","15,419","15,977","16,301","16,565","16,948","16,614","16,836","17,323","16,609","17,593","18,332","18,776","19,450","17,565","19,228","20,024","21,194","21,668","22,686","22,795","24,337","23,051","21,443","20,574","21,973","22,645","23,372","22,874",0
Other Long-Term Assets,"-10,817","-11,102","-11,316","-12,141","2,958","2,796","2,745","-12,051","-11,849","-12,185","-12,352","-13,026","-12,747","-12,970","-13,149","-14,587","-13,736","-13,920","-14,105","-14,029","-14,348","-14,860","-15,237","-16,539","-14,319","-18,458","-19,158","5,235","-20,508","-21,404","-21,551",329,"1,808",391,414,0,"-21,740","-22,412","-22,076","1,324"
Total Long-Term Assets,"2,347","2,351","2,360","2,371","16,799","16,817","16,763","2,490","2,477","2,616","2,595","2,576","2,555","2,587","2,614","2,546","2,519","2,562","2,722","2,775","2,901","3,018","3,057","3,118","3,105",979,"1,077","26,642","1,373","1,495","1,453","24,871","23,602","22,035","21,192","22,175","1,104","23,570",997,"1,324"
Total Assets,"17,942","18,335","18,474","18,753","18,897","18,888","18,751","18,888","19,447","20,151","20,455","20,386","20,753","21,238","21,592","21,843","21,470","21,760","22,480","21,935","23,352","24,337","24,742","25,408","23,367","25,450","26,370","27,542","28,313","29,677","29,907","31,387","30,250","29,192","28,199","29,736","30,474","31,352","30,915","32,769"
Accounts Payable,0,0,0,-840,0,0,0,-638,0,0,0,-865,0,0,0,-745,0,0,0,-627,0,0,0,"-1,079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deferred Revenue,0,0,0,840,0,0,0,638,0,0,0,865,0,0,0,745,0,0,0,627,0,0,0,"1,079",0,0,0,"1,299",0,0,0,"1,744",0,"1,069",780,"1,045",0,0,0,0
Current Debt,104,49,49,49,49,49,35,35,35,28,20,20,17,17,17,24,24,61,30,32,32,37,38,39,114,122,123,54,57,59,59,54,49,44,44,50,50,25,25,0
Other Current Liabilities,"10,836","11,112","11,220","11,304","11,415","11,519","11,540","11,605","11,852","12,327","12,487","12,480","12,687","13,055","13,259","12,789","12,713","12,996","13,329","13,282","13,902","14,381","14,545","14,717","14,423",0,0,"-1,299",0,0,0,"-1,744",0,"-1,069","-1,961","-1,045",0,0,0,0
Total Current Liabilities,"10,940","11,161","11,269","11,353","11,464","11,568","11,575","11,640","11,887","12,355","12,507","12,500","12,704","13,072","13,276","12,813","12,737","13,057","13,359","13,314","13,934","14,418","14,583","14,756","14,537",122,123,54,57,59,59,54,49,44,"-1,137",50,50,25,25,0
Long-Term Debt,834,831,829,827,825,823,826,821,825,825,827,826,825,826,826,827,829,828,830,834,845,847,847,846,846,845,844,845,848,848,845,843,841,841,843,841,845,842,844,849
Other Long-Term Liabilities,0,0,0,0,0,0,0,0,0,0,0,0,-32,-33,-33,-40,-42,-41,-43,-46,-57,-59,-59,-58,-58,979,"1,077","1,299","1,373","1,495","1,453","1,744","1,460","1,069","19,062",-791,0,"1,158",0,0
Total Long-Term Liabilities,834,831,829,827,825,823,826,821,825,825,827,826,793,793,793,787,787,787,787,788,788,788,788,788,788,"1,824","1,921","2,144","2,221","2,343","2,298","2,587","2,301","1,910","19,905",50,845,"2,000",844,849
Total Liabilities,"11,774","11,992","12,098","12,180","12,289","12,391","12,401","12,461","12,712","13,180","13,334","13,326","13,497","13,865","14,069","13,600","13,524","13,844","14,146","14,102","14,722","15,206","15,371","15,544","15,325","16,192","16,625","16,753","17,175","17,819","18,066","18,282","18,158","18,639","18,768","19,205","19,733","20,322","20,291",849
Total Debt,938,880,878,876,874,872,861,856,860,853,847,846,842,843,843,851,829,889,860,866,877,884,847,885,960,967,967,899,905,907,904,897,890,885,887,891,895,867,869,849
Debt Growth,0.32%,-6.08%,-6.20%,-6.71%,-6.82%,-0.91%,-1.94%,-2.28%,-1.60%,-2.18%,-1.63%,-1.17%,-2.09%,-1.17%,-0.47%,0.59%,-1.54%,5.46%,2.02%,1.76%,5.79%,-0.56%,-1.51%,2.19%,9.46%,9.39%,14.17%,1.58%,-5.73%,-6.20%,-6.51%,-0.22%,-1.66%,-2.43%,-1.88%,-0.67%,0.56%,-2.03%,-2.03%,-4.71%
Common Stock,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,"1,655",397,397,397,397,397,"1,692",397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397
Retained Earnings,"4,287","4,299","4,409","4,505","4,557","4,658","4,756","4,762","4,871","4,915","5,016","5,037","5,156","5,174","5,193","7,968","7,565","7,696","8,164","7,625","8,229","8,566","8,722","9,257","7,932","8,745","9,132","10,085","10,603","11,205","11,257","12,625","12,241","11,324","10,797","11,702","11,818","12,235","12,018","13,084"
Comprehensive Income,"1,578","1,732","1,658","1,744","1,716","1,514","1,280","1,344","1,531","1,714","1,752","1,693","1,780","1,925","2,047","2,788",115,55,-4,22,210,364,442,448,204,597,686,769,625,731,663,648,59,-423,-828,-636,-527,-626,-827,-435
Shareholders' Equity,"6,168","6,343","6,376","6,573","6,608","6,497","6,350","6,427","6,735","6,971","7,121","7,060","7,256","7,373","7,523","8,243","7,946","7,916","8,334","7,833","8,630","9,131","9,371","9,864","8,042","9,258","9,745","10,789","11,138","11,858","11,841","13,105","12,092","10,553","9,431","10,531","10,741","11,030","10,624","12,098"
Total Liabilities and Equity,"17,942","18,335","18,474","18,753","18,897","18,888","18,751","18,888","19,447","20,151","20,455","20,386","20,753","21,238","21,592","21,843","21,470","21,760","22,480","21,935","23,352","24,337","24,742","25,408","23,367","25,450","26,370","27,542","28,313","29,677","29,907","31,387","30,250","29,192","28,199","29,736","30,474","31,352","30,915","32,769"
