,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Other Long-Term Assets,29.06,61.38,27.45,31.61,30.53,29.59,36.2,34.44,27.86,27.03,24.93,25.78,27.04,31.73,140.07,27.05,801.87,29.77,32.41,33.76,27.5,62.77,66.69,64.32,63.29,59.89,61.44,62.07,63,63.51,63.71,62.06,389,384,408,526,464,452,438,460
Total Long-Term Assets,"4,602","4,772","4,903","5,219","5,024","5,163","5,250","5,269","5,108","4,982","4,911","4,876","4,407","4,496","4,484","4,411","3,962","3,302","3,409","3,559","3,654","3,801","3,932","4,021","3,919","3,980","4,064","4,097","4,108","4,139","4,215","4,288","17,764","17,730","17,815","17,955","17,943","18,134","18,239","18,388"
Total Assets,"4,981","5,146","5,209","5,807","5,438","5,512","5,505","5,485","5,253","5,703","5,570","5,532","5,123","5,244","5,219","5,129","4,727","4,538","4,397","4,179","4,199","4,482","4,564","4,443","4,487","4,522","4,528","4,419","4,524","4,551","4,611","4,731","19,900","20,327","20,647","20,305","20,154","20,139","19,879","20,101"
Accounts Payable,288.8,297.69,255.68,379.79,400.08,321.22,218.63,191.34,160.41,147.99,142.5,160.14,168.41,183.31,183.55,160.79,238.05,174.66,235.98,263.62,241.94,204.54,184.96,172.73,189.81,183.82,161.66,151.66,162,169.1,166.26,227.19,747,874,"1,044","1,010",844,833,626,643
Current Debt,13.91,73.43,38.49,0,0,0,0,20,20,20,38.5,5.82,40.26,12.69,2.69,237.8,334.64,312,313.59,77.92,0,1.31,0,87,87,175,175,199.63,188,100,177.2,212.89,159,397,294,96,0,0,0,575
Other Current Liabilities,105.19,61.52,67.97,53,98.94,81.53,60.22,54.24,55.15,31.39,47.49,30.8,49.14,28.4,48.18,39.65,57.37,23.83,41.18,24.55,45.33,34.47,49.07,35.05,51.22,28.36,44.73,34.64,40,45.99,35.23,25.92,314,388,232,309,349,376,315,422
Total Current Liabilities,407.91,432.63,362.15,432.79,499.02,402.75,278.85,265.59,235.55,199.38,228.49,196.76,257.81,224.4,234.42,438.23,630.05,510.49,590.74,366.1,287.26,240.32,234.03,294.79,328.03,387.18,381.39,385.93,390,315.09,378.68,466.01,"1,220","1,659","1,570","1,415","1,193","1,209",941,"1,640"
Long-Term Debt,"1,147","1,222","1,193","1,612","1,752","1,877","1,995","2,017","1,996","1,583","1,520","1,520","1,521","1,521","1,521","1,285","1,218","1,218","1,219","1,219","1,226","1,219","1,220","1,133","1,133","1,045","1,045",973.71,946,946.12,946.32,946.51,"3,125","3,090","2,981","2,188","2,181","2,176","2,171","1,592"
Other Long-Term Liabilities,"1,222","1,222","1,252","1,396","1,044","1,057","1,085","1,080","1,012",976.07,944.53,951.72,776.56,791.94,821.8,761.39,355.5,403.16,433.22,499.95,597.3,700.96,765.34,801.51,874.7,921.34,935.01,941.18,972,983.67,985.67,992.07,"3,767","3,810","3,894","4,032","4,110","4,103","4,100","4,072"
Total Long-Term Liabilities,"2,369","2,444","2,445","3,008","2,796","2,934","3,080","3,097","3,008","2,559","2,464","2,472","2,297","2,313","2,343","2,046","1,573","1,621","1,652","1,719","1,823","1,920","1,985","1,934","2,008","1,967","1,981","1,915","1,918","1,930","1,932","1,939","6,892","6,900","6,875","6,220","6,291","6,279","6,271","5,664"
Total Liabilities,"2,776","2,877","2,807","3,441","3,295","3,337","3,359","3,363","3,244","2,759","2,693","2,669","2,555","2,537","2,577","2,484","2,203","2,132","2,243","2,085","2,111","2,161","2,219","2,229","2,336","2,354","2,362","2,301","2,308","2,245","2,311","2,405","8,112","8,559","8,445","7,635","7,484","7,488","7,212","7,304"
Total Debt,"1,161","1,295","1,231","1,612","1,752","1,877","1,995","2,037","2,016","1,603","1,558","1,526","1,561","1,534","1,524","1,522","1,553","1,530","1,532","1,297","1,226","1,221","1,220","1,220","1,220","1,220","1,220","1,173","1,134","1,046","1,124","1,159","3,284","3,487","3,275","2,284","2,181","2,176","2,171","2,167"
Debt Growth,6.78%,11.97%,7.84%,38.73%,50.92%,44.89%,62.00%,26.36%,15.08%,-14.59%,-21.89%,-25.09%,-22.59%,-4.34%,-2.21%,-0.24%,-0.53%,-0.22%,0.54%,-14.82%,-21.03%,-20.23%,-20.40%,-5.94%,-0.50%,-0.03%,0.08%,-3.81%,-7.05%,-14.27%,-7.95%,-1.19%,189.59%,233.33%,191.50%,97.00%,-33.59%,-37.60%,-33.71%,-5.12%
Common Stock,585.16,588.26,597.53,456.64,445.89,446.7,452.86,452.47,457.54,"1,452","1,458","1,463","1,468","1,469","1,406","1,411","1,359","1,153",885,729.24,476.06,475.82,356.91,172.48,6.91,9.87,17.08,24.56,29,32.87,40.43,48.03,"9,174","8,998","8,726","8,516","8,010","7,755","7,715","7,676"
Retained Earnings,"1,628","1,727","1,837","1,929","1,699","1,731","1,695","1,671","1,552","1,493","1,420","1,401","1,099","1,237","1,236","1,230","1,162","1,252","1,267","1,363","1,608","1,841","1,984","2,037","2,143","2,157","2,148","2,093","2,185","2,271","2,257","2,276","2,563","2,715","3,460","4,137","4,636","4,875","4,931","5,101"
Comprehensive Income,-8.36,-45.97,-32.16,-19.2,-2.15,-2.15,-2.15,-2.15,-0.37,-0.37,-0.33,-0.31,0.99,1,0.73,3.48,2.08,2.38,2.25,2.11,4.44,4.3,4.16,4.03,1.36,1.22,1.07,0.93,2,2.28,2.14,2.01,1,5,5,6,13,13,13,12
Shareholders' Equity,"2,205","2,269","2,402","2,366","2,143","2,176","2,146","2,122","2,009","2,944","2,878","2,863","2,568","2,707","2,642","2,645","2,524","2,407","2,154","2,094","2,088","2,321","2,345","2,214","2,151","2,168","2,166","2,118","2,216","2,306","2,300","2,326","11,738","11,718","12,191","12,659","12,659","12,643","12,659","12,789"
Net Cash / Debt,"-1,106.4","-1,250.28","-1,185.88","-1,302.01","-1,593.44","-1,729.01","-1,903.59","-1,979.78","-2,015.63","-1,004.88","-1,040.86","-1,024.82","-1,062.25",-996.08,"-1,007.37","-1,012.1","-1,072.48",-559.75,-791.17,-980.69,"-1,166.15",-891.51,-916.97,"-1,111.77","-1,006.21",-989.74,"-1,051.12","-1,161.59",-956,-851.31,-954.6,"-1,073.15","-2,231","-2,030","-2,206","-1,488","-1,352","-1,009","-1,233","-1,274"
Net Cash Per Share,-2.63,-2.99,-2.83,-3.11,-3.84,-4.17,-4.60,-4.78,-4.87,-2.33,-2.24,-2.20,-2.28,-2.13,-2.16,-2.18,-2.31,-1.21,-1.75,-2.21,-2.69,-2.10,-2.16,-2.68,-2.46,-2.47,-2.62,-2.91,-2.38,-2.12,-2.37,-2.66,-4.43,-2.49,-2.73,-1.87,-1.73,-1.31,-1.62,-1.68
Working Capital,-29.01,-58.8,-56.05,155.16,-85.57,-53.34,-23.86,-50.16,-90.77,521.31,430.75,458.88,458.07,523.92,501.4,279.8,134.91,725.63,396.67,253.77,257.28,439.88,397.3,126.89,240.21,154.61,82.55,-63.38,26,96.82,17.38,-23.29,916,938,"1,262",935,"1,018",796,699,73
Book Value Per Share,5.26,5.44,5.76,5.69,5.19,5.26,5.19,5.13,4.86,6.82,6.19,6.16,5.52,5.82,5.68,5.72,5.46,5.24,4.78,4.75,4.85,5.49,5.55,5.37,5.29,5.44,5.43,5.32,5.53,5.78,5.75,5.82,23.34,14.47,15.18,15.98,16.21,16.55,16.77,16.98
