,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"1,531","1,617","1,918","2,497","1,176","1,720","1,441","1,481","1,600","1,567","2,399","2,392","2,411","2,384","2,312","2,779","1,756","1,935","2,203","1,958","1,436","1,920","2,019","2,886","1,952","2,684","3,168","4,122","4,518","5,221","5,907","6,505","4,407","3,573","1,389","1,287","1,405","1,562","1,646","1,291"
Short-Term Investments,0,0,0,3,0,0,0,6,0,0,0,8,0,0,0,12,0,0,0,18,0,0,0,28,0,0,0,9,0,0,0,11,0,0,0,14,0,0,0,26
Cash & Cash Equivalents,"1,531","1,617","1,918","2,500","1,176","1,720","1,441","1,487","1,600","1,567","2,399","2,400","2,411","2,384","2,312","2,791","1,756","1,935","2,203","1,976","1,436","1,920","2,019","2,914","1,952","2,684","3,168","4,131","4,518","5,221","5,907","6,516","4,407","3,573","1,389","1,301","1,405","1,562","1,646","1,317"
Cash Growth,-19.63%,-14.89%,21.62%,60.26%,-23.19%,6.37%,-24.87%,-40.52%,36.05%,-8.90%,66.48%,61.40%,50.69%,52.14%,-3.63%,16.29%,-27.17%,-18.83%,-4.71%,-29.20%,-18.22%,-0.78%,-8.35%,47.47%,35.93%,39.79%,56.91%,41.76%,131.45%,94.52%,86.46%,57.73%,-2.46%,-31.56%,-76.49%,-80.03%,-68.12%,-56.28%,18.50%,1.23%
Receivables,988,990,928,932,992,"1,063",986,991,978,"1,007",980,"1,122","1,108","1,166","1,188","1,319","1,313","1,290","1,237","1,449","1,539","1,543","1,486","1,577","1,504","1,557","1,427","1,593","1,509","1,421","1,445","1,650","2,425","2,125","2,213","2,494","2,478","2,545","2,547","2,826"
Other Current Assets,345,386,342,530,520,430,409,818,870,885,325,149,144,173,153,214,215,243,188,162,207,231,217,221,239,218,246,264,279,290,286,644,955,537,576,"1,872","1,939",613,611,"1,000"
Total Current Assets,"2,864","2,993","3,188","3,962","2,688","3,213","2,836","3,296","3,448","3,459","3,704","3,671","3,663","3,723","3,653","4,324","3,284","3,468","3,628","3,587","3,182","3,694","3,722","4,712","3,695","4,459","4,841","5,988","6,306","6,932","7,638","8,810","7,787","6,235","4,178","5,667","5,822","4,720","4,804","5,143"
"Property, Plant & Equipment",242,209,199,206,200,208,237,270,251,242,255,271,265,264,259,275,270,273,275,270,943,949,958,996,961,925,908,778,760,714,718,667,973,889,760,720,703,659,646,637
Long-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,"1,616","1,859","1,889","1,752","1,750","1,792","1,791","1,787"
Goodwill and Intangibles,"2,449","2,440","2,447","2,391","2,351","2,360","4,849","4,404","4,357","4,365","4,476","4,455","4,434","4,424","4,413","4,377","4,435","4,991","4,964","5,059","5,025","4,972","4,942","4,999","5,142","5,107","5,091","5,087","5,045","5,030","4,998","4,791","54,819","54,503","54,023","52,851","52,985","52,739","52,420","52,248"
