,2014-02-23,2014-05-25,2014-08-24,2014-11-23,2015-02-22,2015-05-31,2015-08-30,2015-11-29,2016-02-28,2016-05-29,2016-08-28,2016-11-27,2017-02-26,2017-05-28,2017-08-27,2017-11-26,2018-02-25,2018-05-27,2018-08-26,2018-11-25,2019-02-24,2019-05-26,2019-08-25,2019-11-24,2020-02-23,2020-05-31,2020-08-30,2020-11-29,2021-02-28,2021-05-30,2021-08-29,2021-11-28,2022-02-27,2022-05-29,2022-08-28,2022-11-27,2023-02-26,2023-05-28,2023-08-27,2023-11-26
Cash & Equivalents,239.2,141.3,133.7,121.9,137.3,164.7,114.3,95.9,502.6,798.1,794.6,"1,443",683.6,251.4,251.4,84,132.9,128,74.8,442.3,282.2,236.6,64.7,192,99,553.3,438.2,68,80.7,79.2,67,68.7,79.7,83.3,67.4,39.7,71.2,93.3,93.3,61.5
Cash & Cash Equivalents,239.2,141.3,133.7,121.9,137.3,164.7,114.3,95.9,502.6,798.1,794.6,"1,443",683.6,251.4,251.4,84,132.9,128,74.8,442.3,282.2,236.6,64.7,192,99,553.3,438.2,68,80.7,79.2,67,68.7,79.7,83.3,67.4,39.7,71.2,93.3,93.3,61.5
Cash Growth,-66.95%,-23.16%,-31.15%,-36.74%,-42.60%,16.56%,-14.51%,-21.33%,266.06%,384.58%,595.19%,1404.17%,36.01%,-68.50%,-68.36%,-94.18%,-80.56%,-49.09%,-70.25%,426.55%,112.34%,84.84%,-13.50%,-56.59%,-64.92%,133.85%,577.28%,-64.58%,-18.48%,-85.69%,-84.71%,1.03%,-1.24%,5.18%,0.60%,-42.21%,-10.66%,12.00%,38.43%,54.91%
Receivables,"1,276","1,058","1,080","1,201","1,051",739,837.3,894.4,849.6,650.1,847,699.5,601.4,563.4,577.1,683.8,603.4,569.4,599.2,958.1,870.2,818.2,776.3,947.6,854.2,860.8,807.8,948.5,841.4,793.9,834.4,977.2,914.5,867.4,788.6,910.5,960,952.8,971.5,974.1
Inventory,"2,499","2,077","2,210","2,533","2,380","1,643","1,827","1,976","1,836","1,044","1,638","1,114","1,046",927.9,"1,069","1,059","1,017",988.7,"1,109","1,730","1,639","1,549","1,756","1,770","1,647","1,365","1,580","1,623","1,579","1,710","1,955","1,859","1,767","1,967","2,229","2,348","2,307","2,212","2,394","2,278"
Other Current Assets,507.1,954.1,267,260.2,355.5,"1,017",923.1,946.6,339.8,"1,084",127.6,89.3,207.7,270.5,227.7,229.3,305.1,252.8,264,145.3,155.1,130.1,131.3,119.6,109.7,107,109.5,158.4,126.6,119.3,116.2,134.7,153.9,116.3,148.4,118.5,116.4,126.7,114.9,155.9
Total Current Assets,"4,521","4,231","3,691","4,116","3,923","3,563","3,702","3,913","3,528","3,577","3,407","3,345","2,539","2,013","2,125","2,056","2,058","1,939","2,047","3,275","2,946","2,734","2,728","3,030","2,709","2,886","2,935","2,798","2,628","2,702","2,972","3,039","2,915","3,034","3,234","3,416","3,455","3,385","3,574","3,469"
"Property, Plant & Equipment","3,820","3,636","3,668","3,635","3,580","2,645","2,659","2,646","2,646","1,698","2,737","1,669","1,656","1,633","1,647","1,642","1,627","1,590","1,636","2,361","2,359","2,327","2,348","2,322","2,318","2,365","2,431","2,478","2,527","2,572","2,646","2,623","2,656","2,737","2,705","2,688","2,702","2,736","2,915","2,877"
Goodwill and Intangibles,"11,735","11,033","11,014","10,732","9,368","5,817","6,082","6,069","6,054","5,542","5,634","5,510","5,505","5,519","5,525","5,755","5,807","5,770","5,775","16,299","16,312","15,975","15,987","15,937","15,923","15,664","15,743","15,672","15,659","15,464","15,510","15,424","15,410","15,187","14,777","14,759","14,743","14,302","14,371","14,275"
Other Long-Term Assets,357.6,419.3,"1,001","1,019",997.9,"5,413","3,391","3,367",960,"2,574","1,058",901.1,799.3,931,928,946.6,970.7,"1,091","1,028","1,071","1,110","1,178","1,291","1,204","1,252","1,389","1,269","1,329","1,291","1,458","1,412","1,506","1,519","1,477","1,504","1,550","1,555","1,630","1,507","1,500"
