,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,"3,178","3,153","3,312","3,125","3,091","2,920","2,785","2,455","2,540","2,298","2,359","2,164","2,392","2,205","2,203","2,205","2,514","2,038","2,052","2,100","2,681","2,749","2,764","3,261","3,278","3,282","3,221","2,996","3,147","3,122","3,285","3,213","2,994","3,049","3,437","3,068","3,466","2,780","2,594","2,837"
Cash & Cash Equivalents,"3,178","3,153","3,312","3,125","3,091","2,920","2,785","2,455","2,540","2,298","2,359","2,164","2,392","2,205","2,203","2,205","2,514","2,038","2,052","2,100","2,681","2,749","2,764","3,261","3,278","3,282","3,221","2,996","3,147","3,122","3,285","3,213","2,994","3,049","3,437","3,068","3,466","2,780","2,594","2,837"
Cash Growth,30.19%,44.24%,38.58%,8.24%,-2.74%,-7.39%,-15.91%,-21.44%,-17.83%,-21.30%,-15.30%,-11.85%,-5.83%,-4.05%,-6.61%,1.89%,5.10%,-7.57%,-6.85%,-4.76%,6.64%,34.89%,34.70%,55.29%,22.27%,19.39%,16.53%,-8.13%,-4.00%,-4.88%,1.99%,7.24%,-4.86%,-2.34%,4.63%,-4.51%,15.76%,-8.82%,-24.53%,-7.53%
"Property, Plant & Equipment","3,261","3,242","3,158","3,199","3,193","3,128","2,968","2,944","2,946","2,923","2,900","2,855","2,803","2,754","2,760","2,681","2,649","2,591","2,521","2,442","2,379","3,000","2,968","2,922","2,843","2,828","2,862","2,908","2,865","2,790","2,788","2,748","2,736","2,724","2,718","2,767","2,814","2,797","2,812","2,783"
Goodwill and Intangibles,"3,406","3,409","3,364","3,367","3,289","3,219","3,283","3,186","3,213","3,112","3,047","3,045","3,169","3,206","3,290","3,289","3,330","3,418","3,451","3,500","3,456","5,680","5,538","5,401","5,446","5,130","5,108","5,078","5,053","5,170","5,194","5,626","5,791","6,103","6,702","6,838","6,830","6,797","6,829","6,877"
Total Assets,"130,443","129,654","132,562","134,188","138,706","140,470","141,658","141,918","141,048","142,430","143,625","143,279","142,177","140,200","141,067","142,264","142,081","141,500","140,695","141,685","146,069","167,853","168,802","171,079","169,369","185,391","202,906","201,996","204,680","206,899","205,390","207,731","211,116","211,459","206,782","205,463","207,452","208,657","207,276","212,967"
Total Liabilities,"115,817","114,790","117,054","118,745","123,041","124,566","126,020","126,060","125,178","126,075","126,871","126,475","125,945","123,743","124,621","125,884","125,861","125,296","124,443","125,835","129,819","148,009","148,131","149,675","148,166","163,518","180,571","179,045","181,569","184,304","182,464","185,207","188,906","191,282","187,812","188,727","190,125","190,293","189,467","196,423"
Total Debt,"11,297","14,218","17,260","17,214","16,667","15,668","17,783","20,563","17,468","18,962","20,318","20,510","18,055","15,828","18,962","19,845","19,090","16,313","16,681","17,890","16,924","19,442","16,920","19,396","16,241","22,449","17,874","16,570","16,465","16,151","13,832","12,677","13,082","11,937","18,758","18,302","18,732","20,434","18,258","21,109"
Debt Growth,-20.81%,27.57%,78.16%,45.76%,47.53%,10.20%,3.03%,19.46%,4.81%,21.02%,14.26%,-0.26%,3.36%,-16.53%,-6.67%,-3.24%,5.73%,3.06%,-12.03%,-9.85%,-11.35%,19.18%,1.43%,8.42%,-4.04%,15.47%,5.64%,-14.57%,1.38%,-28.05%,-22.61%,-23.49%,-20.55%,-26.09%,35.61%,44.37%,43.19%,71.18%,-2.67%,15.34%
Common Stock,"4,351","4,267","4,421","4,217","4,056","3,896","3,750","3,478","3,284","3,069","3,059","2,841","2,705","2,737","2,394","1,427","1,170",866,641,165,-216,"2,054","1,865","1,983","1,696","1,719","1,741","2,110","2,126","1,940","1,609","1,070",767,772,796,823,748,577,609,636
