,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,"4,913","5,805","6,281","5,014","4,658","5,227","4,378","4,296","3,705","4,846","4,358","5,093","3,657","4,897","4,042","4,266","3,177","4,125","3,430","5,669","3,042","4,586","4,213","5,351","3,089","11,412","12,576","8,832","4,364","3,515","3,465","4,768","6,802","11,074","18,861","30,464","29,665","32,676","29,557","32,973"
Cash & Cash Equivalents,"4,913","5,805","6,281","5,014","4,658","5,227","4,378","4,296","3,705","4,846","4,358","5,093","3,657","4,897","4,042","4,266","3,177","4,125","3,430","5,669","3,042","4,586","4,213","5,351","3,089","11,412","12,576","8,832","4,364","3,515","3,465","4,768","6,802","11,074","18,861","30,464","29,665","32,676","29,557","32,973"
Cash Growth,-50.49%,-11.91%,25.32%,-12.78%,-5.19%,-9.96%,-30.30%,-14.32%,-20.46%,-7.29%,-0.46%,18.55%,-1.30%,1.05%,-7.25%,-16.24%,-13.13%,-15.76%,-15.14%,32.89%,-4.25%,11.18%,22.83%,-5.61%,1.55%,148.84%,198.50%,65.05%,41.28%,-69.20%,-72.45%,-46.01%,55.87%,215.05%,444.33%,538.93%,336.12%,195.07%,56.71%,8.24%
Receivables,"33,152","32,480","34,182","30,963","28,009","25,031","25,957","22,157","19,875","19,814","21,827","20,388","21,394","21,842","21,289","23,263","25,597","24,686","26,993","27,880","24,701","27,105","27,132","25,308","26,966","20,871","19,036","19,974","20,581","24,755","28,540","29,516","32,383","42,142","48,063","42,411","41,749","38,808","35,915","41,814"
Inventory,"16,135","18,568","18,177","17,761","16,678","16,102","16,663","16,584","16,245","16,223","15,875","15,342","15,080","14,873","15,305","16,743","16,992","18,048","18,483","18,761","18,958","18,332","18,835","17,590","18,528","16,501","19,657","17,885","18,850","18,357","19,275","19,607","18,780","22,177","23,585","24,096","24,435","23,642","24,249","24,450"
Other Current Assets,"5,108","5,011","5,373","4,857","3,565","4,298","4,649","4,197","2,798","3,368","3,768","2,122","1,285","1,519","1,544","1,480","1,368","1,456","1,649","1,665","1,272","1,553","1,563","1,759","1,469","1,465","1,747","2,002","1,098","1,568","1,562","1,664","1,189","1,862","2,654","2,318","1,782","2,098","2,039","1,905"
Total Current Assets,"59,308","61,864","64,013","58,595","52,910","50,658","51,647","47,234","42,623","44,251","45,828","42,945","41,416","43,131","42,180","45,752","47,134","48,315","50,555","53,975","47,973","51,576","51,743","50,008","50,052","50,249","53,016","48,693","44,893","48,195","52,842","55,555","59,154","77,255","93,163","99,289","97,631","97,224","91,760","101,142"
"Property, Plant & Equipment","243,650","245,897","251,353","251,406","252,668","249,497","253,653","250,583","251,605","255,257","254,062","251,923","244,224","253,147","252,987","255,556","252,630","250,352","248,209","249,153","247,101","248,563","250,853","250,512","253,018","248,409","250,524","250,496","227,553","224,641","223,012","218,795","216,552","212,773","209,159","203,102","204,692","206,023","206,736","205,862"
Long-Term Investments,"36,328","37,169","35,110","35,012","35,239","34,471","34,162","34,315","34,245","34,915","34,182","35,553","35,102","38,268","37,719","37,649","39,160","40,350","39,691","40,427","40,790","42,068","42,533","42,920","43,164","42,981","43,192","43,609","43,515","44,181","44,774","45,641","45,195","46,329","46,820","50,235","49,793","49,044","47,273","48,066"
Other Long-Term Assets,"7,522","8,103","8,110","7,751","8,676","8,335","8,798","8,530","8,285","8,366","8,401","8,965","9,572","9,663","10,126","10,470","9,767","9,809","10,335","11,073","10,332","13,982","15,600","15,921","16,363","14,165","14,763","15,245","16,789","16,753","16,661","16,697","18,022","18,414","18,632","17,526","16,951","17,080","17,479","17,189"
Total Long-Term Assets,"287,500","291,169","294,573","294,169","296,583","292,303","296,613","293,428","294,135","298,538","296,645","296,441","288,898","301,078","300,832","303,675","301,557","300,511","298,235","300,653","298,223","304,613","308,986","309,353","312,545","305,555","308,479","309,350","287,857","285,575","284,447","281,133","279,769","277,516","274,611","270,863","271,436","272,147","271,488","271,117"
Total Assets,"346,808","353,033","358,586","352,764","349,493","342,961","348,260","340,662","336,758","342,789","342,473","339,386","330,314","344,209","343,012","349,427","348,691","348,826","348,790","354,628","346,196","356,189","360,729","359,361","362,597","355,804","361,495","358,043","332,750","333,770","337,289","336,688","338,923","354,771","367,774","370,152","369,067","369,371","363,248","372,259"
Accounts Payable,"48,085","52,109","52,363","49,272","42,227","38,144","39,914","36,681","32,412","32,294","33,801","30,027","31,193","32,069","31,100","34,698","36,796","37,207","38,490","41,714","37,268","42,090","41,480","40,541","41,831","35,815","33,216","33,340","35,221","41,017","45,780","47,257","50,766","63,501","67,958","62,550","63,197","59,935","54,404","62,257"
Current Debt,"15,808","9,223","9,948","10,243","17,468","13,277","14,409","14,473","18,762","13,540","14,972","17,239","13,830","18,483","17,185","15,741","17,930","19,836","20,500","19,413","17,258","21,794","26,195","21,196","20,578","27,755","22,952","21,911","20,458","18,185","15,293","12,966","4,276","4,886","7,367","6,182",634,"2,296","3,929","4,743"
Other Current Liabilities,"7,831","8,776","7,218","6,469","4,938","4,512","4,049","3,674","2,802","2,892","2,731","2,755","2,615","2,822","2,664","3,338","3,045","3,263","3,457","4,161","2,612","2,748","2,612","2,458","1,580","1,203","1,102","1,217",684,948,"1,165","1,633","1,601","3,672","4,785","5,325","5,214","4,435","3,482","4,186"
Total Current Liabilities,"71,724","70,108","69,529","65,984","64,633","55,933","58,372","54,828","53,976","48,726","51,504","50,021","47,638","53,374","50,949","53,777","57,771","60,306","62,447","65,288","57,138","66,632","70,287","64,195","63,989","64,773","57,270","56,468","56,363","60,150","62,238","61,856","56,643","72,059","80,110","74,057","69,045","66,666","61,815","71,186"
Long-Term Debt,"6,891","12,144","11,817","11,591","11,653","19,494","19,431","19,839","19,925","29,568","29,499","28,916","28,932","25,124","24,750","24,869","24,406","20,781","20,720","20,624","20,538","19,031","19,001","25,950","26,342","31,857","46,563","46,888","47,182","45,137","45,319","43,639","43,428","42,651","39,516","39,246","40,559","39,150","37,567","36,510"
Other Long-Term Liabilities,"87,698","87,890","89,109","87,694","92,143","90,088","91,459","89,156","86,047","85,997","84,595","83,439","79,914","81,940","81,475","81,583","72,014","72,828","72,090","71,885","69,992","72,505","72,976","72,107","73,328","70,431","70,509","70,075","65,075","64,382","64,176","63,687","63,169","63,535","63,640","63,806","56,990","57,141","56,869","57,030"
Total Long-Term Liabilities,"94,589","100,034","100,926","99,285","103,796","109,582","110,890","108,995","105,972","115,565","114,094","112,355","108,846","107,064","106,225","106,452","96,420","93,609","92,810","92,509","90,530","91,536","91,977","98,057","99,670","102,288","117,072","116,963","112,257","109,519","109,495","107,326","106,597","106,186","103,156","103,052","97,549","96,291","94,436","93,540"
Total Liabilities,"166,313","170,142","170,455","165,269","168,429","165,515","169,262","163,823","159,948","164,291","165,598","162,376","156,484","160,438","157,174","160,229","154,191","153,915","155,257","157,797","147,668","158,168","162,264","162,252","163,659","167,061","174,342","173,431","168,620","169,669","171,733","169,182","163,240","178,245","183,266","177,109","166,594","162,957","156,251","164,726"
Total Debt,"22,699","21,367","21,765","21,834","29,121","32,771","33,840","34,312","38,687","43,108","44,471","46,155","42,762","43,607","41,935","40,610","42,336","40,617","41,220","40,037","37,796","40,825","45,196","47,146","46,920","59,612","69,515","68,799","67,640","63,322","60,612","56,605","47,704","47,537","46,883","45,428","41,193","41,446","41,496","41,253"
Debt Growth,96.00%,59.31%,12.44%,2.54%,28.29%,53.37%,55.48%,57.15%,32.85%,31.54%,31.42%,34.52%,10.53%,1.16%,-5.70%,-12.01%,-1.00%,-6.86%,-1.71%,-1.41%,-10.72%,0.51%,9.65%,17.76%,24.14%,46.02%,53.81%,45.93%,44.16%,6.22%,-12.81%,-17.72%,-29.47%,-24.93%,-22.65%,-19.75%,-13.65%,-12.81%,-11.49%,-9.19%
Common Stock,"-202,704","-206,362","-209,148","-211,955","-215,028","-216,592","-217,377","-217,659","-218,122","-218,629","-218,432","-218,221","-218,267","-210,877","-210,688","-210,522","-210,590","-210,783","-210,587","-210,420","-210,295","-210,494","-210,331","-210,175","-210,198","-210,501","-210,324","-210,139","-210,088","-209,889","-209,765","-209,667","-209,718","-211,650","-215,569","-219,974","-224,541","-228,772","-233,028","-237,347"
Retained Earnings,"387,432","393,800","399,614","404,738","408,384","410,414","411,538","412,718","412,444","411,200","409,767","409,284","407,831","408,707","408,768","409,449","414,540","415,970","416,418","419,155","421,653","420,498","419,913","419,367","421,341","416,919","412,124","407,728","383,943","382,953","383,922","386,952","392,059","393,779","407,902","423,877","432,860","440,552","444,731","450,138"
