,2014-03-28,2014-06-27,2014-09-26,2014-12-26,2015-03-27,2015-06-26,2015-10-02,2016-01-01,2016-04-01,2016-07-01,2016-09-30,2016-12-30,2017-03-31,2017-06-30,2017-09-29,2017-12-29,2018-03-30,2018-06-29,2018-09-28,2018-12-28,2019-03-29,2019-06-28,2019-09-27,2019-12-27,2020-03-27,2020-06-26,2020-10-02,2021-01-01,2021-04-02,2021-07-02,2021-10-01,2021-12-31,2022-04-01,2022-07-01,2022-09-30,2022-12-30,2023-03-31,2023-06-30,2023-09-29,2023-12-29
Total Liabilities,"3,772","3,800","3,948","3,770","3,522","3,560","3,429","3,246","3,278","2,932","3,030","2,974","2,912","2,960","2,894","6,730","6,576","6,499","6,701","7,104","7,390","5,533","5,694","6,138","7,522","6,727","6,499","6,624","9,518","9,023","8,658","8,704","9,061","8,742","8,556","8,685","8,575","8,364","8,017","8,217"
Total Debt,996.34,830.77,800.81,750.94,755.43,684.75,597.8,624.73,532.73,487.94,387.75,389.9,337.87,285.02,238.07,"2,593","2,517","2,345","2,147","2,672","2,842","1,248","1,401","1,615","3,099","2,155","2,576","2,697","4,440","4,089","3,824","3,996","4,101","4,379","4,165","4,246","4,193","3,925","3,570","3,566"
Debt Growth,121.01%,86.70%,82.89%,-31.39%,-24.18%,-17.58%,-25.35%,-16.81%,-29.48%,-28.74%,-35.14%,-37.59%,-36.58%,-41.59%,-38.60%,565.14%,645.08%,722.90%,801.97%,3.04%,12.88%,-46.80%,-34.75%,-39.57%,9.08%,72.71%,83.88%,67.02%,43.25%,89.72%,48.43%,48.15%,-7.64%,7.10%,8.92%,6.26%,2.26%,-10.38%,-14.29%,-16.02%
Common Stock,"1,278","1,300","1,306","1,300","1,283","1,260","1,260","1,265","1,272","1,278","1,289","1,328","1,338","1,344","1,360","2,770","2,798","2,812","2,851","2,813","2,705","2,770","2,692","2,739","2,699","2,719","2,728","2,728","2,752","2,777","2,719","2,770","2,796","2,794","2,809","2,799","2,824","2,833","2,861","2,855"
Retained Earnings,"3,461","3,505","3,527","3,540","3,515","3,514","3,496","3,511","3,554","3,600","3,587","3,622","3,612","3,665","3,722","3,729","3,756","3,881","3,810","3,797","3,621","4,054","3,939","4,146","3,809","4,028","4,021","4,249","4,125","4,246","4,016","4,087","4,070","4,082","4,226","4,231","4,393","4,461","4,543","4,605"
Comprehensive Income,-319.51,-303.99,-363.55,-401.5,-428.9,-420.97,-464.76,-470.48,-450.2,-453.26,-610.59,-878.91,-835.01,-783.39,-653.51,-628.99,-617.06,-728.18,-806.7,-856.55,-860.26,-763.59,-916.81,-880.17,-946.32,-911.69,-933.06,-877.54,-868.64,-870.41,-794.44,-787.66,-788.37,-942.51,-975.13,-845.85,-838.04,-772.39,-857.95,-781.59
Shareholders' Equity,"4,419","4,501","4,469","4,438","4,369","4,353","4,292","4,306","4,376","4,425","4,265","4,070","4,115","4,226","4,428","5,869","5,937","5,965","5,854","5,753","5,466","6,060","5,715","6,004","5,562","5,836","5,816","6,099","6,008","6,153","5,940","6,070","6,077","5,933","6,060","6,184","6,380","6,522","6,546","6,678"
Net Cash / Debt,-305.08,-58.15,-68.16,-80.86,-290.48,-131.19,-136.94,-181.01,27,128.45,267.97,346.65,336.73,473.28,536.08,"-1,533.54","-1,681.94","-1,521.07","-1,512.47","-1,785.42","-2,167.01",-249.64,-318.95,-995.63,"-1,443.58","-1,130.36","-1,366.52","-1,319.68","-3,095.21","-2,672.6","-2,809.91","-2,750.68","-2,865.28","-3,276.86","-3,024.81","-3,034.89","-2,970.07","-2,832.41","-2,643.63","-2,423.63"
Net Cash / Debt Growth,-,-,-,-,-,-,-,-,-,-,-,-,1147.38%,268.45%,100.06%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Working Capital,"1,666","1,583","1,542","1,447","1,411","1,381","1,142","1,327","1,154","1,122","1,082","1,174","1,088","1,100","1,070","1,484","1,474","1,380","1,411","1,804","1,658","1,186","1,038","1,547","2,542","1,884","1,598","1,898","1,675","1,499","1,082","1,246",926.59,"1,365","1,471","1,566","1,696","1,524","1,268","1,331"
Book Value Per Share,33.51,34.03,33.59,34.00,34.05,34.66,34.67,35.13,35.71,36.29,35.13,33.71,33.98,35.09,36.81,48.72,41.90,42.07,41.26,40.44,39.18,44.36,42.17,45.20,41.80,44.85,44.66,47.05,46.19,47.25,45.58,47.07,47.03,46.13,47.49,48.95,50.35,51.41,51.99,52.99
