,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Intangible Assets,"1,287","1,247","1,207","1,169","1,129","1,089","1,325","1,276","1,225","1,162","1,111","1,056","1,015",976.6,937.1,897,859,802.3,758.2,712.2,696,660.5,616.1,594.1,540.2,492.9,461.8,445.1,419.2,487.3,503.3,"1,628","1,585","1,557","1,526","1,491","1,455","1,425","1,385","1,370"
Other Long-Term Assets,542.3,519.5,497.5,36.2,36.9,2.2,505.3,12.3,461.1,432.6,427.2,36,390.9,367.8,348,40.8,79.3,88.8,78.2,39.8,168.2,153.8,131.8,23.3,88.3,92.5,90.5,43.9,77.5,82.4,139.6,358.9,541.6,337.9,385.6,396.1,334.6,493.7,458.4,472.2
Total Long-Term Assets,"3,665","3,630","3,591","3,647","3,603","3,537","4,007","3,965","3,902","3,813","3,775","3,710","3,677","3,645","3,609","3,579","3,548","3,485","3,426","3,371","3,547","3,497","3,408","3,665","3,557","3,514","3,464","3,391","3,584","3,569","3,719","6,721","6,643","6,613","6,580","6,568","6,488","6,498","6,417","6,580"
Total Assets,"5,913","6,045","6,107","6,100","6,089","6,251","6,742","6,755","6,718","6,888","6,773","6,948","6,775","7,042","7,102","6,957","7,028","7,330","7,375","7,168","7,680","7,922","7,703","7,999","8,222","8,750","9,224","9,345","9,054","8,991","9,012","13,199","13,514","13,653","13,476","13,132","12,768","12,986","12,875","13,285"
Accounts Payable,683.7,809.9,777.9,704,695.1,853.9,"1,013",866.5,958.6,"1,078",997.7,"1,073","1,064","1,392","1,225","1,318","1,289","1,694","1,610","1,577","1,745","2,056","1,900","1,835","1,967","1,809","1,922","2,088","2,051","2,207","2,281","3,114","3,198","3,316","3,251","2,821","2,644","2,867","2,617","2,881"
Deferred Revenue,93.6,77.9,102.3,81.3,82.3,56.5,126.4,151.9,166.3,144.6,180.1,172.6,205.1,180.9,228.4,194,193.6,169.9,188.5,178.3,192.1,200.8,212.1,252.2,257.6,275.4,246.8,243.7,326.5,325.7,304,402.9,443.8,431.3,437.7,485.5,495.7,442.1,438.9,0
Current Debt,15.4,15.4,15.4,15.4,15.4,15.4,27.5,27.2,26.9,26.1,18.5,18.5,18.5,18.5,41.5,25.5,25.8,38.6,32,25.3,25.7,25.5,25.4,34.1,33.7,37.9,72.3,70.9,315.7,19.8,311.9,102.7,502.7,105.5,492.4,56.3,45.7,42.2,40,613.1
Other Current Liabilities,625.8,626.2,632,667.3,632.8,699.8,705.3,841.7,791.6,928.9,930.5,"1,017",934.9,964.2,"1,064",977.4,"1,075",917.9,973.5,"1,022","1,252","1,178","1,104","1,370","1,389","1,439","1,596","1,495","1,016","1,217",936.6,"1,476","1,320","1,563","1,178","1,584","1,593","1,646","1,687","1,948"
Total Current Liabilities,"1,419","1,529","1,528","1,468","1,426","1,626","1,872","1,887","1,943","2,178","2,127","2,281","2,223","2,555","2,559","2,515","2,583","2,820","2,804","2,803","3,215","3,460","3,241","3,491","3,647","3,562","3,837","3,898","3,709","3,770","3,833","5,096","5,465","5,416","5,359","4,947","4,778","4,997","4,782","5,442"
Long-Term Debt,"3,157","3,111","3,146","3,175","3,191","3,154","3,240","3,233","3,225","3,214","3,223","3,216","3,262","3,278","3,388","3,210","3,210","3,202","3,187","3,183","3,351","3,340","3,341","3,414","3,568","4,000","4,010","4,025","4,076","4,071","4,197","6,940","6,705","6,661","6,280","6,042","5,921","5,895","5,830","5,196"
Other Long-Term Liabilities,582.2,560.5,539.5,520.8,496.7,475.6,553.6,539.6,509.6,482.4,432.6,406.3,382.6,359.5,348.2,249.1,238.8,239.5,223.4,206.1,186.5,185.6,186.3,133.4,117.8,132.8,138.5,124,97.7,101.3,144.3,457.7,450.7,470.6,510.8,539.5,500.4,480.8,452.9,604.3
Total Long-Term Liabilities,"3,739","3,671","3,686","3,695","3,688","3,630","3,794","3,772","3,735","3,697","3,656","3,622","3,645","3,637","3,737","3,459","3,449","3,441","3,411","3,389","3,537","3,526","3,527","3,548","3,686","4,132","4,149","4,149","4,174","4,172","4,341","7,398","7,156","7,131","6,791","6,581","6,421","6,375","6,283","5,800"
Total Liabilities,"5,158","5,201","5,213","5,163","5,113","5,255","5,666","5,659","5,678","5,875","5,782","5,903","5,867","6,193","6,295","5,974","6,031","6,261","6,215","6,193","6,752","6,986","6,768","7,039","7,333","7,694","7,985","8,048","7,883","7,942","8,175","12,494","12,621","12,547","12,150","11,528","11,199","11,373","11,065","11,242"
Total Debt,"3,172","3,126","3,162","3,190","3,206","3,170","3,268","3,260","3,252","3,241","3,241","3,234","3,281","3,296","3,430","3,236","3,236","3,240","3,219","3,209","3,376","3,365","3,366","3,448","3,601","4,038","4,082","4,096","4,392","4,091","4,509","7,043","7,208","6,766","6,772","6,098","5,967","5,937","5,870","5,809"
Debt Growth,-13.81%,-16.07%,-7.28%,-1.88%,1.07%,1.39%,3.36%,2.18%,1.43%,2.24%,-0.81%,-0.78%,0.88%,1.72%,5.82%,0.03%,-1.37%,-1.70%,-6.14%,-0.83%,4.35%,3.86%,4.56%,7.47%,6.66%,19.97%,21.28%,18.79%,21.95%,1.31%,10.45%,71.93%,64.12%,65.41%,50.20%,-13.42%,-17.22%,-12.26%,-13.32%,-4.74%
Common Stock,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.3,1.4,1.4,1.4,1.4,1.4,1.3,1.3,0
Retained Earnings,"-1,928.2","-1,848.9","-1,800.6","-1,760.5","-1,717.5","-1,712.5","-1,674.6","-1,651.6","-1,710","-1,715.3","-1,738.9","-1,673.8","-1,835.4","-1,927.1","-1,997.2","-1,834.3","-1,854.6","-1,780.8","-1,703.5","-1,892.6","-1,972","-1,973.6","-1,985.4","-2,018.6","-2,067.3","-1,932.5","-1,794","-1,813.4","-2,004.6","-2,163.5","-2,402.6","-2,570.7","-2,408.9","-2,197.7","-1,969.3","-1,763.8","-1,847","-1,862.8","-1,686.8",0
Comprehensive Income,-10.2,-6.5,-11.7,-16.6,-27.6,-22.9,-45.3,-61.1,-68.9,-104,-115.8,-139.6,-133.5,-115.8,-101.7,-95.9,-78.5,-105.1,-108.2,-130.6,-127.5,-139.4,-154.1,-117.8,-159.3,-151.6,-130.7,-95.8,-89.1,-83.2,-97.5,-94.4,-103.1,-139.3,-187.6,-152.4,-142.8,-124.8,-149.5,0
Shareholders' Equity,754.8,844.8,894,936.5,975.5,995.8,"1,076","1,096","1,040","1,013",990.5,"1,046",907.3,849.1,806.5,982.9,996.9,"1,069","1,161",975.2,927.3,936.1,935.1,960.3,889.7,"1,056","1,239","1,297","1,170","1,049",837,705.7,893.1,"1,106","1,326","1,603","1,569","1,613","1,810","2,043"
Total Liabilities and Equity,"5,913","6,045","6,107","6,100","6,089","6,251","6,742","6,755","6,718","6,888","6,773","6,948","6,775","7,042","7,102","6,957","7,028","7,330","7,375","7,168","7,680","7,922","7,703","7,999","8,222","8,750","9,224","9,345","9,054","8,991","9,012","13,199","13,514","13,653","13,476","13,132","12,768","12,986","12,875","13,285"
Net Cash / Debt,"-2,865.7","-2,898.4","-2,803.9","-2,845.5","-2,758.8","-2,833.9","-3,170.3","-3,222.1","-3,003.7","-3,111.1","-3,123.1","-2,970.7","-3,028.8","-3,217.3","-3,332","-3,091.3","-3,014.5","-3,139.6","-2,964.3","-3,002.8","-3,091.4","-3,170.9","-3,199.2","-3,294.4","-3,387","-3,079.1","-2,832.9","-2,686","-3,513.3","-3,589.3","-4,263.9","-6,784.6","-6,821.2","-6,224.6","-6,387.8","-5,782.7","-5,687.2","-5,732.9","-5,429.6","-5,220.2"
Net Cash Per Share,-1.66,-16.78,-16.21,-16.43,-15.90,-16.43,-18.54,-18.94,-17.78,-18.66,-18.94,-18.19,-18.60,-20.23,-21.33,-19.91,-19.47,-20.40,-19.29,-19.77,-20.72,-21.38,-21.73,-22.50,-23.37,-21.34,-19.56,-18.51,-24.55,-25.33,-30.59,-49.27,-49.90,-45.50,-46.59,-42.09,-41.42,-42.12,-39.95,-38.41
Working Capital,829.4,885.9,988.6,985.4,"1,060","1,089",863,903.5,872.9,897.6,871,957.4,874.8,841.5,933.8,863.5,897.4,"1,025","1,146",993.7,917.5,965,"1,054",842.7,"1,019","1,674","1,923","2,055","1,761","1,652","1,459","1,382","1,406","1,624","1,536","1,617","1,502","1,491","1,676","1,263"
Book Value Per Share,4.45,4.96,5.23,5.46,5.67,5.82,6.34,6.50,6.22,6.15,6.11,6.53,5.69,5.44,5.24,6.44,6.55,7.05,7.69,6.54,6.31,6.42,6.47,6.69,6.23,7.41,8.68,9.09,8.29,7.50,6.10,5.21,6.62,8.18,9.80,11.83,11.57,11.99,13.50,15.23
