,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,306.7,227.6,357.8,344.5,447.4,335.7,97.5,37.6,248.2,129.4,118.3,263.7,251.7,79,97.9,144.2,221,100.7,255.1,205.8,285,194.5,166.9,154,214.4,958.4,"1,250","1,410",878.6,501.2,245.1,258.1,386.9,541.6,384.6,315.2,279.4,203.9,440.7,588.7
Cash & Cash Equivalents,306.7,227.6,357.8,344.5,447.4,335.7,97.5,37.6,248.2,129.4,118.3,263.7,251.7,79,97.9,144.2,221,100.7,255.1,205.8,285,194.5,166.9,154,214.4,958.4,"1,250","1,410",878.6,501.2,245.1,258.1,386.9,541.6,384.6,315.2,279.4,203.9,440.7,588.7
Cash Growth,108.50%,26.94%,2.17%,83.15%,45.88%,47.50%,-72.75%,-89.09%,-44.52%,-61.45%,21.33%,601.33%,1.41%,-38.95%,-17.24%,-45.32%,-12.20%,27.47%,160.57%,42.72%,28.96%,93.15%,-34.57%,-25.17%,-24.77%,392.75%,648.65%,815.71%,309.79%,-47.70%,-80.38%,-81.70%,-55.96%,8.06%,56.92%,22.12%,-27.78%,-62.35%,14.59%,86.77%
Receivables,"1,500","1,686","1,649","1,717","1,623","1,901","2,091","2,216","1,993","2,343","2,289","2,404","2,225","2,673","2,692","2,657","2,584","2,986","3,021","2,988","3,079","3,373","3,332","3,397","3,592","3,383","3,672","3,592","3,631","3,801","3,955","4,935","5,063","4,939","5,036","4,950","4,732","5,015","4,908","4,568"
Inventory,388.4,449.6,423.5,337.5,357,436.2,411.4,393.1,460.4,487.3,451.6,452,493.4,513.6,549,449.5,485.8,576.9,481.1,454.3,590.7,652.2,603.6,611.2,672.1,694.8,648.1,760,745.1,888.7,844.4,927.6,"1,055","1,020",914.5,800.2,781.1,789.8,706.4,668.1
Other Current Assets,53.3,52.4,86.3,54.7,58.5,41.3,135.4,144.3,114.8,115.8,138.7,118.9,127.3,131,153.5,127.4,188.9,181.1,192.4,149.1,178.3,205.3,193.1,171.6,187.4,199.7,190.2,191.2,215.4,230.3,247.4,357.5,366,539.6,560.3,498.2,487.7,479.1,403.1,880.7
Total Current Assets,"2,248","2,415","2,516","2,453","2,486","2,714","2,735","2,791","2,816","3,075","2,998","3,238","3,098","3,397","3,493","3,378","3,480","3,845","3,950","3,797","4,133","4,425","4,295","4,334","4,666","5,236","5,760","5,954","5,470","5,422","5,292","6,478","6,871","7,040","6,895","6,564","6,280","6,488","6,458","6,705"
"Property, Plant & Equipment",129.9,129.8,131.7,137.2,135.1,134.2,154.4,175.4,168.4,163.8,162.5,163.7,162.4,160.7,162.5,161.1,153.1,150.3,147.8,156.1,287.3,280.7,255.3,494.9,461.4,463.8,401.5,306.3,303.8,300.8,301.5,351.4,359.6,349.2,341.8,338,333.1,331.6,328,324.3
Long-Term Investments,-513.3,-486.4,-463.6,86.7,86.7,95.4,-495.9,0,-448.5,-420.8,-393.2,0,-350.4,-329.5,-315.9,0,-32.2,-28.5,-27.8,0,-132.7,-123.1,-111.3,0,-62.8,-67.6,-63.1,0,-29.2,-33.1,-29.6,0,-219.3,0,0,0,0,-180.2,-171.8,0
Goodwill,"2,219","2,220","2,219","2,218","2,215","2,216","2,517","2,500","2,495","2,475","2,468","2,455","2,459","2,469","2,478","2,480","2,489","2,473","2,470","2,463","2,528","2,525","2,516","2,553","2,530","2,532","2,573","2,596","2,812","2,732","2,805","4,383","4,377","4,370","4,328","4,343","4,366","4,428","4,417","4,413"
