,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Goodwill and Intangibles,"28,398","28,343","27,915","27,481","26,986","26,711","26,287","26,428","26,252","25,867","25,492","25,030","24,679","24,327","23,649","23,370","23,550","23,167","22,466","22,142","21,816","21,502","21,407","34,116","33,336","32,626","31,928","31,276","30,620","29,984","29,324","30,072","29,464","28,792","28,111","31,609","30,924","30,164","28,659","51,270"
Other Long-Term Assets,"1,525","1,492","1,545","1,592","1,779","1,712","1,750","1,599","1,773","1,773","1,902","1,625","1,767","1,838","2,016","2,119","1,982","1,625","1,648","1,698","2,138","2,243","2,176","2,223","4,641","4,647","5,232","5,639","5,765","5,784","6,307","6,524","6,070","6,022","6,339","5,899","7,633","7,193","7,835","9,611"
Total Long-Term Assets,"38,702","35,206","34,727","34,296","33,888","33,473","33,025","32,934","32,910","32,524","32,306","31,616","31,406","31,145","30,579","30,478","30,475","29,714","29,013","28,798","28,846","28,627","28,484","41,267","42,856","42,116","41,976","41,804","41,240","40,674","40,613","41,780","40,676","39,972","39,638","42,935","44,017","42,889","42,057","66,822"
Total Assets,"67,004","69,534","70,775","69,009","68,952","71,209","71,869","71,449","75,116","75,471","78,150","77,626","77,862","79,587","80,331","79,954","71,164","67,684","67,333","66,416","63,997","59,373","59,535","59,707","61,669","65,011","64,637","62,948","62,539","59,773","64,993","61,165","59,196","59,294","63,700","65,121","88,720","90,269","90,534","97,154"
Accounts Payable,949,982,955,995,888,934,"1,067",965,818,870,825,917,902,883,879,"1,352","1,089","1,026","1,042","1,207","1,091","1,001","1,005","1,371","1,338","1,150","1,161","1,421","1,396","1,277","1,171","1,366","1,403","1,256","1,204","1,572","1,320","1,212","1,358","1,590"
Current Debt,"2,505","2,500","2,500",500,500,"1,250","1,250","2,247","2,247","5,294","4,797","4,403","3,799","1,459","1,999","1,152","2,183","4,288","5,077","4,419","3,705","2,816","2,049","2,953","1,840",91,91,91,"1,556","4,324","4,288",87,844,817,"1,543","1,591",834,"2,167","1,428","1,443"
Other Current Liabilities,"4,749","4,384","5,096","5,513","4,948","4,707","4,848","5,452","5,458","4,666","4,920","5,884","5,822","5,473","5,315","6,516","7,207","5,891","6,313","7,862","7,910","6,805","7,683","8,511","8,649","9,282","8,701","10,141","9,917","8,984","9,383","10,731","10,639","10,545","11,584","12,524","12,061","13,718","14,168","15,359"
Total Current Liabilities,"8,203","7,866","8,551","7,008","6,336","6,891","7,165","8,664","8,523","10,830","10,542","11,204","10,523","7,815","8,193","9,020","10,479","11,205","12,432","13,488","12,706","10,622","10,737","12,835","11,827","10,523","9,953","11,653","12,869","14,585","14,842","12,184","12,886","12,618","14,331","15,687","14,215","17,097","16,954","18,392"
Long-Term Debt,"29,519","30,828","30,480","30,215","29,841","30,702","30,511","29,182","32,060","27,928","30,526","30,193","30,293","33,603","33,777","34,190","33,358","30,209","29,350","29,510","29,319","27,798","27,742","26,950","30,008","34,133","34,196","32,895","31,129","28,458","33,291","33,222","36,010","35,705","37,161","37,354","60,761","59,377","59,040","63,170"
Other Long-Term Liabilities,"6,541","6,458","6,419","6,008","6,269","6,132","6,226","5,520","5,851","6,580","6,309","6,354","6,409","6,447","6,132","11,503","11,707","11,361","11,202","10,918","11,140","10,159","10,129","10,249","10,349","9,696","9,529","8,991","9,207","8,483","8,643","9,059","9,384","8,552","8,555","8,419","8,396","7,014","6,884","9,360"
Total Long-Term Liabilities,"36,060","37,286","36,899","36,223","36,110","36,834","36,737","34,702","37,911","34,508","36,835","36,547","36,702","40,050","39,909","45,693","45,065","41,570","40,552","40,428","40,459","37,957","37,871","37,199","40,357","43,829","43,725","41,886","40,336","36,941","41,934","42,281","45,394","44,257","45,716","45,773","69,157","66,391","65,924","72,530"
Total Liabilities,"44,263","45,152","45,450","43,231","42,446","43,725","43,902","43,366","46,434","45,338","47,377","47,751","47,225","47,865","48,102","54,713","55,544","52,775","52,984","53,916","53,165","48,579","48,608","50,034","52,184","54,352","53,678","53,539","53,205","51,526","56,776","54,465","58,280","56,875","60,047","61,460","83,372","83,488","82,878","90,922"
Total Debt,"32,024","33,328","32,980","30,715","30,341","31,952","31,761","31,429","34,307","33,222","35,323","34,596","34,092","35,062","35,776","35,342","35,541","34,497","34,427","33,929","33,024","30,614","29,791","29,903","31,848","34,224","34,287","32,986","32,685","32,782","37,579","33,309","36,854","36,522","38,704","38,945","61,595","61,544","60,468","64,613"
Debt Growth,34.04%,39.36%,21.30%,-4.40%,-5.26%,-4.13%,-3.70%,2.32%,13.07%,3.97%,11.22%,10.08%,-0.63%,5.54%,1.28%,2.16%,4.25%,-1.61%,-3.77%,-4.00%,-7.08%,-11.26%,-13.47%,-11.87%,-3.56%,11.79%,15.09%,10.31%,2.63%,-4.21%,9.60%,0.98%,12.76%,11.41%,2.99%,16.92%,67.13%,68.51%,56.23%,65.91%
Common Stock,"29,890","29,981","30,127","30,410","30,420","30,464","30,556","30,649","30,588","30,595","30,691","30,784","30,766","30,793","30,898","30,992","31,001","31,048","31,145","31,246","31,243","31,313","31,451","31,531","31,525","31,610","31,713","31,802","31,806","31,877","31,989","32,096","31,247","31,343","32,371","32,514","32,535","32,601","32,753","33,070"
Retained Earnings,"-7,023","-5,476","-4,698","-4,624","-4,051","-2,912","-2,352","-2,086","-1,638",-356,221,-438,233,"1,378","1,774","-5,072","-14,387","-15,266","-15,987","-17,977","-19,895","-20,054","-20,136","-21,330","-21,378","-20,168","-19,851","-21,408","-21,639","-22,762","-22,964","-24,600","-29,568","-28,252","-28,066","-28,622","-26,919","-25,540","-24,971","-26,549"
Comprehensive Income,-126,-123,-104,-8,137,-68,-237,-480,-268,-106,-139,-471,-362,-449,-443,-679,-994,-873,-809,-769,-516,-465,-388,-528,-662,-783,-903,-985,-833,-868,-808,-796,-763,-672,-652,-231,-268,-280,-126,-289
Shareholders' Equity,"22,741","24,382","25,325","25,778","26,506","27,484","27,967","28,083","28,682","30,133","30,773","29,875","30,637","31,722","32,229","25,241","15,620","14,909","14,349","12,500","10,832","10,794","10,927","9,673","9,485","10,659","10,959","9,409","9,334","8,247","8,217","6,700",916,"2,419","3,653","3,661","5,348","6,781","7,656","6,232"
Net Cash / Debt,"-12,222","-7,140","-4,905","-3,689","-3,223","-1,959",-641,-47,433,"1,812","2,657","3,489","4,306","4,165","5,575","6,336","-3,369","-5,102","-4,506","-4,625","-6,723","-8,856","-8,938","-20,992","-23,836","-22,803","-21,927","-22,339","-22,119","-24,700","-24,658","-25,272","-30,310","-29,339","-27,226","-29,640","-30,034","-27,296","-25,727","-53,669"
Net Cash / Debt Growth,-,-,-,-,-,-,-,-,-,-,-,-,894.46%,129.86%,109.82%,81.60%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Net Cash Per Share,-15.91,-9.30,-6.36,-4.77,-4.19,-2.55,-0.84,-0.06,0.57,2.40,3.53,4.70,5.81,5.64,7.61,8.73,-4.74,-7.73,-6.94,-7.22,-10.74,-14.52,-14.85,-35.16,-40.13,-38.52,-37.23,-38.25,-38.07,-42.88,-43.26,-44.81,-55.01,-54.64,-50.61,-55.09,-55.83,-50.83,-47.82,-99.76
Working Capital,"20,099","26,462","27,497","27,705","28,728","30,845","31,679","29,851","33,683","32,117","35,302","34,806","35,933","40,627","41,559","40,456","30,210","26,765","25,888","24,130","22,445","20,124","20,314","5,605","6,986","12,372","12,708","9,491","8,430","4,514","9,538","7,201","5,634","6,704","9,731","6,499","30,488","30,283","31,523","11,940"
Book Value Per Share,30.04,32.12,33.28,33.83,34.83,36.16,36.95,37.34,38.09,40.12,41.20,40.59,41.57,43.22,44.27,34.81,22.09,22.73,22.25,19.62,17.41,17.78,18.24,16.31,16.08,18.13,18.73,16.22,16.18,14.39,14.49,11.88,1.67,4.52,6.83,6.84,10.02,12.68,14.31,11.65
