,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Total Assets,"51,228","51,388","51,224","51,648","52,521","53,005","52,663","52,094","52,695","51,401","51,961","43,148","43,212","43,327","43,649","42,257","38,795","38,971","39,443","40,063","40,490","40,884","41,506","42,301","42,090","42,403","42,938","44,464","44,117","44,363","43,854","45,432","44,617","45,120","44,851","46,108","46,479","47,065","47,471","48,767"
Accounts Payable,"1,455","1,341","1,190","1,279","1,102","1,034",994,"1,075","1,000",938,944,"1,043",977,932,924,827,"1,005",909,"1,104",965,922,835,939,"1,005",898,882,891,827,870,"1,184",876,943,"1,090","1,182","1,125","1,503","1,238","1,200","1,262","1,362"
Current Debt,"4,501","3,339","3,007","2,603","3,346","4,200","3,081","2,874","3,480","4,252","4,191","4,360","4,897","2,240","1,576",858,"2,357","2,796","2,828","1,753","1,506","1,631","1,381","1,380","1,131",196,377,"2,346","1,989","1,233","1,230","1,606","1,405",353,353,451,602,"1,352","1,572","2,025"
Other Current Liabilities,"1,781","1,493","1,782","1,679","1,814","1,555","1,801","1,653","1,909","1,569","1,908","1,723","1,783","1,475","1,755","2,428","1,703","1,363","1,868","1,916","1,896","1,517","1,919","2,477","1,668","1,466","1,809","1,831","1,765","1,454","1,988","1,867","1,865","1,835","2,015","2,004","1,860","1,597","1,962","1,999"
Total Current Liabilities,"7,737","6,173","5,979","5,561","6,262","6,789","5,876","5,602","6,389","6,759","7,043","7,126","7,657","4,647","4,255","4,113","5,065","5,068","5,800","4,634","4,324","3,983","4,239","4,862","3,697","2,544","3,077","5,004","4,624","3,871","4,094","4,416","4,360","3,370","3,493","3,958","3,700","4,149","4,796","5,386"
Long-Term Debt,"16,804","18,415","18,531","19,176","19,130","18,570","19,093","19,099","18,878","18,348","18,532","18,192","17,762","20,582","21,089","18,687","16,740","16,461","16,608","17,751","18,814","19,053","19,422","19,618","20,821","21,980","22,203","22,131","22,204","23,025","22,503","22,248","21,754","20,763","20,905","21,203","22,124","22,656","22,882","22,885"
Other Long-Term Liabilities,"14,082","14,115","14,010","14,489","14,779","15,115","15,066","14,971","14,964","14,887","14,883","11,589","11,654","11,778","11,899","15,532","9,615","9,743","10,162","10,864","10,420","10,579","10,573","10,846","10,758","10,736","10,470","10,092","9,929","10,037","9,778","10,093","9,748","9,673","9,215","10,304","9,924","9,289","8,848","9,580"
Total Long-Term Liabilities,"30,886","32,530","32,541","33,665","33,909","33,685","34,159","34,070","33,842","33,235","33,415","29,781","29,416","32,360","32,988","34,219","26,355","26,204","26,770","28,615","29,234","29,632","29,995","30,464","31,579","32,716","32,673","32,223","32,133","33,062","32,281","32,341","31,502","30,436","30,120","31,507","32,048","31,945","31,730","32,465"
Total Liabilities,"38,623","38,703","38,520","39,226","40,171","40,474","40,035","39,672","40,231","39,994","40,458","36,907","37,073","37,007","37,243","38,332","31,420","31,272","32,570","33,249","33,558","33,615","34,234","35,326","35,276","35,260","35,750","37,227","36,757","36,933","36,375","36,757","35,862","33,806","33,613","35,465","35,748","36,094","36,526","37,851"
Total Debt,"21,305","21,754","21,538","21,779","22,476","22,770","22,174","21,973","22,358","22,600","22,723","22,552","22,659","22,822","22,665","19,545","19,097","19,257","19,436","19,504","20,320","20,684","20,803","20,998","21,952","22,176","22,580","24,477","24,193","24,258","23,733","23,854","23,159","21,116","21,258","21,654","22,726","24,008","24,454","24,910"
Debt Growth,5.16%,5.32%,4.63%,5.47%,5.50%,4.67%,2.95%,0.89%,-0.53%,-0.75%,2.48%,2.64%,1.35%,0.98%,-0.26%,-13.33%,-15.72%,-15.62%,-14.25%,-0.21%,6.40%,7.41%,7.03%,7.66%,8.03%,7.21%,8.54%,16.57%,10.21%,9.39%,5.11%,-2.55%,-4.27%,-12.95%,-10.43%,-9.22%,-1.87%,13.70%,15.03%,15.04%
Common Stock,"9,835","9,859","9,878","9,889","9,913","9,937","9,968","9,994","10,005","10,026","10,055","10,599","10,297","10,316","10,018","10,045","12,147","12,185","11,829","11,652","11,455","11,485","11,101","10,922","10,705","10,727","10,320","10,130","9,920","9,934","9,522","10,295","10,088","12,000","11,583","11,379","11,175","11,197","10,762","10,551"
Retained Earnings,"2,496","2,560","2,592","2,285","2,205","2,391","2,482","2,256","2,279","1,190","1,264","-4,532","-4,333","-4,159","-3,763","-6,262","-4,858","-4,559","-5,017","-4,879","-4,559","-4,247","-3,856","-3,967","-3,893","-3,584","-3,130","-2,888","-2,553","-2,495","-2,032","-1,605","-1,317","-1,130",-796,"-1,199",-907,-672,-272,-97
Comprehensive Income,271,264,232,246,230,202,177,171,179,191,184,174,175,163,151,142,86,73,61,41,36,31,27,20,2,0,-2,-5,-7,-9,-11,-15,-16,-12,-13,-14,-15,-15,-16,-17
Shareholders' Equity,"12,602","12,683","12,702","12,420","12,348","12,530","12,627","12,421","12,463","11,407","11,503","6,241","6,139","6,320","6,406","3,925","7,375","7,699","6,873","6,814","6,932","7,269","7,272","6,975","6,814","7,143","7,188","7,237","7,360","7,430","7,479","8,675","8,755","10,858","10,774","10,166","10,253","10,510","10,474","10,437"
Net Cash / Debt,"-21,196","-21,678","-21,429","-21,694","-22,386","-22,676","-22,088","-21,842","-22,212","-22,401","-22,172","-22,353","-22,495","-22,708","-22,266","-18,906","-18,798","-18,933","-18,949","-19,075","-20,110","-20,210","-20,053","-20,319","-21,767","-22,011","-22,284","-22,676","-22,867","-22,946","-23,049","-22,343","-22,849","-20,584","-20,981","-21,448","-22,520","-23,794","-24,310","-24,731"
Net Cash Per Share,-50.47,-51.49,-50.90,-51.17,-52.92,-53.61,-52.09,-51.15,-52.14,-52.71,-51.93,-52.10,-50.66,-51.03,-49.92,-42.87,-39.33,-39.53,-37.52,-37.04,-37.73,-37.92,-37.00,-37.28,-40.09,-40.54,-41.04,-41.76,-42.03,-42.10,-42.29,-40.70,-40.02,-35.99,-36.68,-37.50,-39.30,-41.45,-42.35,-43.09
Working Capital,"-3,160","-1,990","-2,194","-2,203","-2,251","-2,676","-2,043","-2,562","-3,159","-3,683","-3,563","-4,176","-4,897","-1,892","-1,324","-1,003","-2,755","-2,705","-3,204","-2,242","-2,010","-1,597","-1,623","-2,418","-1,694",-558,-915,"-1,290","-1,436",-675,"-1,562","-1,179","-2,110",-831,"-1,181","-1,543","-1,193","-1,664","-2,276","-2,818"
Book Value Per Share,30.08,30.20,30.24,29.36,29.33,29.69,29.85,29.43,29.39,26.84,27.07,14.55,13.86,14.23,14.43,8.84,15.49,16.14,13.66,13.28,13.08,13.66,13.52,12.89,12.60,13.18,13.26,13.35,13.55,13.66,13.75,15.83,15.36,19.02,18.87,17.80,17.93,18.34,18.28,18.21
