,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,109,76,109,85,90,94,86,131,146,199,551,199,164,114,399,639,299,324,487,429,210,474,750,679,185,165,296,"1,801","1,326","1,312",684,"1,511",310,532,277,206,206,214,144,179
Cash & Cash Equivalents,109,76,109,85,90,94,86,131,146,199,551,199,164,114,399,639,299,324,487,429,210,474,750,679,185,165,296,"1,801","1,326","1,312",684,"1,511",310,532,277,206,206,214,144,179
Cash Growth,62.69%,7.04%,-50.90%,-61.01%,-17.43%,23.68%,-21.10%,54.12%,62.22%,111.70%,540.70%,51.91%,12.33%,-42.71%,-27.59%,221.11%,82.32%,184.21%,22.06%,-32.86%,-29.77%,46.30%,54.00%,58.28%,-11.90%,-65.19%,-60.53%,165.24%,616.76%,695.15%,131.08%,-16.10%,-76.62%,-59.45%,-59.50%,-86.37%,-33.55%,-59.77%,-48.01%,-13.11%
Receivables,"2,087","1,962","1,819","1,779","1,876","1,771","1,772","1,595","1,594","1,494","1,629","1,615","1,551","1,536","1,542","1,452","1,482","1,495","1,616","1,511","1,501","1,327","1,336","1,294","1,254","1,232","1,340","1,439","1,278","1,318","1,364","1,279","1,372","1,388","1,446","1,571","1,516","1,461","1,573","1,584"
Inventory,740,802,771,817,762,792,738,785,781,759,699,564,531,553,543,236,273,281,240,252,268,261,258,281,285,303,308,317,303,274,245,260,273,304,361,421,457,449,481,512
Other Current Assets,"1,641","1,343","1,086",677,"1,283","1,456","1,237",529,709,624,601,572,514,552,447,783,256,263,253,200,335,324,272,190,279,286,218,157,281,292,239,187,295,315,228,217,328,361,322,293
Total Current Assets,"4,577","4,183","3,785","3,358","4,011","4,113","3,833","3,040","3,230","3,076","3,480","2,950","2,760","2,755","2,931","3,110","2,310","2,363","2,596","2,392","2,314","2,386","2,616","2,444","2,003","1,986","2,162","3,714","3,188","3,196","2,532","3,237","2,250","2,539","2,312","2,415","2,507","2,485","2,520","2,568"
"Property, Plant & Equipment","33,888","34,516","34,925","35,783","36,117","36,416","36,610","37,214","37,644","37,461","37,833","29,387","28,795","29,179","29,498","29,233","28,923","29,021","29,407","29,911","30,266","30,678","31,152","31,650","32,005","32,452","32,901","33,339","33,640","34,017","34,305","34,744","34,996","35,367","35,572","36,285","36,630","37,149","37,678","38,412"
Long-Term Investments,"2,263","2,364","2,365","2,341","2,360","2,348","2,279","2,282","2,360","2,456","2,502","2,514","2,571","2,588","2,632","2,697",800,806,822,790,843,863,871,882,875,882,881,605,606,622,632,655,646,626,621,622,632,638,626,663
Goodwill and Intangibles,"6,418","6,418","6,418","6,418","6,418","6,418","6,418","6,418","6,418","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618","5,618"
Other Long-Term Assets,"4,082","3,907","3,731","3,748","3,615","3,710","3,523","3,140","3,043","2,790","2,528","2,679","3,468","3,187","2,970","1,599","1,144","1,163","1,000","1,352","1,449","1,339","1,249","1,707","1,589","1,465","1,376","1,188","1,065",910,767,"1,178","1,107",970,728,"1,168","1,092","1,175","1,029","1,506"
Total Long-Term Assets,"46,651","47,205","47,439","48,290","48,510","48,892","48,830","49,054","49,465","48,325","48,481","40,198","40,452","40,572","40,718","39,147","36,485","36,608","36,847","37,671","38,176","38,498","38,890","39,857","40,087","40,417","40,776","40,750","40,929","41,167","41,322","42,195","42,367","42,581","42,539","43,693","43,972","44,580","44,951","46,199"
