,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-06-25,2016-09-24,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-03-26,2022-06-25,2022-09-24,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30
Total Long-Term Liabilities,"42,602","55,375","56,844","64,955","73,459","82,189","90,380","88,925","106,555","107,575","114,431","114,621","127,108","131,446","140,458","150,807","151,304","145,700","142,649","147,544","142,366","136,079","142,310","148,926","145,881","149,744","153,157","155,323","161,595","157,806","162,431","161,685","155,755","148,329","148,101","152,734","149,927","149,801","145,129","145,441"
Total Liabilities,"85,810","101,580","120,292","138,566","132,188","147,474","170,990","165,017","174,820","179,061","193,437","198,751","200,450","212,748","241,272","266,595","240,624","234,248","258,578","255,827","236,138","225,783","248,028","251,087","241,975","245,062","258,549","287,830","267,980","265,560","287,912","309,259","283,263","278,202","302,083","290,020","270,002","274,764","290,437","279,414"
Total Debt,"16,962","31,040","35,295","36,403","43,871","54,418","64,328","62,963","79,872","84,935","87,032","87,549","98,522","108,339","115,680","122,400","121,840","114,600","114,483","114,730","112,630","108,418","108,047","108,292","109,507","112,723","112,436","112,043","121,645","121,791","124,719","122,798","119,981","119,691","120,069","111,110","109,615","109,280","111,088","108,040"
Debt Growth,-,83.04%,108.11%,114.63%,158.64%,75.32%,82.26%,72.96%,82.06%,56.08%,35.29%,39.05%,23.35%,27.56%,32.92%,39.81%,23.67%,5.78%,-1.03%,-6.27%,-7.56%,-5.39%,-5.62%,-5.61%,-2.77%,3.97%,4.06%,3.46%,11.08%,8.04%,10.92%,9.60%,-1.37%,-1.72%,-3.73%,-9.52%,-8.64%,-8.70%,-7.48%,-2.76%
Common Stock,"21,496","22,139","23,313","24,187","25,376","26,327","27,416","28,253","29,484","30,106","31,251","32,144","33,579","34,445","35,867","36,447","38,044","38,624","40,201","40,970","42,801","43,371","45,174","45,972","48,032","48,696","50,779","51,744","54,203","54,989","57,365","58,424","61,181","62,115","64,849","66,399","69,568","70,667","73,812","75,236"
Retained Earnings,"98,934","98,715","87,152","97,178","100,920","98,252","92,284","101,494","102,021","96,542","96,364","100,001","100,925","98,525","98,330","104,593","91,898","79,436","70,400","80,510","64,558","53,724","45,898","43,977","33,182","24,136","14,966","14,301","15,261","9,233","5,562","14,435","12,712","5,289","-3,068","3,240","4,336","1,408",-214,"8,242"
Comprehensive Income,-251,86,"1,082","1,963","2,710","1,098",-345,"-1,480","-1,048",-107,634,245,-422,-545,-150,-841,"-3,064","-3,111","-3,454","-3,588","-1,499",-639,-584,-418,"-2,789",-550,-406,179,-286,58,163,-927,"-6,494","-9,297","-11,109","-12,912","-11,746","-11,801","-11,452","-9,378"
Shareholders' Equity,"120,179","120,940","111,547","123,328","129,006","125,677","119,355","128,267","130,457","126,541","128,249","132,390","134,082","132,425","134,047","140,199","126,878","114,949","107,147","117,892","105,860","96,456","90,488","89,531","78,425","72,282","65,339","66,224","69,178","64,280","63,090","71,932","67,399","58,107","50,672","56,727","62,158","60,274","62,146","74,100"
Net Cash / Debt,"133,627","133,450","119,944","141,552","149,668","148,430","141,338","152,776","153,056","146,585","150,553","158,541","158,319","153,177","153,215","162,697","145,386","129,143","122,617","130,305","112,781","102,192","97,851","98,769","83,337","80,894","79,394","83,528","82,728","71,853","65,797","79,798","72,749","59,617","49,040","54,340","56,718","57,263","51,011","64,535"
Net Cash / Debt Growth,-7.64%,2.92%,-7.59%,-0.23%,12.00%,11.23%,17.84%,7.93%,2.26%,-1.24%,6.52%,3.77%,3.44%,4.50%,1.77%,2.62%,-8.17%,-15.69%,-19.97%,-19.91%,-22.43%,-20.87%,-20.20%,-24.20%,-26.11%,-20.84%,-18.86%,-15.43%,-0.73%,-11.18%,-17.13%,-4.47%,-12.06%,-17.03%,-25.47%,-31.90%,-22.04%,-3.95%,4.02%,18.76%
Net Cash Per Share,5.43,5.51,5.02,6.02,6.41,6.43,6.22,6.83,6.91,6.70,6.98,7.44,7.52,7.32,7.39,7.89,7.17,6.55,6.32,6.82,6.00,5.55,5.41,5.54,4.73,4.64,4.60,4.88,4.89,4.28,3.96,4.83,4.44,3.67,3.04,3.41,3.58,3.63,3.25,4.14
Working Capital,"27,333","21,744","5,083","9,792","9,162","5,668","8,768",127,"19,327","22,275","27,863","19,202","28,648","31,573","27,831","28,022","40,733","27,213","15,410","32,545","29,574","45,269","57,101","61,070","47,659","44,747","38,321","21,599","15,080","6,669","9,355","5,580","-9,328","-17,581","-18,577","-8,509","-7,162","-2,304","-1,742","9,719"
Book Value Per Share,4.91,5.03,4.70,5.28,5.57,5.48,5.28,5.77,5.91,5.81,5.97,6.25,6.41,6.37,6.51,6.86,6.31,5.89,5.58,6.22,5.66,5.28,5.04,5.07,4.50,4.19,3.83,3.91,4.13,3.87,3.83,4.39,4.14,3.60,3.16,3.57,3.94,3.84,3.98,4.78
