,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-06-25,2016-09-24,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-03-26,2022-06-25,2022-09-24,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30
Cash & Equivalents,"18,949","12,977","13,844","19,478","14,489","15,319","21,120","16,689","21,514","18,237","20,484","16,371","15,157","18,571","20,289","27,491","45,059","31,971","25,913","44,771","37,988","50,530","48,844","39,771","40,174","33,383","38,016","36,010","38,466","34,050","34,940","37,119","28,098","27,502","23,646","20,535","24,687","28,408","29,965","40,760"
Short-Term Investments,"22,401","24,828","11,233","12,985","18,607","19,384","20,481","21,385","33,769","43,519","46,671","44,081","51,944","58,188","53,892","49,662","42,881","38,999","40,388","41,656","42,104","44,084","51,713","67,391","53,877","59,642","52,927","40,816","31,368","27,646","27,699","26,794","23,413","20,729","24,658","30,820","31,185","34,074","31,590","32,340"
Cash & Cash Equivalents,"150,589","164,490","155,239","177,955","193,539","202,848","205,666","215,739","232,928","231,520","237,585","246,090","256,841","261,516","268,895","285,097","267,226","243,743","237,100","245,035","225,411","210,610","205,898","207,061","192,844","193,617","191,830","195,571","204,373","193,644","190,516","202,596","192,730","179,308","169,109","165,450","166,333","166,543","162,099","172,575"
Cash Growth,4.08%,12.19%,5.78%,12.03%,28.52%,23.32%,32.48%,21.23%,20.35%,14.13%,15.52%,14.07%,10.27%,12.96%,13.18%,15.85%,4.04%,-6.80%,-11.82%,-14.05%,-15.65%,-13.59%,-13.16%,-15.50%,-14.45%,-8.07%,-6.83%,-5.55%,5.98%,0.01%,-0.68%,3.59%,-5.70%,-7.40%,-11.24%,-18.34%,-13.70%,-7.12%,-4.15%,4.31%
Receivables,"15,820","16,841","27,219","29,976","18,164","19,907","30,343","24,621","19,824","19,042","29,299","27,977","20,612","22,632","35,673","50,899","22,408","26,367","48,995","36,981","26,278","26,474","45,804","39,946","30,677","32,075","37,445","58,620","33,036","33,908","51,506","65,253","45,400","42,242","60,932","54,180","35,899","39,186","60,985","50,102"
Inventory,"1,829","1,594","2,111","2,283","2,396","2,042","2,349","2,451","2,281","1,831","2,132","2,712","2,910","3,146","4,855","4,421","7,662","5,936","3,956","4,988","4,884","3,355","4,106","4,097","3,334","3,978","4,061","4,973","5,219","5,178","6,580","5,876","5,460","5,433","4,946","6,820","7,482","7,351","6,331","6,511"
Other Current Assets,"11,542","11,709","14,124","18,681","14,235","14,301","15,085","11,073","10,204","11,132","8,283","12,191","11,367","10,338","13,936","11,337","12,043","12,488","12,087","12,432","12,092","10,530","12,352","12,026","15,691","10,987","11,264","13,687","13,376","13,641","14,111","18,112","15,809","16,386","21,223","16,422","13,660","13,640","14,695","13,979"
Total Current Assets,"70,541","67,949","68,531","83,403","67,891","70,953","89,378","76,219","87,592","93,761","106,869","103,332","101,990","112,875","128,645","143,810","130,053","115,761","131,339","140,828","123,346","134,973","162,819","163,231","143,753","140,065","143,713","154,106","121,465","114,423","134,836","153,154","118,180","112,292","135,405","128,777","112,913","122,659","143,566","143,692"
"Property, Plant & Equipment","15,120","17,585","20,624","20,392","20,151","21,149","22,471","22,300","23,203","25,448","27,010","26,510","27,163","29,286","33,783","33,679","35,077","38,117","41,304","39,597","38,746","37,636","37,378","37,031","35,889","35,687","36,766","37,933","37,815","38,615","39,440","39,245","39,304","40,335","42,117","42,951","43,398","43,550","43,715","43,666"
Long-Term Investments,"109,239","126,685","130,162","145,492","160,443","168,145","164,065","177,665","177,645","169,764","170,430","185,638","189,740","184,757","194,714","207,944","179,286","172,773","170,799","158,608","145,319","115,996","105,341","99,899","98,793","100,592","100,887","118,745","134,539","131,948","127,877","138,683","141,219","131,077","120,805","114,095","110,461","104,061","100,544","99,475"
Goodwill and Intangibles,"5,983","6,141","8,758","8,999","8,772","8,823","9,009","9,126","9,092","8,767","8,620","8,271","8,090","8,105",0,"8,038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Long-Term Assets,"5,106","4,160","3,764","3,608","3,937","4,081","5,422","7,974","7,745","7,862","8,757","7,390","7,549","10,150","18,177","13,323","23,086","22,546","22,283","34,686","34,587","33,634","32,978","40,457","41,965","41,000","42,522","43,270","43,339","44,854","48,849","50,109","51,959","52,605","54,428","60,924","65,388","64,768","64,758","66,681"
Total Long-Term Assets,"135,448","154,571","163,308","178,491","193,303","202,198","200,967","217,065","217,685","211,841","214,817","227,809","232,542","232,298","246,674","262,984","237,449","233,436","234,386","232,891","218,652","187,266","175,697","177,387","176,647","177,279","180,175","199,948","215,693","215,417","216,166","228,037","232,482","224,017","217,350","217,970","219,247","212,379","209,017","209,822"
Total Assets,"205,989","222,520","231,839","261,894","261,194","273,151","290,345","293,284","305,277","305,602","321,686","331,141","334,532","345,173","375,319","406,794","367,502","349,197","365,725","373,719","341,998","322,239","338,516","340,618","320,400","317,344","323,888","354,054","337,158","329,840","351,002","381,191","350,662","336,309","352,755","346,747","332,160","335,038","352,583","353,514"
Accounts Payable,"18,914","20,535","30,196","38,001","23,159","26,474","35,490","33,312","25,098","26,318","37,294","38,510","28,573","31,915","44,242","62,985","34,311","38,489","55,888","44,293","30,443","29,115","46,236","45,111","32,421","35,325","42,296","63,846","40,127","40,409","54,763","74,362","52,682","48,343","64,115","57,918","42,945","46,699","62,611","58,146"
Deferred Revenue,"11,474","11,454","11,522","12,467","12,515","12,562","12,564","12,535","12,783","11,416","11,010","11,052","10,789","10,592","10,384","11,175","10,862","10,281","5,966","5,546","5,532","5,434","5,522","5,573","5,928","6,313","6,643","7,395","7,595","7,681","7,612","7,876","7,920","7,728","7,912","7,992","8,131","8,158","8,061","8,264"
Current Debt,0,"2,010","6,308","3,899","3,799","6,999","10,999","9,759","10,498","15,996","11,605","13,992","13,991","18,475","18,473","18,478","20,478","17,472","20,748","21,741","22,429","23,482","16,240","15,214","20,421","18,675","13,769","12,762","13,003","16,039","15,613","16,169","16,658","24,991","21,110","11,483","12,574","11,209","15,807","12,952"
Other Current Liabilities,"12,820","12,206","15,422","19,244","19,256","19,250","21,557","20,486","19,886","17,756","19,097","20,576","19,989","20,320","27,715","23,150","23,669","22,306","33,327","36,703","35,368","31,673","37,720","36,263","37,324","35,005","42,684","48,504","45,660","43,625","47,493","49,167","50,248","48,811","60,845","59,893","56,425","58,897","58,829","54,611"
Total Current Liabilities,"43,208","46,205","63,448","73,611","58,729","65,285","80,610","76,092","68,265","71,486","79,006","84,130","73,342","81,302","100,814","115,788","89,320","88,548","115,929","108,283","93,772","89,704","105,718","102,161","96,094","95,318","105,392","132,507","106,385","107,754","125,481","147,574","127,508","129,873","153,982","137,286","120,075","124,963","145,308","133,973"
Long-Term Debt,"16,962","29,030","28,987","32,504","40,072","47,419","53,329","53,204","69,374","68,939","75,427","73,557","84,531","89,864","97,207","103,922","101,362","97,128","93,735","92,989","90,201","84,936","91,807","93,078","89,086","94,048","98,667","99,281","108,642","105,752","109,106","106,629","103,323","94,700","98,959","99,627","97,041","98,071","95,281","95,088"
Other Long-Term Liabilities,"25,640","26,345","27,857","32,451","33,387","34,770","37,051","35,721","37,181","38,636","39,004","41,064","42,577","41,582","43,251","46,885","49,942","48,572","48,914","54,555","52,165","51,143","50,503","55,848","56,795","55,696","54,490","56,042","52,953","52,054","53,325","55,056","52,432","53,629","49,142","53,107","52,886","51,730","49,848","50,353"
