,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Intangible Assets,"7,078","6,976","6,739","6,556","6,317","6,282","6,139","6,014","5,947","5,795","5,689","5,514","5,441","5,410","5,354","5,265","5,206","5,050","4,949","4,846","4,754","4,766","4,657","4,638","4,319","4,241","4,179","4,175","4,722","6,195","6,041","5,855","6,012","5,689","5,492","5,485","5,386","5,285","5,158","5,091"
Other Long-Term Assets,"1,245","1,274","1,279","1,230","1,257","1,275","1,353","1,357","1,452","1,532","1,521","1,320","1,418","1,450","1,891","1,951","2,092","2,013","1,981","1,861","1,940","1,960","1,962","2,051","2,086","2,074","2,121","2,176","2,345","2,412","2,360","2,404","2,500","2,436","2,332","2,270","2,315","2,410","2,425","2,511"
Total Long-Term Assets,"26,579","26,420","25,808","25,429","24,756","24,935","24,622","24,415","24,570","24,328","24,150","23,478","23,636","23,868","24,276","24,286","24,539","23,952","23,761","23,502","23,905","24,118","23,883","24,077","22,175","22,135","22,314","22,646","24,175","27,015","26,641","26,516","27,014","26,466","25,826","26,267","26,380","26,470","26,305","26,757"
Total Assets,"35,262","35,258","34,239","33,529","32,696","32,579","32,201","31,031","31,583","31,154","31,237","30,419","30,611","31,355","32,725","32,600","32,668","31,865","31,628","31,092","31,649","32,244","31,895","32,805","30,845","30,348","30,985","31,824","34,080","36,804","34,128","34,027","35,208","35,153","34,364","35,030","35,517","36,773","37,289","38,432"
Accounts Payable,"2,076","2,044","2,038","1,940","1,969","1,931","1,997","1,758","1,795","1,802","1,790","1,718","1,891","1,885","2,039","2,166","2,203","2,192","2,165","2,130","2,274","2,268","2,290","2,114","1,785","1,620","1,788","1,987","2,172","2,484","2,591","2,797","2,867","3,013","2,937","3,080","3,118","3,192","3,255","3,365"
Deferred Revenue,334,373,424,593,282,327,373,362,276,316,388,360,270,338,434,253,300,353,427,293,302,357,421,372,274,254,336,426,334,425,489,392,0,403,386,330,0,465,592,0
Current Debt,324,418,413,"1,010","1,511",981,842,668,"1,073",809,551,"1,566","1,536","2,341","1,499",584,"1,032",932,508,753,783,7,8,503,587,"1,362","1,253","1,048","1,476","3,381",544,"1,748","2,844","3,422",926,334,95,496,999,"1,025"
Other Current Liabilities,"2,071","2,708","2,111","1,812","1,904","1,817","1,888","1,837","1,878","1,889","1,866","1,841","1,860","1,745","1,928","2,049","1,861","1,910","2,167","1,978","1,927","1,818","1,942","2,143","2,298","2,253","2,428","2,465","2,599","2,616","2,290","2,275","2,545","2,136","2,404","2,631","2,874","2,572","2,717","3,357"
Total Current Liabilities,"4,805","5,543","4,986","5,355","5,666","5,056","5,100","4,625","5,022","4,816","4,595","5,485","5,557","6,309","5,900","5,052","5,396","5,387","5,267","5,154","5,286","4,450","4,661","5,132","4,944","5,489","5,805","5,926","6,581","8,906","5,914","7,212","8,256","8,974","6,653","6,375","6,087","6,725","7,563","7,747"
Long-Term Debt,"8,991","8,615","8,587","8,024","7,829","7,770","7,830","7,781","7,572","7,605","7,881","6,711","6,677","6,264","7,273","7,167","6,845","6,753","6,737","6,768","7,090","8,390","8,346","8,150","8,176","7,226","7,271","7,336","9,010","9,087","8,863","7,168","7,105","6,663","8,529","8,780","9,167","9,286","8,636","8,777"
Other Long-Term Liabilities,"4,355","4,058","4,021","4,311","3,937","3,950","3,858","3,394","3,426","3,369","3,315","3,282","3,178","3,188","2,916","3,091","3,126","3,000","2,835","3,028","3,006","3,043","2,988","3,390","3,437","3,398","3,391","3,589","3,452","3,361","3,337","3,196","3,191","3,100","3,079","2,799","2,778","2,773","2,670","2,839"
Total Long-Term Liabilities,"13,346","12,673","12,608","12,335","11,766","11,720","11,688","11,175","10,998","10,974","11,196","9,993","9,855","9,452","10,189","10,258","9,971","9,753","9,572","9,796","10,096","11,433","11,334","11,540","11,613","10,624","10,662","10,925","12,462","12,448","12,200","10,364","10,296","9,763","11,608","11,579","11,945","12,059","11,306","11,616"
Total Liabilities,"18,151","18,216","17,594","17,690","17,432","16,776","16,788","15,800","16,020","15,790","15,791","15,478","15,412","15,761","16,089","15,310","15,367","15,140","14,839","14,950","15,382","15,883","15,995","16,672","16,557","16,113","16,467","16,851","19,043","21,354","18,114","17,576","18,552","18,737","18,261","17,954","18,032","18,784","18,869","19,363"
Total Debt,"9,315","9,033","9,000","9,034","9,340","8,751","8,672","8,449","8,645","8,414","8,432","8,277","8,213","8,605","8,772","7,751","7,877","7,685","7,245","7,521","7,873","8,397","8,354","8,653","8,763","8,588","8,524","8,384","10,486","12,468","9,407","8,916","9,949","10,085","9,455","9,114","9,262","9,782","9,635","9,802"
Debt Growth,-8.01%,-7.44%,-7.15%,-5.39%,0.27%,-3.12%,-3.64%,-6.48%,-7.44%,-3.85%,-2.77%,-2.04%,-5.00%,2.27%,4.03%,-6.35%,-4.09%,-10.69%,-17.41%,-2.97%,-0.05%,9.26%,15.31%,15.05%,11.30%,2.27%,2.03%,-3.11%,19.66%,45.18%,10.36%,6.35%,-5.12%,-19.11%,0.51%,2.22%,-6.91%,-3.00%,1.90%,7.55%
Common Stock,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,4,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
Retained Earnings,0,0,0,"7,078",0,0,0,"7,346",0,0,0,"7,498",0,0,0,"8,669",0,0,0,"8,161","8,225","8,300","8,062","8,170","7,007","6,767","6,741","6,794","6,883","7,068","7,345","7,594","7,707","7,886","8,070","8,468","8,757","9,156","9,703",0
Comprehensive Income,0,0,0,"-2,899",0,0,0,"-3,863",0,0,0,"-4,448","-4,724","-4,859","-4,952","-3,404","-5,123","-5,031","-5,054","-4,145","-4,078","-4,108","-4,367","-4,290","-4,966","-4,809","-4,533","-4,195","-4,225","-4,031","-3,788","-3,633","-3,517","-3,961","-4,483","-3,946","-3,814","-3,760","-3,927",0
Shareholders' Equity,"17,037","16,982","16,587","15,786","15,210","15,753","15,366","15,186","15,519","15,320","15,404","14,897","15,157","15,552","16,593","17,253","17,263","16,690","16,754","16,107","16,233","16,306","15,848","16,082","14,245","14,188","14,476","14,930","14,995","15,408","15,971","16,413","16,620","16,380","16,068","17,038","17,449","17,953","18,383","19,069"
Total Liabilities and Equity,"35,262","35,258","34,239","33,529","32,696","32,579","32,201","31,031","31,583","31,154","31,237","30,419","30,611","31,355","32,725","32,600","32,668","31,865","31,628","31,092","31,649","32,244","31,895","32,805","30,845","30,348","30,985","31,824","34,080","36,804","34,128","34,027","35,208","35,153","34,364","35,030","35,517","36,773","37,252","38,432"
Net Cash / Debt,"-8,171","-7,768","-8,010","-8,008","-8,538","-8,321","-8,104","-8,004","-8,072","-7,945","-7,725","-7,531","-7,690","-7,768","-7,138","-6,656","-7,050","-7,193","-6,740","-7,081","-7,427","-7,600","-7,524","-8,062","-8,346","-8,092","-7,761","-7,282","-9,187","-11,928","-8,747","-8,348","-9,444","-9,462","-8,937","-8,559","-8,738","-8,452","-7,729","-7,193"
Net Cash Per Share,-17.07,-16.23,-16.79,-16.95,-18.17,-17.73,-17.38,-17.30,-17.56,-17.34,-16.96,-16.65,-17.05,-17.32,-16.03,-15.01,-15.96,-16.45,-15.45,-16.38,-17.44,-17.96,-17.98,-19.39,-20.30,-20.16,-19.29,-18.15,-22.92,-29.72,-21.76,-20.76,-23.50,-23.61,-22.33,-21.38,-21.82,-21.09,-19.25,-17.90
Working Capital,"3,878","3,295","3,445","2,745","2,274","2,588","2,479","1,991","1,991","2,010","2,492","1,456","1,418","1,178","2,549","3,262","2,733","2,526","2,600","2,436","2,458","3,676","3,351","3,596","3,726","2,724","2,866","3,252","3,324",883,"1,573",299,-62,-287,"1,887","2,386","3,051","3,578","3,420","3,928"
Book Value Per Share,35.81,35.68,34.93,33.59,32.51,33.69,33.04,32.91,33.84,33.52,33.94,33.07,33.77,34.85,37.49,39.18,39.34,38.35,38.65,37.47,38.29,38.68,38.04,38.88,34.80,35.43,36.15,37.45,37.65,38.64,40.04,41.15,41.63,41.05,40.33,42.81,43.79,45.01,46.03,47.72
