,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,784,631,655,781,663,303,418,268,333,323,494,543,222,312,791,561,317,256,327,283,303,412,549,370,239,292,429,438,354,279,271,297,237,364,231,294,235,353,348,488
Short-Term Investments,360,634,335,245,139,127,150,177,240,146,213,203,301,525,843,534,510,236,178,157,143,385,281,221,178,204,334,664,945,261,389,271,268,259,287,261,289,977,"1,558","2,121"
Cash & Cash Equivalents,"1,144","1,265",990,"1,026",802,430,568,445,573,469,707,746,523,837,"1,634","1,095",827,492,505,440,446,797,830,591,417,496,763,"1,102","1,299",540,660,568,505,623,518,555,524,"1,330","1,906","2,609"
Cash Growth,10.42%,27.01%,-26.12%,-39.96%,-29.90%,-66.01%,-42.63%,-56.63%,-28.55%,9.07%,24.47%,67.64%,-8.73%,78.46%,131.12%,46.78%,58.13%,-41.22%,-69.09%,-59.82%,-46.07%,61.99%,64.36%,34.32%,-6.50%,-37.77%,-8.07%,86.46%,211.51%,8.87%,-13.50%,-48.46%,-61.12%,15.37%,-21.52%,-2.29%,3.76%,113.48%,267.95%,370.09%
Receivables,"3,889","4,010","3,972","3,667","3,733","3,840","3,656","3,479","3,581","3,628","3,659","3,560","3,673","3,813","3,962","3,943","4,005","4,092","4,027","3,858","3,865","3,944","3,787","3,437","2,951","2,647","2,876","2,904","3,065","3,341","3,393","3,297","3,667","3,837","3,816","4,076","4,239","4,399","4,460","4,475"
Inventory,"2,532","2,534","2,498","2,428","2,424","2,439","2,395","2,323","2,391","2,323","2,328","2,254","2,344","2,393","2,457","2,620","2,745","2,753","2,835","2,785","2,897","2,853","2,901","2,805","2,346","2,138","2,096","2,109","2,399","2,668","2,802","2,969","3,317","3,445","3,428","3,430","3,604","3,670","3,713","3,739"
Other Current Assets,"1,118","1,029",971,979,981,935,960,369,468,406,393,381,435,444,396,656,552,576,500,507,536,532,494,"1,895","2,956","2,932","2,936","3,063","3,142","3,240",632,677,705,782,778,700,771,904,904,852
Total Current Assets,"8,683","8,838","8,431","8,100","7,940","7,644","7,579","6,616","7,013","6,826","7,087","6,941","6,975","7,487","8,449","8,314","8,129","7,913","7,867","7,590","7,744","8,126","8,012","8,728","8,670","8,213","8,671","9,178","9,905","9,789","7,487","7,511","8,194","8,687","8,540","8,761","9,138","10,303","10,983","11,675"
"Property, Plant & Equipment","3,806","3,793","3,702","3,750","3,634","3,680","3,590","3,565","3,583","3,551","3,506","3,443","3,481","3,530","3,486","3,502","3,543","3,462","3,446","3,467","3,893","3,929","3,927","3,932","3,373","3,323","3,337","3,392","3,351","3,528","3,473","3,506","3,547","3,536","3,523","3,716","3,785","3,861","3,941","4,178"
Goodwill,"14,450","14,377","14,088","13,893","13,548","13,698","13,540","13,479","13,588","13,450","13,434","13,201","13,296","13,478","13,545","13,568","13,698","13,427","13,385","13,328","13,318","13,463","13,337","13,456","12,397","12,497","12,677","12,903","13,757","14,880","14,767","14,751","14,955","14,805","14,479","14,796","14,894","14,914","14,781","14,977"
