,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Total Long-Term Assets,"31,576","31,533","31,867","30,810","30,042","28,563","28,976","28,467","28,296","28,744","28,100","28,185","26,175","26,213","26,893","27,769","28,477","28,814","28,353","28,501","28,758","41,502","42,284","42,200","43,953","43,011","43,330","43,963","46,384","45,635","46,192","45,931","46,706","46,221","44,329","42,761","45,011","45,216","45,497","45,239"
Total Assets,"36,626","36,369","37,781","36,021","34,227","32,156","34,948","32,960","37,939","33,795","33,147","32,487","31,024","32,120","32,785","32,560","33,804","33,723","32,708","34,054","32,811","46,467","46,200","45,805","47,511","50,568","49,939","50,699","52,627","51,103","51,893","52,727","53,854","50,878","49,248","48,502","50,436","52,014","50,442","52,089"
Accounts Payable,"1,086",828.1,965.1,847.3,860.1,702,840.1,802.6,874.7,654.5,574.6,852.2,756,678.4,536,685.2,924.8,779.9,917.9,932.8,"1,208",823.6,796.8,849.5,988.2,671.9,538.4,689,741.3,670,730.9,772.6,"1,007",718.6,739.4,794.8,980.2,811.8,806.6,862.4
Deferred Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607.4,606.7,617,627.8,629.8,639.6,640.1,660.6,655,664.2,679.8,702,702.5,714.9,720.1,738.3,743,733,727.8,757.8,760.5,769.1,767.6
Current Debt,0,101.4,539.2,613.3,0,0,0,0,0,0,0,0,77.2,222.9,209.9,215.8,0,0,292.2,0,0,767.9,743.4,703.3,680.1,"1,795","4,768","3,407","2,945","1,618","1,220","1,202",705.5,691.9,689.6,654.9,661.1,"1,193",687.2,668.1
Other Current Liabilities,"2,084","2,172","1,887","2,719","1,888","2,050","1,921","2,154","2,076","2,204","2,093","3,625","2,635","2,319","1,997","2,839","1,966","1,434","1,154","2,077","1,138","1,158","1,060","2,083","1,292",866.3,"1,276","1,504","1,793","1,589","1,269","2,401","1,569","2,081","1,318","1,309","1,403","1,860","1,411","1,705"
Total Current Liabilities,"3,170","3,101","3,392","4,180","2,748","2,752","2,761","2,957","2,950","2,859","2,667","4,477","3,468","3,221","2,743","3,740","2,891","2,821","2,970","3,627","2,974","3,380","3,240","4,276","3,621","3,988","7,246","6,280","6,181","4,580","3,935","5,096","4,020","4,235","3,480","3,486","3,802","4,625","3,674","4,003"
Long-Term Debt,"14,130","13,825","14,891","14,517","14,936","14,292","17,902","17,991","24,122","23,353","26,010","26,007","25,879","26,984","28,151","28,403","29,536","30,870","30,688","31,895","31,075","44,522","44,550","44,732","46,876","50,517","47,155","47,879","48,518","47,934","48,042","47,615","48,644","46,861","46,896","46,633","48,038","48,726","47,784","49,082"
Other Long-Term Liabilities,"3,317","3,295","3,343","3,698","3,690","3,709","3,725","3,703","3,778","3,721","3,829","3,627","3,881","3,946","3,892","3,894","4,645","4,751","4,901","5,324","5,021","5,116","5,219","5,397","5,224","5,357","5,001","5,012","5,752","5,825","5,725","5,692","5,792","5,773","5,242","4,949","4,599","4,440","3,983","3,860"
Total Long-Term Liabilities,"17,447","17,120","18,234","18,215","18,626","18,000","21,626","21,693","27,900","27,074","29,839","29,634","29,760","30,930","32,043","32,297","34,181","35,620","35,589","37,220","36,096","49,638","49,769","50,129","52,100","55,874","52,156","52,891","54,271","53,759","53,766","53,306","54,435","52,634","52,138","51,582","52,637","53,166","51,767","52,941"
Total Liabilities,"20,617","20,221","21,626","22,395","21,374","20,752","24,387","24,650","30,851","29,932","32,507","34,111","33,228","34,151","34,786","36,037","37,072","38,442","38,559","40,846","39,070","53,018","53,009","54,404","55,721","59,861","59,402","59,171","60,452","58,339","57,701","58,402","58,455","56,869","55,618","55,068","56,439","57,791","55,441","56,944"
Total Debt,"14,130","13,927","15,431","15,130","14,936","14,292","17,902","17,991","24,122","23,353","26,010","26,007","25,956","27,207","28,361","28,618","29,536","30,870","30,980","31,895","31,075","45,289","45,293","45,435","47,556","52,312","51,922","51,286","51,463","49,553","49,262","48,816","49,349","47,553","47,586","47,288","48,699","49,919","48,472","49,750"
Debt Growth,3.65%,8.82%,15.41%,12.18%,5.70%,2.62%,16.01%,18.90%,61.51%,63.40%,45.29%,44.56%,7.60%,16.51%,9.04%,10.04%,13.80%,13.46%,9.23%,11.45%,5.21%,46.71%,46.20%,42.45%,53.03%,15.50%,14.64%,12.88%,8.22%,-5.27%,-5.12%,-4.82%,-4.11%,-4.04%,-3.40%,-3.13%,-1.32%,4.98%,1.86%,5.21%
Common Stock,"-26,169.1","-26,451.3","-27,138.5","-27,979.6","-28,921.4","-29,404.7","-31,010.7","-33,284.7","-34,626.8","-38,646.8","-41,957.7","-44,031.5","-45,334.1","-45,992.7","-46,814.8","-48,872.4","-49,415.4","-50,968.8","-52,522.7","-53,360.5","-54,135.9","-54,959.4","-55,874.7","-57,295.6","-58,658.1","-59,403.7","-59,317.6","-59,205.8","-59,146.2","-59,082.6","-58,975.8","-58,909.5","-59,562","-60,962.9","-61,908.5","-62,758.5","-63,060.7","-63,521.7","-63,980.1","-64,958.1"
Retained Earnings,"41,751","42,155","42,742","42,202","43,295","43,290","43,682","44,202","44,595","44,912","45,273","45,030","46,223","46,667","47,301","47,632","48,326","48,397","49,107","49,076","50,487","50,929","51,563","51,360","52,931","53,107","52,661","53,493","53,908","54,483","55,739","55,898","57,535","57,614","57,785","58,752","59,544","60,235","61,437","62,649"
Comprehensive Income,427.6,444.3,551.9,-596.3,"-1,519.7","-2,482","-2,110","-2,607.5","-2,879.8","-2,402.6","-2,674.8","-2,622.6","-3,092.9","-2,705","-2,486.4","-2,236.7","-2,178.4","-2,146.5","-2,435","-2,508.3","-2,609.5","-2,520.1","-2,496.6","-2,663.1","-2,482.7","-2,996.4","-2,806.3","-2,758.8","-2,586.8","-2,635.9","-2,571.2","-2,663.2","-2,573.7","-2,641.9","-2,246.4","-2,559.7","-2,486.6","-2,489.4","-2,455.6","-2,545.7"
Shareholders' Equity,"16,010","16,148","16,155","13,626","12,853","11,403","10,561","8,310","7,088","3,863",640,"-1,624.1","-2,204.3","-2,030.8","-2,000.6","-3,477.6","-3,268","-4,718.8","-5,851","-6,792.6","-6,258.4","-6,550.9","-6,808.8","-8,599.2","-8,210.3","-9,293.4","-9,463.1","-8,472.1","-7,824.9","-7,235.5","-5,808","-5,675","-4,601","-5,990.8","-6,369.8","-6,566.2","-6,003.4","-5,776.1","-4,999.1","-4,854.8"
Net Cash / Debt,"-11,331.1","-11,183","-11,760","-11,896.9","-12,857.8","-12,657","-13,903.1","-15,538","-16,436.6","-20,042.5","-22,882","-23,740.3","-24,732.3","-24,794.9","-25,968.4","-25,947.2","-27,072.6","-28,401.5","-29,356.4","-29,320.7","-30,209.3","-43,000.3","-44,158.6","-44,257.9","-46,657.5","-46,931.7","-48,666.6","-47,602.6","-48,014.1","-46,532.9","-46,212.6","-44,510.3","-44,639.9","-45,216.8","-45,713","-44,459.6","-46,115.2","-46,211.1","-46,845.9","-46,253.6"
Net Cash Per Share,-11.34,-11.23,-11.84,-12.09,-13.23,-13.11,-14.52,-16.62,-17.86,-22.36,-26.26,-28.01,-29.82,-30.05,-31.70,-31.90,-33.68,-35.56,-37.30,-37.61,-38.88,-55.73,-57.45,-57.94,-61.77,-62.52,-65.01,-63.47,-63.93,-61.96,-61.44,-59.14,-59.40,-60.48,-61.61,-60.12,-62.64,-62.83,-63.80,-63.22
Working Capital,"1,880","1,735","2,522","1,031","1,438",840.9,"3,211","1,536","6,693","2,193","2,379",-174.6,"1,380","2,687","3,149","1,050","2,437","2,088","1,385","1,926","1,080","1,585",675.4,-670.7,-63.1,"3,569",-636.7,455.9,62,888.1,"1,766","1,700","3,129",421.8,"1,439","2,255","1,622","2,174","1,272","2,847"
Book Value Per Share,16.14,16.32,16.36,13.92,13.30,11.87,11.08,8.93,7.76,4.35,0.74,-1.93,-2.68,-2.48,-2.46,-4.32,-4.12,-5.97,-7.50,-8.79,-8.14,-8.56,-8.94,-11.37,-10.96,-12.48,-12.72,-11.38,-10.50,-9.70,-7.78,-7.60,-6.17,-8.07,-8.64,-8.94,-8.21,-7.90,-6.85,-6.68
