,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,144,173,168,126,117,136,136,147,221,567,627,524,519,535,607,617,545,479,600,"4,466","5,791","2,686","2,120","2,700","4,014","4,941","5,199","3,754","4,096","3,137","4,700","2,823","4,464","3,655","3,756","5,436","4,962","3,357","3,894","4,664"
Cash & Cash Equivalents,144,173,168,126,117,136,136,147,221,567,627,524,519,535,607,617,545,479,600,"4,466","5,791","2,686","2,120","2,700","4,014","4,941","5,199","3,754","4,096","3,137","4,700","2,823","4,464","3,655","3,756","5,436","4,962","3,357","3,894","4,664"
Cash Growth,27.43%,69.61%,25.37%,-8.70%,-18.75%,-21.39%,-19.05%,16.67%,88.89%,316.91%,361.03%,256.46%,134.84%,-5.64%,-3.19%,17.75%,5.01%,-10.47%,-1.15%,623.82%,962.57%,460.75%,253.33%,-39.54%,-30.69%,83.95%,145.24%,39.04%,2.04%,-36.51%,-9.60%,-24.80%,8.98%,16.51%,-20.09%,92.56%,11.16%,-8.15%,3.67%,-14.20%
Receivables,"2,027","2,075","1,959","1,796","1,751","1,760","1,690","1,601","1,685","1,741","1,699","1,641","1,730","1,791","1,809","1,804","1,900","1,877","1,852","4,830","4,695","4,888","4,605","4,690","4,395","4,220","4,203","4,329","4,276","4,515","4,533","4,633","4,945","4,881","4,703","4,683","4,928","4,955","4,843","4,718"
Inventory,520,542,545,551,535,548,526,531,553,559,538,550,561,568,587,614,619,606,622,"1,651","1,667","1,708","1,653","1,697","1,689","1,715","1,733","1,729","1,695","1,692","1,694","1,733","1,766","1,786","1,855","1,978","2,054","2,079","2,078","2,115"
Other Current Assets,358,369,386,366,323,376,374,347,411,396,398,165,204,225,240,250,265,202,231,"6,325","2,935","1,399","1,434","1,265","1,415","1,197","1,130","1,112","1,065","1,102","1,080",970,"1,082",950,889,950,960,"1,020",922,"1,123"
Total Current Assets,"3,049","3,159","3,058","2,839","2,726","2,820","2,726","2,626","2,870","3,263","3,262","2,880","3,014","3,119","3,243","3,285","3,329","3,164","3,305","17,272","15,088","10,681","9,812","10,352","11,513","12,073","12,265","10,924","11,132","10,446","12,007","10,159","12,257","11,272","11,203","13,047","12,904","11,411","11,737","12,620"
"Property, Plant & Equipment","12,326","12,552","12,268","11,997","11,593","11,363","10,970","10,998","11,314","11,578","11,635","11,477","11,692","11,806","11,992","12,057","12,113","11,701","11,725","29,717","29,418","29,540","28,460","29,064","27,418","27,693","27,945","28,711","26,934","26,917","26,180","26,003","25,595","23,993","22,586","23,548","23,796","23,808","23,624","24,552"
Long-Term Investments,0,0,0,701,0,0,0,677,0,0,0,731,0,0,0,739,0,0,0,"1,914",0,0,0,"2,067",0,0,0,"2,084",0,0,0,"2,637",0,0,0,"2,534",0,0,0,0
Goodwill,"3,243","3,270","3,189","3,121","3,010","3,065","2,997","2,986","3,071","3,149","3,163","3,117","3,141","3,182","3,234","3,233","3,274","3,200","3,201","26,874","26,820","26,947","26,261","27,019","26,073","26,580","27,239","28,201","27,472","27,621","27,178","27,038","26,822","25,678","24,565","25,817","26,418","26,456","25,955","26,751"
Intangible Assets,612,619,610,603,588,582,567,568,576,612,595,583,574,568,563,553,547,525,513,"16,223","15,944","15,804","15,836","16,137","15,339","15,504","15,731","16,184","14,559","14,493","14,048","13,802","13,506","12,634","11,810","12,420","12,638","12,510","12,092","12,399"
Other Long-Term Assets,"1,308","1,325","1,259",541,"1,206","1,237","1,196",464,"1,194","1,209","1,231",544,"1,244","1,290","1,343",569,"1,329","1,246","1,235","1,386","4,371","4,217","4,025","1,973","4,026","4,006","4,029","2,125","4,896","4,868","4,778","1,966","4,587","4,308","4,159","2,292","4,552","4,533","4,419","4,489"
Total Long-Term Assets,"17,489","17,766","17,326","16,963","16,397","16,247","15,730","15,693","16,155","16,548","16,624","16,452","16,651","16,846","17,132","17,151","17,263","16,672","16,674","76,114","76,553","76,508","74,582","76,260","72,856","73,783","74,944","77,305","73,861","73,899","72,184","71,446","70,510","66,613","63,120","66,611","67,404","67,307","66,090","68,191"
Total Assets,"20,538","20,925","20,384","19,802","19,123","19,067","18,456","18,319","19,025","19,811","19,886","19,332","19,665","19,965","20,375","20,436","20,592","19,836","19,979","93,386","91,641","87,189","84,394","86,612","84,369","85,856","87,209","88,229","84,993","84,345","84,191","81,605","82,767","77,885","74,323","79,658","80,308","78,718","77,827","80,811"
Accounts Payable,879,914,864,864,813,782,750,791,796,870,867,906,860,900,947,972,988,967,978,"3,219","3,166","3,358","3,071","3,266","2,965","2,816","2,903","3,095","2,945","3,143","3,069","3,503","3,387","3,360","3,067","2,995","2,941","2,977","2,750","3,020"
Deferred Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,788","1,719","1,682","1,597","1,758","1,854","1,693","1,714","1,769","1,863","1,787","2,213","2,940","3,035","2,933","2,902","3,073","3,070","3,246","1,985",0
Current Debt,706,600,"1,032",589,625,534,460,256,182,766,617,598,421,"1,190",994,"1,217","1,506","1,229","1,697","3,008","1,956","1,702","2,916","3,263","6,854","6,402","5,844","4,002","5,800","5,508","5,188","2,872","3,623","4,866","4,730","5,716","7,033","3,962","4,771","4,713"
Other Current Liabilities,849,"1,032","1,064","1,037",897,930,912,846,821,822,950,974,968,953,981,"1,118","1,040","1,083","1,185","4,941","4,299","3,779","3,299","3,873","3,817","4,184","4,331","4,874","4,419","4,238","4,288","4,328","4,461","4,136","4,362","4,695","4,741","4,367","4,656","7,984"
Total Current Liabilities,"2,434","2,546","2,960","2,490","2,335","2,246","2,122","1,893","1,799","2,458","2,434","2,478","2,249","3,043","2,922","3,307","3,534","3,279","3,860","12,956","11,140","10,521","10,883","12,160","15,490","15,095","14,792","13,740","15,027","14,676","14,758","13,643","14,506","15,295","15,061","16,479","17,785","14,552","14,162","15,717"
Long-Term Debt,"8,564","8,565","8,089","8,669","8,771","8,813","9,057","8,975","9,222","9,190","9,225","8,917","8,947","8,177","8,243","7,783","7,336","7,229","6,615","12,288","12,190","12,255","11,377","10,693","10,021","11,078","11,959","12,152","9,950","9,984","11,539","11,335","12,833","11,177","10,608","12,198","11,744","13,528","13,232","13,397"
Other Long-Term Liabilities,"2,347","2,314","2,205","2,457","2,454","2,489","2,464","2,545","2,580","2,604","2,578","2,485","2,494","2,475","2,468","2,824","2,825","2,786","2,754","11,046","11,664","11,519","10,826","12,124","11,615","11,746","11,866","12,755","12,383","12,457","12,157","11,186","11,038","10,373","9,715","9,594","9,443","9,390","10,195","10,602"
Total Long-Term Liabilities,"10,911","10,879","10,294","11,126","11,225","11,302","11,521","11,520","11,802","11,794","11,803","11,402","11,441","10,652","10,711","10,607","10,161","10,015","9,369","23,334","23,854","23,774","22,203","22,817","21,636","22,824","23,825","24,907","22,333","22,441","23,696","22,521","23,871","21,550","20,323","21,792","21,187","22,918","23,427","23,999"
Total Liabilities,"13,345","13,425","13,254","13,616","13,560","13,548","13,643","13,413","13,601","14,252","14,237","13,880","13,690","13,695","13,633","13,914","13,695","13,294","13,229","36,290","34,994","34,295","33,086","34,977","37,126","37,919","38,617","38,647","37,360","37,117","38,454","36,164","38,377","36,845","35,384","38,271","38,972","37,470","37,589","39,716"
Total Debt,"9,270","9,165","9,121","9,258","9,396","9,347","9,517","9,231","9,404","9,956","9,842","9,515","9,368","9,367","9,237","9,000","8,842","8,458","8,312","15,296","14,146","13,957","14,293","13,956","16,875","17,480","17,803","16,154","15,750","15,492","16,727","14,207","16,456","16,043","15,338","17,914","18,777","17,490","18,003","18,110"
Debt Growth,6.85%,0.65%,1.05%,5.07%,1.36%,1.99%,4.34%,-0.29%,0.09%,6.52%,3.41%,3.08%,-0.38%,-5.92%,-6.15%,-5.41%,-5.61%,-9.70%,-10.01%,69.96%,59.99%,65.02%,71.96%,-8.76%,19.29%,25.24%,24.56%,15.75%,-6.67%,-11.37%,-6.04%,-12.05%,4.48%,3.56%,-8.30%,26.09%,14.10%,9.02%,17.38%,1.09%
Common Stock,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
Retained Earnings,"10,784","11,060","11,348","11,461","11,668","11,768","11,966","12,229","12,371","12,559","12,686","12,879","13,041","13,223","13,417","13,224","13,447","13,690","13,913","16,529","16,569","16,555","16,810","16,842","16,850","16,782","16,927","17,178","17,563","17,820","18,240","18,710","19,387","19,159","19,845","20,541","6,092","7,024","7,940","8,845"
Comprehensive Income,"-1,998","-1,845","-2,411","-3,185","-3,815","-3,742","-4,456","-4,596","-4,250","-4,174","-4,211","-4,600","-4,285","-4,244","-4,025","-4,098","-3,980","-4,596","-4,656","-4,456","-4,235","-4,377","-5,600","-4,814","-7,388","-6,621","-5,973","-4,690","-5,345","-4,908","-5,618","-5,048","-4,938","-6,466","-8,094","-5,782","-5,810","-5,899","-6,676","-5,805"
Shareholders' Equity,"6,600","6,911","6,552","5,623","5,018","4,964","4,264","4,389","4,888","5,140","5,245","5,021","5,529","5,807","6,256","6,018","6,368","6,027","6,232","51,596","51,175","50,564","48,953","49,074","44,776","45,537","46,175","47,317","46,210","45,777","44,323","44,035","42,963","39,674","37,628","40,028","39,970","39,911","38,898","39,720"
Total Liabilities and Equity,"20,538","20,925","20,384","19,802","19,123","19,067","18,456","18,319","19,025","19,811","19,886","19,332","19,665","19,965","20,375","20,436","20,592","19,836","19,979","93,386","91,641","87,189","84,394","86,612","84,369","85,856","87,209","88,229","84,993","84,345","84,191","81,605","82,767","77,885","74,323","79,658","80,308","78,718","77,827","79,436"
Net Cash / Debt,"-9,126","-8,992","-8,953","-9,132","-9,279","-9,211","-9,381","-9,084","-9,183","-9,389","-9,215","-8,991","-8,849","-8,832","-8,630","-8,383","-8,297","-7,979","-7,712","-10,830","-8,355","-11,271","-12,173","-11,256","-12,861","-12,539","-12,604","-12,400","-11,654","-12,355","-12,027","-11,384","-11,992","-12,388","-11,582","-12,478","-13,815","-14,133","-14,109","-13,446"
Net Cash Per Share,-30.70,-30.38,-30.32,-31.11,-31.82,-31.75,-32.65,-31.67,-32.03,-32.63,-31.97,-31.22,-30.79,-30.61,-29.84,-28.86,-28.53,-27.43,-26.46,-23.41,-15.21,-20.62,-22.39,-20.81,-24.04,-23.70,-23.76,-23.44,-22.12,-23.59,-23.13,-22.05,-23.45,-24.52,-23.11,-25.06,-27.87,-28.64,-28.73,-27.54
