,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Total Assets,"33,907","34,199","34,718","35,363","36,958","36,879","37,269","38,030","38,821","39,070","39,490","40,325","41,155","41,285","41,861","42,469","43,030","43,159","44,240","44,835","45,987","47,850","48,584","50,240","50,448","51,133","53,456","53,708","53,957","56,511","56,779","57,517","57,851","57,985","59,317","59,975","61,188","60,945","61,658","62,870"
Accounts Payable,"1,261","1,062",967.25,"1,061","1,173",898,830.28,924.26,960.98,809.66,921.97,916.53,"1,045",861.51,973.64,992.5,"1,243","1,027","1,092","1,189","1,237","1,154","1,057","1,258","1,294",996,"1,188","1,602","1,237","1,213","1,273","1,319","1,409","1,257","1,590","1,586","1,804","1,338","1,307","1,445"
Current Debt,"1,063","1,069",806.2,977.43,"1,299","1,246","1,185",548.78,"1,533",867.07,"1,184","1,101",674,"1,387","1,317",847.07,"1,300","1,512","1,565","1,024","1,505","1,307","2,216","1,859","1,529","3,062","2,700","1,157","1,272","1,767","2,051","2,662","1,880","2,147","1,139","1,120","2,257","2,266","1,886","1,341"
Other Current Liabilities,"1,330","1,336","1,286","1,432","1,593","1,631","1,522","1,612","1,564","1,512","1,401","1,437","1,528","1,459","1,400","1,501","1,545","1,583","1,521","1,625","1,718","1,963","1,787","1,904","1,745","1,781","1,585","1,634","1,730","1,897","1,626","1,783","1,757","1,948","2,136","2,197","2,017","2,057","2,038","2,287"
Total Current Liabilities,"3,654","3,468","3,060","3,471","4,065","3,775","3,537","3,085","4,058","3,189","3,506","3,454","3,247","3,708","3,691","3,340","4,088","4,122","4,178","3,838","4,460","4,424","5,060","5,021","4,568","5,839","5,473","4,393","4,239","4,877","4,950","5,764","5,046","5,352","4,865","4,903","6,078","5,661","5,231","5,073"
Long-Term Debt,"11,120","11,405","11,947","11,689","11,684","11,678","12,068","12,864","12,567","13,316","13,261","13,557","14,343","13,840","14,228","14,704","14,646","14,642","15,424","15,615","15,932","17,769","17,764","18,595","19,131","18,356","20,769","21,513","21,120","22,900","22,859","22,265","23,030","22,735","24,372","24,420","23,964","23,954","25,080","25,923"
Other Long-Term Liabilities,"9,567","9,579","9,790","10,049","10,995","11,211","11,395","11,536","11,595","11,894","12,020","12,326","12,544","12,667","12,819","12,985","12,841","12,834","12,988","13,217","13,373","13,328","13,394","13,483","13,510","13,636","13,829","14,025","14,023","14,034","14,178","14,317","14,163","14,166","14,109","14,268","14,471","14,512","14,433","14,565"
Total Long-Term Liabilities,"20,687","20,984","21,737","21,738","22,679","22,889","23,462","24,400","24,162","25,210","25,281","25,883","26,887","26,507","27,047","27,689","27,487","27,476","28,412","28,832","29,305","31,097","31,158","32,078","32,641","31,992","34,598","35,538","35,143","36,934","37,037","36,582","37,193","36,901","38,481","38,688","38,435","38,466","39,513","40,488"
Total Liabilities,"24,342","24,451","24,797","25,209","26,743","26,664","27,000","27,485","28,221","28,398","28,787","29,337","30,134","30,215","30,738","31,029","31,575","31,598","32,590","32,670","33,765","35,521","36,218","37,099","37,209","37,831","40,071","39,931","39,382","41,811","41,987","42,346","42,239","42,253","43,346","43,591","44,513","44,127","44,744","45,561"
Total Debt,"12,183","12,474","12,754","12,667","12,982","12,924","13,253","13,413","14,100","14,183","14,445","14,658","15,017","15,227","15,545","15,551","15,946","16,154","16,989","16,639","17,437","19,076","19,980","20,454","20,660","21,418","23,469","22,670","22,392","24,667","24,910","24,927","24,910","24,882","25,511","25,540","26,221","26,220","26,966","27,264"
Debt Growth,8.01%,10.05%,8.96%,7.89%,6.56%,3.61%,3.92%,5.89%,8.61%,9.74%,8.99%,9.28%,6.50%,7.36%,7.62%,6.09%,6.19%,6.09%,9.29%,7.00%,9.35%,18.09%,17.61%,22.93%,18.48%,12.28%,17.46%,10.83%,8.38%,15.17%,6.14%,9.96%,11.25%,0.87%,2.41%,2.46%,5.26%,5.38%,5.70%,6.75%
Common Stock,"6,864","6,934","7,063","7,079","7,102","7,112","7,131","7,142","7,158","7,160","7,166","7,169","7,149","7,142","7,151","7,158","7,167","7,175","7,192","7,408","7,453","7,460","7,477","7,947","7,967","7,972","7,992","8,008","8,748","8,756","8,781","8,789","9,163","9,162","9,327","9,347","9,529","9,545","9,625","9,648"
Retained Earnings,"2,808","2,918","2,961","3,177","3,221","3,210","3,244","3,507","3,553","3,620","3,644","3,924","3,982","4,036","4,079","4,386","4,413","4,510","4,580","4,876","4,893","4,996","5,024","5,336","5,413","5,478","5,538","5,912","5,968","6,082","6,146","6,508","6,572","6,686","6,747","7,128","7,239","7,370","7,371","7,739"
Comprehensive Income,-106.28,-104.82,-103.37,-102,-108.14,-106.69,-105.19,-103.64,-109.75,-108.61,-106.8,-104.96,-110,-108.58,-106.8,-104.81,-125,-124,-122,-119,-124,-127,-135,-142,-141,-148,-145,-143,-141,-138,-135,-126,-123,-116,-103,-91,-93,-97,-82,-78
Shareholders' Equity,"9,566","9,747","9,921","10,155","10,214","10,215","10,269","10,545","10,601","10,672","10,703","10,988","11,021","11,070","11,123","11,439","11,455","11,561","11,650","12,165","12,222","12,329","12,366","13,141","13,239","13,302","13,385","13,777","14,575","14,700","14,792","15,171","15,612","15,732","15,971","16,384","16,675","16,818","16,914","17,309"
Net Cash / Debt,"-11,984.27","-12,271.8","-12,499.05","-12,408.07","-12,817.1","-12,752.49","-13,053.82","-12,960.6","-13,981.27","-14,057.98","-14,321.16","-14,261.76","-14,894","-15,132.43","-15,405.58","-15,308.73","-15,819","-16,010","-16,582","-16,350","-17,203","-18,926","-19,541","-19,529","-20,357","-21,129","-21,772","-21,716","-22,214","-23,584","-24,224","-24,068","-24,621","-24,667","-24,642","-24,967","-25,831","-26,009","-26,458","-26,524"
Net Cash Per Share,-24.02,-24.56,-24.83,-24.50,-25.29,-25.13,-25.69,-25.49,-27.52,-27.61,-28.11,-27.99,-29.33,-29.73,-30.27,-30.08,-31.08,-31.45,-32.51,-32.00,-33.47,-36.68,-37.72,-37.48,-38.70,-40.09,-41.31,-41.13,-41.83,-43.76,-44.94,-44.65,-45.34,-45.26,-45.13,-45.56,-46.97,-47.20,-47.93,-48.05
Working Capital,-436.46,-338.4,63.89,-274.28,-700.2,-717.08,-488.33,259.4,"-1,288.07",-455.95,-802.28,-377.81,-405,"-1,074.82",-934.15,-441.53,"-1,115","-1,340","-1,122",-835,"-1,366","-1,515","-2,121","-1,421","-1,455","-2,856","-1,083",-556,-964,-562,-803,"-1,277",-807,"-1,330",-23,187,-934,"-1,408","-1,030",-671
Book Value Per Share,19.19,19.51,19.71,20.07,20.17,20.15,20.23,20.76,20.82,20.98,21.03,21.59,21.63,21.79,21.85,22.47,22.37,22.71,22.84,23.85,23.78,23.94,23.96,25.32,25.22,25.29,25.40,26.19,27.50,27.32,27.44,28.15,28.96,28.87,29.25,29.90,30.32,30.52,30.70,31.36
