,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,486.04,547.39,706.23,681.58,538.49,595.17,662.67,362.19,243.72,255.14,514.76,349.15,415.53,301.59,322.04,753.96,367.22,242.81,209.28,396.22,243.01,321.33,340.53,397.25,508.91,649.03,427.5,513.08,536.51,601.36,739.14,385.5,289.98,515.37,306,380.87,272.43,285.78,283.8,398.56
Cash & Cash Equivalents,486.04,547.39,706.23,681.58,538.49,595.17,662.67,362.19,243.72,255.14,514.76,349.15,415.53,301.59,322.04,753.96,367.22,242.81,209.28,396.22,243.01,321.33,340.53,397.25,508.91,649.03,427.5,513.08,536.51,601.36,739.14,385.5,289.98,515.37,306,380.87,272.43,285.78,283.8,398.56
Cash Growth,-14.93%,-9.66%,-4.54%,-15.21%,10.79%,8.73%,-6.17%,-46.86%,-54.74%,-57.13%,-22.32%,-3.60%,70.49%,18.20%,-37.44%,115.95%,-11.63%,-19.49%,-35.02%,-47.45%,-33.82%,32.33%,62.72%,0.26%,109.41%,101.99%,25.54%,29.16%,5.42%,-7.35%,72.90%,-24.86%,-45.95%,-14.30%,-58.60%,-1.20%,-6.05%,-44.55%,-7.26%,4.65%
Receivables,"1,238","1,303","1,339","1,187","1,133","1,149","1,194","1,120","1,167","1,180","1,199","1,265","1,299","1,396","1,447","1,184","1,415","1,281","1,284","1,232","1,272","1,289","1,269","1,217","1,222","1,143","1,203","1,137","1,241","1,329","1,351","1,348","1,447","1,514","1,497","1,517","1,461","1,561","1,549","1,432"
Inventory,840.49,890.61,908.05,863.74,861.95,844.36,810.72,802.9,849.83,833.91,828.29,870.49,942.18,962.07,982.2,677.04,972.89,764.05,803.98,748.8,828.3,849.27,816.56,806.14,852.08,885.97,838.54,835.8,900.61,977.83,"1,056","1,191","1,322","1,382","1,408","1,367","1,405","1,396","1,280","1,225"
Other Current Assets,136.81,162.1,163.46,101.91,137.9,148.19,147.6,133.44,84.89,110.56,196.79,104.36,104.79,100.18,117.98,175.63,196.94,159.6,162.02,126.88,186.1,163.9,159.75,127.85,122.86,121.86,135.52,133.09,137.45,151.29,153.3,137.6,173.48,179.56,166.18,159.12,177.04,171.48,344.62,334.18
Total Current Assets,"2,702","2,904","3,116","2,834","2,672","2,737","2,815","2,419","2,346","2,380","2,739","2,589","2,762","2,760","2,869","2,790","2,952","2,448","2,459","2,504","2,529","2,623","2,586","2,548","2,706","2,799","2,605","2,619","2,815","3,060","3,299","3,062","3,232","3,591","3,377","3,423","3,316","3,415","3,457","3,390"
"Property, Plant & Equipment",817.82,821.59,818.73,837.07,821.74,827.91,824.03,854.27,858.98,853.58,839.43,945.67,946.38,978.62,"1,013",787.94,"1,031",805.01,806.74,806.5,797.68,815,820.58,842.32,841.81,858.27,879.62,897.33,881.13,895.55,906.27,957.31,960.13,963.78,958.89,"1,005","1,012","1,016",992.16,"1,032"
Goodwill and Intangibles,"4,642","4,630","4,774","4,861","4,773","4,732","4,672","5,151","5,578","5,534","5,516","6,366","6,291","6,322","6,375","4,969","6,293","4,944","4,915","4,812","4,926","4,925","4,841","4,838","4,957","5,005","5,033","5,156","5,087","5,176","5,190","5,918","5,838","5,776","5,845","6,003","5,982","5,973","5,843","6,366"
Other Long-Term Assets,502.96,439.71,250.58,498.18,380.24,169.95,167.87,182.19,198.14,211.36,204.19,215.53,239.19,232.28,236.98,"2,111",267.73,276.46,280.54,243.94,404.35,412.86,422.17,440.37,439.48,451.73,468.66,479.25,488.07,499.12,507.37,466.26,470.61,476.57,471.07,465,494.68,497.92,480.3,560.86
Total Long-Term Assets,"5,963","5,892","5,843","6,196","5,975","5,730","5,664","6,187","6,635","6,599","6,559","7,527","7,476","7,533","7,625","7,868","7,591","6,025","6,003","5,862","6,128","6,153","6,083","6,121","6,238","6,315","6,381","6,533","6,456","6,570","6,604","7,342","7,269","7,216","7,275","7,473","7,489","7,487","7,315","7,958"
Total Assets,"8,664","8,795","8,959","9,030","8,647","8,467","8,479","8,606","8,981","8,979","9,298","10,116","10,238","10,292","10,493","10,658","10,543","8,473","8,462","8,366","8,658","8,776","8,669","8,669","8,944","9,114","8,986","9,152","9,271","9,630","9,903","10,404","10,501","10,807","10,652","10,897","10,805","10,902","10,772","11,349"
Accounts Payable,607.62,625.51,649.81,615.33,584.1,606.35,622.81,650.88,706.19,723.69,748.8,830.32,880.76,954.12,976.26,882.01,997.7,938.43,948.64,969.53,952.16,960.43,952.71,920.59,947.01,912.59,899.81,853.94,911.07,"1,007","1,048","1,074","1,137","1,201","1,143","1,068","1,039","1,029",970.67,958.54
Deferred Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.9,0,0,0,184.85,195.2,189.32,195.51,227.55,245.27,253.63,246.18,256.93,285.21,261.2,256.13,211.29
Current Debt,77.1,50.75,153.07,777.96,625.5,381.95,461.31,151.12,405.86,344.16,513.98,414.55,748.43,606.97,484.09,581.1,426.25,284.63,298.66,220.32,346.26,357.7,182.7,84.7,500,505,90.5,0,0,0,0,105.7,113.48,393.65,788.86,735.77,514.57,446.18,206.96,468.28
Other Current Liabilities,546.7,555.44,591.09,645.56,572.45,625.41,584.59,565.18,536.76,572.52,628.29,695.45,690.02,654.27,706.91,678.87,656.63,590.87,643.01,637.57,648.51,636.98,689.89,637.9,647.36,696.17,776.06,700.01,669.09,705.54,762.55,843.52,751.62,699.74,710.46,712.43,669.56,687.79,754.02,775.65
Total Current Liabilities,"1,231","1,232","1,394","2,039","1,782","1,614","1,669","1,367","1,649","1,640","1,891","1,940","2,319","2,215","2,167","2,142","2,081","1,814","1,890","1,827","1,947","1,955","1,825","1,748","2,094","2,114","1,766","1,739","1,775","1,901","2,006","2,250","2,247","2,548","2,889","2,773","2,508","2,424","2,188","2,414"
Long-Term Debt,"2,602","2,596","2,570","2,253","2,218","2,225","2,225","2,604","2,611","2,607","2,614","3,207","2,888","2,925","2,985","2,987","3,032","2,975","2,982","2,944","2,941","2,946","2,909","2,986","2,963","3,001","3,047","3,109","3,063","3,083","3,060","3,019","2,982","2,936","2,843","2,943","2,961","2,977","2,945","2,992"
Other Long-Term Liabilities,"1,083","1,070","1,073","1,038","1,068","1,036","1,019",990.66,"1,023","1,018","1,005","1,169","1,078","1,079","1,065","1,146",984.83,843.71,841.61,826.02,932.57,919.17,917.63,903.01,906.19,909.98,925.96,918.67,933.01,926.04,945.1,945.04,942.43,935.14,929.5,894.37,874.23,838.81,807.08,836.38
Total Long-Term Liabilities,"3,685","3,667","3,643","3,291","3,286","3,261","3,244","3,594","3,634","3,625","3,618","4,376","3,966","4,005","4,050","4,133","4,017","3,819","3,824","3,770","3,874","3,866","3,826","3,889","3,869","3,911","3,973","4,028","3,996","4,009","4,005","3,964","3,924","3,871","3,772","3,837","3,836","3,815","3,752","3,828"
Total Liabilities,"4,916","4,898","5,037","5,330","5,068","4,874","4,913","4,962","5,283","5,265","5,509","6,316","6,285","6,220","6,218","6,275","6,097","5,633","5,714","5,597","5,820","5,821","5,652","5,637","5,964","6,025","5,740","5,766","5,772","5,911","6,011","6,214","6,171","6,419","6,661","6,610","6,344","6,239","5,940","6,242"
Total Debt,"2,679","2,647","2,723","3,031","2,843","2,607","2,686","2,755","3,017","2,951","3,128","3,621","3,636","3,532","3,469","3,568","3,458","3,260","3,281","3,164","3,287","3,304","3,091","3,070","3,463","3,506","3,138","3,109","3,063","3,083","3,060","3,124","3,095","3,330","3,632","3,678","3,476","3,423","3,152","3,460"
Debt Growth,-7.35%,-7.30%,-4.86%,7.16%,6.12%,-1.51%,-1.36%,-9.11%,6.09%,13.20%,16.44%,31.45%,20.55%,19.69%,10.92%,-1.47%,-4.90%,-7.72%,-5.44%,-11.32%,-4.95%,1.37%,-5.77%,-2.96%,5.35%,6.10%,1.50%,1.25%,-11.54%,-12.05%,-2.47%,0.50%,1.05%,8.00%,18.67%,17.73%,12.29%,2.79%,-13.21%,-5.93%
Common Stock,"3,748","3,897","3,922","-3,215.13","3,579","3,592","3,566","-3,787.49","3,698","3,714","3,789","-3,768.72","3,953","4,072","4,276","-3,877.56","4,446","2,841","2,748","-4,803.72","2,837","2,955","3,018","-4,962.57","2,981","3,090","3,246","-5,069.26","3,499","3,719","3,892","-5,101.67","4,330","4,389","3,991","-5,670.48","4,461","4,662","4,833","-5,651.15"
Retained Earnings,-,-,-,"7,075",-,-,-,"7,687",-,-,-,"7,928",-,-,-,"8,456",-,-,-,"7,815",-,-,-,"8,211",-,-,-,"8,608",-,-,-,"9,445",-,-,-,"10,223",-,-,-,"10,996"
Comprehensive Income,0,0,0,-158.93,0,0,0,-254.57,0,0,0,-359.33,0,0,0,-194.76,0,0,0,-243.1,0,0,0,-216.03,0,0,0,-153.25,0,0,0,-154.05,0,0,0,-266.22,0,0,0,-237.87
