Date,Open,High,Low,Close,Adj Close,Volume,Close_Pct_Change,Price Change,RSI,MACD,Signal_Line,MACD_Histogram
2013-06-27,17.639999389648438,18.75,17.3799991607666,18.3700008392334,16.49824333190918,8285800,,,,0.0,0.0,0.0
2013-06-28,18.399999618530273,19.170000076293945,18.3799991607666,18.6200008392334,16.72277069091797,717400,1.3609167624199836,0.25,,0.019943019943021056,0.003988603988604212,0.015954415954416844
2013-07-01,18.649999618530273,18.899999618530273,18.34000015258789,18.34000015258789,16.47130012512207,394200,-1.5037613709100839,-0.2800006866455078,,0.013004385123888795,0.0057917602156611295,0.007212624908227666
2013-07-02,18.34000015258789,19.639999389648438,18.260000228881836,19.219999313354492,17.261632919311523,223800,4.7982417185394866,0.8799991607666016,,0.07761929790368427,0.02015726775326576,0.05746203015041851
2013-07-03,18.989999771118164,19.209999084472656,18.670000076293945,19.079999923706055,17.135896682739258,103700,-0.7284144968208506,-0.1399993896484375,,0.11619092443551438,0.03936399908971548,0.0768269253457989
2013-07-05,18.799999237060547,19.360000610351562,18.549999237060547,19.219999313354492,17.261632919311523,111800,0.7337593059773662,0.1399993896484375,,0.1562547891325714,0.06274215709828668,0.09351263203428473
2013-07-08,19.049999237060547,19.479999542236328,18.860000610351562,19.229999542236328,17.270618438720703,110500,0.05205486324024733,0.010000228881835938,,0.1866609146136291,0.08752590860135517,0.09913500601227393
2013-07-09,19.1299991607666,19.920000076293945,19.059999465942383,19.5,17.513107299804688,206400,1.4040543014969487,0.2700004577636719,,0.2298946857424582,0.11599966402957579,0.1138950217128824
2013-07-10,19.469999313354492,19.950000762939453,19.049999237060547,19.100000381469727,17.153860092163086,334900,-2.0513047827075637,-0.39999961853027344,,0.22923861451343086,0.13864745412634683,0.09059116038708404
2013-07-11,19.049999237060547,19.649999618530273,19.049999237060547,19.579999923706055,17.5849552154541,108800,2.5131085421873367,0.4799995422363281,,0.26440275450368844,0.16379851420181515,0.10060424030187329
2013-07-12,19.229999542236328,19.540000915527344,19.209999084472656,19.510000228881836,17.522079467773438,114600,-0.35755420989305176,-0.06999969482421875,,0.2833558485898102,0.18770998107941417,0.09564586751039605
2013-07-15,19.360000610351562,19.75,19.219999313354492,19.559999465942383,17.56698989868164,177300,0.2563076545269771,0.049999237060546875,,0.2989645554759015,0.20996089595871165,0.08900365951718986
2013-07-16,19.040000915527344,20.649999618530273,19.040000915527344,20.100000381469727,18.051971435546875,239300,2.7607549139743615,0.5400009155273438,,0.3508635919617653,0.2381414351593224,0.11272215680244291
2013-07-17,20.010000228881836,20.469999313354492,19.719999313354492,20.3700008392334,18.294466018676758,139200,1.3433135765569482,0.2700004577636719,76.45503499834494,0.409065282796945,0.27232620468684693,0.13673907811009806
2013-07-18,20.5,21.0,20.059999465942383,20.829999923706055,18.707590103149414,162000,2.258191543010324,0.45999908447265625,79.00943778171643,0.48669826916082215,0.315200617581642,0.17149765157918018
2013-07-19,21.0,21.389999389648438,20.770000457763672,20.84000015258789,18.71657371520996,631400,0.04802121497751166,0.010000228881835938,77.75000464916451,0.542773154010149,0.3607151248673434,0.1820580291428056
2013-07-22,20.600000381469727,20.700000762939453,20.219999313354492,20.34000015258789,18.26751708984375,492900,-2.3992458886921475,-0.5,73.69669703059081,0.540634979416204,0.39669909577711554,0.14393588363908844
2013-07-23,20.290000915527344,20.690000534057617,20.0,20.219999313354492,18.15974235534668,41500,-0.5899802034781687,-0.12000083923339844,64.45087087577093,0.5232259724944512,0.4220044711205827,0.10122150137386854
2013-07-24,20.229999542236328,20.690000534057617,20.049999237060547,20.56999969482422,18.474075317382812,43600,1.730932938834262,0.35000038146972656,70.29972398015317,0.5315440063625196,0.4439123781689701,0.08763162819354953
2013-07-25,20.34000015258789,21.979999542236328,20.0,21.979999542236328,19.740413665771484,232400,6.854677847919866,1.4099998474121094,77.9352219686384,0.6444821232166724,0.4840263271785106,0.16045579603816185
2013-07-26,22.1200008392334,22.139999389648438,21.049999237060547,21.59000015258789,19.390153884887695,141300,-1.774328475654563,-0.3899993896484375,72.1804581365633,0.6945108147604628,0.526123224694901,0.1683875900655618
2013-07-29,21.5,22.0,21.059999465942383,21.700000762939453,19.488943099975586,85200,0.5094813361171235,0.1100006103515625,71.31783748058459,0.734567407368278,0.5678120612295764,0.16675534613870158
2013-07-30,21.709999084472656,21.799999237060547,20.799999237060547,21.600000381469727,19.399133682250977,94600,-0.46082241229757903,-0.10000038146972656,75.72016137894224,0.7496024006917068,0.6041701291220025,0.14543227156970429
2013-07-31,21.790000915527344,21.790000915527344,21.190000534057617,21.5,19.3093204498291,52500,-0.46297548072493644,-0.10000038146972656,71.42856534646678,0.7448622379567311,0.6323085508889482,0.1125536870677829
2013-08-01,21.450000762939453,21.799999237060547,21.15999984741211,21.65999984741211,19.453012466430664,181600,0.7441588479248251,0.15999984741210938,73.52296350955365,0.7454234972832126,0.6549315401678011,0.09049195711541147
2013-08-02,21.670000076293945,22.5,21.170000076293945,22.43000030517578,20.144561767578125,224500,3.5549727958116506,0.7700004577636719,77.12664752107908,0.7987929136451299,0.6837038148632669,0.11508909878186302
2013-08-05,22.43000030517578,23.0,22.260000228881836,22.790000915527344,20.467878341674805,104800,1.604981919323989,0.3600006103515625,76.3209315919112,0.8602215032029328,0.7190073525312002,0.1412141506717326
2013-08-06,22.829999923706055,23.100000381469727,22.59000015258789,22.809999465942383,20.485841751098633,419400,0.08776390558884462,0.019998550415039062,75.10286337734101,0.9001415474399863,0.7552341915129575,0.14490735592702886
2013-08-07,22.799999237060547,22.989999771118164,22.639999389648438,22.950000762939453,20.61157989501953,82800,0.613780704979594,0.1400012969970703,73.3480123465037,0.9323281066745963,0.7906529745452853,0.14167513212931104
2013-08-08,23.0,23.100000381469727,22.799999237060547,23.06999969482422,20.71933937072754,74100,0.522810363188353,0.11999893188476562,73.97848183302297,0.9564932390267096,0.8238210274415702,0.13267221158513942
2013-08-09,22.850000381469727,23.1200008392334,22.850000381469727,23.049999237060547,20.701383590698242,67400,-0.08666193312449888,-0.020000457763671875,82.49397836143737,0.9629303490647203,0.8516428917662002,0.11128745729852008
2013-08-12,22.850000381469727,23.200000762939453,22.850000381469727,23.15999984741211,20.80018424987793,116200,0.4772659699136428,0.1100006103515625,85.33652997493397,0.9657750811275072,0.8744693296384617,0.09130575148904552
2013-08-13,23.139999389648438,23.549999237060547,22.850000381469727,23.399999618530273,21.01572608947754,102400,1.0362496649560793,0.23999977111816406,84.9382607905275,0.9761431568655823,0.8948040950838858,0.08133906178169648
2013-08-14,23.299999237060547,23.399999618530273,23.149999618530273,23.360000610351562,20.979801177978516,72100,-0.17094299452737882,-0.03999900817871094,75.74628565246974,0.9699513505165953,0.9098335461704278,0.060117804346167536
2013-08-15,23.399999618530273,23.399999618530273,22.799999237060547,23.0,20.656482696533203,280100,-1.5410941157282476,-0.3600006103515625,76.6037553873571,0.9253286461351671,0.9129325661633757,0.012396079971791374
