Date,Open,High,Low,Close,Adj Close,Volume,Close_Pct_Change,Price Change,RSI,MACD,Signal_Line,MACD_Histogram
1995-06-16,7.5,8.0,7.4375,7.5,6.838563442230225,6212400,,,,0.0,0.0,0.0
1995-06-19,7.5625,7.625,7.0625,7.1875,6.553625106811523,1528200,-4.1666402282549475,-0.3125,,-0.024928774928775432,-0.004985754985755087,-0.019943019943020345
1995-06-20,7.25,7.3125,7.1875,7.1875,6.553625106811523,863000,0.0,0.0,,-0.044175777794011495,-0.012823759547406367,-0.03135201824660513
1995-06-21,7.25,7.25,7.0,7.0625,6.4396491050720215,629000,-1.7391291061345737,-0.125,,-0.06872342074775428,-0.024003691787475953,-0.04471972896027833
1995-06-22,7.0625,7.5625,7.0,7.3125,6.667598247528076,546200,3.539775828414582,0.25,,-0.06722971171438896,-0.03264889577285856,-0.0345808159415304
1995-06-23,7.375,7.4375,7.25,7.3125,6.667598247528076,365000,0.0,0.0,,-0.06529327629833936,-0.03917777187795472,-0.02611550442038464
1995-06-26,7.3125,7.375,7.0,7.0625,6.4396491050720215,515400,-3.4187594092155105,-0.25,,-0.08297506306584079,-0.04793723011553194,-0.03503783295030885
1995-06-27,7.125,7.125,7.0,7.0,6.38266134262085,270800,-0.884951361810804,-0.0625,,-0.10086848502823198,-0.058523481098071956,-0.042345003930160025
1995-06-28,7.0625,7.0625,7.0,7.0,6.38266134262085,500400,0.0,0.0,,-0.11373804941439936,-0.06956639476133744,-0.044171654653061915
1995-06-29,7.0,7.125,7.0,7.0,6.38266134262085,309200,0.0,0.0,,-0.1225248813475579,-0.08015809207858153,-0.04236678926897637
1995-06-30,7.0625,7.1875,7.0625,7.125,6.496639728546143,95000,1.785750172333156,0.125,,-0.1180413464650174,-0.08773474295586871,-0.030306603509148697
1995-07-03,7.0625,7.125,7.0625,7.0625,6.4396491050720215,9200,-0.8772323209443988,-0.0625,,-0.11816915991641697,-0.09382162634797836,-0.024347533568438606
1995-07-05,7.125,7.125,7.0625,7.0625,6.4396491050720215,75600,0.0,0.0,,-0.11692264156732612,-0.09844182939184792,-0.0184808121754782
1995-07-06,7.0625,7.125,7.0625,7.0625,6.4396491050720215,81400,0.0,0.0,31.578947368421055,-0.11461357287140217,-0.10167617808775878,-0.012937394783643391
1995-07-07,7.0625,7.625,7.0625,7.5625,6.895554542541504,475000,7.079662727436498,0.5,51.85185185185185,-0.07161229599714414,-0.09566340166963586,0.02405110567249172
1995-07-10,7.5,7.75,7.5,7.75,7.066516876220703,241400,2.47931232541867,0.1875,68.0,-0.022148477409082545,-0.08096041681752521,0.05881193940844266
1995-07-11,7.625,8.5625,7.625,8.5,7.750375270843506,538600,9.6774465638656,0.75,78.37837837837839,0.07668669074292023,-0.04943099530543612,0.12611768604835635
1995-07-12,8.5,9.0625,8.375,9.0,8.206282615661621,496200,5.882390579630559,0.5,86.04651162790698,0.1931337690301822,-0.0009180424383124497,0.19405181146849465
1995-07-13,9.0,9.0,8.8125,8.9375,8.149293899536133,384000,-0.6944522726615054,-0.0625,82.5,0.27718052530618387,0.05470167111058682,0.22247885419559704
1995-07-14,8.9375,8.9375,8.75,8.9375,8.149293899536133,102200,0.0,0.0,82.5,0.3398703711029798,0.11173541110906543,0.22813495999391437
1995-07-17,9.0625,9.5,9.0625,9.4375,8.605193138122559,480200,5.594340371162421,0.5,93.18181818181819,0.42499922041838545,0.17438817297092946,0.250611047447456
1995-07-18,9.4375,9.4375,9.0,9.0625,8.263264656066895,359200,-3.9735131631254084,-0.375,83.6734693877551,0.45693778645845207,0.230898095668434,0.22603969079001807
1995-07-19,9.0,9.0,8.8125,8.875,8.09229850769043,101600,-2.0689903505745955,-0.1875,78.84615384615384,0.4617963463307717,0.27707774580090155,0.18471860052987016
1995-07-20,8.75,8.75,8.4375,8.6875,7.92133903503418,119600,-2.1126194553226174,-0.1875,74.54545454545455,0.4453830089506159,0.31073879843084445,0.13464421051977143
1995-07-21,8.75,8.75,8.6875,8.6875,7.92133903503418,13000,0.0,0.0,73.58490566037736,0.42744796674165286,0.33408063209300615,0.09336733464864672
1995-07-24,8.6875,8.8125,8.5625,8.5625,7.807358264923096,112000,-1.4389078614988504,-0.125,72.22222222222223,0.3985535836236149,0.3469752223991279,0.051578361224487
1995-07-25,8.5625,8.8125,8.5625,8.75,7.978323459625244,201000,2.1897956888985215,0.1875,73.6842105263158,0.38633087794852905,0.35484635350900817,0.03148452443952088
1995-07-26,8.875,9.1875,8.875,9.125,8.320252418518066,287800,4.285724446033967,0.375,76.19047619047619,0.4022665828703449,0.36433039938127554,0.03793618348906935
1995-07-27,9.1875,9.375,9.1875,9.3125,8.491219520568848,101600,2.0548307124705234,0.1875,74.13793103448276,0.42512485216384555,0.3764892899377896,0.04863556222605597
1995-07-28,9.375,9.4375,9.3125,9.3125,8.491219520568848,100400,0.0,0.0,72.72727272727273,0.4381890249474836,0.3888292369397284,0.0493597880077552
1995-07-31,9.375,9.375,9.0625,9.25,8.43423080444336,60800,-0.671148778893782,-0.0625,63.63636363636363,0.4384451258469433,0.39875241472117134,0.03969271112577194
1995-08-01,9.1875,9.1875,9.0,9.0625,8.263264656066895,57600,-2.027050863801305,-0.1875,51.28205128205128,0.41869198409185415,0.40274032859530795,0.015951655496546202
1995-08-02,9.0,9.0,8.875,8.875,8.09229850769043,41000,-2.0689903505745955,-0.1875,48.78048780487806,0.3834871922997838,0.3988897013362031,-0.01540250903641932
1995-08-03,8.8125,8.8125,8.75,8.75,7.978323459625244,12600,-1.4084385042997472,-0.125,46.51162790697675,0.34156335608320454,0.3874244322856034,-0.045861076202398876
1995-08-04,8.625,8.6875,8.5625,8.625,7.864352703094482,9000,-1.4285050876605476,-0.125,32.432432432432435,0.2948530757872181,0.3689101609859264,-0.0740570851987083
1995-08-07,8.5625,8.75,8.5625,8.6875,7.92133903503418,12200,0.724615668842965,0.0625,40.625,0.25988230830988,0.3471045904507171,-0.0872222821408371
1995-08-08,8.625,8.6875,8.5625,8.5625,7.807358264923096,3200,-1.4389078614988504,-0.125,41.935483870967744,0.21955042714319184,0.3215937577892121,-0.10204333064602028
1995-08-09,8.4375,8.4375,8.1875,8.1875,7.465433597564697,24000,-4.379518087374034,-0.375,38.23529411764706,0.1555348458628174,0.28838197540393323,-0.13284712954111583
1995-08-10,8.25,8.25,8.125,8.125,7.408442974090576,6800,-0.763393347878838,-0.0625,37.14285714285714,0.09862195630283388,0.2504299715837134,-0.1518080152808795
1995-08-11,8.125,8.125,8.125,8.125,7.408442974090576,10000,0.0,0.0,39.39393939393939,0.05290818862702906,0.21092561499237655,-0.1580174263653475
1995-08-14,8.0625,8.125,7.9375,8.0,7.294470310211182,28200,-1.5384158895194178,-0.125,31.25,0.006518106389552969,0.17004411327181185,-0.16352600688225888
1995-08-15,8.0,8.0625,8.0,8.0,7.294470310211182,9400,0.0,0.0,15.384615384615387,-0.029901680051654722,0.13005495460711855,-0.15995663465877327
1995-08-16,8.0625,8.25,8.0625,8.1875,7.465433597564697,11800,2.343738202816348,0.1875,15.384615384615387,-0.04313767592380735,0.09541642850093338,-0.13855410442474073
1995-08-17,8.1875,8.3125,8.1875,8.25,7.5224199295043945,6200,0.763335862478054,0.0625,18.51851851851852,-0.048030405727644165,0.06672706165521788,-0.11475746738286205
1995-08-18,8.375,8.375,8.25,8.25,7.5224199295043945,9800,0.0,0.0,19.23076923076924,-0.05131638599301347,0.04311837212557161,-0.09443475811858508
