,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Other Long-Term Assets,"1,981","1,977","1,765","1,831","1,720","1,714","1,504","1,553","1,554","1,619","1,578","1,629","1,781","1,824","1,734","1,509","1,475","1,354","1,346","1,421","1,393","1,423","1,380","1,238","1,120","1,100","1,064","1,056","1,014","1,065","1,553","1,185","1,249","1,281","1,306",794,754,756,746,"2,851"
Total Long-Term Assets,"21,962","22,051","21,264","20,725","20,307","20,451","19,227","24,147","24,251","24,521","24,498","26,376","26,580","26,640","26,602","25,626","26,770","26,524","26,485","26,580","27,116","26,959","26,797","26,832","26,000","25,920","20,552","20,482","19,310","19,222","19,575","18,147","17,974","18,236","18,243","17,170","17,156","17,207","17,171","16,653"
Total Assets,"30,695","30,802","29,403","28,684","27,967","28,178","31,981","30,624","31,043","31,392","32,601","33,345","33,301","33,877","33,813","33,903","34,030","33,796","33,803","33,576","34,178","34,347","33,848","33,471","33,215","32,519","31,840","31,718","31,477","31,448","29,471","25,243","25,158","25,282","24,865","23,940","23,771","23,683","23,951","23,261"
Accounts Payable,"2,954","2,918","2,619","2,664","2,678","2,744","2,096","2,078","2,065","2,016","2,031","2,309","2,380","2,362","2,408","2,458","2,534","2,478","2,510","2,413","2,518","2,498","2,349","2,423","2,379","2,206","2,226","2,320","2,354","2,565","2,704","2,606","2,657","2,678","2,668","2,708","2,541","2,394","2,363",0
Deferred Revenue,411,454,0,0,369,0,"1,535",434,"1,384",415,0,430,0,0,0,"1,528",0,424,484,535,354,"1,625","1,730","-2,385","1,715","1,503","1,475","1,534","1,451","1,577",489,440,0,"2,614","1,806",0,0,"-2,394","-2,363",0
Current Debt,561,952,724,742,664,909,"4,973",426,551,626,78,239,454,824,958,311,587,684,555,639,809,676,402,"4,388","4,884","4,253","4,399","4,249","4,251","4,336",233,196,197,293,616,763,367,248,120,138
Other Current Liabilities,"1,102","1,069","1,527","1,503","1,065","1,451",943,986,98,"1,025","1,432","1,094","1,433","1,816","1,503",805,"1,344","1,032","1,054","1,107","1,272",250,248,"4,220",364,368,376,181,334,157,"1,272",902,"1,288","-1,233",-285,"1,529","1,358","3,819","3,762","3,821"
Total Current Liabilities,"5,028","5,393","4,870","4,909","4,776","5,104","9,547","3,924","4,098","4,082","3,541","4,072","4,267","5,002","4,869","5,102","4,465","4,618","4,603","4,694","4,953","5,049","4,729","8,646","9,342","8,330","8,476","8,284","8,390","8,635","4,698","4,144","4,142","4,352","4,805","5,000","4,266","4,067","3,882","3,959"
Long-Term Debt,"10,912","11,044","11,037","10,681","10,513","11,071","10,943","15,177","15,103","15,101","17,105","17,359","17,109","16,679","17,662","17,137","17,052","17,100","16,996","16,313","16,546","16,633","16,552","11,986","11,941","11,815","10,906","10,471","10,324","9,432","10,602","5,619","5,709","5,520","5,017","5,099","5,757","5,876","5,866","5,767"
Other Long-Term Liabilities,"7,009","6,674","6,519","7,831","7,675","6,975","7,021","7,577","7,582","8,163","7,726","7,555","7,331","7,631","6,349","5,123","5,248","5,214","5,146","5,186","5,210","5,166","5,111","5,121","5,071","5,314","5,362","5,095","4,992","5,027","4,548","6,398","6,420","6,367","5,555","5,344","5,359","5,336","5,321","5,180"
Total Long-Term Liabilities,"17,921","17,718","17,556","18,512","18,188","18,046","17,964","22,754","22,685","23,264","24,831","24,914","24,440","24,310","24,011","22,260","22,300","22,314","22,142","21,499","21,756","21,799","21,663","17,107","17,012","17,129","16,268","15,566","15,316","14,459","15,150","12,017","12,129","11,887","10,572","10,443","11,116","11,212","11,187","10,947"
Total Liabilities,"22,949","23,111","22,426","23,421","22,964","23,150","27,511","26,678","26,783","27,346","28,372","28,986","28,707","29,312","28,880","27,362","26,765","26,932","26,745","26,193","26,709","26,848","26,392","25,753","26,354","25,459","24,744","23,850","23,706","23,094","19,848","16,161","16,271","16,239","15,377","15,443","15,382","15,279","15,069","14,906"
Total Debt,"11,473","11,996","11,761","11,423","11,177","11,980","15,916","15,603","15,654","15,727","17,183","17,598","17,563","17,503","18,620","17,448","17,639","17,784","17,551","16,952","17,355","17,309","16,954","16,374","16,825","16,068","15,305","14,720","14,575","13,768","10,835","5,815","5,906","5,813","5,633","5,862","6,124","6,124","5,986","5,905"
Debt Growth,-6.42%,-1.39%,0.31%,-0.94%,-2.58%,-0.13%,35.33%,36.59%,40.06%,31.28%,7.96%,12.79%,12.19%,11.29%,8.36%,-0.85%,0.43%,1.61%,-5.74%,-2.84%,-1.61%,-2.67%,-3.40%,-3.41%,-3.05%,-7.17%,-9.73%,-10.10%,-13.37%,-14.31%,-29.21%,-60.50%,-59.48%,-57.78%,-48.01%,0.81%,3.69%,5.35%,6.27%,0.73%
Common Stock,"3,380","3,287","2,370",706,310,288,0,0,0,0,0,0,0,0,0,342,462,0,0,0,0,0,0,0,0,0,0,0,0,0,519,53,449,449,449,449,449,449,449,449
Retained Earnings,"4,193","4,235","4,446","4,409","4,548","4,604","4,656","4,649","4,800","4,657","4,793","4,818","4,832","4,717","4,918","6,180","6,783","6,988","7,353","7,465","8,211","8,302","8,447","8,408","8,062","8,123","8,122","8,070","8,214","8,442","9,103","9,029","9,218","9,557","10,340","9,855","9,866","9,938","9,938","9,491"
Comprehensive Income,"-2,778","-2,628","-3,065","-4,646","-5,042","-4,886","-5,358","-5,708","-5,389","-5,481","-5,458","-5,362","-5,152","-5,108","-4,949","-4,633","-4,530","-4,881","-4,887","-4,500","-4,975","-4,870","-5,014","-4,739","-5,255","-5,149","-5,132","-4,342","-4,453","-4,094","-3,314","-1,666","-1,694","-1,489","-1,586","-1,925","-1,911","-1,920","-1,460","-1,565"
Shareholders' Equity,"7,573","7,522","6,816","5,115","4,858","4,892","4,349","3,921","4,234","4,024","4,209","4,341","4,575","4,545","4,914","6,522","7,245","6,844","7,040","7,362","7,446","7,482","7,441","7,713","6,857","7,057","7,093","7,854","7,758","8,352","9,622","9,082","8,887","9,043","9,488","8,497","8,389","8,404","8,882","8,355"
Total Liabilities and Equity,"30,695","30,802","29,403","28,684","27,967","28,178","31,981","30,624","31,043","31,392","32,601","33,345","33,301","33,877","33,813","33,903","34,030","33,796","33,803","33,576","34,178","34,347","33,848","33,471","33,215","32,519","31,840","31,718","31,477","31,448","29,471","25,243","25,158","25,282","24,865","23,940","23,771","23,683","23,951","23,261"
Net Cash / Debt,"-10,132","-10,703","-10,043","-9,542","-9,601","-10,390","-9,967","-14,553","-14,499","-14,473","-14,621","-16,565","-16,565","-16,462","-17,622","-16,430","-16,498","-16,711","-16,525","-16,363","-16,714","-16,522","-16,257","-15,863","-15,586","-15,221","-9,777","-9,275","-8,938","-8,212","-8,713","-4,275","-4,584","-4,836","-4,611","-4,254","-5,488","-7,681","-7,145","-4,792"
Net Cash Per Share,-22.40,-24.60,-23.43,-22.46,-22.66,-24.63,-23.87,-34.96,-35.02,-34.90,-35.21,-39.86,-39.82,-39.10,-42.22,-39.33,-39.45,-40.01,-40.17,-40.24,-41.45,-41.49,-41.12,-40.10,-39.70,-38.72,-24.78,-23.43,-22.64,-20.70,-22.19,-11.04,-12.09,-13.05,-12.79,-12.03,-15.53,-22.17,-20.35,-13.85
Working Capital,"3,705","3,358","3,269","3,050","2,884","2,623","3,207","2,553","2,694","2,789","4,562","2,897","2,454","2,235","2,342","3,175","2,795","2,654","2,715","2,302","2,109","2,339","2,322","-2,007","-2,127","-1,731","2,812","2,952","3,777","3,591","5,198","2,952","3,042","2,694","1,817","1,770","2,349","2,409","2,898","2,649"
Book Value Per Share,16.74,17.29,16.13,12.21,11.49,11.64,10.48,9.47,10.27,10.06,10.25,10.55,11.16,10.79,11.94,15.81,17.49,16.56,17.29,18.41,18.59,18.89,18.95,19.63,17.47,17.95,18.04,20.02,19.75,21.33,24.75,23.77,23.69,24.60,26.52,24.05,24.02,24.32,25.30,24.15
