,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"1,341","1,293","1,718","1,881","1,576","1,590","1,104","1,050","1,155","1,254","2,562","1,033",998,"1,041",998,"1,018","1,141","1,073","1,026",589,641,787,697,511,"1,239",847,678,595,787,706,"2,122","1,295","1,031",826,511,804,636,746,"1,149","1,113"
Short-Term Investments,0,0,0,0,0,0,"4,845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,850","4,850","4,850","4,850",0,245,291,151,511,804,0,"-2,303","-2,308",0
Cash & Cash Equivalents,"1,341","1,293","1,718","1,881","1,576","1,590","5,949","1,050","1,155","1,254","2,562","1,033",998,"1,041",998,"1,018","1,141","1,073","1,026",589,641,787,697,511,"1,239",847,"5,528","5,445","5,637","5,556","2,122","1,540","1,322",977,511,804,636,746,"1,149","1,113"
Cash Growth,43.58%,7.30%,-11.72%,4.38%,17.52%,22.97%,246.27%,-44.18%,-26.71%,-21.13%,-56.93%,-1.62%,-13.59%,-16.99%,-61.05%,-1.45%,14.33%,3.07%,2.81%,-42.14%,-43.82%,-26.65%,-32.07%,-13.24%,93.29%,7.62%,693.11%,965.56%,354.96%,555.96%,-61.61%,-71.72%,-76.55%,-82.42%,-75.92%,-47.79%,-51.89%,-23.64%,124.85%,38.43%
Receivables,"3,933","3,969","3,293","3,083","3,074","3,140","2,832","2,675","2,641","2,837","2,807","3,001","3,078","3,283","3,343","3,287","3,804","3,907","3,963","3,916","3,903","3,876","3,693","3,673","3,649","3,461","3,422","3,419","3,779","4,024","3,976","3,610","3,854","3,968","3,967","3,765","3,729","3,630","3,552","3,059"
Inventory,"2,809","2,798","2,493","2,424","2,437","2,424","2,340","2,228","2,217","2,165","2,222","2,438","2,394","2,361","2,465","2,313","2,057","2,050","2,130","2,241","2,301","2,224","2,194","2,208","2,002","2,010","2,007","2,050","1,828","1,828","2,053","1,814","1,746","1,897","1,976","1,942","1,939","1,911","1,929","1,889"
Other Current Assets,650,691,635,571,573,573,"1,633",524,779,615,512,497,251,552,405,"1,659",258,242,199,250,217,501,467,247,325,281,331,322,923,818,"1,745",132,262,204,-343,-545,311,"2,492","2,458",547
Total Current Assets,"8,733","8,751","8,139","7,959","7,660","7,727","12,754","6,477","6,792","6,871","8,103","6,969","6,721","7,237","7,211","8,277","7,260","7,272","7,318","6,996","7,062","7,388","7,051","6,639","7,215","6,599","11,288","11,236","12,167","12,226","9,896","7,096","7,184","7,046","6,622","6,770","6,615","6,476","6,780","6,608"
"Property, Plant & Equipment","13,194","13,204","12,897","12,728","12,488","12,561","11,832","11,980","12,037","12,233","12,205","13,990","14,049","14,040","14,065","13,265","13,335","13,193","13,088","13,067","13,486","13,370","13,270","13,438","13,113","13,011","12,832","12,676","12,082","11,952","11,765","10,806","10,709","10,617","10,606","10,855","10,875","10,922","10,892","10,598"
Long-Term Investments,"2,791","2,863","2,671","2,393","2,422","2,490","2,419","7,279","7,306","7,302","7,353","7,393","7,348","7,367","7,383","7,441","8,546","8,599","8,680","8,718","8,844","8,725","8,735","8,809","8,463","8,505","3,352","3,435","2,972","2,888","2,983","3,026","2,888","3,214","3,215","2,480","2,485","2,486","2,492",163
Goodwill,"3,996","4,007","3,931","3,773","3,677","3,686","3,472","3,335","3,354","3,367","3,362","3,364","3,402","3,409","3,420","3,411","3,414","3,378","3,371","3,374","3,393","3,441","3,412","3,347","3,304","3,304","3,304","3,315","3,242","3,317","3,274","3,130","3,128","3,124","3,116","3,041","3,042","3,043","3,041","3,041"
Intangible Assets,640,625,582,539,511,498,409,395,367,362,349,547,535,515,493,482,468,444,406,393,382,374,361,368,350,337,326,317,299,290,290,268,256,241,229,220,211,202,192,0
