,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,37.21,76.13,31.48,40.08,49.42,92.11,37.37,42.28,368.05,497.84,517.59,219.09,42.14,37.72,46.57,100.76,94.71,88.88,88.75,116.31,93.51,309.47,84.6,117,140.77,245.53,235.21,99.73,97.84,392.5,226.75,360.24,111.7,118.65,121.47,137.17,219.09,124.64,126.73,140
Cash & Cash Equivalents,37.21,76.13,31.48,40.08,49.42,92.11,37.37,42.28,368.05,497.84,517.59,219.09,42.14,37.72,46.57,100.76,94.71,88.88,88.75,116.31,93.51,309.47,84.6,117,140.77,245.53,235.21,99.73,97.84,392.5,226.75,360.24,111.7,118.65,121.47,137.17,219.09,124.64,126.73,140
Cash Growth,-33.66%,-50.10%,-96.76%,-25.13%,32.81%,20.99%,18.71%,5.48%,644.77%,440.49%,1285.18%,418.23%,-88.55%,-92.42%,-91.00%,-54.01%,124.76%,135.63%,90.59%,15.43%,-1.27%,248.20%,-4.68%,0.59%,50.55%,-20.66%,178.04%,-14.76%,-30.50%,59.86%,-3.60%,261.22%,14.17%,-69.77%,-46.43%,-61.92%,96.14%,5.05%,4.33%,2.06%
"Property, Plant & Equipment","22,072","22,171","22,261","22,243","22,195","22,296","22,245","22,458","20,144","20,128","20,105","20,026","19,950","19,818","20,099","19,987","19,786","19,827","19,931","19,815","20,371","20,401","20,667","20,770","20,497","20,132","20,076","19,843","19,727","19,722","20,083","20,393","20,330","20,029","19,634","19,524","19,356","19,424","19,455","19,360"
Total Assets,"22,890","22,991","23,008","22,951","23,029","23,082","23,009","23,110","21,301","21,230","21,298","20,704","20,608","20,637","20,698","20,571","20,384","20,407","20,542","20,394","20,769","20,991","21,054","21,173","20,919","20,715","20,624","20,287","20,169","20,464","20,663","21,169","20,830","20,574","20,265","20,218","20,103","20,146","20,109","20,035"
Accounts Payable,349.6,356.13,391.34,342.16,411.06,402.14,462.11,396.5,407.13,378.03,"1,531",339.78,357.28,329.64,360.55,307.59,374.28,353.24,389.35,309.07,371.3,327.27,369.82,312.68,397.88,341.98,390.85,339.63,400.77,347.25,399.83,340.52,400.26,362.07,418.54,340.65,403.65,377.16,424.6,363.66
Total Liabilities,"11,765","11,923","11,861","11,742","11,814","11,749","11,782","11,847","9,471","9,345","10,517","9,801","9,733","9,730","9,824","9,730","9,504","9,600","9,694","9,615","10,070","10,175","10,152","10,165","9,795","9,541","9,576","9,184","9,207","9,382","9,329","9,483","9,300","9,071","8,633","8,517","8,433","8,564","8,565","8,456"
Total Debt,"10,943","11,082","10,958","10,845","10,860","10,828","10,803","10,921","8,584","8,511","8,499","8,987","8,930","8,964","8,992","8,957","8,659","8,773","8,824","8,818","9,235","9,412","9,325","9,368","8,963","8,752","8,726","8,373","8,354","8,565","8,458","8,654","8,471","8,279","7,808","7,734","7,627","7,757","7,792","7,702"
Debt Growth,-9.97%,-5.47%,-6.40%,0.73%,-0.77%,-2.29%,-1.41%,0.71%,-20.96%,-21.40%,-21.33%,-17.71%,4.03%,5.32%,5.81%,-0.33%,-3.03%,-2.13%,-1.87%,-1.56%,6.65%,7.29%,5.68%,6.24%,-2.94%,-7.01%,-6.42%,-10.62%,-6.79%,-2.14%,-3.08%,3.35%,1.40%,-3.35%,-7.69%,-10.62%,-9.97%,-6.30%,-0.20%,-0.42%
Common Stock,"8,595","8,581","8,628","8,590","8,583","8,652","8,628","8,613","8,699","8,759","8,783","8,799","8,888","8,880","8,890","8,928","8,951","8,946","8,941","8,976","8,967","8,991","8,958","9,007","9,133","9,159","9,207","9,170","9,124","9,151","9,172","9,162","9,184","9,271","9,308","9,517","9,529","9,514","9,630","9,643"
Retained Earnings,"1,945","1,876","1,915","1,951","1,928","2,013","2,008","2,009","2,491","2,525","1,451","1,544","1,502","1,512","1,464","1,404","1,416","1,330","1,345","1,262","1,155","1,253","1,308","1,386","1,470","1,506","1,372","1,400","1,232","1,322","1,527","1,827","1,662","1,650","1,737","1,659","1,619","1,506","1,427","1,437"
Comprehensive Income,-162.89,-166.99,-164.81,-172.15,-180.02,-163.86,-157.02,-152.02,-126.19,-123.51,-118.73,-113.91,-109.33,-101.15,-94.67,-88.61,-77.73,-67.31,-50.69,-64.99,-75.01,-89.85,-84.09,-77.56,-72.9,-67.36,-61.48,-43.67,-41.36,-39.03,-36.67,-34.27,-31.85,-30.65,-0.87,-2.55,-11.23,3.71,5.1,5.7
Shareholders' Equity,"10,377","10,290","10,378","10,368","10,331","10,501","10,479","10,470","11,064","11,161","10,116","10,229","10,280","10,291","10,259","10,242","10,289","10,208","10,235","10,173","10,047","10,154","10,183","10,316","10,530","10,598","10,517","10,526","10,315","10,434","10,663","10,955","10,814","10,890","11,045","11,173","11,137","11,024","11,062","11,086"
Net Cash / Debt,"-10,906.07","-11,005.91","-10,926.13","-10,804.78","-10,810.09","-10,735.8","-10,765.95","-10,879.09","-8,215.77","-8,013.15","-7,981.2","-8,768.17","-8,887.79","-8,926.37","-8,945.71","-8,856.53","-8,564.77","-8,683.89","-8,735.04","-8,701.63","-9,141.4","-9,102.57","-9,240.65","-9,251.29","-8,822.65","-8,506.46","-8,491.2","-8,273.66","-8,256.56","-8,172.57","-8,231.26","-8,293.55","-8,359.74","-8,159.91","-7,686.27","-7,597.3","-7,407.86","-7,632.14","-7,665.31","-7,562.1"
Net Cash Per Share,-28.98,-29.18,-28.91,-28.49,-28.42,-28.22,-28.28,-28.54,-21.49,-20.97,-20.87,-23.01,-23.25,-23.33,-23.36,-23.14,-22.36,-22.65,-22.75,-22.63,-23.73,-23.58,-23.88,-23.92,-22.80,-22.04,-22.02,-21.46,-21.34,-21.07,-21.19,-21.30,-21.46,-20.96,-19.74,-19.50,-18.96,-19.51,-19.59,-19.38
Book Value Per Share,28.79,28.52,28.72,28.64,28.45,28.89,28.82,28.78,30.35,30.57,27.70,28.00,28.04,28.05,27.95,27.88,27.98,27.75,27.81,27.61,27.19,27.42,27.46,27.79,28.34,28.50,28.28,28.30,27.71,27.91,28.49,29.22,28.80,28.98,29.39,29.58,29.44,29.11,29.20,29.23
