,2014-02-23,2014-05-25,2014-08-24,2014-11-23,2015-02-22,2015-05-31,2015-08-30,2015-11-29,2016-02-28,2016-05-29,2016-08-28,2016-11-27,2017-02-26,2017-05-28,2017-08-27,2017-11-26,2018-02-25,2018-05-27,2018-08-26,2018-11-25,2019-02-24,2019-05-26,2019-08-25,2019-11-24,2020-02-23,2020-05-31,2020-08-30,2020-11-29,2021-02-28,2021-05-30,2021-08-29,2021-11-28,2022-02-27,2022-05-29,2022-08-28,2022-11-27,2023-02-26,2023-05-28,2023-08-27,2023-11-26
Current Debt,"1,749","2,362","2,651","2,822","3,649","1,616","1,824","1,407","1,744","1,373","1,794","2,929","2,547","1,839","2,265","1,499","2,461","3,150","2,949","3,047","3,379","2,865","2,688","2,882","2,038","2,611","2,788","3,012","4,084","2,825","2,626","1,699","1,325","2,486","3,087","3,118","3,447","1,741","1,759","2,120"
Other Current Liabilities,"1,574","1,450","1,571","1,615","1,573","1,590","1,716","1,858","1,784","1,595","1,476","1,377","1,342","1,372","1,452","1,384","1,243","1,446","1,515","1,427","1,388","1,368","1,429","1,417","1,727","1,633","1,640","2,054","2,114","1,787","2,221","2,665","2,039","1,552","1,722","2,068","2,103","1,601","1,603","1,958"
Total Current Liabilities,"4,684","5,424","5,793","6,094","6,703","4,890","5,300","4,969","5,254","5,015","5,215","6,244","5,744","5,331","5,890","5,350","6,210","7,342","7,188","7,298","7,517","7,087","6,903","7,362","6,697","7,492","7,613","8,464","9,590","8,266","8,135","7,813","6,839","8,020","8,596","9,208","9,418","7,536","7,068","7,902"
Long-Term Debt,"7,180","6,424","6,669","7,713","6,643","7,575","7,610","7,417","7,024","7,058","7,078","6,542","7,176","7,643","7,823","8,228","7,164","12,669","12,665","12,209","11,643","11,625","11,620","10,953","11,590","10,929","10,833","10,953","9,767","9,787","10,327","10,974","10,945","9,135","8,475","8,623","8,140","9,965","10,524","10,531"
Other Long-Term Liabilities,"3,296","3,309","3,269","3,385","3,387","3,195","3,275","3,220","3,263","3,487","3,490","3,488","3,478","3,243","3,247","3,231","2,715","3,345","3,355","3,350","3,328","3,480","3,547","3,571","3,564","3,492","3,474","3,451","3,509","3,411","3,300","3,329","3,284","3,147","3,212","3,117","3,158","3,251","3,213","3,169"
Total Long-Term Liabilities,"10,476","9,733","9,938","11,098","10,030","10,770","10,884","10,637","10,288","10,545","10,568","10,030","10,654","10,885","11,069","11,459","9,879","16,014","16,020","15,559","14,971","15,105","15,166","14,524","15,153","14,421","14,307","14,403","13,275","13,198","13,627","14,302","14,229","12,282","11,686","11,740","11,298","13,216","13,737","13,699"
Total Liabilities,"15,160","15,156","15,731","17,192","16,733","15,660","16,184","15,606","15,541","15,560","15,784","16,275","16,398","16,216","16,959","16,808","16,088","23,355","23,207","22,857","22,488","22,192","22,070","21,887","21,850","21,913","21,919","22,867","22,865","21,464","21,762","22,115","21,068","20,302","20,282","20,948","20,716","20,752","20,804","21,602"
Total Debt,"8,929","8,786","9,320","10,535","10,291","9,192","9,434","8,824","8,768","8,431","8,872","9,471","9,723","9,482","10,088","9,727","9,625","15,819","15,614","15,256","15,021","14,490","14,308","13,835","13,628","13,540","13,621","13,964","13,851","12,612","12,953","12,672","12,270","11,620","11,562","11,740","11,587","11,706","12,282","12,651"
Debt Growth,10.80%,10.25%,13.04%,21.87%,15.26%,4.62%,1.22%,-16.25%,-14.80%,-8.28%,-5.96%,7.34%,10.89%,12.46%,13.70%,2.70%,-1.01%,66.83%,54.78%,56.84%,56.06%,-8.40%,-8.36%,-9.31%,-9.27%,-6.56%,-4.80%,0.93%,1.64%,-6.85%,-4.91%,-9.25%,-11.42%,-7.86%,-10.74%,-7.36%,-5.56%,0.74%,6.23%,7.76%
Common Stock,"-3,688.2","-3,912.1","-4,300.8","-4,743.4","-4,791.4","-4,683.4","-4,781.6","-5,212","-5,210.3","-5,074.1","-5,341.6","-6,274.3","-6,595","-6,566.5","-7,123.5","-6,933.8","-6,880.3","-5,889.5","-5,799.5","-5,501.2","-5,433.8","-5,316.8","-5,235.4","-5,199.7","-5,200.4","-5,009.2","-4,959.2","-4,956.6","-4,922","-5,170.2","-5,294.5","-5,474.6","-5,777.5","-6,019.7","-6,454.4","-6,792.7","-6,953.5","-7,112.1","-7,613.1","-8,400.1"
Retained Earnings,"11,637","11,787","11,878","11,975","12,070","11,991","12,151","12,416","12,514","12,617","12,735","12,932","13,009","13,139","13,259","13,409","14,398","14,460","14,524","14,572","14,725","14,997","15,219","15,502","15,360","15,982","16,313","16,374","16,655","17,070","17,385","17,363","17,713","18,533","19,028","18,992","19,227","19,839","20,164","20,081"
Comprehensive Income,"-1,640.6","-1,340.3","-1,374.9","-1,559.6","-1,837.8","-2,310.7","-2,420.2","-2,407","-2,414.9","-2,612.2","-2,484.7","-2,476.9","-2,350.4","-2,244.5","-2,232","-2,244.4","-2,552.5","-2,429","-2,499.2","-2,419.2","-2,360.3","-2,625.4","-2,600.6","-2,589.8","-2,584.5","-2,914.4","-2,908.7","-2,867.6","-2,842.7","-2,429.2","-2,397.7","-2,364.1","-2,122.7","-1,970.5","-1,998.4","-2,078","-2,038.5","-2,276.9","-2,288.1","-2,302"
Shareholders' Equity,"6,308","6,535","6,202","5,672","5,441","4,997","4,949","4,797","4,889","4,930","4,908","4,181","4,063","4,328","3,904","4,231","4,966","6,141","6,225","6,652","6,930","7,055","7,383","7,712","7,575","8,059","8,445","8,550","8,890","9,470","9,692","9,525","9,813","10,542","10,575","10,121","10,235","10,450","10,262","9,379"
Net Cash / Debt,"-8,081.6","-7,918.5","-8,478.7","-9,640.7","-9,506.9","-8,857.3","-8,983.1","-8,173.7","-7,985.5","-7,667.2","-8,106.2","-8,661.6","-8,824","-8,715.6","-9,266.9","-8,764.7","-8,671.8","-15,419.6","-15,180.8","-14,722.8","-14,474","-14,040","-13,802.9","-13,275.2","-13,021","-11,861.7","-11,824.6","-11,381.6","-11,096.8","-11,106.8","-12,242.3","-11,651.3","-11,425.3","-11,051","-10,967.5","-11,096.1","-10,968.5","-11,120.4","-11,791.5","-12,056.9"
Working Capital,-126,"-1,030","-1,097.6","-1,107.3","-2,238.1","-1,204.5",-994.8,-921.8,"-1,242.4","-1,077.5","-1,022.1","-2,132.9","-1,615.5","-1,269.4","-1,551.4","-1,015.4","-1,932.5","-3,218.2","-3,002.3","-3,064.3","-3,346.8","-2,900.6","-2,642","-2,883.4","-2,388.1","-2,370.2","-2,257.9","-2,056","-2,977.3","-2,511.3","-1,815.2","-1,200.8","-1,810.4","-2,930.1","-3,461.5","-3,877.6","-4,302.3","-2,359.3","-1,960.8","-2,856.6"
Book Value Per Share,10.10,10.63,10.13,9.39,9.01,8.38,8.27,8.03,8.24,8.29,8.22,7.07,7.01,7.51,6.76,7.44,8.73,10.77,10.49,11.16,11.61,11.78,12.27,12.76,12.53,13.29,13.85,13.99,14.54,15.53,15.96,15.72,16.27,17.51,17.71,17.05,17.36,17.79,17.54,16.14
