,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-10-28,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"3,611","11,305","2,458","8,603","4,444","20,956","6,202","5,121","10,008","7,208","5,895","5,788","14,884","25,617","48,499","50,498","48,872","13,523","8,657","5,204","6,516","8,423","6,588","12,130","9,955","16,941","9,758","9,740","11,342","11,869","21,270","21,169","38,565","4,018","2,423","3,701","2,821","9,528","7,540","6,722"
Cash & Cash Equivalents,"3,611","11,305","2,458","8,603","4,444","20,956","6,202","5,121","10,008","7,208","5,895","5,788","14,884","25,617","48,499","50,498","48,872","13,523","8,657","5,204","6,516","8,423","6,588","12,130","9,955","16,941","9,758","9,740","11,342","11,869","21,270","21,169","38,565","4,018","2,423","3,701","2,821","9,528","7,540","6,722"
Cash Growth,-6.81%,148.57%,79.29%,157.65%,23.07%,85.37%,152.32%,-40.47%,125.20%,-65.60%,-4.95%,13.02%,48.72%,255.40%,722.71%,772.46%,228.35%,-47.21%,-82.15%,-89.69%,-86.67%,-37.71%,-23.90%,133.09%,52.78%,101.13%,48.12%,-19.70%,13.93%,-29.94%,117.97%,117.34%,240.02%,-66.15%,-88.61%,-82.52%,-92.69%,137.13%,211.18%,81.63%
Receivables,"13,120","13,001","13,445","14,527","13,592","13,821","16,329","16,532","16,070","15,830","16,855","16,794","15,078","14,997","15,876","16,522","16,290","25,492","26,312","26,472","23,863","22,381","22,921","22,703","19,908","19,127","19,379","20,215","16,971","15,771","16,304","17,571","17,218","11,377","11,384","11,466","10,214","9,304","8,962","10,289"
Inventory,"2,171","2,108","1,899","1,973","2,468","1,965","1,166","1,072","1,378","1,197","1,333","1,555","1,418","1,371","1,258","1,369","1,335","5,849","7,221","2,047","10,270","10,685","12,014","12,434","13,276","14,514","13,948","14,752","3,347","2,810","3,088","3,464","3,153","3,241","3,935","3,123","2,791","2,348","2,520","2,177"
Other Current Assets,"5,187","6,698","8,033","6,925","6,906","6,421","11,254","13,267","10,545","11,770","13,291","14,232","14,347","11,562","10,724","10,757","12,008","10,422","10,917","17,704","5,823","5,729","9,172","7,561","9,565","5,973","6,886","7,301","31,094","32,419","16,568","17,793","17,920","15,849","14,553","14,818","14,077","15,492","16,598","17,270"
Total Current Assets,"24,089","33,112","25,835","32,028","27,410","43,163","34,951","35,992","38,001","36,005","37,374","38,369","45,727","53,547","76,357","79,146","78,505","55,286","53,107","51,427","46,472","47,218","50,695","54,828","52,704","56,555","49,971","52,008","62,754","62,869","57,230","59,997","76,856","34,485","32,295","33,108","29,903","36,672","35,620","36,458"
"Property, Plant & Equipment","112,809","114,360","115,134","112,898","113,198","114,348","122,836","124,450","123,454","123,537","123,922","124,899","125,292","126,184","126,462","125,222","125,124","129,556","130,348","131,473","152,286","154,724","155,793","154,382","152,929","153,637","153,268","152,029","149,022","147,981","148,760","150,084","151,100","146,943","148,827","149,259","150,077","150,364","149,497","149,394"
Long-Term Investments,"3,613",159,166,250,266,288,"1,744","1,606","1,594","1,677","1,679","1,674","1,551","1,615","1,627","1,560","2,623","8,007","6,128","6,245","6,230","4,133","4,137","3,695","3,606","2,302","2,325","1,780","1,805","1,853","8,629","7,274","5,943","4,523","3,964","3,533","2,810","2,779","1,847","1,251"
Goodwill,"69,720","70,094","70,131","69,692","70,341","70,920","105,966","104,568","104,651","105,252","105,271","105,207","105,593","105,546","105,668","105,449","105,482","143,499","146,475","146,370","146,434","146,662","146,106","146,241","145,546","143,651","143,688","135,259","135,168","134,626","133,663","133,223","133,247","92,746","92,725","67,895","67,895","67,854","67,854","67,854"
