,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-10-28,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Intangible Assets,"66,099","66,035","67,036","66,963","86,983","87,307","120,907","120,710","120,435","119,464","118,202","116,860","116,278","116,258","115,419","114,276","113,635","169,445","166,101","163,827","162,574","160,759","157,747","157,617","154,464","155,676","153,744","146,316","161,114","159,512","159,266","159,493","167,955","128,928","129,218","129,446","129,848","130,388","132,445","132,502"
Other Long-Term Assets,"9,010","9,706","9,637","10,998","9,830","10,463","13,585","14,485","15,503","15,873","16,527","16,812","17,462","17,645","18,332","18,444","20,943","29,583","32,711","32,522","34,388","33,418","34,318","35,188","36,105","36,077","35,557","38,369","37,122","37,869","39,559","41,551","42,094","18,808","19,434","19,612","20,340","20,396","19,435","19,601"
Total Long-Term Assets,"261,251","260,354","262,104","260,801","280,618","283,326","365,038","365,819","365,637","365,803","365,601","365,452","366,176","367,248","367,508","364,951","367,807","480,090","481,763","480,437","501,912","499,696","498,101","497,123","492,650","491,343","488,582","473,753","484,231","481,841","489,877","491,625","500,339","391,948","394,168","369,745","370,970","371,781","371,078","370,602"
Total Assets,"285,340","293,466","287,939","292,829","308,028","326,489","399,989","401,811","403,638","401,808","402,975","403,821","411,903","420,795","443,865","444,097","446,312","535,376","534,870","531,864","548,384","546,914","548,796","551,951","545,354","547,898","538,553","525,761","546,985","544,710","547,107","551,622","577,195","426,433","426,463","402,853","400,873","408,453","406,698","407,060"
Accounts Payable,"22,234","22,966","24,119","23,592","20,418","21,560","28,280","30,372","26,169","26,746","28,849","31,138","27,120","26,471","28,928","24,439","31,569","35,488","39,375","43,184","42,306","42,082","43,955","45,956","40,771","41,881","42,728","49,032","48,245","49,429","47,926","50,661","46,845","35,459","36,642","42,644","38,389","33,038","34,659","35,852"
Deferred Revenue,"4,121","3,990","4,038","4,105","4,221","4,075","4,640","4,682","4,550","4,465","4,637","4,519","4,493","4,371","4,503","4,213","5,081","5,914","6,045","5,948","5,956","5,734","6,097","6,191","5,960","5,723","5,862","6,176","5,029","4,932","4,991","5,303","5,183","3,603","3,705","3,918","3,922","3,833","3,703","3,778"
Current Debt,"8,301","10,482","5,109","6,056","8,181","8,603","7,535","7,636","8,399","9,528","7,982","9,832","12,681","10,831","8,551","38,374","29,322","21,672","14,905","10,255","11,538","12,625","11,608","11,438","17,067","15,576","5,898","3,470","19,505","24,016","24,935","25,875","28,380","6,829","9,897","7,597","13,757","15,268","11,302","9,477"
Other Current Liabilities,"5,174","6,350","6,713","3,529","4,831","6,289","7,483","5,126","5,410","5,726","5,634","5,087","6,396","6,339","5,711","14,363","4,608","5,519","5,095","5,033","4,852","5,788","6,466","4,993","5,906","6,289","5,077","4,760","3,829","3,749","3,749","3,749","2,086","2,098","2,013","2,014","2,082","2,020","2,020","2,020"
Total Current Liabilities,"39,830","43,788","39,979","37,282","37,651","40,527","47,938","47,816","44,528","46,465","47,102","50,576","50,690","48,012","47,693","81,389","70,580","68,593","65,420","64,420","64,652","66,229","68,126","68,578","69,704","69,469","59,565","63,438","76,608","82,126","81,601","85,588","82,494","47,989","52,257","56,173","58,150","54,159","51,684","51,127"
Long-Term Debt,"71,575","73,570","70,516","76,011","88,272","105,067","119,395","118,515","122,104","117,308","117,239","113,681","120,568","132,824","154,728","125,972","133,724","168,495","168,513","166,250","182,195","178,505","175,856","173,513","168,786","175,618","175,036","175,977","182,460","177,404","177,174","174,081","201,142","148,496","142,595","147,082","142,140","146,323","144,431","145,422"
Other Long-Term Liabilities,"82,566","83,483","84,325","92,612","95,001","93,394","109,867","111,840","112,601","113,664","114,031","115,454","115,664","114,101","115,335","94,729","94,963","114,158","115,966","107,310","106,586","108,099","110,487","107,926","111,415","109,358","108,896","107,106","104,838","105,334","107,029","108,098","107,003","93,441","91,633","93,141","92,237","89,926","90,756",0
Total Long-Term Liabilities,"154,141","157,053","154,841","168,623","183,273","198,461","229,262","230,355","234,705","230,972","231,270","229,135","236,232","246,925","270,063","220,701","228,687","282,653","284,479","273,560","288,781","286,604","286,343","281,439","280,201","284,976","283,932","283,083","287,298","282,738","284,203","282,179","308,145","241,937","234,228","240,223","234,377","236,249","235,187","145,422"
Total Liabilities,"193,971","200,841","194,820","205,905","220,924","238,988","277,200","278,171","279,233","277,437","278,372","279,711","286,922","294,937","317,756","302,090","299,267","351,246","349,899","337,980","353,433","352,833","354,469","350,017","349,905","354,445","343,497","346,521","363,906","364,864","365,804","367,767","390,639","289,926","286,485","296,396","292,527","290,408","286,871","289,618"
Total Debt,"79,876","84,052","75,625","82,067","96,453","113,670","126,930","126,151","130,503","126,836","125,221","123,513","133,249","143,655","163,279","164,346","163,046","190,167","183,418","176,505","193,733","191,130","187,464","184,951","185,853","191,194","180,934","179,447","201,965","201,420","202,109","199,956","229,522","155,325","152,492","154,679","155,897","161,591","155,733","154,899"
Debt Growth,7.75%,11.81%,-0.78%,9.73%,20.75%,35.24%,67.84%,53.72%,35.30%,11.58%,-1.35%,-2.09%,2.10%,13.26%,30.39%,33.06%,22.36%,32.38%,12.33%,7.40%,18.82%,0.51%,2.21%,4.79%,-4.07%,0.03%,-3.48%,-2.98%,8.67%,5.35%,11.70%,11.43%,13.64%,-22.89%,-24.55%,-22.64%,-32.08%,4.03%,2.13%,0.14%
Common Stock,"6,495","6,495","6,495","6,495","6,495","6,495","6,495","6,495","6,495","6,495","6,495","6,495","6,495","6,495","6,495","6,495","6,495","7,621","7,621","7,621","7,621","7,621","7,621","7,621","7,621","7,621","7,621","7,621","7,621","7,621","7,621","7,621","7,621","7,621","7,621","7,621","7,621","7,621","7,621","7,621"
Retained Earnings,"32,402","33,554","34,165","27,736","28,490","29,086","32,627","33,671","34,506","34,950","35,319","34,734","35,175","36,067","36,074","50,500","55,018","56,555","57,624","58,753","59,424","59,389","59,347","57,936","58,534","56,045","55,094","37,457","41,154","38,947","41,091","42,350","45,041","2,128","6,127","-19,415","-15,187","-10,698","-7,203","-5,015"
Comprehensive Income,"7,666","7,851","7,926","8,060","7,341","7,039","5,294","5,334","5,180","4,814","4,850","4,961","5,160","5,389","5,580","7,017","7,404","5,716","5,383","4,249","4,345","3,289","2,137","5,470",-385,129,649,"4,330","4,199","3,119","2,343","3,529","3,290","2,307","2,873","2,766","2,354","2,305","2,545","2,300"
Shareholders' Equity,"90,906","92,132","92,613","86,370","86,499","86,859","121,824","122,671","123,432","123,402","123,611","123,135","123,841","124,725","124,960","140,861","145,889","182,980","183,848","184,089","185,112","184,257","183,049","184,221","177,779","175,896","175,553","161,673","165,488","162,296","163,771","166,332","169,036","118,946","122,406","97,500","99,396","101,903","103,703","117,442"
Total Liabilities and Equity,"285,340","293,466","287,939","292,829","308,028","326,489","399,989","401,811","403,638","401,808","402,975","403,821","411,903","420,795","443,865","444,097","446,312","535,376","534,870","531,864","548,384","546,914","548,796","551,951","545,354","547,898","538,553","525,761","546,985","544,710","547,107","551,622","577,195","426,433","426,463","402,853","400,873","408,453","406,698","407,060"
Net Cash / Debt,"-76,265","-72,747","-73,167","-73,464","-92,009","-92,714","-120,728","-121,030","-120,495","-119,628","-119,326","-117,725","-118,365","-118,038","-114,780","-113,848","-114,174","-176,644","-174,761","-171,301","-187,217","-182,707","-180,876","-172,821","-175,898","-174,253","-171,176","-169,707","-190,623","-189,551","-180,839","-178,787","-190,957","-151,307","-150,069","-150,978","-153,076","-152,063","-148,193","-148,177"
Net Cash Per Share,-14.56,-13.94,-14.03,-14.09,-17.63,-17.76,-20.31,-19.56,-19.47,-19.31,-19.28,-19.05,-19.13,-19.09,-18.57,-18.42,-18.47,-27.71,-23.87,-23.38,-25.50,-24.85,-24.59,-23.54,-24.38,-24.30,-23.86,-23.65,-26.52,-26.33,-25.11,-24.82,-25.27,-19.88,-19.62,-20.04,-20.48,-21.18,-20.63,-20.61
Working Capital,"-15,741","-10,676","-14,144","-5,254","-10,241","2,636","-12,987","-11,824","-6,527","-10,460","-9,728","-12,207","-4,963","5,535","28,664","-2,243","7,925","-13,307","-12,313","-12,993","-18,180","-19,011","-17,431","-13,750","-17,000","-12,914","-9,594","-11,430","-13,854","-19,257","-24,371","-25,591","-5,638","-13,504","-19,962","-23,065","-28,247","-17,487","-16,064","-14,669"
Book Value Per Share,17.41,17.70,17.82,16.62,16.62,16.69,20.56,19.90,20.00,19.99,20.04,19.99,20.08,20.23,20.28,22.86,23.68,28.81,25.24,25.23,25.31,25.16,24.98,25.19,24.74,24.62,24.56,22.61,23.11,22.64,22.84,23.19,23.53,16.59,17.11,13.62,13.54,14.01,14.43,16.33
