,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,150.49,113.25,109.56,244.65,114.61,175.49,143.42,137.09,87.4,229.22,273.2,271.85,227.4,264.61,303.54,275.08,279.77,245.68,345.2,341.35,331.76,316.07,375.97,433.39,523.02,332.78,476.43,421.38,312.15,590.19,328.7,402.7,274,327,265,269,278,342,"1,904",401
Cash & Cash Equivalents,150.49,113.25,109.56,244.65,114.61,175.49,143.42,137.09,87.4,229.22,273.2,271.85,227.4,264.61,303.54,275.08,279.77,245.68,345.2,341.35,331.76,316.07,375.97,433.39,523.02,332.78,476.43,421.38,312.15,590.19,328.7,402.7,274,327,265,269,278,342,"1,904",401
Cash Growth,151.78%,79.76%,-32.20%,127.92%,-23.84%,54.97%,30.90%,-43.97%,-23.74%,30.62%,90.49%,98.31%,160.19%,15.44%,11.11%,1.19%,23.03%,-7.16%,13.72%,24.09%,18.59%,28.65%,8.91%,26.97%,57.65%,5.29%,26.72%,-2.77%,-40.32%,77.35%,-31.01%,-4.43%,-12.22%,-44.59%,-19.38%,-33.20%,1.46%,4.59%,618.49%,49.07%
Receivables,458.09,577.21,624.3,609.43,601.42,645.04,651.27,626.78,590.16,882.58,995.15,959.32,860.55,973.67,"1,001","1,022","1,027","1,212","1,302","1,256","1,154","1,353","1,286","1,223","1,131","1,169","1,126","1,175","1,073","1,252","1,226","1,185","1,073","1,239","1,161","1,051",998,"1,257","1,257","1,301"
Inventory,"1,077","1,256","1,347","1,341","1,434","1,358","1,402","1,465","1,557","1,783","1,891","1,913","1,935","1,978","2,063","2,236","2,381","2,401","2,718","2,795","2,836","2,692","2,650","2,582","2,773","2,719","2,288","2,246","2,415","2,393","2,394","2,424","2,611","2,573","2,650","2,635","2,752","2,733","2,681","2,998"
Other Current Assets,114.28,147.22,160.14,150.13,85.8,158.59,175.53,158.65,106.6,99.29,139.54,151.8,544.41,101.38,132.48,135.19,134.48,180.37,228.73,200.94,199.03,283.21,319.94,245.08,260.89,222.62,216.44,260.78,233.88,218.66,219.95,247.84,296,543,255,247,230,291,314,586
Total Current Assets,"1,800","2,093","2,241","2,346","2,236","2,337","2,373","2,387","2,341","2,994","3,298","3,296","3,568","3,318","3,501","3,668","3,822","4,039","4,594","4,593","4,521","4,645","4,632","4,484","4,688","4,443","4,107","4,103","4,034","4,454","4,169","4,259","4,254","4,682","4,331","4,202","4,258","4,623","6,156","5,286"
"Property, Plant & Equipment",546.65,593.87,621.6,612.29,629.99,621.57,650.05,652.78,696.57,758.64,"1,055","1,024",811.58,809.21,841.61,867.97,913.09,929.76,"1,188","1,201","1,220","2,486","2,501","2,487","2,543","2,472","2,469","2,488","2,602","2,578","2,575","2,533","2,660","2,557","2,485","2,362","2,463","2,514","2,575","2,735"
Long-Term Investments,0,0,0,0,0,0,0,0,2.76,0,0,0,183.47,185.26,182,199.25,208.4,208.21,202.65,157.41,179.17,134.23,133.15,144.01,139.24,145.86,136.67,147.54,155.22,170.73,168.47,178.41,181,179,154,146,141,156,155,158
Goodwill and Intangibles,"2,091","2,427","2,539","2,478","2,534","2,467","2,515","2,568","2,534","3,523","3,690","3,736","3,639","3,697","3,787","3,995","4,280","4,313","5,395","5,429","5,310","5,244","5,290","5,147","5,257","5,154","5,176","5,273","5,406","5,293","5,337","5,281","5,286","5,141","4,959","4,758","4,972","5,017","5,048","6,724"
