,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Other Long-Term Assets,327.76,290,318.08,443.9,376.9,437.5,465.8,612,570.9,614.9,714.1,784,885,887,892,866,971,982,"1,034","1,131","1,188","1,235","1,265","1,321","1,403","1,492","1,392","1,291","1,067","1,040",987,"1,105","1,041","1,146","1,158","1,304","1,249","1,423","1,567","1,649"
Total Long-Term Assets,"1,989","1,947","1,967","5,058","4,977","5,026","5,030","5,152","5,165","5,381","5,517","5,662","5,787","5,839","6,023","6,110","6,055","6,503","6,547","7,236","8,213","8,311","8,453","8,593","9,104","9,685","10,168","10,072","10,065","10,378","10,237","10,510","10,357","10,235","10,030","10,586","10,919","11,016","10,952","10,977"
Total Assets,"8,279","8,687","9,227","11,479","11,383","11,798","12,268","13,061","12,736","13,140","13,717","14,262","13,629","13,938","14,580","15,221","15,045","14,806","15,274","15,846","16,096","15,517","15,844","16,204","17,429","18,216","18,787","16,923","16,660","16,829","17,232","17,852","17,434","17,258","17,347","17,852","18,147","17,967","18,079","18,483"
Accounts Payable,176.37,119.15,130.04,145.7,181.4,169,160.1,165,213.2,164.5,171.5,175,189,179,186,210,293,217,223,215,262,254,246,239,289,359,420,389,349,351,351,361,394,357,367,360,332,318,325,337
Deferred Revenue,166.5,179.66,169.39,305.1,378.2,339.1,315.7,373,417.2,497.3,440,457,525,470,447,487,430,385,316,348,404,348,336,336,396,365,317,419,435,389,349,443,478,432,362,417,501,410,336,427
Current Debt,0,0,0,700,150,150,50,406,162.5,68.8,75,81,437,244,100,175,100,100,100,9,203,229,233,240,235,244,251,249,240,242,238,233,232,216,173,182,189,195,197,186
Other Current Liabilities,"1,160","1,269","1,442","1,441","1,175","1,298","1,603","1,770","1,258","1,389","1,614","1,705","1,434","1,522","1,867","1,967","1,646","1,835","2,054","2,138","1,851","1,993","2,104","2,168","1,952","2,244","2,308","2,483","2,126","2,201","2,381","2,492","2,082","2,148","2,321","2,388","2,299","2,133","2,333","2,383"
Total Current Liabilities,"1,503","1,568","1,741","2,592","1,884","1,957","2,128","2,714","2,050","2,120","2,301","2,418","2,585","2,415","2,600","2,839","2,469","2,537","2,693","2,710","2,720","2,824","2,919","2,983","2,872","3,212","3,296","3,540","3,150","3,183","3,319","3,529","3,186","3,153","3,223","3,347","3,321","3,056","3,191","3,333"
Long-Term Debt,0,0,0,937.5,925,912.5,900,877,858.4,840,821.6,797,772,747,723,698,673,649,624,736,"1,378","1,397","1,443","1,445","3,164","3,223","3,232","1,509","1,475","1,487","1,440","1,409","1,375","1,355","1,347","1,352","1,318","1,286","1,248","1,129"
Other Long-Term Liabilities,153.48,128.8,103.87,209.2,395.8,387.8,412.2,192,214.8,317.2,302.1,319,289,293,278,"1,015",915,972,979,976,862,739,780,754,780,809,"1,119","1,038",998,954,927,923,900,800,819,844,847,722,758,794
Total Long-Term Liabilities,153.48,128.8,103.87,"1,147","1,321","1,300","1,312","1,069","1,073","1,157","1,124","1,116","1,061","1,040","1,001","1,713","1,588","1,621","1,603","1,712","2,240","2,136","2,223","2,199","3,944","4,032","4,351","2,547","2,473","2,441","2,367","2,332","2,275","2,155","2,166","2,196","2,165","2,008","2,006","1,923"
Total Liabilities,"1,656","1,696","1,845","3,739","3,205","3,257","3,441","3,783","3,124","3,277","3,424","3,534","3,646","3,455","3,601","4,552","4,057","4,158","4,296","4,422","4,960","4,960","5,142","5,182","6,816","7,244","7,647","6,087","5,623","5,624","5,686","5,861","5,461","5,308","5,389","5,543","5,486","5,064","5,197","5,256"
Total Debt,0,0,0,"1,638","1,075","1,063",950,"1,283","1,021",908.8,896.6,878,"1,209",991,823,873,773,749,724,745,"1,581","1,626","1,676","1,685","3,399","3,467","3,483","1,758","1,715","1,729","1,678","1,642","1,607","1,571","1,520","1,534","1,507","1,481","1,445","1,315"
Debt Growth,-,-,-,-,-,-,-,-21.65%,-5.03%,-14.47%,-5.62%,-31.57%,18.42%,9.04%,-8.21%,-0.57%,-36.06%,-24.42%,-12.03%,-14.66%,104.53%,117.09%,131.49%,126.17%,114.99%,113.22%,107.82%,4.33%,-49.54%,-50.13%,-51.82%,-6.60%,-6.30%,-9.14%,-9.42%,-6.58%,-6.22%,-5.73%,-4.93%,-14.28%
Common Stock,579,519.14,566.59,561.7,613.3,526.7,438.5,459,307.5,339.8,285.3,364,65,134,214,55,69,61,125,53,70,44,41,38,46,88,38,37,49,37,34,32,36,26,22,20,27,22,21,20
Retained Earnings,"6,211","6,583","6,939","7,302","7,685","8,105","8,502","8,925","9,366","9,619","10,063","10,478","9,935","10,316","10,721","10,544","10,856","10,681","11,041","11,485","11,140","10,583","10,820","11,022","10,831","11,072","11,142","10,689","10,907","11,086","11,479","11,922","11,956","12,193","12,447","12,588","12,856","13,022","13,146","13,301"
Comprehensive Income,-167.29,-111.46,-123.66,-123.1,-119.3,-90.5,-113.3,-106,-61.6,-95.7,-56.2,-114,-17,33,44,70,63,-94,-188,-114,-74,-70,-159,-38,-264,-188,-40,110,81,82,33,37,-19,-269,-511,-299,-222,-141,-285,-94
Shareholders' Equity,"6,623","6,991","7,382","7,740","8,179","8,541","8,827","9,278","9,612","9,863","10,292","10,728","9,983","10,483","10,979","10,669","10,988","10,648","10,978","11,424","11,136","10,557","10,702","11,022","10,613","10,972","11,140","10,836","11,037","11,205","11,546","11,991","11,973","11,950","11,958","12,309","12,661","12,903","12,882","13,227"
Net Cash / Debt,"3,865","4,129","4,618","2,137","2,275","2,504","3,101","3,666","3,431","3,572","3,962","4,291","3,065","3,387","3,890","4,183","4,216","3,498","4,039","3,766","2,087","1,377","1,401","1,739",883,"1,115","1,092",966,443,121,735,"1,077",712,749,"1,211",967,974,614,923,"1,320"
Net Cash / Debt Growth,40.83%,42.36%,37.43%,-42.97%,-41.14%,-39.36%,-32.86%,71.53%,50.82%,42.67%,27.78%,17.05%,-10.66%,-5.19%,-1.82%,-2.52%,37.55%,3.28%,3.83%,-9.97%,-50.50%,-60.63%,-65.31%,-53.82%,-57.69%,-19.03%,-22.06%,-44.45%,-49.83%,-89.15%,-32.69%,11.49%,60.72%,519.01%,64.76%,-10.21%,36.80%,-18.02%,-23.78%,36.50%
Net Cash Per Share,6.31,6.74,7.55,3.48,3.71,4.08,5.06,6.00,5.61,5.87,6.51,7.03,5.05,5.73,6.57,7.07,7.16,5.97,6.96,6.48,3.63,2.44,2.54,3.16,1.62,2.06,2.01,1.81,0.83,0.23,1.40,2.04,1.36,1.44,2.34,1.88,1.91,1.21,1.83,2.65
Working Capital,"4,788","5,173","5,519","3,829","4,522","4,815","5,110","5,195","5,521","5,639","5,899","6,182","5,257","5,684","5,957","6,272","6,521","5,766","6,034","5,900","5,163","4,382","4,472","4,628","5,453","5,319","5,323","3,311","3,445","3,268","3,676","3,813","3,891","3,870","4,094","3,919","3,907","3,895","3,936","4,173"
Book Value Per Share,10.90,11.50,12.14,12.72,13.42,14.00,14.50,15.27,15.81,16.27,16.98,17.67,16.50,17.80,18.61,18.08,18.72,18.20,18.96,19.83,19.43,18.72,19.42,20.15,19.44,20.28,20.55,20.41,20.82,21.26,21.99,22.75,22.85,22.98,23.17,24.04,24.87,25.50,25.56,26.35
