,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"15,612","13,959","14,215","12,785","12,675","12,156","12,933","11,022","8,562","8,764","7,351","6,988","6,983","4,762","6,641","4,813","6,466","7,628","9,686","9,342","8,699","8,513","11,697","5,686","8,492","6,855","6,866","5,596","7,076","7,527","5,998","5,640","11,671","12,029","15,164","17,678","15,668","9,292","5,797","8,178"
Short-Term Investments,571,276,275,430,432,365,306,310,317,320,321,13,11,13,13,9,38,58,60,"1,003",56,58,58,63,50,59,28,31,32,34,34,35,33,341,267,223,130,318,141,45
Cash & Cash Equivalents,"16,183","14,235","14,490","13,215","13,107","12,521","13,239","11,332","8,879","9,084","7,672","7,001","6,994","4,775","6,654","4,822","6,504","7,686","9,746","10,345","8,755","8,571","11,755","5,749","8,542","6,914","6,894","5,627","7,108","7,561","6,032","5,675","11,704","12,370","15,431","17,901","15,798","9,610","5,797","12,613"
Cash Growth,-15.04%,-36.15%,-22.01%,-19.99%,-19.01%,-12.04%,-8.63%,-14.25%,-32.26%,-27.45%,-42.05%,-38.22%,-21.23%,-47.44%,-13.27%,-31.12%,-7.01%,60.96%,46.47%,114.54%,34.61%,11.51%,20.61%,-44.43%,-2.43%,-19.33%,-41.35%,-2.12%,-16.79%,9.36%,-12.50%,0.85%,64.66%,63.60%,155.82%,215.44%,34.98%,-22.31%,-62.43%,-29.54%
Receivables,"20,285","21,578","19,974","16,736","15,239","16,153","14,240","12,860","12,459","13,490","12,522","14,092","13,754","13,168","14,124","15,353","15,771","16,672","16,788","15,050","14,928","14,383","12,966","13,325","10,167","8,570","9,722","11,471","14,118","15,705","16,567","18,419","23,255","26,860","22,466","20,456","19,021","19,285","21,993",0
Inventory,"7,472","7,215","7,304","6,505","6,837","7,116","6,864","6,334","6,508","6,427","5,976","5,419","5,921","6,075","5,761","5,585","6,128","6,644","6,029","5,704","6,723","6,809","5,951","5,848","6,574","5,511","5,681","5,676","5,620","6,239","6,129","6,795","6,525","7,715","9,002","8,247","9,232","9,198","9,428",0
Other Current Assets,"5,809","5,892","5,315","5,776","6,087","4,948","5,476","3,904","3,867","3,470","2,703","3,107","2,899","2,608","2,859","2,800","3,323","3,254","3,020","2,922","3,265","3,324","3,316","3,407","3,279","2,737","2,506","3,304","3,587","3,468","3,409","2,849","3,225","4,243","4,604","3,739","4,300","4,697","-22,738","4,390"
Total Current Assets,"49,749","48,920","47,083","42,232","41,270","40,738","39,819","34,430","31,713","32,471","28,873","29,619","29,568","26,626","29,398","28,560","31,726","34,256","35,583","34,021","33,671","33,087","33,988","28,329","28,562","23,732","24,803","26,078","30,433","32,973","32,137","33,738","44,709","51,188","51,503","50,343","48,351","42,790","14,621","12,613"
"Property, Plant & Equipment","169,227","174,054","178,096","183,173","186,123","185,267","187,405","188,396","189,940","184,685","183,439","182,186","180,296","178,176","178,436","177,712","175,846","174,242","171,645","169,207","171,050","169,641","168,628","154,568","149,220","143,850","142,383","160,567","154,003","151,208","147,945","150,629","144,444","144,410","144,144","147,853","142,951","142,768","342,522",0
Long-Term Investments,"25,986","25,923","26,683","26,912","28,238","26,206","26,710","27,110","27,510","27,740","30,002","30,250","30,915","31,706","32,402","32,497","33,470","34,242","34,672","35,546","36,360","37,417","38,327","38,688","39,693","37,290","37,655","39,052","39,591","40,551","41,097","40,696","41,732","43,557","45,154","45,238","46,248","46,769","48,123",0
