,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-29,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,92.5,114.4,124.3,109.5,105.2,477.5,173.7,78.6,64.3,93.6,130.7,64.2,96.1,113.2,93.8,283,359.7,326.4,176.5,161.7,109.5,83.4,419.7,339.1,436.2,342.7,297.1,568.9,416.7,728.5,341,516.8,365.1,591.5,363.8,572,494.4,941.5,323.8,302.4
Short-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1,0,0,0,0,0,0,0,0,0,0,0,-510.3,0,0,0,0,0,0,0,0
Cash & Cash Equivalents,92.5,114.4,124.3,109.5,105.2,477.5,173.7,78.6,64.3,93.6,130.7,64.2,96.1,113.2,93.8,283,359.7,326.4,176.5,190.8,109.5,83.4,419.7,339.1,436.2,342.7,297.1,568.9,416.7,728.5,341,516.8,365.1,591.5,363.8,572,494.4,941.5,323.8,302.4
Cash Growth,11.99%,47.80%,13.41%,-11.12%,13.73%,317.40%,39.74%,-28.22%,-38.88%,-80.40%,-24.76%,-18.32%,49.46%,20.94%,-28.23%,340.81%,274.30%,188.34%,88.17%,-32.58%,-69.56%,-74.45%,137.79%,77.73%,298.36%,310.91%,-29.21%,67.77%,-4.47%,112.58%,14.78%,-9.16%,-12.38%,-18.81%,6.69%,10.68%,35.41%,59.17%,-11.00%,-47.13%
Receivables,"1,568","1,500","1,573","1,841","1,537","1,866","1,690","1,851","1,769","1,628","1,603","1,828","1,631","1,442","1,458","2,044","2,400","2,194","1,902","2,508","2,530","2,384","2,001","2,231","2,460","2,342","2,138","2,330","2,533","2,627","2,504","2,584","2,869","2,885","2,600","2,871","3,202","2,783","2,565","2,703"
Inventory,702.8,738.2,754.5,636.5,640.8,"1,041",906.1,800.2,854.9,881.9,817.4,703.5,526.4,546.3,614.8,992.5,"1,035",958.7,995.4,"1,097","1,137","1,153","1,167","1,017","1,063","1,139","1,156","1,096","1,255","1,398","1,451","1,406","1,591","1,590","1,732","1,652","1,911","2,072","1,999","1,725"
Other Current Assets,388.9,399.4,405.9,347.7,"1,046",421.6,468.7,241.7,266.8,296,252.6,253.5,"1,301","1,384","1,408",333.7,541,513.8,417.4,234.4,427.3,476.2,489.4,487.5,513,464.6,424.7,380.8,462.9,443.4,433.2,941.7,474,450.4,415.4,343.6,414.4,470.2,435.4,398.9
Total Current Assets,"2,753","2,752","2,857","2,934","3,330","3,806","3,238","2,972","2,955","2,899","2,804","2,849","3,554","3,486","3,574","3,653","4,336","3,993","3,491","4,030","4,204","4,097","4,078","4,075","4,472","4,288","4,015","4,376","4,667","5,197","4,728","4,938","5,298","5,517","5,111","5,439","6,022","6,267","5,322","5,129"
"Property, Plant & Equipment","1,269","1,285","1,283","1,309",902.6,"1,113","1,083","1,016","1,028","1,026","1,031","1,002",535.1,538.3,547,"1,025","1,030","1,014","1,003","1,033",733.8,730.3,728.4,758,735.7,733.8,739.2,771.7,764.2,776.7,782.2,817,804.1,797.4,789.6,849.6,862.7,867.9,872.5,892.5
Long-Term Investments,26.8,26.7,26.4,25.1,4.7,4.8,3.7,2.5,2.8,2.8,1.1,1,1,1.3,1.4,1.4,1.5,1.5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,1.7,1.7,3.1,3.9,6.6,8.6,9.2,10.2,10.1,10.3,14.5,17.7,17.8,19.3,0
Goodwill,390.7,387.8,369,352.5,324.1,728.9,733.5,776.1,800.7,795,798.6,777.5,500.8,501,500.3,"1,199","1,243","1,237","1,466","1,468","1,470","1,471","1,467","1,468","1,460","1,461","1,464","1,469","1,466","1,466","1,464","1,463","1,463","1,456","1,574","1,589","1,592","1,592","1,585","1,594"
Intangible Assets,268.4,265.6,256.5,280.3,233.5,843.4,847.7,837,869.8,851.7,849.2,793.4,734.6,763.6,776.6,"2,632","2,805","2,737","2,740","2,768","2,680","2,672","2,632","2,629","2,612","2,604","2,611","2,625","2,584","2,575","2,546","2,522","2,492","2,446","2,473","2,508","2,500","2,489","2,453","2,465"
Other Long-Term Assets,652,675.9,715.1,439.7,517.2,579.6,541.2,722,734.1,707.7,725.8,716.1,"1,445","1,458","1,434",696.3,733.6,735.4,706,675.2,856.8,853.7,898.4,942.7,909.5,905.4,941.3,941.9,938.2,921.1,880.7,832.3,837.5,817.1,807.4,771.2,737.8,718.3,704.5,"1,846"
