,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Other Long-Term Assets,"4,870","5,164","5,079","5,391","5,627","5,722","6,666","7,374","7,589","7,347","7,670","7,756","8,594","8,581","9,789","10,169","8,667","8,595","8,828","13,450","9,430","9,700","9,606","9,662","9,863","10,084","9,968","10,738","10,988","10,919","11,179","12,351","12,934","13,613","16,688","15,454","16,829","16,942","17,492","16,407"
Total Long-Term Assets,"64,190","65,491","66,560","67,661","68,632","70,855","73,306","75,684","77,541","78,908","81,117","82,584","85,378","86,943","89,754","90,782","88,672","89,605","90,254","97,309","100,807","103,081","106,543","110,283","110,912","114,380","117,356","120,302","124,204","126,952","129,591","131,624","133,957","137,438","143,518","145,445","151,808","155,153","157,430","162,128"
Total Assets,"70,331","71,590","72,193","74,605","74,929","77,201","79,963","82,479","84,637","85,420","87,864","89,993","91,205","92,890","96,781","97,963","94,284","95,490","98,603","103,702","109,029","110,552","114,222","117,691","120,637","121,961","126,382","127,684","132,441","135,013","139,163","140,912","144,945","151,770","156,409","158,935","165,357","168,275","171,674","177,489"
Accounts Payable,"1,450","1,475","1,496","1,354","1,104","1,517","1,870","2,529","1,139","1,774","2,800","3,447","1,237","1,814","2,256","3,235","1,748","2,298","3,000","2,386","2,398","2,598","2,838","3,631","3,350","4,097","4,744","4,615","4,400","5,506","5,456","6,935","5,894","7,592","7,149","8,312","6,499","6,225","6,662","8,504"
Current Debt,"5,691","4,901","4,570","4,657","5,202","4,539","4,660","3,006","4,617","5,307","3,482","3,022","5,325","4,132","4,614","3,615","4,137","4,210","5,539","10,930","10,330","7,770","5,643","5,040","6,090","3,877","5,502","6,147","6,603","5,763","7,249","3,867","8,719","10,201","10,155","9,710","11,634","11,191","14,139","11,806"
Other Current Liabilities,"3,151","3,314","3,506","3,652","3,080","3,365","3,841","4,572","4,831","4,255","4,174","4,450","3,199","3,004","4,734","4,393","3,694","3,676","4,268","4,247","5,198","4,044","4,833","5,182","4,282","4,391","5,466","4,796","4,780","5,549","7,751","6,635","7,810","9,028","10,489","8,673","7,244","7,455","7,695","7,653"
Total Current Liabilities,"10,292","9,690","9,572","9,663","9,386","9,421","10,371","10,107","10,587","11,336","10,456","10,919","9,761","8,950","11,604","11,243","9,579","10,184","12,807","17,563","17,926","14,412","13,314","13,853","13,722","12,365","15,712","15,558","15,783","16,818","20,456","17,437","22,423","26,821","27,793","26,695","25,377","24,871","28,496","27,963"
Long-Term Debt,"23,824","25,049","24,853","24,044","24,264","25,235","25,604","26,681","27,791","27,001","28,195","27,818","28,539","30,392","30,345","31,410","28,062","28,356","27,048","26,782","29,883","33,947","36,144","37,543","41,116","42,667","42,794","41,944","46,065","47,559","48,092","50,960","50,974","53,382","54,670","55,256","59,007","60,982","59,183","61,405"
Other Long-Term Liabilities,"18,055","18,422","18,624","20,730","20,815","20,944","21,162","22,579","22,629","23,201","24,344","25,925","26,436","26,672","27,511","25,779","20,650","20,778","21,410","21,944","23,380","23,767","24,590","24,448","24,924","25,355","25,814","25,253","24,863","25,522","25,889","26,846","27,296","26,960","27,200","27,548","27,994","28,046","27,427","29,097"
Total Long-Term Liabilities,"41,879","43,471","43,477","44,774","45,079","46,179","46,766","49,260","50,420","50,202","52,539","53,743","54,975","57,064","57,856","57,189","48,712","49,134","48,458","48,726","53,263","57,714","60,734","61,991","66,040","68,022","68,608","67,197","70,928","73,081","73,981","77,806","78,270","80,342","81,870","82,804","87,001","89,028","86,610","90,502"
Total Liabilities,"52,171","53,161","53,049","54,437","54,465","55,600","57,137","59,367","61,007","61,538","62,995","64,662","64,736","66,014","69,460","68,432","58,291","59,318","61,265","66,289","71,189","72,126","74,048","75,844","79,762","80,387","84,320","82,755","86,711","89,899","94,437","95,243","100,693","107,163","109,663","109,499","112,378","113,899","115,106","118,465"
Total Debt,"29,515","29,950","29,423","28,701","29,466","29,774","30,264","29,687","32,408","32,308","31,677","30,840","33,864","34,524","34,959","35,025","32,199","32,566","32,587","37,712","40,213","41,717","41,787","42,583","47,206","46,544","48,296","48,091","52,668","53,322","55,341","54,827","59,693","63,583","64,825","64,966","70,641","72,173","73,322","73,211"
Debt Growth,5.70%,6.09%,2.48%,0.97%,-0.17%,-0.59%,2.86%,3.44%,9.98%,8.51%,4.67%,3.88%,4.49%,6.86%,10.36%,13.57%,-4.92%,-5.67%,-6.79%,7.67%,24.89%,28.10%,28.23%,12.92%,17.39%,11.57%,15.58%,12.93%,11.57%,14.56%,14.59%,14.01%,13.34%,19.24%,17.14%,18.49%,18.34%,13.51%,13.11%,12.69%
Common Stock,"6,455","6,510","6,893","7,183","7,226","7,886","8,499","8,601","8,650","8,708","9,044","8,953","8,956","9,009","9,051","9,105","9,703","9,741","10,475","10,495","10,520","10,547","11,938","11,975","11,673","11,725","11,385","11,242","11,203","11,244","11,279","11,291","11,282","11,329","12,714","12,740","15,234","15,282","17,338","17,386"
Retained Earnings,"11,684","11,860","12,204","12,773","13,082","13,456","13,987","14,140","14,375","14,548","14,899","15,458","16,581","16,914","17,299","19,020","23,181","23,453","23,935","23,837","23,919","24,554","24,835","25,199","24,922","25,511","26,054","25,363","26,273","25,773","25,464","25,911","24,625","25,169","26,029","26,707","27,862","29,711","29,984","30,235"
Comprehensive Income,21,59,47,-40,-73,-4,-168,-167,-113,-82,-36,-70,-40,3,48,111,-178,-173,-158,-188,-213,-191,-181,-169,-192,-163,-152,-92,-98,-85,-94,0,-20,-59,-114,-218,-200,-200,-227,-153
Shareholders' Equity,"18,160","18,429","19,144","19,916","20,235","21,338","22,318","22,574","22,912","23,174","23,907","24,341","25,497","25,926","26,398","28,236","32,706","33,021","34,252","34,144","34,226","34,910","36,592","37,005","36,403","37,073","37,287","36,513","37,378","36,932","36,649","37,202","35,887","36,439","38,629","39,229","42,896","44,793","47,095","47,468"
Net Cash / Debt,"-29,027","-29,328","-28,938","-28,124","-28,997","-29,223","-29,083","-29,116","-31,780","-31,578","-30,996","-29,548","-33,264","-33,882","-33,578","-33,311","-31,649","-32,088","-32,090","-37,074","-39,241","-40,698","-40,656","-41,983","-43,871","-45,535","-46,335","-46,986","-51,206","-52,438","-54,649","-54,188","-58,216","-60,722","-62,317","-63,365","-68,366","-70,596","-71,754","-70,521"
Net Cash Per Share,-16.56,-16.66,-16.42,-15.92,-16.15,-16.26,-15.94,-15.75,-17.15,-16.99,-16.63,-15.75,-17.69,-17.96,-17.73,-17.57,-16.68,-16.88,-16.80,-19.26,-20.36,-21.07,-20.91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Working Capital,"-4,151","-3,591","-3,939","-2,719","-3,089","-3,075","-3,714","-3,312","-3,491","-4,824","-3,709","-3,510","-3,934","-3,003","-4,577","-4,062","-3,967","-4,299","-4,458","-11,170","-9,704","-6,941","-5,635","-6,445","-3,997","-4,784","-6,686","-8,176","-7,546","-8,757","-10,884","-8,149","-11,435","-12,489","-14,902","-13,205","-11,828","-11,749","-14,252","-12,602"
Book Value Per Share,10.47,10.61,11.02,11.43,11.44,11.97,12.29,12.27,12.44,12.56,12.90,13.02,13.63,13.85,14.06,15.01,17.37,17.52,18.10,17.87,17.89,18.22,18.98,18.93,18.61,18.94,19.04,18.64,19.07,18.83,18.68,18.96,18.28,18.55,19.66,19.74,21.58,22.14,23.27,23.14
