,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,488,622,485,577,469,551,"1,181",571,628,730,681,"1,292",600,642,"1,381","1,714",550,478,497,638,972,"1,019","1,131",600,"3,335","1,009","1,961","1,105","1,462",884,692,639,"1,477","2,861","2,508","1,601","2,275","1,577","1,568","2,690"
Cash & Cash Equivalents,488,622,485,577,469,551,"1,181",571,628,730,681,"1,292",600,642,"1,381","1,714",550,478,497,638,972,"1,019","1,131",600,"3,335","1,009","1,961","1,105","1,462",884,692,639,"1,477","2,861","2,508","1,601","2,275","1,577","1,568","2,690"
Cash Growth,126.98%,51.34%,-13.08%,31.74%,-3.89%,-11.41%,143.51%,-1.04%,33.90%,32.49%,-42.34%,126.27%,-4.46%,-12.05%,102.79%,32.66%,-8.33%,-25.55%,-64.01%,-62.78%,76.73%,113.18%,127.57%,-5.96%,243.11%,-0.98%,73.39%,84.17%,-56.16%,-12.39%,-64.71%,-42.17%,1.03%,223.64%,262.43%,150.55%,54.03%,-44.88%,-37.48%,68.02%
Receivables,"2,551","2,292","2,411","2,159","2,027","2,139","2,310","2,265","2,267","2,673","2,859","2,439","2,160","2,480","2,750","2,737","2,389","2,891","3,119","2,969","2,974","3,121","3,330","2,807","2,621","2,867","3,277","2,974","3,286","3,402","3,858","4,108","4,291","5,131","5,329","5,093","3,932","4,594","4,961","4,553"
Inventory,"1,148","1,178","1,269","1,292","1,249","1,278","1,344","1,259","1,287","1,254","1,309","1,289","1,303","1,313","1,352","1,273","1,205","1,159","1,083","1,223","1,410","1,427","1,451","1,328","1,371","1,367","1,414","1,552","1,604","1,596","1,744","1,561","1,586","1,642","1,791","1,934","1,915","1,931","2,074","2,106"
Other Current Assets,"1,954","2,007","1,468","2,916","2,552","2,378","1,822","2,700","2,914","1,855","1,898","2,389","1,764","1,512","1,544","1,457","1,468","1,357","3,650","1,563","2,866","1,904","1,767","2,673","2,398","2,338","2,374","1,751","1,885","2,179","3,278","2,980","3,634","4,698","3,263","4,862","5,427","5,020","5,641","6,012"
Total Current Assets,"6,141","6,099","5,633","6,944","6,297","6,346","6,657","6,795","7,096","6,512","6,747","7,409","5,827","5,947","7,027","7,181","5,612","5,885","8,349","6,393","8,222","7,471","7,679","7,408","9,725","7,581","9,026","7,382","8,237","8,061","9,572","9,288","10,988","14,332","12,891","13,490","13,549","13,122","14,244","15,361"
"Property, Plant & Equipment","53,306","54,031","55,067","55,705","56,233","58,310","59,835","61,386","62,894","64,157","65,617","66,912","68,400","69,656","71,088","72,289","67,196","68,659","68,572","70,334","74,794","76,136","78,995","82,010","83,873","86,326","88,855","91,803","94,304","96,811","99,141","99,348","101,935","105,393","108,447","111,059","114,929","117,740","120,883","125,776"
Long-Term Investments,"6,014","6,296","6,414","6,565","6,772","6,823","6,805","6,924","7,058","7,404","7,830","7,916","8,384","8,706","8,877","8,324","12,809","12,351","12,854","12,634","13,095","13,749","13,813","14,407","12,975","13,757","14,319","13,507","14,059","14,376","14,427","15,081","14,244","13,589","13,511","14,078","14,866","15,287","14,012","14,854"
Goodwill and Intangibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891,"3,488","3,496","4,129","4,204","4,201","4,213","4,214","4,254","4,853","4,846","4,844","4,844","4,844","4,843","4,872","4,854","5,184","5,184","5,043","5,091"
