,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"2,490","1,827","1,933","1,758","1,823","1,937","1,569","1,629","1,499","1,784","2,498","1,868","1,918","2,517","2,433","2,362","2,103","2,135","2,741","2,873","2,565","2,935","3,361","2,856","2,738","3,408","3,191","2,827","2,796","2,760","2,699","2,198","2,537","2,378","2,294","2,043","1,923","2,283","1,994","2,155"
Cash & Cash Equivalents,"2,490","1,827","1,933","1,758","1,823","1,937","1,569","1,629","1,499","1,784","2,498","1,868","1,918","2,517","2,433","2,362","2,103","2,135","2,741","2,873","2,565","2,935","3,361","2,856","2,738","3,408","3,191","2,827","2,796","2,760","2,699","2,198","2,537","2,378","2,294","2,043","1,923","2,283","1,994","2,155"
Cash Growth,102.93%,3.69%,-6.07%,-21.55%,-26.79%,6.02%,-18.83%,-7.34%,-17.77%,-7.90%,59.21%,14.67%,27.95%,41.09%,-2.60%,26.45%,9.65%,-15.18%,12.66%,21.63%,21.97%,37.47%,22.62%,-0.59%,6.74%,16.12%,-5.06%,-1.02%,2.12%,-19.01%,-15.42%,-22.25%,-9.26%,-13.84%,-15.01%,-7.05%,-24.20%,-3.99%,-13.08%,5.48%
Receivables,"14,269","14,077","13,236","12,031","13,450","13,258","12,078","11,451","12,414","12,078","11,606","10,465","11,130","10,921","11,156","10,248","11,107","10,860","12,238","11,011","12,655","12,614","11,786","10,274","12,072","12,829","11,827","11,333","13,808","14,303","13,593","12,409","14,827","15,000","13,476","13,243","15,523","12,428","11,388","10,561"
Total Assets,"547,111","529,109","527,190","515,581","520,701","509,987","501,985","496,842","502,777","510,349","514,568","498,264","500,162","499,762","503,073","498,301","499,143","496,829","504,860","491,984","512,922","522,269","525,122","525,064","510,477","569,388","577,230","586,481","584,390","598,250","594,800","596,112","573,513","538,938","522,932","522,228","536,627","537,138","521,521","539,306"
Deferred Revenue,"23,383","23,694","23,695","21,324","22,437","22,786","22,686","21,318","22,060","22,165","21,047","19,634","19,840","19,992","20,135","19,030","20,038","19,676","20,829","19,248","20,812","20,621","19,959","18,269","20,128","20,103","20,093","18,660","21,012","21,487","21,245","19,313","21,764","21,120","20,371","18,338","20,817","19,152","18,409","17,387"
Total Liabilities,"442,691","420,528","418,207","408,309","412,334","405,345","402,366","406,632","413,696","419,812","425,403","421,406","425,495","425,438","430,061","432,593","435,786","435,032","445,683","434,675","450,829","456,164","457,677","457,637","448,634","506,570","512,623","519,282","520,830","531,342","529,141","527,200","515,410","492,114","481,931","478,774","490,321","490,647","478,308","488,005"
Total Debt,"39,508","38,414","36,223","31,217","31,999","30,360","30,719","29,249","31,952","33,329","32,277","30,912","30,747","31,812","31,039","31,640","33,619","33,784","34,594","34,540","35,776","36,291","35,262","35,350","35,410","39,280","38,237","37,534","35,648","35,727","31,550","30,163","29,938","28,438","30,432","27,179","26,044","24,145","24,055","22,387"
Debt Growth,-12.72%,-9.86%,-14.23%,-25.13%,-19.01%,-20.97%,-15.19%,-6.30%,-0.15%,9.78%,5.07%,5.69%,-3.77%,-4.55%,-3.84%,2.36%,9.34%,6.20%,11.45%,9.17%,6.42%,7.42%,1.93%,2.35%,-1.02%,8.24%,8.44%,6.18%,0.67%,-9.05%,-17.49%,-19.64%,-16.02%,-20.40%,-3.54%,-9.89%,-13.01%,-15.10%,-20.95%,-17.63%
Common Stock,"70,355","69,364","67,950","66,506","65,249","62,931","59,320","56,178","52,597","49,736","47,529","44,359","40,697","38,350","38,140","38,249","37,901","37,638","37,373","36,890","37,400","37,471","37,549","37,609","37,105","37,218","37,292","37,347","37,092","36,939","35,937","35,484","34,080","32,450","29,807","28,693","27,956","25,520","24,824","21,872"
Retained Earnings,"24,393","27,286","29,300","29,775","32,073","33,707","33,122","30,943","30,396","31,951","32,077","28,711","29,591","30,420","28,389","21,457","22,671","23,318","21,749","20,884","21,259","22,077","22,439","23,084","24,062","15,847","15,838","15,504","19,121","18,935","20,320","23,785","27,764","30,550","33,009","34,893","34,690","35,916","37,689","37,516"
Comprehensive Income,"9,085","11,511","11,331","10,617","10,657","7,620","6,557","2,537","5,525","8,259","9,057","3,230","3,781","4,962","5,939","5,465","2,220",230,-536,"-1,413","2,128","4,991","5,615","4,982",-994,"9,169","10,978","13,511","6,466","10,209","8,606","6,687","-5,900","-17,656","-23,793","-22,616","-19,329","-18,982","-22,529","-14,037"
Shareholders' Equity,"103,833","108,161","108,581","106,898","107,979","104,258","98,999","89,658","88,518","89,946","88,663","76,300","74,069","73,732","72,468","65,171","62,792","61,186","58,586","56,361","60,787","64,539","65,603","65,675","60,173","62,234","64,108","66,362","62,679","66,083","64,863","65,956","55,944","45,344","39,023","40,970","43,317","42,454","39,984","45,351"
