,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"1,954","2,125","1,929","1,897","1,791","2,983","1,605","1,798","1,337","1,688","2,308","2,398","2,173","2,654","2,831","3,053","3,491","2,801","3,185","2,853","2,938","2,849","7,731","2,353","4,253","4,219","4,121","4,634","4,636","4,695","4,878","4,564","3,247","2,722","3,404","3,655","3,824","4,258","5,140","5,933"
Short-Term Investments,860,884,767,"1,439","1,018",502,153,118,176,177,358,280,141,140,586,"1,076",604,385,338,380,539,139,30,98,224,247,440,404,501,805,855,201,112,262,185,238,145,56,73,53
Cash & Cash Equivalents,"2,814","3,009","2,696","3,336","2,809","3,485","1,758","1,916","1,513","1,865","2,666","2,678","2,314","2,794","3,417","4,129","4,095","3,186","3,523","3,233","3,477","2,988","7,761","2,451","4,477","4,466","4,561","5,038","5,137","5,500","5,733","4,765","3,359","2,984","3,589","3,893","3,969","4,314","5,213","5,986"
Cash Growth,-35.69%,-29.23%,-18.57%,-0.03%,-0.18%,15.82%,-34.79%,-42.57%,-46.14%,-46.48%,51.65%,39.77%,52.94%,49.81%,28.17%,54.18%,76.97%,14.03%,3.10%,-21.70%,-15.09%,-6.21%,120.30%,-24.19%,28.76%,49.46%,-41.23%,105.55%,14.74%,23.15%,25.70%,-5.42%,-34.61%,-45.75%,-37.40%,-18.30%,18.16%,44.57%,45.25%,53.76%
Receivables,"4,598","4,759","4,711","4,238","4,408","4,578","4,610","4,154","4,485","4,667","4,743","4,392","4,722","4,919","5,156","4,911","5,252","5,383","5,329","5,020","5,173","5,374","5,020","4,791","4,821","4,459","4,623","4,705","4,817","4,991","4,916","4,660","4,815","4,914","4,722","4,532","4,638","4,947","4,852","4,750"
Inventory,"3,972","4,093","3,945","3,706","3,704","3,847","3,709","3,518","3,627","3,613","3,611","3,385","3,612","3,838","3,975","4,034","4,295","4,238","4,437","4,366","4,538","4,300","4,007","4,134","4,217","4,168","3,984","4,239","4,458","4,842","4,950","4,985","5,290","5,645","5,615","5,372","5,306","5,280","5,065","4,822"
Other Current Assets,"1,378","1,332","1,329","1,023","1,597","1,521","1,531","1,398","1,249","1,291","1,159","1,271","1,253","1,090","1,108","1,203","1,176","1,083","1,130","1,090","1,186","1,389","1,232","1,595","1,575","1,013",942,"1,000",933,"1,010",827,993,988,971,969,891,"1,050","1,213","1,068",821
Total Current Assets,"12,762","13,193","12,681","12,303","12,518","13,431","11,608","10,986","10,874","11,436","12,179","11,726","11,901","12,641","13,656","14,277","14,818","13,890","14,419","13,709","14,374","14,051","18,020","12,971","15,090","14,106","14,110","14,982","15,345","16,343","16,426","15,403","14,452","14,514","14,895","14,688","14,963","15,754","16,198","16,379"
"Property, Plant & Equipment","8,630","8,685","8,499","8,489","8,286","8,389","8,470","8,515","8,614","8,604","8,671","8,516","8,551","8,566","8,658","8,866","8,864","8,645","8,630","8,738","9,626","9,877","9,725","10,191","10,014","9,929","10,060","10,285","10,111","10,230","10,163","10,287","10,254","10,154","9,997","10,007","10,130","10,023","9,786","9,918"
Long-Term Investments,"1,480","1,317","1,213",117,115,119,125,126,130,135,141,0,150,154,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodwill and Intangibles,"8,988","9,025","8,729","8,485","8,330","8,340","11,986","11,850","11,926","11,833","11,852","11,486","11,527","11,306","11,396","13,449","13,455","12,894","12,849","12,708","13,658","13,538","13,257","19,823","19,503","19,393","19,461","19,637","19,351","19,294","19,023","18,774","18,509","18,057","17,484","17,489","17,440","17,339","17,045","17,153"
Other Long-Term Assets,"1,687","1,750","1,654","1,815","1,394","1,109","1,069","1,406","1,438","1,227","1,208","1,178","1,163","1,290","1,371","1,395","1,438","1,349","1,377","1,345","1,482","1,503","1,548","1,674","1,605","1,651","1,759","2,440","2,373","2,440","2,666","2,608","2,640","2,909","3,800","4,271","4,353","5,764","6,592","7,130"
Total Long-Term Assets,"20,785","20,777","20,095","18,906","18,125","17,957","21,650","21,897","22,108","21,799","21,872","21,180","21,391","21,316","21,581","23,710","23,757","22,888","22,856","22,791","24,766","24,918","24,530","31,688","31,122","30,973","31,280","32,362","31,835","31,964","31,852","31,669","31,403","31,120","31,281","31,767","31,923","33,126","33,423","34,201"
Total Assets,"33,547","33,970","32,776","31,209","30,643","31,388","33,258","32,883","32,982","33,235","34,051","32,906","33,292","33,957","35,237","37,987","38,575","36,778","37,275","36,500","39,140","38,969","42,550","44,659","46,212","45,079","45,390","47,344","47,180","48,307","48,278","47,072","45,855","45,634","46,176","46,455","46,886","48,880","49,621","50,580"
Accounts Payable,"1,866","1,844","1,796","1,807","1,801","1,714","1,600","1,694","1,581","1,650","1,621","1,798","1,701","1,782","1,824","1,945","1,874","1,871","2,029","2,266","2,309","2,130","2,079","2,228","2,207","1,975","2,208","2,561","2,670","2,931","2,862","2,994","3,164","3,273","3,063","3,183","3,130","3,231","3,104","3,245"
Current Debt,"2,176","1,650","2,119",106,132,86,"2,279","2,044","2,212","2,450","1,282",972,909,213,835,"1,853","3,449","3,225","1,307","1,211","1,045","1,139","2,201","3,042","3,492","1,734","1,421","1,062","1,635","2,249","2,234","1,570","2,138","2,513","2,097","2,199","3,275","3,277","3,371","3,172"
Other Current Liabilities,"3,408","3,546","3,790","4,051","3,149","3,295","3,153","3,380","3,385","3,154","3,497","3,449","3,385","3,702","3,939","3,889","3,636","3,806","4,000","3,767","3,771","3,996","3,541","3,952","3,435","3,573","3,781","4,325","4,058","4,260","4,539","4,471","3,850","4,110","4,383","4,141","4,151","4,428","8,991","8,880"
Total Current Liabilities,"7,450","7,040","7,705","5,964","5,082","5,095","7,032","7,118","7,178","7,254","6,400","6,219","5,995","5,697","6,598","7,687","8,959","8,902","7,336","7,244","7,125","7,265","7,821","9,222","9,134","7,282","7,410","7,948","8,363","9,440","9,635","9,035","9,152","9,896","9,543","9,523","10,556","10,936","15,466","15,297"
Long-Term Debt,"4,401","5,323","5,225","6,705","6,459","8,431","8,974","8,753","8,927","9,299","11,079","10,678","10,802","11,088","10,828","12,096","12,211","11,294","13,539","13,411","16,111","15,533","18,063","18,125","19,850","19,883","19,034","18,598","17,428","16,870","16,773","16,647","15,409","14,603","14,419","14,581","13,575","13,524","13,426","13,622"
Other Long-Term Liabilities,"3,772","3,761","3,640","5,398","5,150","4,732","5,028","5,544","5,103","4,745","4,524","5,666","5,455","5,528","5,609","6,582","6,366","6,154","6,089","5,997","6,147","6,029","5,902","7,186","7,019","6,999","7,003","7,867","7,561","7,481","7,340","6,273","6,290","7,319","8,058","7,581","7,404","16,563","15,998","16,793"
Total Long-Term Liabilities,"8,173","9,084","8,865","12,103","11,609","13,163","14,002","14,297","14,030","14,044","15,603","16,344","16,257","16,616","16,437","18,678","18,577","17,448","19,628","19,408","22,258","21,562","23,965","25,311","26,869","26,882","26,037","26,465","24,989","24,351","24,113","22,920","21,699","21,922","22,477","22,162","20,979","30,087","29,424","30,415"
Total Liabilities,"15,623","16,124","16,570","18,067","16,691","18,258","21,034","21,415","21,208","21,298","22,003","22,563","22,252","22,313","23,035","26,365","27,536","26,350","26,964","26,652","29,383","28,827","31,786","34,533","36,003","34,164","33,447","34,413","33,352","33,791","33,748","31,955","30,851","31,818","32,020","31,685","31,535","41,023","44,890","45,712"
Total Debt,"6,577","6,973","7,344","6,811","6,591","8,517","11,253","10,797","11,139","11,749","12,361","11,650","11,711","11,301","11,663","13,949","15,660","14,519","14,846","14,622","17,156","16,672","20,264","21,167","23,342","21,617","20,455","19,660","19,063","19,119","19,007","18,217","17,547","17,116","16,516","16,780","16,850","16,801","16,797","16,794"
Debt Growth,10.80%,17.27%,27.12%,13.35%,0.21%,22.14%,53.23%,58.52%,69.00%,37.95%,9.85%,7.90%,5.14%,-3.81%,-5.65%,19.73%,33.72%,28.48%,27.29%,4.82%,9.55%,14.83%,36.49%,44.76%,36.06%,29.66%,0.94%,-7.12%,-18.33%,-11.56%,-7.08%,-7.34%,-7.95%,-10.48%,-13.11%,-7.89%,-3.97%,-1.84%,1.70%,0.08%
Common Stock,"-12,023","-12,816","-14,203","-14,919","-14,842","-16,289","-17,582","-18,508","-18,791","-19,116","-19,597","-20,364","-20,156","-20,213","-20,395","-20,526","-20,673","-22,058","-22,904","-23,974","-23,904","-24,007","-23,995","-23,933","-23,784","-23,616","-23,445","-23,233","-22,728","-22,890","-23,281","-24,025","-24,292","-24,165","-26,180","-26,555","-26,138","-26,059","-25,977","-25,894"
Retained Earnings,"33,312","33,836","34,484","34,317","35,080","35,615","36,235","36,296","36,785","37,194","37,745","37,907","38,094","38,793","39,454","39,115","38,453","39,442","40,120","40,636","41,159","41,362","42,085","42,135","42,345","42,759","43,285","43,821","44,255","44,824","45,361","45,821","46,056","45,269","48,245","47,950","47,966","40,290","37,375","37,479"
Comprehensive Income,"-3,841","-3,666","-4,108","-6,289","-6,321","-6,233","-6,467","-6,359","-6,261","-6,184","-6,146","-7,245","-6,949","-6,989","-6,913","-7,026","-6,803","-7,019","-6,968","-6,866","-7,552","-7,272","-7,388","-8,139","-8,414","-8,286","-7,960","-7,721","-7,767","-7,486","-7,620","-6,750","-6,834","-7,362","-7,985","-6,673","-6,530","-6,433","-6,726","-6,778"
Shareholders' Equity,"17,448","17,354","16,173","13,109","13,917","13,093","12,186","11,429","11,733","11,894","12,002","10,298","10,989","11,591","12,146","11,563","10,977","10,365","10,248","9,796","9,703","10,083","10,702","10,063","10,147","10,857","11,880","12,867","13,760","14,448","14,460","15,046","14,930","13,742","14,080","14,722","15,298","7,798","4,672","4,807"
Net Cash / Debt,"-3,763","-3,964","-4,648","-3,475","-3,782","-5,032","-9,495","-8,881","-9,626","-9,884","-9,695","-8,972","-9,397","-8,507","-8,246","-9,820","-11,565","-11,333","-11,323","-11,389","-13,679","-13,684","-12,503","-18,716","-18,865","-17,151","-15,894","-14,622","-13,926","-13,619","-13,274","-13,452","-14,188","-14,132","-12,927","-12,887","-12,881","-12,487","-11,584","-10,808"
Net Cash Per Share,-5.58,-5.96,-7.06,-5.34,-5.83,-7.83,-15.04,-14.21,-15.49,-15.92,-15.67,-14.61,-15.35,-13.88,-13.46,-16.01,-18.88,-18.76,-18.92,-19.22,-23.24,-23.35,-21.45,-32.12,-32.44,-29.53,-27.29,-25.04,-23.75,-23.14,-22.64,-23.20,-24.67,-24.68,-22.68,-23.32,-23.28,-22.54,-20.90,-19.49
Working Capital,"5,312","6,153","4,976","6,339","7,436","8,336","4,576","3,868","3,696","4,182","5,779","5,507","5,906","6,944","7,058","6,590","5,859","4,988","7,083","6,465","7,249","6,786","10,199","3,749","5,956","6,824","6,700","7,034","6,982","6,903","6,791","6,368","5,300","4,618","5,352","5,165","4,407","4,818",732,"1,082"
Book Value Per Share,26.38,26.62,25.06,20.54,21.88,20.74,19.64,18.61,19.32,19.60,19.86,17.16,18.37,19.38,20.32,19.39,18.41,17.53,17.50,16.87,16.80,17.45,18.56,17.46,17.59,18.82,20.56,22.23,23.70,24.87,24.95,26.16,26.09,24.07,24.75,26.68,27.68,14.08,8.43,8.67
