,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"1,731","1,661","1,861","8,540","1,912","1,559","1,424","1,583","1,696","1,686","1,541",919,548,"13,852","14,179","1,237","1,418","1,509","1,236","1,041",767,594,590,609,"2,439","2,964","2,917","3,447","3,898","3,281","2,392","2,047","3,320","2,760","1,159",745,"2,068","1,024","1,481","1,234"
Short-Term Investments,895,978,889,244,217,159,95,46,326,360,366,364,363,52,21,84,16,15,17,5,10,12,30,8,6,22,20,17,24,24,12,8,15,14,8,0,6,8,8,2
Cash & Cash Equivalents,"2,626","2,639","2,750","8,784","2,129","1,718","1,519","1,629","2,022","2,046","1,907","1,283",911,"13,904","14,200","1,321","1,434","1,524","1,253","1,046",777,606,620,617,"2,445","2,986","2,937","3,464","3,922","3,305","2,404","2,055","3,335","2,774","1,167",745,"2,074","1,032","1,489","1,236"
Cash Growth,8.48%,14.78%,5.44%,249.54%,-18.93%,-34.90%,-44.76%,-81.45%,-5.03%,19.09%,25.54%,-21.24%,-54.95%,579.57%,644.63%,2.96%,57.41%,-89.04%,-91.18%,-20.82%,-45.82%,-60.24%,-50.52%,-41.01%,214.67%,392.74%,373.71%,461.43%,60.41%,10.68%,-18.15%,-40.68%,-14.97%,-16.07%,-51.46%,-63.75%,-37.81%,-62.80%,27.59%,65.91%
Receivables,"1,130","1,204","1,187","1,031","1,572","1,645","1,618","1,513","1,574","1,618","1,618","1,518","1,569","1,749","1,744","2,000","2,293","2,243","2,319","2,216","2,279","2,220","2,345","2,074","2,160","1,993","2,398","2,370","2,118","2,078","2,350","2,177","2,303","2,218","2,191","2,282","2,413","2,414","2,534","2,267"
Inventory,"1,512","1,554","1,495","1,512","2,279","2,019","1,959","1,984","1,845","1,836","1,719","1,692","1,747","1,829","1,818","2,966","2,544","2,562","2,451","2,522","2,628","2,629","2,579","2,760","2,794","2,946","2,743","2,815","2,895","2,946","2,743","3,035","3,258","3,163","3,224","3,604","3,657","3,588","3,273","3,304"
Other Current Assets,678,648,699,784,"1,016",921,563,515,"1,171","1,034","1,123",694,664,730,871,"1,255","1,241","1,196","1,388","1,157","1,160","1,326","1,120",987,"1,156",902,891,888,"1,065","1,209","1,341","1,040","1,256","1,392","1,559","1,544","1,443","1,554","1,380","1,349"
Total Current Assets,"5,946","6,045","6,131","12,111","6,996","6,303","5,659","5,641","6,612","6,534","6,367","5,187","4,891","18,212","18,633","7,542","7,512","7,525","7,411","6,941","6,844","6,781","6,664","6,438","8,555","8,827","8,969","9,537","10,000","9,538","8,838","8,307","10,152","9,547","8,141","8,175","9,587","8,588","8,676","8,156"
"Property, Plant & Equipment","3,512","3,551","3,605","3,565","3,992","4,047","4,060","3,957","3,779","3,813","3,901","3,827","3,941","4,410","4,638","5,262","5,411","5,321","5,375","5,362","5,473","5,550","5,659","5,782","5,664","5,841","5,923","6,096","6,142","6,164","6,003","6,384","6,406","6,005","6,012","6,247","6,356","6,474","6,557","6,647"
Long-Term Investments,0,0,9,0,"1,044","1,082","1,118","1,132",826,785,796,816,817,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodwill and Intangibles,"2,309","2,276","2,215","2,321","15,566","14,973","14,923","14,589","14,325","14,171","13,700","13,560","13,523","13,562","13,456","41,375","40,491","40,147","40,041","39,567","39,220","38,839","38,354","38,160","37,788","37,658","37,433","37,315","37,020","36,811","36,659","36,727","36,363","35,855","36,931","36,753","36,457","35,897","35,470","35,211"
Other Long-Term Assets,483,502,487,506,695,674,718,727,694,713,822,928,949,939,"1,007","1,184","1,159",984,"1,077","1,062","1,061","1,063","1,088","1,572","1,509","1,633","1,687","1,800","1,759","1,820","2,366","1,945","1,865","1,792","1,850","1,954","1,994","2,058","2,077","2,260"
Total Long-Term Assets,"6,304","6,329","6,316","6,392","21,297","20,776","20,819","20,405","19,624","19,482","19,219","19,131","19,230","18,954","19,101","47,821","47,061","46,452","46,493","45,991","45,754","45,452","45,101","45,514","44,961","45,132","45,043","45,211","44,921","44,795","45,028","45,056","44,634","43,652","44,793","44,954","44,807","44,429","44,104","44,118"
Total Assets,"12,250","12,374","12,447","18,503","28,293","27,079","26,478","26,046","26,236","26,016","25,586","24,318","24,121","37,166","37,734","55,363","54,573","53,977","53,904","52,932","52,598","52,233","51,765","51,952","53,516","53,959","54,012","54,748","54,921","54,333","53,866","53,363","54,786","53,199","52,934","53,129","54,394","53,017","52,780","52,274"
Accounts Payable,"1,814","1,888","1,454","1,878","2,787","2,713","2,255","2,578","2,527","2,672","2,240","2,596","2,794","2,820","2,190","4,193","4,224","4,207","3,361","3,891","4,050","4,069","3,219","4,269","4,398","4,437","3,993","5,284","5,375","5,716","4,606","5,671","5,605","5,398","4,304","5,437","5,090","5,021","5,500","5,524"
Current Debt,202,205,203,202,"1,710","1,804","1,452","1,951","1,651","1,351","1,001","1,974","1,224",453,203,703,202,"1,900","2,601","3,254","3,057","2,168","1,309","2,456","4,357","1,630",707,"1,737",1,"2,033",500,"1,064","1,051","1,682","2,179","2,188","2,214","1,856","1,141","2,016"
Other Current Liabilities,0,0,578,1,0,0,674,0,202,196,"1,159",0,0,0,949,-1,0,-1,"1,254",0,1,0,"1,127",1,0,0,"1,136",0,0,0,"1,520",0,1,0,"1,328",0,0,1,0,0
Total Current Liabilities,"2,016","2,093","2,235","2,081","4,497","4,517","4,381","4,529","4,380","4,219","4,400","4,570","4,018","3,273","3,342","4,895","4,426","6,106","7,216","7,145","7,108","6,237","5,655","6,726","8,755","6,067","5,836","7,021","5,376","7,749","6,626","6,735","6,657","7,080","7,811","7,625","7,304","6,878","6,641","7,540"
Long-Term Debt,"3,764","3,768","3,768","9,940","12,128","11,367","11,370","10,858","10,864","10,561","10,550","9,043","9,082","18,563","18,667","22,095","22,589","20,350","18,894","17,817","17,556","18,016","18,081","16,949","16,809","17,090","17,224","16,082","17,718","15,700","17,110","16,360","17,584","14,683","13,886","14,268","16,010","14,926","14,738","14,094"
Other Long-Term Liabilities,"1,155","1,135","1,391","1,414","4,509","3,942","3,563","3,436","3,326","3,203","3,003","3,122","3,058","2,743","2,777","7,126","6,406","6,164","6,800","6,566","6,625","6,483","6,948","7,075","7,001","6,780","7,187","6,982","7,001","6,749","6,453","6,108","6,020","5,943","5,955","5,764","5,391","5,276","5,605","5,308"
Total Long-Term Liabilities,"4,919","4,903","5,159","11,354","16,637","15,309","14,933","14,294","14,190","13,764","13,553","12,165","12,140","21,306","21,444","29,221","28,995","26,514","25,694","24,383","24,181","24,499","25,029","24,024","23,810","23,870","24,411","23,064","24,719","22,449","23,563","22,468","23,604","20,626","19,841","20,032","21,401","20,202","20,343","19,402"
Total Liabilities,"6,935","6,996","7,394","13,435","21,134","19,826","19,314","18,823","18,570","17,983","17,953","16,735","16,158","24,579","24,786","34,116","33,421","32,620","32,910","31,528","31,289","30,736","30,684","30,750","32,565","29,937","30,247","30,085","30,095","30,198","30,189","29,203","30,261","27,706","27,652","27,657","28,705","27,080","26,984","26,942"
Total Debt,"3,966","3,973","3,971","10,142","13,838","13,171","12,822","12,809","12,515","11,912","11,551","11,017","10,306","19,016","18,870","22,798","22,791","22,250","21,495","21,071","20,613","20,184","19,390","19,405","21,166","18,720","17,931","17,819","17,719","17,733","17,610","17,424","18,635","16,365","16,065","16,456","18,224","16,782","15,879","16,110"
Debt Growth,-4.88%,0.08%,0.03%,155.53%,248.92%,231.51%,222.89%,26.30%,-9.56%,-9.56%,-9.91%,-13.99%,-17.65%,59.64%,63.36%,106.93%,121.14%,17.01%,13.91%,-7.58%,-9.56%,-9.29%,-9.79%,-7.91%,2.68%,-7.25%,-7.52%,-8.17%,-16.29%,-5.27%,-1.79%,-2.22%,5.17%,-7.71%,-8.77%,-5.56%,-2.21%,2.55%,-1.16%,-2.10%
Common Stock,"-5,919","-6,074","-6,051","-6,017","-3,542","-3,472","-3,412","-3,339","-3,287","-3,212","-3,165","-3,388","-3,349","1,521","1,560","10,222","10,240","10,288","10,307","10,313","10,356","10,397","10,451","10,466","10,502","13,473","13,522","13,555","13,598","12,644","11,939","11,970","12,019","12,065","11,613","11,647","11,701","11,753","11,809","11,307"
Retained Earnings,"11,689","11,909","12,105","12,224","12,324","12,260","12,314","12,402","12,600","12,850","12,727","13,133","13,321","12,989","13,111","12,765","12,616","12,971","12,596","13,018","12,792","12,997","12,913","12,938","12,868","12,916","12,791","13,522","13,557","13,821","13,826","14,233","14,416","15,088","15,157","15,384","15,563","15,691","15,535","15,540"
Comprehensive Income,-455,-457,"-1,001","-1,139","-1,623","-1,535","-1,738","-1,840","-1,647","-1,605","-1,929","-2,162","-2,009","-1,923","-1,723","-1,740","-1,704","-1,902","-1,909","-1,927","-1,839","-1,897","-2,283","-2,202","-2,419","-2,367","-2,548","-2,414","-2,329","-2,330","-2,088","-2,043","-1,910","-1,660","-1,488","-1,559","-1,575","-1,507","-1,548","-1,515"
Shareholders' Equity,"5,315","5,378","5,053","5,068","7,159","7,253","7,164","7,223","7,666","8,033","7,633","7,583","7,963","12,587","12,948","21,247","21,152","21,357","20,994","21,404","21,309","21,497","21,081","21,202","20,951","24,022","23,765","24,663","24,826","24,135","23,677","24,160","24,525","25,493","25,282","25,472","25,689","25,937","25,796","25,332"
Net Cash / Debt,"-1,340","-1,334","-1,221","-1,358","-11,709","-11,453","-11,303","-11,180","-10,493","-9,866","-9,644","-9,734","-9,395","-5,112","-4,670","-21,477","-21,357","-20,726","-20,242","-20,025","-19,836","-19,578","-18,770","-18,788","-18,721","-15,734","-14,994","-14,355","-13,797","-14,428","-15,206","-15,369","-15,300","-13,591","-14,898","-15,711","-16,150","-15,750","-14,390","-14,874"
