,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Goodwill and Intangibles,"1,665","1,682","1,653","1,647","2,045","2,043","2,008","2,086","2,102","2,373","2,366","2,373","2,444","2,450","2,575","2,563","2,549","3,250","3,239","3,228","3,195","3,178","3,130","3,120","3,067","2,997","3,759","3,768","3,688","3,661","3,617","3,569","3,526","3,477","3,417","3,423","3,396","3,354","3,310","3,285"
Other Long-Term Assets,"2,946","2,750","3,114","3,611","3,568","3,464","3,262","3,549","3,770","4,139","4,319","3,596","3,837","3,541","3,569","1,747","1,861","1,866","1,854","1,972","2,553","2,605","2,621","2,978","2,594","2,683","2,647","3,261","2,988","3,042","3,027","3,122","3,090","3,008","2,869","3,252","3,412","3,317","3,263","3,373"
Total Long-Term Assets,"19,931","19,968","19,802","19,825","20,085","20,020","19,645","20,258","20,767","19,906","20,330","18,851","19,587","19,399","19,840","18,667","19,171","19,656","19,760","20,471","20,972","21,264","21,173","21,435","20,913","20,700","22,209","22,771","22,040","22,158","22,027","22,495","22,396","21,835","20,931","22,046","21,945","21,352","20,980","21,288"
Total Assets,"29,544","29,832","29,815","30,063","29,323","29,888","28,898","28,527","27,945","30,653","28,809","27,899","28,305","27,830","28,094","27,494","26,834","26,140","26,392","27,505","27,321","27,575","27,329","28,898","27,859","27,546","30,267","30,775","30,143","29,806","29,706","30,154","30,257","29,718","28,735","29,499","28,822","28,645","28,278","28,500"
Accounts Payable,732,777,716,997,872,930,909,934,836,938,933,"1,079","1,015","1,096","1,179","1,439","1,164","1,111","1,092","1,456","1,278","1,297","1,447","1,587","1,250","1,109","1,176","1,174","1,272","1,312","1,396","1,612","1,849","1,934","1,808","1,804","1,662","1,519","1,459","1,466"
Current Debt,468,450,455,36,106,102,101,572,527,279,7,256,257,631,631,379,380,252,252,4,7,455,305,11,12,12,256,156,154,353,50,55,120,121,208,224,197,187,297,320
Other Current Liabilities,846,950,967,"1,291",917,990,956,"1,308","1,201","1,231","1,354","1,416","1,149","1,081","1,255","1,391","1,451","1,545","1,768","1,851","1,774","1,664","1,848","1,923","1,929","1,899","2,417","2,437","2,087","2,959","2,891","3,139","3,092","3,475","3,151","3,147","2,914","2,705","2,529","2,533"
Total Current Liabilities,"2,046","2,177","2,138","2,324","1,895","2,022","1,966","2,814","2,564","2,448","2,294","2,751","2,421","2,808","3,065","3,209","2,995","2,908","3,112","3,311","3,059","3,416","3,600","3,521","3,191","3,020","3,849","3,767","3,513","4,624","4,337","4,806","5,061","5,530","5,167","5,175","4,773","4,411","4,285","4,319"
Long-Term Debt,"3,224","3,238","3,228","3,227","3,165","3,910","3,915","3,890","3,910","3,918","3,916","3,646","3,669","3,302","3,994","4,749","4,808","5,099","5,056","5,994","6,018","6,080","6,225","7,729","7,815","7,797","7,822","7,816","7,650","7,025","7,019","6,989","6,839","6,677","6,525","6,687","6,654","7,437","7,210","7,206"
Other Long-Term Liabilities,"2,555","2,585","2,599","2,860","2,891","2,901","2,947","2,960","3,484","4,615","4,812","3,542","3,836","3,640","3,652","3,766","4,543","4,182","4,246","4,314","4,538","4,558","4,370","4,651","4,566","4,596","5,739","5,744","5,422","6,015","5,995","5,814","5,728","5,529","5,495","5,362","5,188","5,087","5,039","5,107"
Total Long-Term Liabilities,"5,779","5,823","5,827","6,087","6,056","6,811","6,862","6,850","7,394","8,533","8,728","7,188","7,505","6,942","7,646","8,515","9,351","9,281","9,302","10,308","10,556","10,638","10,595","12,380","12,381","12,393","13,561","13,560","13,072","13,040","13,014","12,803","12,567","12,206","12,020","12,049","11,842","12,524","12,249","12,313"
Total Liabilities,"7,825","8,000","7,965","8,411","7,951","8,833","8,828","9,664","9,958","10,981","11,022","9,939","9,926","9,750","10,711","11,724","12,346","12,189","12,414","13,619","13,615","14,054","14,195","15,901","15,572","15,413","17,410","17,327","16,585","17,664","17,351","17,609","17,628","17,736","17,187","17,224","16,615","16,935","16,534","16,632"
Total Debt,"3,692","3,688","3,683","3,263","3,271","4,012","4,016","4,462","4,437","4,197","3,923","3,902","3,926","3,933","4,625","5,128","5,188","5,351","5,308","5,998","6,025","6,535","6,530","7,740","7,827","7,809","8,078","7,972","7,804","7,378","7,069","7,044","6,959","6,798","6,733","6,911","6,851","7,624","7,507","7,526"
Debt Growth,26.05%,27.44%,29.73%,-0.91%,-11.40%,8.79%,9.04%,36.75%,35.65%,4.61%,-2.32%,-12.55%,-11.52%,-6.29%,17.89%,31.42%,32.14%,36.05%,14.77%,16.97%,16.13%,22.13%,23.02%,29.04%,29.91%,19.50%,23.71%,3.00%,-0.29%,-5.52%,-12.49%,-11.64%,-10.83%,-7.86%,-4.75%,-1.89%,-1.55%,12.15%,11.50%,8.90%
Common Stock,"10,255","10,100","9,929","9,865","9,449","8,847","8,031","6,767","6,032","5,244","2,976","2,689","2,474","1,910",930,610,-176,-819,"-1,160","-1,501","-1,716","-1,844","-2,134","-2,330","-2,419","-2,366","-2,271","-2,123","-2,048","-2,727","-2,706","-2,881","-2,980","-3,009","-2,969","-2,940","-2,891","-2,898","-2,841","-2,792"
Retained Earnings,"11,465","11,478","12,339","13,021","13,405","13,727","13,769","13,832","13,290","15,331","15,460","16,880","17,030","17,303","17,533","15,930","15,166","15,731","16,186","16,303","16,489","16,399","16,555","16,408","16,114","15,847","16,065","16,120","16,509","15,739","16,110","16,389","16,737","16,837","17,044","16,778","16,713","16,509","16,673","16,391"
Comprehensive Income,-70,185,-489,"-1,307","-1,556","-1,591","-1,803","-1,811","-1,404",-966,-715,"-1,676","-1,196","-1,201","-1,146",-842,-577,"-1,035","-1,136","-1,010","-1,166","-1,130","-1,387","-1,171","-1,497","-1,432","-1,134",-740,"-1,092","-1,052","-1,259","-1,175","-1,362","-2,094","-2,791","-1,830","-1,897","-2,199","-2,402","-2,048"
Shareholders' Equity,"21,650","21,763","21,779","21,579","21,298","20,983","19,997","18,788","17,918","19,609","17,721","17,893","18,308","18,012","17,317","15,698","14,413","13,877","13,890","13,792","13,607","13,425","13,034","12,907","12,198","12,049","12,660","13,257","13,369","11,960","12,145","12,333","12,395","11,734","11,284","12,008","11,925","11,412","11,430","11,551"
Net Cash / Debt,"1,920","2,198","2,421","2,805","1,796","1,461",997,138,-897,"2,947",898,"1,389",946,256,-760,-811,"-2,092","-3,328","-3,405","-3,643","-4,569","-5,357","-5,559","-5,306","-5,802","-5,651","-5,564","-5,300","-4,936","-5,058","-4,857","-4,896","-4,943","-5,169","-5,103","-5,240","-5,705","-6,086","-5,868","-5,747"
Net Cash / Debt Growth,-32.54%,-14.71%,-7.13%,44.44%,-6.46%,-33.53%,-58.82%,-95.08%,-,101.71%,-9.93%,906.52%,-,-91.31%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Working Capital,"7,567","7,687","7,875","7,914","7,343","7,846","7,287","5,455","4,614","8,299","6,185","6,297","6,297","5,623","5,189","5,618","4,668","3,576","3,520","3,723","3,290","2,895","2,556","3,942","3,755","3,826","4,209","4,237","4,590","3,024","3,342","2,853","2,800","2,353","2,637","2,278","2,104","2,882","3,013","2,893"
Book Value Per Share,15.55,16.63,16.87,16.83,16.75,16.67,16.31,15.88,16.10,18.23,17.09,18.81,19.73,19.57,19.17,18.06,16.81,16.71,17.15,17.23,17.30,17.11,16.69,16.78,15.97,15.83,16.62,17.35,17.40,14.05,14.22,14.45,14.65,13.89,13.35,14.20,14.09,13.42,13.40,13.54
