,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"5,612","5,886","6,104","6,068","5,067","5,473","5,013","4,500","3,540","7,144","4,821","5,291","4,844","4,189","3,865","4,317","3,096","2,023","1,903","2,355","1,456","1,178",971,"2,434","2,025","2,158","2,514","2,672","2,868","2,320","2,212","2,148","2,016","1,629","1,630","1,671","1,146","1,538","1,639","1,779"
Short-Term Investments,0,0,0,0,0,0,0,100,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cash & Cash Equivalents,"5,612","5,886","6,104","6,068","5,067","5,473","5,013","4,600","3,540","7,144","4,821","5,291","4,872","4,189","3,865","4,317","3,096","2,023","1,903","2,355","1,456","1,178",971,"2,434","2,025","2,158","2,514","2,672","2,868","2,320","2,212","2,148","2,016","1,629","1,630","1,671","1,146","1,538","1,639","1,779"
Cash Growth,-2.82%,7.59%,12.08%,15.91%,-9.71%,-7.02%,-17.87%,-24.19%,-30.14%,30.53%,-3.83%,15.02%,37.63%,-41.36%,-19.83%,-18.41%,-36.45%,-51.71%,-50.76%,-45.45%,-52.97%,-41.77%,-48.98%,3.35%,39.08%,83.19%,158.91%,9.78%,41.63%,7.51%,-12.01%,-19.61%,-29.71%,-29.78%,-26.31%,-22.21%,-43.15%,-5.59%,0.55%,6.46%
Receivables,"1,588","1,645","1,601","1,501","1,487","1,545","1,479","1,372","1,388","1,544","1,645","1,481","1,583","1,640","1,748","1,807","1,747","1,842","1,973","1,940","1,974","2,103","2,024","1,836","1,708","1,712","2,099","2,133","1,900","2,057","2,114","2,004","1,910","1,786","1,620","1,721","1,688","1,674","1,725","1,572"
Inventory,"1,395","1,380","1,327","1,322","1,331","1,385","1,374","1,385","1,453","1,501","1,516","1,471","1,544","1,616","1,693","1,712","1,834","1,896","1,921","2,037","2,190","2,291","2,337","2,320","2,347","2,235","2,581","2,438","2,361","2,387","2,463","2,481","2,618","2,835","2,951","2,904","2,863","2,757","2,655","2,666"
Other Current Assets,"1,018",953,981,"1,347","1,353","1,465","1,387",912,797,558,497,805,719,986,948,991,986,723,835,702,729,739,824,873,866,741,864,761,974,884,890,"1,026","1,317","1,633","1,603","1,157","1,180","1,324","1,279","1,195"
Total Current Assets,"9,613","9,864","10,013","10,238","9,238","9,868","9,253","8,269","7,178","10,747","8,479","9,048","8,718","8,431","8,254","8,827","7,663","6,484","6,632","7,034","6,349","6,311","6,156","7,463","6,946","6,846","8,058","8,004","8,103","7,648","7,679","7,659","7,861","7,883","7,804","7,453","6,877","7,293","7,298","7,212"
"Property, Plant & Equipment","13,344","13,523","13,033","12,766","12,708","12,669","12,549","12,648","12,823","13,048","13,293","12,546","12,969","13,060","13,344","14,017","14,416","14,201","14,345","14,895","14,878","15,137","15,083","15,337","14,932","14,691","15,449","15,742","15,364","15,455","15,383","15,804","15,780","15,350","14,645","15,371","15,137","14,681","14,407","14,630"
Long-Term Investments,"1,976","2,013","2,002","1,801","1,764","1,844","1,826","1,975","2,072",346,352,336,337,348,352,340,345,339,322,376,346,344,339,0,320,329,354,0,0,0,0,0,0,0,0,0,0,0,0,0
