,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,739.13,"1,422","1,422","1,422","1,422","1,351","1,351","1,351","1,351","1,188","1,188","1,188","1,188",781.27,781.27,781.27,781.27,480.98,480.98,480.98,480.98,425.72,425.72,425.72,425.72,"1,759","1,759","1,759","1,759",442.56,442.56,442.56,442.56,224.16,224.16,224.16,224.16,"1,971","1,194","1,520"
Cash & Cash Equivalents,739.13,"1,422","1,422","1,422","1,422","1,351","1,351","1,351","1,351","1,188","1,188","1,188","1,188",781.27,781.27,781.27,781.27,480.98,480.98,480.98,480.98,425.72,425.72,425.72,425.72,"1,759","1,759","1,759","1,759",442.56,442.56,442.56,442.56,224.16,224.16,224.16,224.16,"1,971","1,194","1,520"
Cash Growth,38.79%,92.39%,92.39%,92.39%,92.39%,-5.00%,-5.00%,-5.00%,-5.00%,-12.07%,-12.07%,-12.07%,-12.07%,-34.23%,-34.23%,-34.23%,-34.23%,-38.44%,-38.44%,-38.44%,-38.44%,-11.49%,-11.49%,-11.49%,-11.49%,313.20%,313.20%,313.20%,313.20%,-74.84%,-74.84%,-74.84%,-74.84%,-49.35%,-49.35%,-49.35%,-49.35%,779.05%,432.80%,577.97%
Receivables,"1,172","1,103","1,103","1,103","1,103","1,069","1,069","1,069","1,069","1,170","1,170","1,170","1,170","1,213","1,213","1,213","1,213","1,114","1,114","1,114","1,114","1,209","1,209","1,209","1,209","1,286","1,286","1,286","1,286","1,370","1,370","1,370","1,370","1,495","1,495","1,495","1,495","1,241","1,430","1,713"
Inventory,"1,124","1,124","1,124","1,124","1,124","1,091","1,091","1,091","1,091",878.12,878.12,878.12,878.12,905.87,905.87,905.87,905.87,870.15,870.15,870.15,870.15,970.47,970.47,970.47,970.47,"1,135","1,135","1,135","1,135","1,196","1,196","1,196","1,196","1,331","1,331","1,331","1,331","1,411","1,499","1,544"
Other Current Assets,894.42,740.33,740.33,740.33,740.33,556.38,556.38,556.38,556.38,448.13,448.13,448.13,448.13,385.24,385.24,385.24,385.24,492.54,492.54,492.54,492.54,441.21,441.21,441.21,441.21,379.95,379.95,379.95,379.95,614.59,614.59,614.59,614.59,"1,045","1,045","1,045","1,045",644.47,569.41,552.81
Total Current Assets,"3,930","4,390","4,390","4,390","4,390","4,067","4,067","4,067","4,067","3,684","3,684","3,684","3,684","3,285","3,285","3,285","3,285","2,958","2,958","2,958","2,958","3,046","3,046","3,046","3,046","4,560","4,560","4,560","4,560","3,624","3,624","3,624","3,624","4,095","4,095","4,095","4,095","5,266","4,693","5,330"
"Property, Plant & Equipment","28,081","28,937","28,937","28,937","28,937","28,044","28,044","28,044","28,044","28,155","28,155","28,155","28,155","29,925","29,925","29,925","29,925","32,279","32,279","32,279","32,279","35,516","35,516","35,516","35,516","39,196","39,196","39,196","39,196","42,602","42,602","42,602","42,602","42,844","42,844","42,844","42,844","42,523","43,275","43,715"
Long-Term Investments,40.35,36.23,36.23,36.23,36.23,4.34,4.34,4.34,4.34,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodwill and Intangibles,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17,377.17
Other Long-Term Assets,"10,978","12,788","12,788","12,788","12,675","12,154","12,154","12,154","12,154","13,688","13,688","13,688","13,688","13,119","13,119","13,119","13,119","12,661","12,661","12,661","12,661","12,785","12,785","12,785","12,785","14,106","14,106","14,106","14,106","12,852","12,852","12,852","12,852","11,279","11,279","11,279","11,279","11,037","11,372","11,130"
Total Long-Term Assets,"39,477","42,138","42,138","42,138","42,025","40,580","40,580","40,580","40,580","42,220","42,220","42,220","42,220","43,422","43,422","43,422","43,422","45,317","45,317","45,317","45,317","48,678","48,678","48,678","48,678","53,679","53,679","53,679","53,679","55,831","55,831","55,831","55,831","54,500","54,500","54,500","54,500","53,937","55,025","55,222"
Total Assets,"43,406","46,528","46,528","46,528","46,414","44,648","44,648","44,648","44,648","45,904","45,904","45,904","45,904","46,707","46,707","46,707","46,707","48,275","48,275","48,275","48,275","51,724","51,724","51,724","51,724","58,239","58,239","58,239","58,239","59,454","59,454","59,454","59,454","58,595","58,595","58,595","58,595","59,203","59,717","60,552"
Accounts Payable,"1,173","1,166","1,166","1,166","1,166","1,072","1,072","1,072","1,072","1,286","1,286","1,286","1,286","1,452","1,452","1,452","1,452","1,496","1,496","1,496","1,496","1,500","1,500","1,500","1,500","2,739","2,739","2,739","2,739","2,610","2,610","2,610","2,610","1,778","1,778","1,778","1,778","1,386","1,524","1,336"
Current Debt,"1,506","1,500","1,500","1,500","1,500",711.43,711.43,711.43,711.43,782.33,782.33,782.33,782.33,"2,340","2,340","2,340","2,340","2,592","2,592","2,592","2,592","2,742","2,742","2,742","2,742","2,792","2,792","2,792","2,792","2,241","2,241","2,241","2,241","3,137","3,137","3,137","3,137","3,125","2,957","2,875"
Other Current Liabilities,"1,381","1,182","1,182","1,182","1,182","1,307","1,307","1,307","1,307","1,132","1,132","1,132","1,132","1,244","1,244","1,244","1,244","1,355","1,355","1,355","1,355","1,379","1,379","1,379","1,379","1,530","1,530","1,530","1,530","1,340","1,340","1,340","1,340","1,455","1,455","1,455","1,455","1,315","1,400","1,637"
Total Current Liabilities,"4,061","3,849","3,849","3,849","3,849","3,090","3,090","3,090","3,090","3,200","3,200","3,200","3,200","5,036","5,036","5,036","5,036","5,444","5,444","5,444","5,444","5,620","5,620","5,620","5,620","7,061","7,061","7,061","7,061","6,191","6,191","6,191","6,191","6,369","6,369","6,369","6,369","5,825","5,881","5,849"
Long-Term Debt,"12,171","12,530","12,530","12,530","12,416","13,139","13,139","13,139","13,139","14,492","14,492","14,492","14,492","14,337","14,337","14,337","14,337","15,518","15,518","15,518","15,518","17,079","17,079","17,079","17,079","21,206","21,206","21,206","21,206","24,842","24,842","24,842","24,842","23,624","23,624","23,624","23,624","24,464","24,322","24,659"
Other Long-Term Liabilities,"17,448","20,047","20,047","20,047","20,047","19,162","19,162","19,162","19,162","20,130","20,130","20,130","20,130","19,341","19,341","19,341","19,341","18,469","18,469","18,469","18,469","18,766","18,766","18,766","18,766","19,012","19,012","19,012","19,012","16,717","16,717","16,717","16,717","15,537","15,537","15,537","15,537","15,747","16,147","16,225"
Total Long-Term Liabilities,"29,619","32,577","32,577","32,577","32,464","32,301","32,301","32,301","32,301","34,623","34,623","34,623","34,623","33,678","33,678","33,678","33,678","33,987","33,987","33,987","33,987","35,845","35,845","35,845","35,845","40,218","40,218","40,218","40,218","41,558","41,558","41,558","41,558","39,161","39,161","39,161","39,161","40,211","40,468","40,884"
Total Liabilities,"33,680","36,426","36,426","36,426","36,313","35,391","35,391","35,391","35,391","37,823","37,823","37,823","37,823","38,715","38,715","38,715","38,715","39,431","39,431","39,431","39,431","41,465","41,465","41,465","41,465","47,278","47,278","47,278","47,278","47,749","47,749","47,749","47,749","45,530","45,530","45,530","45,530","46,036","46,350","46,733"
Total Debt,"13,678","14,030","14,030","14,030","13,917","13,850","13,850","13,850","13,850","15,275","15,275","15,275","15,275","16,677","16,677","16,677","16,677","18,111","18,111","18,111","18,111","19,820","19,820","19,820","19,820","23,997","23,997","23,997","23,997","27,082","27,082","27,082","27,082","26,760","26,760","26,760","26,760","27,589","27,279","27,535"
Debt Growth,1.52%,2.58%,2.58%,2.58%,1.75%,-1.28%,-1.28%,-1.28%,-0.48%,10.29%,10.29%,10.29%,10.29%,9.18%,9.18%,9.18%,9.18%,8.60%,8.60%,8.60%,8.60%,9.44%,9.44%,9.44%,9.44%,21.07%,21.07%,21.07%,21.07%,12.85%,12.85%,12.85%,12.85%,-1.19%,-1.19%,-1.19%,-1.19%,3.10%,1.94%,2.89%
Common Stock,-163.26,-119.63,-119.63,-119.63,-119.63,-146.07,-146.07,-146.07,-146.07,-78.79,-78.79,-78.79,-78.79,38.34,38.34,38.34,38.34,680.33,680.33,680.33,680.33,"1,413","1,413","1,413","1,413","1,478","1,478","1,478","1,478","1,729","1,729","1,729","1,729","2,657","2,657","2,657","2,657","2,661","2,678","2,695"
Retained Earnings,"9,825","10,170","10,170","10,170","10,170","9,394","9,394","9,394","9,394","8,196","8,196","8,196","8,196","7,978","7,978","7,978","7,978","8,721","8,721","8,721","8,721","9,258","9,258","9,258","9,258","9,897","9,897","9,897","9,897","10,241","10,241","10,241","10,241","10,502","10,502","10,502","10,502","10,587","10,752","11,192"
Comprehensive Income,-29.32,-42.31,-42.31,-42.31,-42.31,8.95,8.95,8.95,8.95,-34.97,-34.97,-34.97,-34.97,-23.53,-23.53,-23.53,-23.53,-557.17,-557.17,-557.17,-557.17,-446.92,-446.92,-446.92,-446.92,-449.21,-449.21,-449.21,-449.21,-332.53,-332.53,-332.53,-332.53,-191.75,-191.75,-191.75,-191.75,-189.73,-193.02,-195.45
Shareholders' Equity,"9,632","10,008","10,008","10,008","10,008","9,257","9,257","9,257","9,257","8,082","8,082","8,082","8,082","7,993","7,993","7,993","7,993","8,844","8,844","8,844","8,844","10,224","10,224","10,224","10,224","10,926","10,926","10,926","10,926","11,637","11,637","11,637","11,637","12,967","12,967","12,967","12,967","13,058","13,237","13,691"
Net Cash / Debt,"-12,938.55","-12,608.08","-12,608.08","-12,608.08","-12,494.68","-12,499.03","-12,499.03","-12,499.03","-12,499.03","-14,086.73","-14,086.73","-14,086.73","-14,086.73","-15,895.82","-15,895.82","-15,895.82","-15,895.82","-17,629.68","-17,629.68","-17,629.68","-17,629.68","-19,394.66","-19,394.66","-19,394.66","-19,394.66","-22,238.17","-22,238.17","-22,238.17","-22,238.17","-26,639.52","-26,639.52","-26,639.52","-26,639.52","-26,536.01","-26,536.01","-26,536.01","-26,536.01","-25,618.41","-26,084.77","-26,014.73"
Net Cash Per Share,-72.40,-70.41,-70.03,-69.84,-68.81,-69.25,-69.39,-69.77,-70.07,-78.71,-78.48,-78.26,-79.55,-88.39,-88.20,-88.08,-87.51,-97.17,-96.35,-95.99,-95.07,-100.89,-99.85,-96.73,-96.52,-110.69,-110.70,-110.57,-110.34,-132.50,-132.68,-131.88,-131.37,-130.15,-129.63,-129.71,-126.90,-120.76,-122.92,-122.57
Working Capital,-130.88,540.74,540.74,540.74,540.74,977.45,977.45,977.45,977.45,484.17,484.17,484.17,484.17,"-1,750.88","-1,750.88","-1,750.88","-1,750.88","-2,485.48","-2,485.48","-2,485.48","-2,485.48","-2,574.47","-2,574.47","-2,574.47","-2,574.47","-2,500.61","-2,500.61","-2,500.61","-2,500.61","-2,567.15","-2,567.15","-2,567.15","-2,567.15","-2,274.42","-2,274.42","-2,274.42","-2,274.42",-559.09,"-1,188.67",-519.03
Book Value Per Share,54.01,55.97,55.80,55.72,55.52,51.52,51.56,51.67,51.89,45.26,45.20,45.14,45.12,44.57,44.53,44.51,44.33,48.94,48.91,48.86,48.30,53.93,52.97,51.39,51.34,54.69,54.58,54.57,54.57,58.03,57.96,57.91,57.75,63.90,63.76,63.74,62.33,61.78,62.60,64.75
