,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"1,380","2,005","2,649","1,958","1,104",930,"1,330","1,374",918,974,"1,388","1,026",930,966,"1,078","1,205","1,168","1,036",951,"1,066","1,117","1,294","1,213","1,155","1,480","1,711","2,388","2,089","1,120",888,"1,398","1,752",772,909,802,"12,102","1,006","12,735","14,729","14,152"
Cash & Cash Equivalents,"1,380","2,005","2,649","1,958","1,104",930,"1,330","1,374",918,974,"1,388","1,026",930,966,"1,078","1,205","1,168","1,036",951,"1,066","1,117","1,294","1,213","1,155","1,480","1,711","2,388","2,089","1,120",888,"1,398","1,752",772,909,802,"12,102","1,006","12,735","14,729","14,152"
Cash Growth,9.26%,63.01%,21.85%,-14.98%,-20.00%,-53.62%,-49.79%,-29.83%,-16.85%,4.73%,4.36%,-25.33%,1.31%,-0.82%,-22.33%,17.45%,25.59%,7.25%,-11.78%,-11.54%,-4.37%,24.90%,27.55%,8.35%,32.50%,32.23%,96.87%,80.87%,-24.32%,-48.10%,-41.46%,-16.13%,-31.07%,2.36%,-42.63%,590.75%,30.31%,1300.99%,1736.53%,16.94%
Receivables,"3,462","3,706","3,496","3,377","3,380","3,659","3,517","3,471","3,647","3,721","3,603","3,643","3,795","3,984","3,909","4,133","4,562","4,601","4,476","4,317","4,630","5,553","5,198","5,236","5,558","5,647","5,236","5,326","5,597","5,839","5,624","5,586","5,963","6,286","5,819","5,852","6,700","6,986","6,520","6,418"
Other Current Assets,721,703,707,198,693,710,679,199,233,235,218,215,256,232,228,224,540,538,539,551,"6,928",679,645,677,711,739,688,740,832,846,855,926,"1,053",974,953,"1,005","1,407","1,081","1,030","1,178"
Total Current Assets,"5,563","6,414","6,852","5,533","5,177","5,299","5,526","5,044","4,798","4,930","5,209","4,884","4,981","5,182","5,215","5,562","6,270","6,175","5,966","5,934","12,675","7,526","7,056","7,068","7,749","8,097","8,312","8,155","7,549","7,573","7,877","8,264","7,788","8,169","7,574","18,959","9,113","20,802","22,279","21,748"
"Property, Plant & Equipment",825,843,822,809,794,807,786,773,757,736,717,725,722,721,728,712,713,698,707,701,"2,341","2,815","2,773","2,779","2,735","2,748","2,748","2,750","2,654","2,799","2,723","2,715","2,690","2,607","2,480","2,433","2,453","2,439","2,378","2,423"
Goodwill and Intangibles,"7,799","7,871","7,814","7,933","7,832","8,155","8,342","8,925","8,985","8,900","8,882","9,495","10,060","10,054","10,420","10,363","10,450","10,411","10,764","11,036","11,203","17,562","17,155","17,445","17,075","17,558","17,745","18,216","18,061","18,492","18,235","19,127","18,974","18,501","17,979","18,788","18,752","19,129","19,153","19,861"
Other Long-Term Assets,"2,390","2,460","2,499","3,518","3,031","3,152","3,070","3,474","3,588","3,510","3,550","3,086","3,206","3,485","3,327","3,792","3,946","3,875","3,692","3,907","3,918","4,213","4,113","4,065","3,832","3,766","3,876","3,928","4,009","4,089","4,147","4,282","4,236","4,163","3,990","3,934","4,040","4,196","4,190","3,998"
Total Long-Term Assets,"11,014","11,174","11,135","12,260","11,657","12,114","12,198","13,172","13,330","13,146","13,149","13,306","13,988","14,260","14,475","14,867","15,109","14,984","15,163","15,644","17,462","24,590","24,041","24,289","23,642","24,072","24,369","24,894","24,724","25,380","25,105","26,124","25,900","25,271","24,449","25,155","25,245","25,764","25,721","26,282"
Total Assets,"16,577","17,588","17,987","17,793","16,834","17,413","17,724","18,216","18,128","18,076","18,358","18,190","18,969","19,442","19,690","20,429","21,379","21,159","21,129","21,578","30,137","32,116","31,097","31,357","31,391","32,169","32,681","33,049","32,273","32,953","32,982","34,388","33,688","33,440","32,023","44,114","34,358","46,566","48,000","48,030"
Accounts Payable,"1,895","1,849","1,800","1,883","1,699","1,748","1,759","1,886","1,879","1,868","1,862","1,969","2,033","2,027","2,002","2,083","2,343","2,246","2,293","2,234","2,244","2,600","2,479","2,746","2,611","2,668","2,662","3,050","2,940","2,830","2,833","3,165","3,084","3,029","2,903","3,278","3,406","3,137","3,143","3,403"
Current Debt,432,333,640,11,61,111,62,12,265,261,262,312,412,162,13,262,512,439,638,314,"1,853","2,010","1,480","1,557","2,743","1,548","1,551",859,"1,357",858,855,349,"1,522","1,625","1,265",578,"2,417","2,684","2,171","1,931"
Other Current Liabilities,"1,016","1,348","1,690","1,783",993,"1,349","1,583","1,810","1,015","1,375","1,701","1,801","1,143","1,460","1,799","1,917","1,267","1,531","1,796","2,376","1,642","1,772","2,245","2,376","1,505","1,712","2,317","2,647","1,826","2,128","2,971","3,140","1,981","2,362","3,124","13,976","2,091","13,992","15,291","14,461"
Total Current Liabilities,"3,343","3,530","4,130","3,677","2,753","3,208","3,404","3,708","3,159","3,504","3,825","4,082","3,588","3,649","3,814","4,262","4,122","4,216","4,727","4,924","5,739","6,382","6,204","6,679","6,859","5,928","6,530","6,556","6,123","5,816","6,659","6,654","6,587","7,016","7,292","17,832","7,914","19,813","20,605","19,795"
Long-Term Debt,"2,619","3,212","3,379","3,368","3,828","3,825","4,422","4,402","4,748","4,496","4,494","4,495","5,479","5,479","5,475","5,225","5,815","5,813","5,512","5,510","13,062","13,440","13,386","12,667","13,129","13,887","13,434","12,720","12,092","12,249","12,128","12,813","12,383","12,239","12,019","12,894","12,564","11,946","13,424","13,505"
Other Long-Term Liabilities,"2,572","2,618","2,563","3,615","3,390","3,508","3,555","3,504","3,450","3,371","3,285","3,341","3,283","3,240","3,270","3,500","3,421","3,333","3,352","3,560","3,350","3,957","3,710","4,068","3,952","3,962","3,965","4,513","4,462","4,624","4,307","3,699","3,562","3,268","2,921","2,639","2,684","2,668","2,385","2,360"
Total Long-Term Liabilities,"5,191","5,830","5,942","6,983","7,218","7,333","7,977","7,906","8,198","7,867","7,779","7,836","8,762","8,719","8,745","8,725","9,236","9,146","8,864","9,070","16,412","17,397","17,096","16,735","17,081","17,849","17,399","17,233","16,554","16,873","16,435","16,512","15,945","15,507","14,940","15,533","15,248","14,614","15,809","15,865"
Total Liabilities,"8,534","9,360","10,072","10,660","9,971","10,541","11,381","11,614","11,357","11,371","11,604","11,918","12,350","12,368","12,559","12,987","13,358","13,362","13,591","13,994","22,151","23,779","23,300","23,414","23,940","23,777","23,929","23,789","22,677","22,689","23,094","23,166","22,532","22,523","22,232","33,365","23,162","34,427","36,414","35,660"
Total Debt,"3,051","3,545","4,019","3,379","3,889","3,936","4,484","4,414","5,013","4,757","4,756","4,807","5,891","5,641","5,488","5,487","6,327","6,252","6,150","5,824","14,915","15,450","14,866","14,224","15,872","15,435","14,985","13,579","13,449","13,107","12,983","13,162","13,905","13,864","13,284","13,472","14,981","14,630","15,595","15,436"
Debt Growth,12.38%,30.67%,25.36%,14.35%,27.47%,11.03%,11.57%,30.63%,28.90%,20.86%,6.07%,8.90%,17.51%,18.58%,15.39%,14.15%,7.40%,10.83%,12.06%,6.14%,135.74%,147.12%,141.72%,144.23%,6.42%,-0.10%,0.80%,-4.53%,-15.27%,-15.08%,-13.36%,-3.07%,3.39%,5.78%,2.32%,2.36%,7.74%,5.53%,17.40%,14.58%
Common Stock,"1,049",861,686,566,347,-62,-558,-569,-684,-826,-993,"-1,103","-1,237","-1,381","-1,507","-1,738","-1,967","-2,150","-2,255","-2,189","-2,143","-2,149","-2,260","-2,351","-2,348","-2,252","-2,163","-2,058","-2,149","-2,336","-2,510","-2,805","-3,300","-3,824","-4,224","-4,467","-4,762","-4,964","-5,141","-5,273"
