,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Goodwill and Intangibles,"6,029","6,030","6,033","6,003","5,989","6,029","6,041","6,040","6,019","6,029","6,017","6,007","5,980","5,982","6,000","6,001","6,509","6,170","6,147","6,129","83,508","82,875","82,166","81,546","81,164","80,746","80,381","80,177","79,827","79,427","81,070","80,671","79,913","79,518","79,086","78,692","78,303","77,913","77,524","77,134"
Other Long-Term Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"17,893",-,-,-,"17,797","18,557","18,808","18,781","18,806","18,163","18,774","19,155","20,358","20,165","20,426","20,267","16,712","16,345","15,739","15,330","15,398","15,189","14,968","15,095"
Total Long-Term Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"52,448",-,-,-,"132,796","133,212","133,692","133,679","125,929","123,834","124,748","125,487","127,652","126,527","129,196","128,764","118,755","117,217","115,208","114,039","113,763","115,949","115,343","115,127"
Total Assets,"54,336","55,173","55,929","55,653","55,870","58,122","57,132","56,909","57,088","58,884","59,506","60,762","59,360","61,147","61,738","61,936","61,759","63,141","63,102","82,956","153,226","154,348","154,401","154,847","155,774","154,711","159,628","160,044","155,451","152,081","154,207","154,251","154,889","152,610","152,630","144,209","143,885","147,976","150,054","149,645"
Accounts Payable,"7,506","7,942","8,002","7,645","8,444","9,259","9,118","8,913","8,848","9,392","9,146","8,924","8,946","9,437","9,449","9,585",489,"10,750","10,411","10,496","15,068","15,633","15,914","15,359","15,544","16,382","17,269","17,866","18,825","19,402","20,117","20,364","21,964","21,867","23,574","23,546","24,845","24,969","26,689","26,993"
Deferred Revenue,580,637,625,602,621,634,627,591,629,646,618,"1,179",634,"1,204","1,181","1,194",0,"1,291","1,244",683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,240,-,-,-,"2,955","2,915","2,310","4,712","5,514","4,340","4,750","6,449","3,374",404,"1,532","2,703","2,545","2,173","2,397","3,488","2,993","3,418","4,618","3,046"
Other Current Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"10,280",-,-,-,"13,872","14,421","13,643","14,376","19,080","19,658","20,160","19,571","13,823","13,664","13,062","13,273","19,063","19,622","19,247","14,081","13,387","16,340","16,038","17,020"
Total Current Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"11,009",-,-,-,"31,895","32,969","31,867","34,447","40,138","40,380","42,179","43,886","36,022","33,470","34,711","36,340","43,572","43,662","45,218","41,115","41,225","44,727","47,345","47,059"
Long-Term Debt,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"5,199",-,-,-,"39,523","37,571","36,885","34,041","31,893","32,147","31,774","29,537","29,545","31,568","31,606","31,609","31,125","31,013","30,984","28,090","28,100","29,124","28,115","28,094"
Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"31,791",-,-,-,"40,736","41,357","41,800","41,626","38,364","37,063","38,270","38,523","39,498","38,829","39,123","38,819","33,008","31,771","30,461","29,871","29,806","29,529","29,068","28,726"
Total Long-Term Liabilities,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"36,990",-,-,-,"80,259","78,928","78,685","75,667","70,257","69,210","70,044","68,060","69,043","70,397","70,729","70,428","64,133","62,784","61,445","57,961","57,906","58,653","57,183","56,820"
Total Liabilities,"43,659","44,508","44,878","44,385","44,991","47,081","45,753","45,055","44,975","46,127","46,071","46,712","45,575","46,862","47,133","47,739","47,999","48,897","48,320","67,371","112,154","111,897","110,552","110,114","110,395","109,590","112,223","111,946","105,065","103,867","105,440","106,768","107,705","106,446","106,663","99,076","99,131","103,380","104,528","103,879"
Total Debt,"5,247","5,232","5,143","5,145","5,126","6,061","5,196","5,205","5,169","5,190","5,089","5,051","5,032","4,763","4,763","5,348","5,439","5,301","5,304","25,050","42,478","40,486","39,195","38,753","37,407","36,487","36,524","35,986","32,919","31,972","33,138","34,312","33,670","33,186","33,381","31,578","31,093","32,542","32,733","31,140"
Debt Growth,1.16%,-3.02%,-0.77%,-1.79%,-2.31%,15.84%,1.03%,1.17%,0.84%,-14.37%,-2.06%,-2.96%,-2.65%,-8.23%,-6.41%,5.88%,8.09%,11.30%,11.36%,368.40%,680.99%,663.74%,638.97%,54.70%,-11.94%,-9.88%,-6.81%,-7.14%,-12.00%,-12.37%,-9.27%,-4.65%,2.28%,3.80%,0.73%,-7.97%,-7.65%,-1.94%,-1.94%,-1.39%
Common Stock,"-2,589","-3,147","-3,467","-3,620","1,421","1,241","1,237","1,283","1,164","1,122","1,154","1,202","1,250","1,122",590,-321,"-1,007","-1,191","-1,136","-1,062","27,651","27,264","26,946","26,369","26,117","25,308","25,102","24,133","22,607","19,991","19,273","16,765","15,403","14,159","13,346","10,009","8,393","7,430","7,387","6,828"
Retained Earnings,"13,676","14,136","14,677","15,196","10,289","10,635","11,178","11,706","12,121","12,541","13,046","13,487","13,855","14,356","15,102","15,590","15,800","16,933","17,722","18,474","15,088","16,426","17,834","19,185","20,162","21,298","23,052","24,440","28,575","29,389","30,513","31,803","32,593","33,420","34,626","37,041","37,940","38,841","39,936","40,982"
Comprehensive Income,-520,-433,-273,-419,-936,-934,"-1,125","-1,215","-1,250",-988,-844,-715,"-1,382","-1,252","-1,146","-1,124","-1,082","-1,547","-1,843","-1,857","-1,711","-1,282",-965,-858,-941,"-1,527",-788,-541,-861,"-1,231","-1,077","-1,153",-884,"-1,492","-2,080","-2,009","-1,658","-1,769","-1,878","-2,119"
Shareholders' Equity,"10,567","10,556","10,937","11,157","10,774","10,942","11,290","11,774","12,035","12,675","13,356","13,974","13,723","14,226","14,546","14,145","13,711","14,195","14,743","15,555","41,028","42,408","43,815","44,696","45,338","45,079","47,366","48,032","50,321","48,149","48,709","47,415","47,112","46,087","45,892","45,041","44,675","44,502","45,445","45,691"
Net Cash / Debt,"-2,452","-2,956","-3,176","-3,524","-3,706","-3,441","-3,227","-2,824","-3,201","-2,789","-2,635","-1,827","-1,847",-608,"-1,152","-1,692",-331,"-2,530","-1,670","-1,018","-36,578","-33,848","-33,920","-32,805","-31,851","-31,062","-28,149","-29,318","-21,406","-23,990","-28,012","-29,455","-27,669","-28,031","-28,206","-23,716","-24,264","-23,693","-22,276","-21,597"
Working Capital,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,698",-,-,-,"-11,465","-11,833","-11,158","-13,279","-10,293","-9,503","-7,299","-9,329","-8,223","-7,916","-9,700","-10,853","-7,438","-8,269","-7,796","-10,945","-11,103","-12,700","-12,634","-12,541"
Book Value Per Share,38.23,38.59,40.71,42.29,41.19,42.34,43.87,45.73,46.72,49.56,52.07,54.47,53.45,55.34,56.82,56.18,55.61,58.45,60.60,63.92,168.47,111.58,115.47,118.37,121.41,121.17,128.37,130.81,139.29,136.85,141.95,139.41,142.15,143.59,144.65,147.62,146.12,149.81,153.60,154.37
