,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,"2,795","2,276","1,967","1,621","1,420","2,620","1,969","2,381","1,968","2,401","2,454","3,224","3,185","4,155","3,611","3,656","2,972","2,771","3,634","24,032","3,855","4,976","3,610","4,577","4,619","4,452","7,185","5,344","10,182","6,505","3,821","3,483","5,081","4,424","4,421","7,079","5,924","7,935","9,585","8,497"
Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,136",-,-,-,"2,045","1,662","1,665","1,371",937,973,"1,190","1,324","1,331","1,477","1,305","1,374",920,731,754,783,905,914,872,"1,046"
Cash & Cash Equivalents,"2,795","2,276","1,967","1,621","1,420","2,620","1,969","2,381","1,968","2,401","2,454","3,224","3,185","4,155","3,611","3,656","5,108","2,771","3,634","24,032","5,900","6,638","5,275","5,948","5,556","5,425","8,375","6,668","11,513","7,982","5,126","4,857","6,001","5,155","5,175","7,862","6,829","8,849","10,457","9,543"
Cash Growth,-6.15%,-31.16%,-38.70%,-46.94%,-49.19%,15.11%,0.10%,46.88%,38.59%,-8.36%,24.63%,35.41%,61.84%,73.05%,47.15%,13.40%,60.38%,-33.31%,0.64%,557.33%,15.51%,139.55%,45.16%,-75.25%,-5.83%,-18.27%,58.77%,12.10%,107.22%,47.13%,-38.79%,-27.16%,-47.88%,-35.42%,0.96%,61.87%,13.80%,71.66%,102.07%,21.38%
Receivables,"9,290","9,645","9,789","9,660","9,837","10,407","10,811","10,650","10,507","10,681","11,034","10,116","9,555","9,540","9,721","9,469","8,918","9,400","9,289","9,389","15,980","16,326","17,024","16,993","15,816","16,782","17,636","18,386","17,391","18,763","20,576","21,285","20,041","20,940","23,164","22,101","22,634","22,990","23,476","24,003"
Inventory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,"2,821","2,382","2,298","2,160","2,661","2,565","2,712","2,657","3,165","2,919","3,042","3,020","3,722","3,500","3,781","4,017","4,777","4,211","4,514","4,416"
Other Current Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-4,943",-,-,-,"-4,271","-4,210","-3,888","-3,933","5,812","6,105","6,157","6,846","-4,270","-4,110","-3,733","-3,675","6,370","5,798","5,302","-3,810","-4,118","-4,023","-3,736","-3,444"
Total Current Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"9,311",-,-,-,"20,430","21,136","20,709","21,168","29,845","30,877","34,880","34,557","27,799","25,554","25,011","25,487","36,134","35,393","37,422","30,170","30,122","32,027","34,711","34,518"
"Property, Plant & Equipment","1,464","1,450","1,498","1,494","1,502","1,486","1,502","1,483","1,534","1,534","1,556","1,561","1,536","1,519","1,509","1,526","1,563","1,552","1,554","1,559","4,562","4,523","4,538","4,448","4,417","4,317","4,255","4,203","4,205","4,114","4,078","4,070","3,692","3,661","3,659","3,744","3,774","3,837","3,884","3,924"
Long-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"26,483",-,-,-,"26,929","27,257","28,180","28,904","21,542","20,608","21,338","21,952","23,262","22,821","23,622","23,756","18,438","17,693","16,724","16,273","16,288","19,010","18,967","18,974"
