,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Total Current Liabilities,"32,118","33,726","32,071","34,152","31,881","29,790","31,567","32,053","31,357","30,770","32,401","28,891","29,082","30,210","30,724","33,107","30,711","28,237","29,220","31,247","28,370","30,011","30,253","30,164","32,896","32,976","30,008","31,744","32,016","33,132","36,589","38,027","34,401","33,081","36,618","38,746","38,030","35,756","37,158","35,950"
Long-Term Debt,"20,837","19,811","19,004","18,124","17,364","18,327","17,394","17,595","19,134","18,945","18,910","16,460","16,633","18,038","20,188","22,186","22,437","20,863","20,779","21,514","21,359","20,395","20,161","18,985","23,310","23,537","23,948","22,514","21,053","23,099","20,558","22,322","23,767","22,848","21,286","20,582","22,874","24,378","24,069","23,096"
Other Long-Term Liabilities,"20,201","20,753","20,279","19,175","18,312","18,328","17,350","17,193","17,164","19,438","18,781","17,938","17,828","16,380","16,524","16,630","16,275","16,327","15,937","16,483","16,392","17,110","16,660","16,666","16,413","17,309","17,367","17,314","16,790","16,422","16,114","16,174","16,303","14,425","14,044","13,662","13,526","13,630","13,290","12,834"
Total Long-Term Liabilities,"41,038","40,564","39,283","37,299","35,676","36,655","34,744","34,788","36,298","38,383","37,691","34,398","34,461","34,418","36,712","38,816","38,712","37,190","36,716","37,997","37,751","37,505","36,821","35,651","39,723","40,846","41,315","39,828","37,843","39,521","36,672","38,496","40,070","37,273","35,330","34,244","36,400","38,008","37,359","35,930"
Total Liabilities,"73,156","74,290","71,354","71,451","67,557","66,445","66,311","66,841","67,655","69,153","70,092","63,289","63,543","64,628","67,436","71,923","69,423","65,427","65,936","69,244","66,121","67,516","67,074","65,815","72,619","73,822","71,323","71,572","69,859","72,653","73,261","76,523","74,471","70,354","71,948","72,990","74,430","73,764","74,517","71,880"
Total Debt,"36,365","35,417","33,232","34,453","32,439","30,345","30,487","31,526","32,815","30,598","31,125","29,467","30,414","31,592","34,214","37,733","35,299","31,286","31,287","33,627","30,270","30,092","29,513","28,138","36,011","34,720","31,655","31,100","29,826","31,988","32,547","35,653","33,669","31,493","33,003","34,882","36,591","34,607","35,880","33,712"
Debt Growth,12.85%,12.28%,-4.45%,-3.24%,-10.80%,-14.32%,-8.26%,-8.50%,1.16%,0.83%,2.09%,-6.53%,-7.32%,3.25%,9.92%,28.05%,16.06%,-0.97%,-8.55%,-10.88%,-14.25%,-3.82%,-5.67%,-16.32%,18.97%,15.38%,7.26%,10.53%,-17.18%,-7.87%,2.82%,14.64%,12.88%,-1.55%,1.40%,-2.16%,8.68%,9.89%,8.72%,-3.35%
Common Stock,"-7,544","-7,352","-8,567","-9,641","-8,926","-8,977","-8,879","-10,281","-14,354","-14,063","-13,961","-24,679","-25,233","-25,714","-27,490","-28,989","-29,786","-31,009","-32,194","-31,571","-31,583","-32,403","-34,343","-37,564","-37,617","-37,196","-38,082","-40,730","-43,266","-45,976","-47,891","-51,936","-52,451","-53,386","-57,018","-58,627","-59,395","-58,885","-59,846","-60,621"
Retained Earnings,"84,220","84,990","85,207","85,770","86,157","84,807","85,579","86,917","87,849","87,953","88,855","94,945","95,736","96,124","97,197","97,881","98,623","98,641","99,831","101,170","102,103","94,918","96,625","98,414","99,474","100,239","102,539","104,361","105,674","106,374","108,361","110,393","111,645","112,429","114,163","115,858","117,082","118,170","120,443","121,617"
Comprehensive Income,"-6,635","-7,662","-9,811","-11,317","-13,851","-12,780","-13,746","-14,334","-13,642","-15,907","-15,943","-16,522","-15,955","-14,632","-14,292","-14,171","-13,891","-14,749","-15,133","-15,156","-14,968","-14,936","-15,298","-14,942","-15,916","-16,165","-15,881","-15,091","-15,489","-13,744","-14,062","-13,564","-13,448","-12,189","-12,811","-12,506","-12,266","-12,220","-12,583","-12,167"
Shareholders' Equity,"70,041","69,976","66,829","64,812","63,380","63,050","62,954","62,302","59,853","57,983","58,951","53,744","54,548","55,778","55,415","54,721","54,946","52,883","52,504","54,443","55,552","47,579","46,984","45,908","45,941","46,878","48,576","48,540","46,919","46,654","46,408","44,893","45,746","46,854","44,334","44,725","45,421","47,065","48,014","48,829"
Net Cash / Debt,"-26,613","-24,731","-22,386","-22,202","-19,279","-18,742","-17,881","-17,249","-18,996","-17,250","-15,184","-16,013","-16,087","-16,455","-18,207","-18,975","-19,765","-19,436","-20,034","-21,510","-20,447","-19,805","-20,209","-21,859","-20,618","-18,539","-18,263","-19,159","-19,819","-21,700","-22,177","-24,109","-25,143","-24,279","-26,293","-28,028","-28,995","-26,361","-26,147","-25,822"
Net Cash Per Share,-9.20,-,-7.75,-7.70,-6.69,-,-6.24,-6.02,-6.70,-,-5.38,-5.85,-5.95,-,-6.77,-7.11,-7.47,-,-7.67,-8.20,-7.75,-,-7.63,-8.31,-7.89,-,-6.96,-7.33,-7.65,-,-8.67,-9.48,-9.94,-,-10.50,-11.30,-11.72,-,-,-
Working Capital,"-3,992","-2,109","-2,964",-974,-319,-144,"4,053","4,294","2,960","3,012","2,770","-3,319","-3,197","-3,716","-2,628","-1,893","-2,751","-4,917","-5,874","-6,816","-6,058","-7,538","-8,328","-11,247","-5,756","-4,989","-3,982","-7,089","-9,408","-10,041","-12,253","-12,482","-10,985","-11,428","-14,097","-16,880","-15,725","-13,108","-12,218","-12,839"
Book Value Per Share,24.20,25.86,23.14,22.46,21.99,23.24,21.95,21.75,21.11,21.78,20.88,19.63,20.16,21.81,20.60,20.50,20.77,21.03,20.10,20.76,21.06,18.97,17.75,17.45,17.58,18.94,18.50,18.56,18.11,19.06,18.14,17.64,18.08,19.53,17.71,18.03,18.36,19.97,20.37,20.72
