,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30
Cash & Equivalents,"3,042","2,908","2,416","2,266","3,478","3,763","3,543","3,647","2,841","3,534","2,989","3,059","3,173","3,969","3,503","2,768","2,789","3,265","2,369","2,123","2,872","2,319","2,389","2,031","1,766","4,881","6,954","8,339","8,856","7,087","6,853","6,833","6,065","6,897","6,850","4,646","5,373","6,856","7,055","6,729"
Cash & Cash Equivalents,"3,042","2,908","2,416","2,266","3,478","3,763","3,543","3,647","2,841","3,534","2,989","3,059","3,173","3,969","3,503","2,768","2,789","3,265","2,369","2,123","2,872","2,319","2,389","2,031","1,766","4,881","6,954","8,339","8,856","7,087","6,853","6,833","6,065","6,897","6,850","4,646","5,373","6,856","7,055","6,729"
Cash Growth,-9.79%,-40.86%,-52.59%,-42.41%,14.33%,29.40%,46.65%,60.94%,-18.32%,-6.09%,-15.64%,-16.12%,11.69%,12.31%,17.20%,-9.51%,-12.10%,-17.74%,-32.37%,-23.30%,2.98%,-28.97%,0.84%,-4.33%,-38.51%,110.48%,191.08%,310.59%,401.47%,45.20%,-1.45%,-18.06%,-31.52%,-2.68%,-0.04%,-32.01%,-11.41%,-0.59%,2.99%,44.83%
Receivables,"5,197","5,460","5,487","5,592","5,584","5,719","5,617","5,865","5,634","7,252","7,233","7,575","7,418","7,599","8,006","8,655","8,671","8,481","8,716","9,573","9,037","9,116","9,312","9,709","9,323","10,102","10,508","11,417","11,481","12,069","11,125","12,197","11,668","11,863","11,055","11,644","10,721","10,188","10,207","10,665"
Inventory,462,463,481,476,488,498,488,493,476,496,512,517,527,514,516,533,523,525,523,522,546,553,574,576,568,572,593,587,583,587,577,594,611,637,647,655,631,604,631,632
Other Current Assets,"1,080",852,866,878,932,355,"1,055","1,147","1,286",707,667,901,820,546,697,925,"1,592","1,070","1,033","1,220","1,045","1,098",742,882,884,828,848,922,790,837,991,"1,123","1,122",968,"1,054","1,272","1,219",962,994,"1,091"
Total Current Assets,"9,781","9,683","9,250","9,212","10,482","10,335","10,703","11,152","10,237","11,989","11,401","12,052","11,938","12,628","12,722","12,881","13,575","13,341","12,641","13,438","13,500","13,086","13,017","13,198","12,541","16,383","18,903","21,265","21,710","20,580","19,546","20,747","19,466","20,365","19,606","18,217","17,944","18,610","18,887","19,117"
"Property, Plant & Equipment","19,285","19,550","19,424","19,893","20,425","20,875","21,483","22,278","22,552","24,284","24,804","25,307","25,613","25,981","26,235","27,290","27,697","28,154","28,779","29,387","29,768","30,429","45,429","46,505","47,287","47,525","48,758","49,455","49,954","51,135","51,895","53,171","53,981","54,704","56,025","57,094","57,259","58,045","58,501","58,775"
Goodwill and Intangibles,"2,739","2,790","2,775","2,734","3,805","3,810","3,792","3,806","3,764","6,747","6,783","6,921","7,000","7,154","7,382","7,325","7,464","6,973","6,869","6,908","6,916","6,884","6,821","6,861","6,814","6,372","6,633","6,702","6,977","6,992","6,843","6,702","6,755","6,544","6,316","6,377","6,455","6,435","6,422","6,468"
Other Long-Term Assets,924,"1,047","1,138","1,145","1,396","1,511","1,267","1,135","1,266","2,939","2,587","2,068","2,230","2,789","3,011","2,785","3,115","3,862","3,612","3,556","4,280","4,004","3,185","3,390","3,372","3,257","3,354","3,734","4,152","4,070","3,764","3,627","3,906","4,381","3,879","3,903","4,117","4,053","3,766","3,691"
Total Long-Term Assets,"22,948","23,387","23,337","23,772","25,626","26,196","26,542","27,219","27,582","33,970","34,174","34,296","34,843","35,924","36,628","37,400","38,276","38,989","39,260","39,851","40,964","41,317","55,435","56,756","57,473","57,154","58,745","59,891","61,083","62,197","62,502","63,500","64,642","65,629","66,220","67,374","67,831","68,533","68,689","68,934"
Total Assets,"32,729","33,070","32,587","32,984","36,108","36,531","37,245","38,371","37,819","45,959","45,575","46,348","46,781","48,552","49,350","50,281","51,851","52,330","51,901","53,289","54,464","54,403","68,452","69,954","70,014","73,537","77,648","81,156","82,793","82,777","82,048","84,247","84,108","85,994","85,826","85,591","85,775","87,143","87,576","88,051"
Accounts Payable,"1,903","1,971","1,973","1,968","2,050","2,066","2,049","2,129","2,024","2,944","2,851","2,954","2,707","2,752","2,938","3,147","3,102","2,977","3,066","3,400","3,156","3,030","3,179","3,283","3,193","3,269","3,339","3,733","3,990","3,841","3,822","4,190","4,187","4,030","4,167","3,989","3,987","3,848","3,794","4,002"
Current Debt,1,1,1,0,0,19,14,14,11,29,47,43,45,22,19,261,"1,563","1,342","1,703",892,"1,198",964,"1,931","2,094","2,237","1,974","2,111","2,220","2,779","2,354","2,388","2,488","2,511","2,525","2,609","2,670","2,593","2,516","2,733","2,767"
Other Current Liabilities,"3,115","3,340","3,179","3,205","3,193","3,871","3,781","3,808","3,904","5,035","4,576","4,810","4,698","5,144","4,833","4,819","4,838","5,308","4,837","5,204","4,902","5,019","4,825","5,170","4,895","5,101","5,745","6,162","6,797","7,465","6,700","7,206","7,292","7,719","6,989","7,380","7,000","7,222","7,284","7,479"
Total Current Liabilities,"5,019","5,312","5,153","5,173","5,243","5,956","5,844","5,951","5,939","8,008","7,474","7,807","7,450","7,918","7,790","8,227","9,503","9,627","9,606","9,496","9,256","9,013","9,935","10,547","10,325","10,344","11,195","12,115","13,566","13,660","12,910","13,884","13,990","14,274","13,765","14,039","13,580","13,586","13,811","14,248"
Long-Term Debt,"5,476","5,494","5,483","5,567","7,922","7,960","8,010","9,321","9,200","14,133","14,192","14,100","15,169","15,440","15,712","15,813","16,549","15,794","15,798","17,004","17,730","17,148","30,863","31,123","31,205","34,147","35,918","36,230","35,787","34,108","33,936","34,341","34,843","34,669","35,036","35,366","35,495","35,816","35,483","35,415"
Other Long-Term Liabilities,"7,007","6,987","6,830","6,681","6,931","7,622","8,108","8,109","8,353","10,034","9,767","9,910","8,978","9,121","9,230","9,186","6,905","7,493","7,324","7,495","7,584","10,485","9,488","9,625","9,653","10,751","11,073","11,772","11,459","10,841","10,881","11,082","10,749","12,112","11,885","12,071","11,967","11,653","11,748","11,622"
Total Long-Term Liabilities,"12,483","12,481","12,313","12,248","14,853","15,582","16,118","17,430","17,553","24,167","23,959","24,010","24,147","24,561","24,942","24,999","23,454","23,287","23,122","24,499","25,314","27,633","40,351","40,748","40,858","44,898","46,991","48,002","47,246","44,949","44,817","45,423","45,592","46,781","46,921","47,437","47,462","47,469","47,231","47,037"
Total Liabilities,"17,502","17,793","17,466","17,421","20,096","21,538","21,962","23,381","23,492","32,175","31,433","31,817","31,597","32,479","32,732","33,226","32,957","32,914","32,728","33,995","34,570","36,646","50,286","51,295","51,183","55,242","58,186","60,117","60,812","58,609","57,727","59,307","59,582","61,055","60,686","61,476","61,042","61,055","61,042","61,285"
Total Debt,"5,477","5,495","5,484","5,567","7,922","7,979","8,024","9,335","9,211","14,162","14,239","14,143","15,214","15,462","15,731","16,074","18,112","17,136","17,501","17,896","18,928","18,112","32,794","33,217","33,442","36,121","38,029","38,450","38,566","36,462","36,324","36,829","37,354","37,194","37,645","38,036","38,088","38,332","38,216","38,182"
Debt Growth,82.08%,45.83%,44.70%,43.78%,44.64%,45.20%,46.32%,67.68%,16.27%,77.49%,77.46%,51.51%,65.17%,9.18%,10.48%,13.65%,19.05%,10.83%,11.25%,11.34%,4.51%,5.70%,87.38%,85.61%,76.68%,99.43%,15.96%,15.75%,15.32%,0.94%,-4.48%,-4.22%,-3.14%,2.01%,3.64%,3.28%,1.96%,3.06%,1.52%,0.38%
