,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,295.1,225.91,212.54,425.85,249.14,264.84,208.24,226.19,262.77,302.94,250.38,398.48,280.18,328.52,228.08,233.4,249.89,245.57,"2,135","2,342",512.87,461.37,587.4,604.2,615.9,587.9,559.3,599,483.5,453.5,456.4,473,488,501,514,541,417,371,392,620
Cash & Cash Equivalents,295.1,225.91,212.54,425.85,249.14,264.84,208.24,226.19,262.77,302.94,250.38,398.48,280.18,328.52,228.08,233.4,249.89,245.57,"2,135","2,342",512.87,461.37,587.4,604.2,615.9,587.9,559.3,599,483.5,453.5,456.4,473,488,501,514,541,417,371,392,620
Cash Growth,30.96%,5.32%,-24.36%,49.02%,-15.58%,17.24%,-2.02%,-46.88%,5.47%,14.38%,20.24%,76.17%,6.62%,8.45%,-8.91%,-41.43%,-10.81%,-25.25%,836.24%,903.55%,105.24%,87.87%,-72.49%,-74.20%,20.09%,27.42%,-4.78%,-0.86%,-21.50%,-22.86%,-18.40%,-21.04%,0.93%,10.47%,12.62%,14.38%,-14.55%,-25.95%,-23.74%,14.60%
Receivables,636.65,717.05,715.11,631.23,665.67,680.27,625.34,598.79,619.79,586.35,624.23,942.51,"1,052","1,129","1,144","1,167","1,269","1,213","1,241","1,147","1,727","1,707","1,673","1,664","1,672","1,410","1,434","1,412","1,403","1,453","1,367","1,477","1,382","1,422","1,462","1,519","1,576","1,698","1,714","1,684"
Inventory,420.06,481.51,489.05,510.95,515.95,535,517.49,478.57,478.72,493.44,496,658.51,703.88,746.24,764.78,742.63,829.28,863.79,866.21,844.9,"1,947","1,882","1,957","1,773","1,786","1,800","1,780","1,642","1,672","1,661","1,690","1,689","1,828","1,918","2,023","2,034","2,228","2,317","2,246","2,284"
Other Current Assets,82.36,102.39,117.11,69.84,73.18,99.85,299.02,236.47,325.28,317.63,324.53,868.13,130.63,141.06,139.93,122.29,117.96,124.29,111.44,115.6,194.22,178.57,192.4,150.9,167.5,172,163.7,227,221,240.9,247.1,193,213,205,200,233,275,277,282,267
Total Current Assets,"1,434","1,527","1,534","1,638","1,504","1,580","1,650","1,540","1,687","1,700","1,695","2,868","2,166","2,345","2,277","2,265","2,466","2,447","4,354","4,450","4,381","4,229","4,410","4,192","4,241","3,970","3,936","3,880","3,779","3,808","3,760","3,832","3,911","4,046","4,199","4,327","4,496","4,663","4,634","4,855"
"Property, Plant & Equipment",273.65,343.15,342.37,339.11,349.04,356.97,351.23,353.19,353.87,348.65,357.97,518.38,524.06,547.84,550.37,573.97,573.4,555.83,557.42,563.8,"1,635","1,646","1,623","1,656","1,623","1,612","1,604","1,601","1,576","1,544","1,509","1,497","1,468","1,428","1,402","1,429","1,422","1,443","1,419","1,485"
Goodwill and Intangibles,"1,168","1,257","1,314","1,285","1,276","1,319","1,290","1,299","1,305","1,290","1,334","3,133","3,278","3,473","3,525","3,665","3,761","3,603","3,570","3,526","12,506","12,515","12,310","12,465","12,284","12,245","12,256","12,354","12,553","12,529","12,385","12,292","12,199","11,990","11,771","11,910","11,873","12,016","11,857","11,985"
Other Long-Term Assets,40.54,36.86,38.22,41.72,39.01,41.73,34.77,37.23,35.58,39.83,40.74,62.39,62.99,73.12,97.01,76.36,76.02,71.89,72.28,109.4,555.31,552.33,557.6,631.7,625.3,638,648.8,619,635.8,630.7,698.3,833,860,869,890,850,878,863,890,663
Total Long-Term Assets,"1,482","1,637","1,695","1,666","1,664","1,718","1,676","1,689","1,694","1,679","1,733","3,713","3,865","4,094","4,173","4,315","4,410","4,231","4,200","4,200","14,697","14,713","14,491","14,752","14,532","14,496","14,508","14,574","14,764","14,704","14,592","14,622","14,527","14,287","14,063","14,189","14,173","14,322","14,166","14,133"
